"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","winrate_early_season_selected_team","winrate_season_selected_team","first_game","point_diff_selected_season","point_diff_selected_early_season","winrate_early_season_opposing_team","winrate_season_opposing_team","point_diff_opposing_season","point_diff_opposing_early_season","winrate_season_selected_team_s","winrate_season_opposing_team_s","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
-0.0465637333109149,0.0565085762983551,0.024427049939404,0,-0.0279329827615068,0,0,0.0552457942744538,0.0156111063019807,0,0.0278897545797206,0.0143093849877394,0,0,0,0,0.00819209275982739,0,0.269869349865749,0.00117723136281197,0.0289690754430539,0.0228010654039573,-0.0369360352393284,-0.0306614023886945,-0.0596573673516496,0.239092043329433,0,0,0,0,0,0,0.625948738472811,0,2.83113281400554,0,0,-0.68839087694056,-3.23301166271126,0,0.26538054996915,-0.128470257977742,"2016-10-25  aaAdeeGilnnnnoooSSttt",2016-10-25,"Golden State","San Antonio","Golden State","San Antonio",0.562341003494392,0,-0.464320987173471
0.139760070492466,-0.0422300026866791,-0.0509653127671488,0.0308326785719965,0,0,0,-0.0479549556361816,-0.00404026592419397,0,0,-0.029281371068153,0,-0.0371275653301579,0.000737693758868898,0,-0.000503113707560128,0,0,0,0,-0.0233764053302211,-0.0435968381918223,0.113039336797143,0,0,0,0,-0.088688554459274,0,0,0,0.302848727878757,0,2.58770575797717,0,0,-0.705458419344045,-3.26189795794074,0,0,-0.342587354607312,"2016-10-25 aCdeeekllnNorvwY",2016-10-25,"Cleveland","New York","New York","Cleveland",0.00529394897835619,-0.088688554459274,-1.07680189142885
0.0607051122134535,-0.109234749718336,0,-0.0830762826741778,0,0,-0.0261782163433004,0.0503673438488023,-0.0165411836721047,0,0.0388324000300807,0,0,0,0,0.088956193433576,-0.0170685424429579,-0.173073521294542,-0.284940035883111,-0.00719203953024461,0.00926775167681054,-0.0167038353248171,0.0801254157810633,0,0,0,0,0,-0.139410798439364,0,0,0,0.471972043447413,0,2.79459893807484,0,0,-0.516797843099072,-2.99651814976491,0,0,-0.171293677303656,"2016-10-25aadhlnoPrttU",2016-10-25,"Portland","Utah","Utah","Portland",-0.405754189899805,-0.139410798439364,-0.246745011341732
-0.0179804488181704,0.0779386973524761,-0.0112046968060708,-0.203464083121965,0,0,-0.0357149345321029,-0.0666917189967938,0.0335930647496296,-0.0080087595493067,-0.0506389607626646,0,0,0,0.00633362463334411,0,-0.00350764396661973,0,0.508408400802628,0,-0.034344122175399,-0.0129507811536478,0,0,-0.0601743421959891,0,0,0,-0.248914477039213,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26 aaaaCdehhhiiiklllmoOpPty",2016-10-26,"Philadelphia","Oklahoma City","Oklahoma City","Philadelphia",0.121593295459348,-0.248914477039213,-0.0906783815611181
0.0338197772230113,0.0958163125041382,-0.00128700896354491,-0.386939338489459,0.0177597449851094,0,0,0.098720029895406,-0.0170526288307077,0.00418744640320912,0,0,0.0235954157276223,0,0,-0.0481027338972187,0.0081269893919302,0,-0.282925760260266,-0.0175554156576343,-0.0505130848789278,-0.00983108427604538,0.0183129162300488,0,-0.0687695610551837,0.199530649723903,0,0,0,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26 aAeHkLLnoorsstu",2016-10-26,"LA Lakers","Houston","LA Lakers","Houston",-0.383107334224609,0,-0.0906783815611181
0.0384317182322745,0,0.0224532447917386,0,-0.0153219237184332,0,-0.0210289236824365,0,0,0.00139890962428969,0,0.0590259830947309,0,0.0428916114771004,-0.00398898237105647,0,0.00597412074782803,0,0,0.00483720902145356,0,0.0147374973516183,-0.0216208941720575,0.118114496304878,0,0.157259209768414,0,0,0,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26 aDeeeelnnNOrrsvw",2016-10-26,"New Orleans","Denver","New Orleans","Denver",0.403163276470342,0,-0.0906783815611181
0.057861822992065,0.0458357080363631,0.0259952828002901,-0.047300228460763,0,0,-0.0216238806714073,0.0868355260078603,0.0174810286588308,-0.00075518459529576,0.00381236264305007,-0.0884889400682916,-0.0402529236685508,0,-0.00324129857134609,0,0.00646893232577091,0,0,-0.00791629267221813,-0.0241925279324218,-0.0151810735169657,0.00166263565877328,0.0372017972283128,0,0,0,0,-0.151240930732468,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26aaaadDiIllnns",2016-10-26,"Indiana","Dallas","Dallas","Indiana",0.0342027461940562,-0.151240930732468,-0.0906783815611181
0.0132580755435819,0.057157992241191,-0.0474690408785231,0.204636376179222,-0.0163344427309189,0,-0.0250265119972831,0.0504836076353737,-0.0177380089854873,0.00980923006061256,-0.0805817145939298,-0.0819568207348395,0.0471182715582678,-0.0272668803177137,0.00270158965320318,0,0,0.160534736162214,0,0.0154237867819321,0,0.0118522020693143,-0.037701181984998,0,0,0,0,0,-0.130465485997166,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26aaCeeehikllMorttuw",2016-10-26,"Milwaukee","Charlotte","Charlotte","Milwaukee",0.238901265661219,-0.130465485997166,-0.0906783815611181
-0.0375034353023385,-0.0663819640862938,0,0,0.0532725372506908,0,-0.0219311247874955,0.04307720989291,0,0.000667014896381625,-0.0352626058145426,-0.0736624982623032,0,-0.0259823995760535,-0.000327186032548346,0,0.00450017286886947,0,0,-0.00454924344800649,0.0499973441220703,-0.00702359119035475,0.0200501241120597,-0.00151209218775274,0,0.0923126685272517,0,0,0,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26aaceehimnnooPrStx",2016-10-26,"Phoenix","Sacramento","Phoenix","Sacramento",-0.0102590690174559,0,-0.0906783815611181
0.0580250176817527,0,0,-0.0488267888895926,0.0176521209207849,-0.0722639983170907,-0.00718672636306671,0.0435448302105812,0,-0.00629010740104384,0.0400880500933317,-0.0798483482566331,-0.0383112700450461,0.0302872388118232,0,-0.0420996582331735,0.00436979525980889,0,0,0,0,-0.0081821696555762,0.0161568484977322,-0.0576614757095746,0,0.0298755202705011,0,0,0,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26aadiilmMnoOr",2016-10-26,"Orlando","Miami","Orlando","Miami",-0.120671121124481,0,-0.0906783815611181
0,0.00739833798146749,0,0.12657508873683,0,0,-0.00500435090218923,0.0699104702725591,0,-0.00788585104262728,0,0.129518641598971,0,0.0382036471378412,0,0.0718279492390285,0,0,0,-0.0118788879082044,0.0511022403713415,0.0101139627874615,0.012449431654107,0,0,8.58579029741816e-09,0,0,-0.165483129729358,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26aeehiimMMnnopsst",2016-10-26,"Memphis","Minnesota","Minnesota","Memphis",0.492330688512376,-0.165483129729358,-0.0906783815611181
0.0655538056928089,-0.0446018627363212,-0.0180005994616422,-0.0177516528324595,0,0,0.0229455793407934,0,-0.0261449938035206,-0.00511591322800726,0,0.0760622159519092,0,-0.0294813909789208,-0.00665609719926884,0,0,0,0,-0.0225673704126202,0.00254559462546639,-0.021504579119874,-0.000496409184941457,0.0439067495546279,0,0,0,0,-0.0374629642041152,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26BBklnnoooorsty",2016-10-26,"Boston","Brooklyn","Brooklyn","Boston",0.0186930762080297,-0.0374629642041152,-0.0906783815611181
0.0234976751659446,0,0,0,0.00428730233060451,-0.0900008963545962,0,0.0931932959232866,-0.0247635841447835,0.00482991483237308,0.0601452021635936,-0.0862502517893492,0,-0.0312067923539134,0,0,-0.00409388152927154,0,0,0.0024857352500183,0,0.00267435138589495,0.0256914492215474,-0.0144936127506595,0,0,0,0,-0.0408756907146549,0,0,0,0,0,2.18586699457393,-0.0237750067518354,0,0,-2.25277036938321,-0.0152546330614965,0,0,"2016-10-26DeinoooorrtttT",2016-10-26,"Toronto","Detroit","Detroit","Toronto",-0.0340040926493103,-0.0408756907146549,-0.0906783815611181
0,0.0382301178954195,0.0233197463341824,0,0.0288382211049227,0,-0.0336879390128309,-0.038476209813656,-0.0218905863700746,0,-0.0323953968484583,0.0254122809107181,-0.105464628261421,0,0,0.0352622895104116,-0.00998490769484158,0,0,0,0,-0.0268512193070426,0.0969257846884356,0,0,0.0994919803545192,-0.0836295016637955,0.0886612581611458,-0.0141191810542012,0,0,-0.223982872168645,0.854268561045227,0,3.00963296001982,-0.0529690318986469,0.206013512025585,-0.973335491491456,-3.05506023265276,-0.0324259199442682,0.526395571882272,-0.538230382303921,"2016-10-27 aaaAceimnnnnooorSStt",2016-10-27,"Sacramento","San Antonio","San Antonio","Sacramento",0.078729533490284,-0.0090874245568508,-0.235432595120877
0.111181999098338,0,0,-0.154728317782921,0,0,0.000941840837846334,-0.0521552031603387,-0.00717090368675165,0.00662743568764963,0.0396734804972178,0,0,0.0287545427563359,-0.00399770060445198,0.0474329623974139,-0.00660043846572261,0,-0.27161656484307,-0.00161694122772188,0.0351248339573567,0,0.0309484150350972,0,-0.0990983102572725,0,-0.167259003327591,0,-0.170880974866694,0,0,0,0,0,2.33304880621692,-0.0410612650377108,0.206013512025585,-0.973335491491456,-2.76130444105154,-0.0293080430265501,0,-0.538230382303921,"2016-10-27 aACdeillLnoppPrrst",2016-10-27,"Portland","LA Clippers","LA Clippers","Portland",-0.296298869760995,-0.338139978194285,-1.2366388793382
-0.00475330917144117,0.0648059942826042,0,0.0998576298798606,-0.0185878908304217,0,0.00784302699973265,-0.0421936896703422,0,0.00727833666604554,0,0,0,-0.0346066128085476,-0.00498792038022157,0.0550752925358595,-0.000783635110956136,0,0,0.000196308235917434,-0.00677288673956838,1.60315098315615e-05,0.0212342989676701,-0.111015535821087,0,0.0850671043180167,0,0,0,0,0,0,0,0,2.33304880621692,-0.0410612650377108,0,0,-2.5413775386669,-0.0269737741129311,0,0,"2016-10-27aaaAghilnnnostttW",2016-10-27,"Atlanta","Washington","Atlanta","Washington",0.117672542862953,0,-0.249389997487695
-0.0706022560456184,0,0,-0.113384904376284,0,0,0,0,0.0019918037033548,0.00161410709297958,0,-0.146793442505374,0,0.0312304223888246,0.00681100114593036,-0.0368806197175015,0.021359222127348,0,0,0.0237780686391225,-0.0293661537085198,0,0.02172614742975,-0.0489099408530679,0,0,0,0.0443306290805729,-0.175462980191945,0,0,-0.223982872168645,0.854268561045227,0,2.43275174665354,-0.0428160199538523,0,0,-2.5413775386669,-0.0269737741129311,0.526395571882272,0,"2016-10-27aBcCghinooost",2016-10-27,"Chicago","Boston","Boston","Chicago",-0.337426544679056,-0.131132351111372,0.478843876909367
-0.0748911683457677,0,0.013902248675519,0,0,0,0,0.0561422986452512,0,-0.0138539267663125,-0.0390380214897437,-0.0396152426491388,0,-0.0491189760704682,0,0,0,0,0.605337224973606,0.00600207988603469,-0.018565909500307,-0.0093112164695939,0.146528185615702,-0.0867973678555534,0,0,-0.177177312394345,0.139476387279652,-0.418100151965325,0,0,0,0,0,2.01052757557862,-0.0364531889873185,0,0,-2.66938563777189,-0.0263560056919652,0,0,"2016-10-28  aadeeeeGllnnNoOrsSttw",2016-10-28,"New Orleans","Golden State","Golden State","New Orleans",0.496720208649227,-0.455801077080018,-0.695311251180598
0,0.0697179957003063,0,-0.211311808134484,0,0,0.0641639738274754,0.0477498994193676,0,-0.0133287037204291,0,0,-0.049498208389649,0,0.0108126456901051,-0.0573407780205277,-0.00693670333001551,0,0,0,-0.0356644948521395,-0.00876466571711374,0.0259320239981636,0.0816082269672863,0,0,-0.265765968591518,0.0929842581864346,-0.126589199935515,0,0,-0.306192342871843,0.87730259126103,0,2.73008481315412,-0.0494995934669904,0,0,-2.57721007957016,-0.0254459163057599,0.50822694670257,0,"2016-10-28 aaAehkLLrstU",2016-10-28,"Utah","LA Lakers","LA Lakers","Utah",-0.0828605965616539,-0.299370910340598,0.674485388506158
0,0,-0.0322291607938097,0,-0.0668203353949024,0,-0.044806957997972,-0.0698656571371797,0.0491089699393609,-0.019278959563474,-0.0977215319510877,0.122832506684995,0,0,0,0,0,0,0.424680209642384,0,-0.109220526924914,0,0.0467723532915619,0.0195292944436226,0,0.137565547519511,-0.177177312394345,0.0929842581864346,-0.274464136002977,0,0,-0.306192342871843,0.87730259126103,0,2.75400823677454,-0.0499333527911857,0,0,-2.32940141807303,-0.0229991935840522,0.50822694670257,0,"2016-10-28 aaCehhiiklmnooOPtxy",2016-10-28,"Oklahoma City","Phoenix","Oklahoma City","Phoenix",0.360545751758096,-0.358657190210888,0.945783714299516
-0.105235793778808,0.0637118808573435,-0.0420107282389316,0,-0.0304259829538578,0.178329150094032,0.039083275272158,0,0,0.015762001341472,0.110360860827929,0.121268795860209,0,0,0.0118117429645828,0,-0.00919157809135845,0,0,0,0,-0.00885754958303477,0.0331275803432211,0.0576685676641779,0,0.0309690386831578,-0.177177312394345,0.0929842581864346,-0.141273470949437,0,0,-0.306192342871843,0.87730259126103,0,2.7864915241697,-0.0505223123402754,0,0,-2.68547402758489,-0.0265148533636863,0.50822694670257,0,"2016-10-28aaBdiIklnnnoory",2016-10-28,"Brooklyn","Indiana","Indiana","Brooklyn",0.466371261262292,-0.225466525157347,0.621605432633723
0,0,0.0264185809435833,0,0,0,0,-0.0644818597467235,0,0.000384129980827708,-0.172259010798462,0,0,0,0,0.0659255301593093,0.0167240943074307,0,0,-0.00666933902032852,0.0622713615993166,-0.0115814213128811,-0.0759458158977414,-0.0253787943029934,0,0.208061045421926,-0.177177312394345,0.0929842581864346,-0.0448284523016665,0,0,-0.306192342871843,0.87730259126103,0,2.91777814405846,-0.052902690517846,0.298227782956307,-1.00741129257934,-3.12109846475188,-0.0308159629460079,0.50822694670257,-0.515008490269955,"2016-10-28aaCehiilmMortt",2016-10-28,"Miami","Charlotte","Miami","Charlotte",0.0234685013332634,-0.129021506509577,-0.394296272445107
0,0,0,0,0,0,0,-0.060309600167064,-0.0232522272052384,-0.0265018618571477,-0.0677510835174072,0,-0.139352700100798,0,0.003077624238378,0,0,0,0.365361468539707,0.00798703980706852,-0.0722720665603893,-0.00616865136510496,0.0745129864023809,0.00393269500852295,0,0.125024443042233,-0.177177312394345,0.0929842581864346,-0.270319589741817,0,0,0,0,0,2.46390154387159,-0.0446733831039589,0,0,-2.6063752528079,-0.0257338767491609,0,0,"2016-10-28aaDHllnoosstu",2016-10-28,"Dallas","Houston","Houston","Dallas",0.184288066265141,-0.354512643949727,-0.187147092040264
0.108498367833635,0,0,0,0.026406007920073,0,0,-0.0518000803144691,-0.0359696735198696,0.0168379645912564,0,-0.132541446851787,0,0.00461773713482818,0,0,0.00900145175837227,0,0,0.00635608504250065,0.0104056184927424,-0.0121318209854593,-0.0356072324195289,0.0835294859713659,0,0.0310520132079614,-0.265765968591518,0.0929842581864346,0,0,0,-0.306192342871843,0.87730259126103,0,3.10659650991329,-0.0563261857528226,0.298227782956307,-1.00741129257934,-3.72304353824269,-0.0367592285269287,0.50822694670257,-0.515008490269955,"2016-10-28aCdeellnnooortTv",2016-10-28,"Toronto","Cleveland","Toronto","Cleveland",0.028654477861621,-0.172781710405083,-0.810846475316067
0,0,0.0173940413248391,0,-0.00146333651961218,0,0,0.119072595636435,0,0.000692979218331019,0,0,-0.0191821152976525,0,0,0,0,0,0,0,0.0541236047164198,0.0188325466789068,0.010055234650162,-0.0718079297862197,0,0.156782044798077,-0.177177312394345,0.0929842581864346,-0.045071348476671,0,0,0,0,0,2.16528286327682,-0.0392590812405626,0,0,-2.48910033326007,-0.0245759704491527,0,0,"2016-10-28adDeilnooOrrtt",2016-10-28,"Detroit","Orlando","Detroit","Orlando",0.284499665419686,-0.129264402684581,-0.363076551223808
0,0,0.00928082472649984,0,-0.0369429952335858,0,0,0,0,0,0,0.0449939505501318,0,0.0500377784784416,-0.00707980033902497,0,0,0,0,0,0.0382907346571573,0.0184911928753734,-0.0413354635035108,0.0677841486343358,0,0.249859165313656,-0.189145876988931,0.051490123068328,-0.112730823476881,0,0,0,0,0,2.6002396292229,-0.0460373823596847,0.362490079582201,-1.04584943711546,-3.67608500697396,-0.0260211687635945,0,-0.492429564804941,"2016-10-29  aaAeeilnnnnNooOrsStw",2016-10-29,"San Antonio","New Orleans","New Orleans","San Antonio",0.393379536159474,-0.250386577397483,-1.805242117644
0,0.0947455916847102,-0.0496748330144919,0,0,0,0.0193872431227939,0.114427242221634,0,-0.0159048385338574,0,0,0,0,0.00445585872717894,0,0,0.328907943864139,0,-0.00414773437086996,0,0,-0.0141389003665719,0.0700705657080694,0,0,-0.378291753977861,0.154470369204984,-0.212055960402214,0,0,-0.412582541181537,0.895597089215943,0,2.86925535050021,-0.0508003201605024,0,0,-2.32205288189808,-0.0164366519825391,0.486095179116702,0,"2016-10-29 eehikmMNoprswY",2016-10-29,"New York","Memphis","Memphis","New York",0.548128139042734,-0.435877345175091,0.979416696476039
