"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0.0460573890124773,0.0570989608727134,0,-0.051907628167966,-0.0543725507341543,-0.062011123230059,0,-0.0325232471123026,0,0.012716760931535,0,0,0,-0.326208374192253,-0.0326826894654737,0,-0.0414721632815396,-0.00259085308491991,0.107831453522448,0.0665477655661673,0,-0.0172527268054645,0,0,0.032894990537673,-0.00752171478905004,0,0,0,-0.247102726131908,0,0,1.35338623162646,0,-1.24550272210432,0,"2016-10-25  aaAdeeGilnnnnoooSSttt",2016-10-25,"Golden State","San Antonio","San Antonio","Golden State",-0.305395750420169,-0.247102726131908,0.107883509522141
0.138240288683508,0,0,0.00058066811575091,-0.0471969548546812,-0.0463421673691256,0.0330330075214466,-0.0651044803528281,0,0,-0.0465364324688832,-0.00876888040707282,0,-0.349083387313928,-0.0597870257567078,0.0615552309151054,0,0.000881931320228441,0.0918372062080162,0,0,0,0,0.0733363180222576,0,0.0149050231051013,0,0,0,-0.067410314377993,0,0,0.688996627009833,0,-1.21303306557887,0,"2016-10-25 aCdeeekllnNorvwY",2016-10-25,"Cleveland","New York","New York","Cleveland",-0.208449654631812,-0.067410314377993,-0.524036438569037
-0.0600449914441403,-0.0480105831149912,0,0,0.00508358923488285,0.11987153047396,0.0890048999155847,-0.0255079192521016,0,-0.0197605778008451,0,0.0491013202188567,0,0.344425277987112,0.0427213944442329,0,-0.0344608376456269,-0.00313409926627054,-0.117851018807782,0,0,0,0.156253612457247,-0.0902404253274704,0.0315379982801514,0.0167213642974536,0.15974237905725,0,0,0,0,0,1.01603189236473,0,-0.939122373351382,0,"2016-10-25aadhlnoPrttU",2016-10-25,"Portland","Utah","Portland","Utah",0.455710534650254,0.15974237905725,0.0769095190133477
0,-0.102488144066967,0,0.043986171929879,-0.105033491724989,0.137494464718129,0,0.0478916233895824,0,0,0,0.134221809942502,0,0.471980667073649,0,0,-0.042271257583641,0.0103172131053696,0,0,0,0,0,0,-0.0611091464558216,-0.0127129291848575,0,0,0,-0.211088674558744,0,0,0,0,0,0,"2016-10-26 aaaaCdehhhiiiklllmoOpPty",2016-10-26,"Philadelphia","Oklahoma City","Oklahoma City","Philadelphia",0.522276981142835,-0.211088674558744,0
0,0,0,0,0.00515469457013263,-0.136389126179354,0.109208933934823,0,0,0,0,0,0.00507042841315488,0.806755771300307,0.0426556408239451,-0.089261995826906,0,0,0,0.145508469856475,-0.0345491684364136,0,0,0,-0.0028775135366308,0,0,0,0,-0.230264620042797,0,0,0,0,0,0,"2016-10-26 aAeHkLLnoorsstu",2016-10-26,"LA Lakers","Houston","Houston","LA Lakers",0.851276134919534,-0.230264620042797,0
0,0,0,-0.162631603311641,0,0,0,0,0,-0.0126046079916933,0,-0.0599084622480928,-0.00280456527369291,0,0.0132388302231958,0,0.0549012163859652,0.0138362641997422,0,0,-0.0316561276263625,0.114387589257425,0,0,-0.0723421626431966,0,0.276401400099457,0,0,0,0,0,0,0,0,0,"2016-10-26 aDeeeelnnNOrrsvw",2016-10-26,"New Orleans","Denver","New Orleans","Denver",-0.14558362902835,0.276401400099457,0
0,0.0883645589828975,0,0.0124030775404279,-0.0809799784598597,0,-0.103370644938307,-0.104561356952177,0,0,0,0,-0.001048944310726,0,0.0524723717395721,0.12653661072049,-0.0786172847713151,0.00915421822833131,0.200376213730309,0,0,0,0,0,0,-0.0126946665576988,0.19533976921314,0,0,0,0,0,0,0,0,0,"2016-10-26aaaadDiIllnns",2016-10-26,"Indiana","Dallas","Indiana","Dallas",0.108034174951944,0.19533976921314,0
0,0.0979367778489724,0,0.0639760350615886,-0.0884265154162091,0,-0.316404370052454,0,0,0.0111286453380956,0,0.0889473419451518,0.00663427695358163,0,0,0,0.0112615409989926,0.00763105073314467,0,0,0.0524680403709425,0.185411416329467,0,0,-0.0614180475930785,0,0.168506619217038,0,0,0,0,0,0,0,0,0,"2016-10-26aaCeeehikllMorttuw",2016-10-26,"Milwaukee","Charlotte","Milwaukee","Charlotte",0.0591461925181958,0.168506619217038,0
-0.0709164984862088,0,0,0,0.0737802849132403,0,0,0.047905244928474,0,0,0,0.229591362387839,-0.00110189842433582,0,0,0,0.0510129778855882,0.00435872136397645,0,0,-0.0319204711455148,-0.123992092594493,0,0,0.0423064192752199,0,0.162250280065787,0,0,0,0,0,0,0,0,0,"2016-10-26aaceehimnnooPrStx",2016-10-26,"Phoenix","Sacramento","Phoenix","Sacramento",0.221024050103785,0.162250280065787,0
0.0825760126761002,0,-0.107563371053498,0,0.0878691326447705,0,-0.110342704857843,-0.0673209622638103,0,0.03153123385797,0,0,0.00130544601071081,0,0,0,0,0,0,0,0.0383158955239091,0.138211221524752,0,0,0,0.0222645148498048,0.0525097108374557,0,0,0,0,0,0,0,0,0,"2016-10-26aadiilmMnoOr",2016-10-26,"Orlando","Miami","Orlando","Miami",0.116846418912867,0.0525097108374557,0
