"DATE","PLAYER_FULL_NAME","Cluster","season"
2016-11-07,"Aaron Harrison",0,2016
2016-11-21,"Aaron Harrison",0,2016
2016-11-21,"Aaron Harrison",0,2016
2016-11-28,"Aaron Harrison",0,2016
2016-11-29,"Aaron Harrison",0,2016
2016-12-31,"Aaron Harrison",0,2016
2016-11-05,"Adreian Payne",0,2016
2016-11-09,"Adreian Payne",0,2016
2016-11-13,"Adreian Payne",0,2016
2016-11-13,"Adreian Payne",0,2016
2016-11-15,"Adreian Payne",0,2016
2016-11-17,"Adreian Payne",0,2016
2016-11-04,"AJ Hammons",0,2016
2016-11-09,"AJ Hammons",0,2016
2016-11-14,"AJ Hammons",0,2016
2016-11-18,"AJ Hammons",0,2016
2016-11-23,"AJ Hammons",0,2016
2016-11-25,"AJ Hammons",0,2016
2016-12-03,"AJ Hammons",0,2016
2016-12-07,"AJ Hammons",0,2016
2016-12-10,"AJ Hammons",0,2016
2016-12-12,"AJ Hammons",0,2016
2016-12-14,"AJ Hammons",0,2016
2016-12-16,"AJ Hammons",0,2016
2016-12-18,"AJ Hammons",0,2016
2016-12-19,"AJ Hammons",0,2016
2016-12-26,"AJ Hammons",0,2016
2016-12-26,"AJ Hammons",0,2016
2016-12-30,"AJ Hammons",0,2016
2016-12-07,"Alan Anderson",0,2016
2016-10-31,"Alan Williams",0,2016
2016-11-12,"Alan Williams",0,2016
2016-11-16,"Alan Williams",0,2016
2016-11-18,"Alan Williams",0,2016
2017-01-16,"Alan Williams",0,2016
2017-01-22,"Alan Williams",0,2016
2017-01-26,"Alan Williams",0,2016
2017-01-30,"Alan Williams",0,2016
2017-02-04,"Alan Williams",0,2016
2017-02-08,"Alan Williams",0,2016
2017-02-08,"Alan Williams",0,2016
2017-02-10,"Alan Williams",0,2016
2017-02-11,"Alan Williams",0,2016
2017-01-05,"Alec Burks",0,2016
2017-01-07,"Alec Burks",0,2016
2017-01-08,"Alec Burks",0,2016
2017-01-13,"Alec Burks",0,2016
2017-01-14,"Alec Burks",0,2016
2017-01-16,"Alec Burks",0,2016
2017-01-20,"Alec Burks",0,2016
2017-01-21,"Alec Burks",0,2016
2016-11-02,"Alex Abrines",0,2016
2016-11-03,"Alex Abrines",0,2016
2016-11-18,"Alonzo Gee",0,2016
2016-11-20,"Alonzo Gee",0,2016
2016-11-23,"Alonzo Gee",0,2016
2016-11-25,"Alonzo Gee",0,2016
2016-12-12,"Alonzo Gee",0,2016
2017-01-05,"Alonzo Gee",0,2016
2016-10-25,"Anderson Varejao",0,2016
2016-11-03,"Anderson Varejao",0,2016
2016-11-10,"Anderson Varejao",0,2016
2016-11-23,"Anderson Varejao",0,2016
2016-11-26,"Anderson Varejao",0,2016
2016-12-03,"Anderson Varejao",0,2016
2016-12-10,"Anderson Varejao",0,2016
2016-12-20,"Anderson Varejao",0,2016
2016-12-22,"Anderson Varejao",0,2016
2017-01-12,"Anderson Varejao",0,2016
2017-01-18,"Anderson Varejao",0,2016
2017-01-28,"Anderson Varejao",0,2016
2017-02-01,"Anderson Varejao",0,2016
2017-02-02,"Anderson Varejao",0,2016
2017-01-27,"Andrew Nicholson",0,2016
2017-01-31,"Andrew Nicholson",0,2016
2017-01-31,"Andrew Nicholson",0,2016
2016-11-14,"Anthony Bennett",0,2016
2016-11-23,"Anthony Brown",0,2016
2016-11-25,"Anthony Brown",0,2016
2016-11-25,"Anthony Brown",0,2016
2016-11-27,"Anthony Brown",0,2016
2016-11-29,"Anthony Brown",0,2016
2016-11-18,"Anthony Morrow",0,2016
2016-11-20,"Anthony Morrow",0,2016
2016-11-22,"Anthony Morrow",0,2016
2016-11-23,"Anthony Morrow",0,2016
2016-11-25,"Anthony Morrow",0,2016
2016-11-14,"Arinze Onuaku",0,2016
2016-11-29,"Arinze Onuaku",0,2016
2016-12-13,"Arinze Onuaku",0,2016
2016-12-18,"Arinze Onuaku",0,2016
2017-01-01,"Arinze Onuaku",0,2016
2017-01-02,"Arinze Onuaku",0,2016
2017-01-04,"Arinze Onuaku",0,2016
2016-11-07,"Boban Marjanovic",0,2016
2016-11-14,"Boban Marjanovic",0,2016
2016-11-18,"Boban Marjanovic",0,2016
2016-11-23,"Boban Marjanovic",0,2016
2016-11-29,"Boban Marjanovic",0,2016
2016-12-02,"Boban Marjanovic",0,2016
2016-12-09,"Boban Marjanovic",0,2016
2016-12-17,"Boban Marjanovic",0,2016
2016-12-17,"Boban Marjanovic",0,2016
2016-12-19,"Boban Marjanovic",0,2016
2016-12-28,"Boban Marjanovic",0,2016
2017-01-03,"Boban Marjanovic",0,2016
2017-01-05,"Boban Marjanovic",0,2016
2017-01-08,"Boban Marjanovic",0,2016
2017-01-10,"Boban Marjanovic",0,2016
2017-01-12,"Boban Marjanovic",0,2016
2017-01-13,"Boban Marjanovic",0,2016
2017-01-18,"Boban Marjanovic",0,2016
2017-01-21,"Boban Marjanovic",0,2016
2017-02-08,"Boban Marjanovic",0,2016
2016-11-01,"Bobby Brown",0,2016
2016-11-02,"Bobby Brown",0,2016
2016-11-05,"Bobby Brown",0,2016
2016-11-14,"Bobby Brown",0,2016
2016-11-17,"Bobby Brown",0,2016
2016-12-27,"Bobby Brown",0,2016
2016-12-27,"Bobby Brown",0,2016
2016-12-30,"Bobby Brown",0,2016
2016-12-30,"Bobby Brown",0,2016
2017-01-11,"Bobby Brown",0,2016
2017-01-15,"Bobby Brown",0,2016
2017-01-18,"Bobby Brown",0,2016
2017-01-20,"Bobby Brown",0,2016
2017-01-21,"Bobby Brown",0,2016
2017-01-29,"Bobby Brown",0,2016
2017-01-31,"Bobby Brown",0,2016
2017-02-07,"Bobby Brown",0,2016
2017-02-11,"Bobby Brown",0,2016
2017-02-01,"Brandan Wright",0,2016
2017-02-04,"Brandan Wright",0,2016
2016-11-07,"Brian Roberts",0,2016
2016-11-21,"Brian Roberts",0,2016
2016-11-21,"Brian Roberts",0,2016
2016-11-26,"Brian Roberts",0,2016
2016-11-28,"Brian Roberts",0,2016
2016-11-29,"Brian Roberts",0,2016
2016-12-09,"Brian Roberts",0,2016
2016-12-16,"Brian Roberts",0,2016
2016-12-28,"Brian Roberts",0,2016
2016-12-31,"Brian Roberts",0,2016
2017-01-07,"Brian Roberts",0,2016
2017-01-18,"Brian Roberts",0,2016
2017-01-20,"Brian Roberts",0,2016
2017-01-31,"Brian Roberts",0,2016
2017-02-01,"Brian Roberts",0,2016
2017-02-04,"Brian Roberts",0,2016
2017-02-07,"Brian Roberts",0,2016
2017-02-09,"Brian Roberts",0,2016
2017-02-11,"Brian Roberts",0,2016
2017-02-10,"Briante Weber",0,2016
2017-02-11,"Briante Weber",0,2016
2016-12-02,"Bruno Caboclo",0,2016
2016-12-03,"Bruno Caboclo",0,2016
2016-12-18,"Bruno Caboclo",0,2016
2016-12-20,"Bruno Caboclo",0,2016
2017-01-03,"Bruno Caboclo",0,2016
2017-01-13,"Bruno Caboclo",0,2016
2017-01-15,"Bruno Caboclo",0,2016
2016-10-29,"Bryn Forbes",0,2016
2016-10-29,"Bryn Forbes",0,2016
2016-11-05,"Bryn Forbes",0,2016
2016-11-16,"Bryn Forbes",0,2016
2016-11-21,"Bryn Forbes",0,2016
2016-11-26,"Bryn Forbes",0,2016
2016-12-06,"Bryn Forbes",0,2016
2016-12-14,"Bryn Forbes",0,2016
2016-12-22,"Bryn Forbes",0,2016
2016-12-23,"Bryn Forbes",0,2016
2017-01-14,"Bryn Forbes",0,2016
2017-01-17,"Bryn Forbes",0,2016
2017-01-23,"Bryn Forbes",0,2016
2017-01-24,"Bryn Forbes",0,2016
2017-01-27,"Bryn Forbes",0,2016
2017-01-27,"Bryn Forbes",0,2016
2017-02-02,"Bryn Forbes",0,2016
2017-02-10,"Bryn Forbes",0,2016
2017-01-07,"Cameron Payne",0,2016
2017-01-16,"Chasson Randle",0,2016
2017-02-01,"Chasson Randle",0,2016
2016-11-29,"Cheick Diallo",0,2016
2016-12-10,"Cheick Diallo",0,2016
