"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","fb","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstaces","performance"
0,0.110544152774693,0,-0.114390479956342,0.0640117042917212,0,0,0,0,0,0,-0.0731200629481948,-0.0106149451227365,-0.517882371652484,0,0,0,0,-0.129880201998297,0,0.0613685065731203,0,0,0,0.137442946328786,-0.0037639895227404,0.115312233473348,-0.0402767272617024,0.143974460424826,-0.0404917512402441,0,0,0,0.609937104269062,0,0,-1.76114026147797,0.179364212249419,"2016-10-28 aaCehhiiklmnooOPtxy",2016-10-28,"Oklahoma City","Phoenix","Phoenix","Oklahoma City",-0.476284741232475,0.178518215396228,-1.58177604922855
0.0964507798241981,0,0,-0.0445145210261067,0,-0.0690681639478342,0,0.0663992884408463,0,-0.00978805552927074,0,0.0743630065672474,0.00867851704929219,0,0,0,0.0737612564964699,-0.000684224008568088,-0.128226770970378,0,-0.026334175481459,0,-0.288504446189166,0,0,-0.0207878033434321,0.0593540551525284,-0.0402767272617024,0.143974460424826,-0.00911558622866726,0,0,0.525725061044422,0.609937104269062,0,0,-1.76114026147797,0.179364212249419,"2016-10-28aaBdiIklnnnoory",2016-10-28,"Brooklyn","Indiana","Brooklyn","Indiana",-0.268255312118161,0.679661263131406,-1.58177604922855
0,-0.0813122144797327,0.0880402974678931,0.166508886291435,-0.0590790083056553,0,0,0.0556165034611404,0,-0.022439364889352,0,0,-0.000211500970944989,0,-0.0339446711786834,0,0.0463850022825017,0.000378117818817273,0,0,0,0,0,0,-0.0439932014362936,-0.0189075321759416,0.116597816329846,-0.0402767272617024,0.143974460424826,-0.00989237939190875,0,0,0.525725061044422,0.609937104269062,1.84507544216478,-0.178402637121096,-1.76114026147797,0.179364212249419,"2016-10-28aaCehiilmMortt",2016-10-28,"Miami","Charlotte","Miami","Charlotte",0.0970413138851841,0.736128231145483,0.0848967558151298
0,0.0656958719850728,0,0.00303565775494201,-0.0538345629635517,0,-0.174908282515266,0,0,0.0121604288364779,0,0,0.0145918563881916,0.445545282171524,-0.0180800643157272,0,0,0.000172596936634703,0,-0.309149843602207,0.0298562949343459,0,0,0,0.00490258511284607,-0.008533922753542,0.0700639421330302,-0.0402767272617024,0.143974460424826,-0.0596519353556127,0,0,0,0.609937104269062,0,0,0,0,"2016-10-28aaDHllnoosstu",2016-10-28,"Dallas","Houston","Houston","Dallas",0.0114538979697411,0.114109739940541,0
0.0508406777771155,0,0,0.0665254864086973,-0.0489679344360283,0,0,-0.0311742305879819,0,-0.0249314368116749,0.0036407506601486,-0.00205348803288888,0,-0.422807344223862,-0.0355578700597,0,0,0,0.141890978469137,0,0,0,0,0,0.0135105117015357,0.0326146242142194,0.0174016088660501,-0.0604150908925535,0.143974460424826,0,0,0,0.525725061044422,0.609937104269062,1.84507544216478,-0.178402637121096,-1.76114026147797,0.179364212249419,"2016-10-28aCdeellnnooortTv",2016-10-28,"Toronto","Cleveland","Toronto","Cleveland",-0.256469274921283,0.626686039442744,0.0848967558151298
0,0,0,-0.0554287323195552,0.0553995189019916,0,0,-0.0369842521977957,0,0.0140565896326593,0,0.0673007762483588,-0.000381552559906665,0,0.0551974224235925,-0.0286697110405036,0.0758543778050355,0,0,0,0.00252370386412046,0,0,0,0,0,0.0878609641997765,-0.0402767272617024,0.143974460424826,-0.00994597975044487,0,0,0.525725061044422,0.609937104269062,0,0,0,0,"2016-10-28adDeilnooOrrtt",2016-10-28,"Detroit","Orlando","Detroit","Orlando",0.148868140757997,0.707337778656877,0
0,0,0,0.117450024696999,0,0,0,-0.0516344305971508,0,-0.0076695654442747,0.0570213246588507,0,0,0.51743728648631,0.0424956889306397,0,0.0190758566880171,0.00110414580792384,-0.128995540344247,0,-0.0166454499976074,-0.118005151206446,0,0,0,0,0.132402201653133,-0.0448606776034835,0.0740683986970538,-0.0208038032635391,0,0,0,0.453398436979204,0,0,-1.83979022091187,0.24216159088141,"2016-10-29  aaAeeilnnnnNooOrsStw",2016-10-29,"San Antonio","New Orleans","New Orleans","San Antonio",0.431634189679014,0.140806119483164,-1.59762863003046
0,0,0,-0.0515296040787877,-0.169474316731807,-0.101918891324563,0,-0.02248302135648,0,0,0,0,-0.00870783534813235,0,0,0,0.0908347828561573,0.000714738966581306,0.137831973960706,0,-0.0126685369744678,0,-0.260038589579841,0,0,0,0.0866790833198405,-0.0672910164052253,0.296273594788215,0,0,0,0.540319576239721,0.453398436979204,0,0,-1.83979022091187,0.24216159088141,"2016-10-29 eehikmMNoprswY",2016-10-29,"New York","Memphis","New York","Memphis",-0.397439299610635,0.855981237942552,-1.59762863003046
-0.0778858686809914,0,0,-0.0532439983950813,-0.0766836653879549,0,0.154948062501015,0.0671147857518552,0,-0.0131737039936613,0,0,0,0,0.00479189652286346,0,0.0771503888683675,-0.000309666941254926,0,0,0,0,0,0.129916726735556,0,-0.0179748712079927,0,-0.0672910164052253,0.148136797394108,-0.0273211559193876,0,0,0,0.453398436979204,1.8747143373084,-0.281461497008411,0,0,"2016-10-29aaaaAdehhiilllnpPtt",2016-10-29,"Philadelphia","Atlanta","Atlanta","Philadelphia",0.19465008577272,0.0535246250694947,1.59325284029999
-0.118037842214252,0,0,-0.0562145341212935,-0.0497530716685222,0,0,-0.0176955793950936,0,0,-0.101531344686485,-0.0640237963101958,-0.00798028103421003,0,0,0,0.0644643689599784,-0.000230658500474305,0.127755474600976,0,0.0270713609422356,0,0,0.0472288799071123,0,0,0,-0.0448606776034835,0.0740683986970538,-0.0293411238366195,0,0,0,0.453398436979204,0.967704490593169,-0.145286964079642,-1.83979022091187,0.24216159088141,"2016-10-29aaacCdghiiInno",2016-10-29,"Chicago","Indiana","Indiana","Chicago",-0.148947023520224,-0.000133402743049269,-0.775211103516932
0,-0.00817167690143813,0,-0.0209736260899163,0.0607280221941031,0.0761557524739623,0,0.0511916843724043,0,0.00943164070991993,0.0458967078594313,0,0,0,0.045264863538668,0,-0.0212683117393858,0,0.030971040588264,0,-0.0177586161386475,0.128565279379903,0,0,0.0383070826656279,0,5.36432434787731e-09,-0.0448606776034835,0.222205196091161,-0.0716714310710238,0,0,0,0.453398436979204,0,0,-0.835442745922468,0.10996478954141,"2016-10-29aaaceeimMnnnoorsStt",2016-10-29,"Sacramento","Minnesota","Minnesota","Sacramento",0.418339842912896,0.105673092780978,-0.725477956381057
-0.0462611307370686,0,0,-0.0588077766821848,0.0527690125006267,0.0837867049871439,0,-0.0353826580569204,0,0.0230099982457889,0.0501316299766887,-0.0586862890362635,0.00707947859249728,0,0.0214898778150224,0,-0.0128071369413237,0,0,-0.0026001727376149,-0.0210130314652425,0,-0.446859152877201,0,-0.0119440297838501,-0.00546038706916134,0.00820075633123389,-0.0224303388017418,0.0740683986970538,-0.00778632163448593,0,0,0.540319576239721,0.453398436979204,1.8747143373084,-0.281461497008411,0,0,"2016-10-29aaCddeelllnnoOrv",2016-10-29,"Cleveland","Orlando","Cleveland","Orlando",-0.461555063269063,0.592372070831781,1.59325284029999
0,0,0,0.0480637457340863,0.000439436438757551,0,0.133465193729686,0.0162630625369523,0,0,0,0,0.0087347876553627,0,0.0221072244468883,-0.0874378432661322,-0.00669727814979705,3.98140015043578e-05,0.12325768053234,0,0.0235600470030307,-0.0974996119526503,0,0,0,-0.0266212381629791,0.0595758365641049,-0.0224303388017418,0.148136797394108,-0.0241200402909321,0,0,0,0.453398436979204,0.858302949611075,-0.128861890196622,-1.83979022091187,0.24216159088141,"2016-10-29aBCehlnooorsttt",2016-10-29,"Charlotte","Boston","Boston","Charlotte",0.157675020547049,0.161162254865539,-0.868187570616006
0,-0.0738710378504841,0,0,-0.016707336176909,0.0213758387857436,0.277499068257414,0,0,-0.000832468447581777,0,0.0591168501050075,-0.00762775380269775,0,0,0,0.0307847450210056,0.0015711529418658,0,0,-0.0257777079462755,-0.118916806761251,0,0,-0.0149913662032787,0.000694916041907635,0,-0.0672910164052253,0.0740683986970538,-0.0302105018893103,0,0,0,0.453398436979204,0.898602569748498,-0.134912300750922,0,0,"2016-10-29aBeeikkllMnooruwy",2016-10-29,"Milwaukee","Brooklyn","Brooklyn","Milwaukee",0.132318093964467,-0.0234331195974818,0.763690268997575
-0.203955743344128,0,0,0,-0.0574639340115585,0,0,0.029015591065477,0,0.0117400968845591,0,0.0838246060373018,-0.00617033328094488,-0.373759531177682,0,0.0571159814453496,0.0363585388581557,-0.000218124692126272,0,0,0.0124626215724626,0,0,0.0635382996374166,0,0,0.0892204284505046,-0.0448606776034835,0.222205196091161,0,0,0,0.540319576239721,0.453398436979204,1.8747143373084,-0.281461497008411,-0.891006778785212,0.11727838129817,"2016-10-29adDeelnnoPrrtv",2016-10-29,"Denver","Portland","Denver","Portland",-0.347511931005717,0.806884523177904,0.819524442812948
