"","Variable","Coeff","DATE","AUROC","N"
"1","share_minutes_cluster_0",-0.861220923159683,2015-10-27,0.761745239958268,1311
"2","share_minutes_cluster_1",0.991741708592477,2015-10-27,0.761745239958268,1311
"3","share_minutes_cluster_2",-1.96061576533585,2015-10-27,0.761745239958268,1311
"4","share_minutes_cluster_3",-0.354513417655196,2015-10-27,0.761745239958268,1311
"5","share_minutes_cluster_4",-0.486584100281052,2015-10-27,0.761745239958268,1311
"6","share_minutes_cluster_5",-0.341912981099422,2015-10-27,0.761745239958268,1311
"7","share_minutes_cluster_6",-0.494947056135066,2015-10-27,0.761745239958268,1311
"8","share_minutes_cluster_7",1.1413729814852,2015-10-27,0.761745239958268,1311
"9","share_minutes_cluster_8",0.394752243057261,2015-10-27,0.761745239958268,1311
"10","share_minutes_cluster_9",3.26608665317736,2015-10-27,0.761745239958268,1311
"11","share_minutes_cluster_10",-0.0333212916459041,2015-10-27,0.761745239958268,1311
"12","share_minutes_cluster_11",0,2015-10-27,0.761745239958268,1311
"13","share_minutes_cluster_12",-1.39660518350767,2015-10-27,0.761745239958268,1311
"14","share_minutes_cluster_13",-0.904290412039074,2015-10-27,0.761745239958268,1311
"15","share_minutes_cluster_14",0.096980377751877,2015-10-27,0.761745239958268,1311
"16","share_minutes_cluster_15",-1.34755763817364,2015-10-27,0.761745239958268,1311
"17","share_minutes_cluster_16",-0.406059343919358,2015-10-27,0.761745239958268,1311
"18","share_minutes_cluster_17",0.289220917097326,2015-10-27,0.761745239958268,1311
"19","share_minutes_cluster_18",0.763833592791271,2015-10-27,0.761745239958268,1311
"20","share_minutes_cluster_19",0.0764591533793055,2015-10-27,0.761745239958268,1311
"21","share_minutes_cluster_20",-1.50995405362469,2015-10-27,0.761745239958268,1311
"22","share_minutes_cluster_21",0.227042853571246,2015-10-27,0.761745239958268,1311
"23","share_minutes_cluster_22",-4.01321488890105,2015-10-27,0.761745239958268,1311
"24","share_minutes_cluster_23",0.312482691192699,2015-10-27,0.761745239958268,1311
"25","share_minutes_cluster_24",-2.06585322564729,2015-10-27,0.761745239958268,1311
"26","share_minutes_cluster_25",-1.28453770390999,2015-10-27,0.761745239958268,1311
"27","home_team_selected",0.352769754710354,2015-10-27,0.761745239958268,1311
"28","early_season",0.0151752548885602,2015-10-27,0.761745239958268,1311
"29","winrate_selected_team",2.79410921647107,2015-10-27,0.761745239958268,1311
"30","winrate_opposing_team",-3.04764014883193,2015-10-27,0.761745239958268,1311
"31","opposing_team_travel",0.000155808361610501,2015-10-27,0.761745239958268,1311
"32","selected_team_travel",-5.31486399615509e-05,2015-10-27,0.761745239958268,1311
"33","opposing_team_rest",-0.0204733550929419,2015-10-27,0.761745239958268,1311
"34","selected_team_rest",0.0445715769448253,2015-10-27,0.761745239958268,1311
"35","share_minutes_cluster_0",-0.782987994279494,2015-10-28,0.760649162464499,1314
"36","share_minutes_cluster_1",0.97735885033081,2015-10-28,0.760649162464499,1314
"37","share_minutes_cluster_2",-1.91877184929267,2015-10-28,0.760649162464499,1314
"38","share_minutes_cluster_3",-0.358917549341173,2015-10-28,0.760649162464499,1314
"39","share_minutes_cluster_4",-0.493369663714843,2015-10-28,0.760649162464499,1314
"40","share_minutes_cluster_5",-0.396235414133948,2015-10-28,0.760649162464499,1314
"41","share_minutes_cluster_6",-0.44758114901747,2015-10-28,0.760649162464499,1314
"42","share_minutes_cluster_7",1.08479504680651,2015-10-28,0.760649162464499,1314
"43","share_minutes_cluster_8",0.401504955768052,2015-10-28,0.760649162464499,1314
"44","share_minutes_cluster_9",3.16185568786984,2015-10-28,0.760649162464499,1314
"45","share_minutes_cluster_10",-0.046771078084748,2015-10-28,0.760649162464499,1314
"46","share_minutes_cluster_11",0,2015-10-28,0.760649162464499,1314
"47","share_minutes_cluster_12",-1.3573069109728,2015-10-28,0.760649162464499,1314
"48","share_minutes_cluster_13",-0.918443921108569,2015-10-28,0.760649162464499,1314
"49","share_minutes_cluster_14",0.0662746160880921,2015-10-28,0.760649162464499,1314
"50","share_minutes_cluster_15",-1.26102306574788,2015-10-28,0.760649162464499,1314
"51","share_minutes_cluster_16",-0.399717116683823,2015-10-28,0.760649162464499,1314
"52","share_minutes_cluster_17",0.270396997504877,2015-10-28,0.760649162464499,1314
"53","share_minutes_cluster_18",0.776322731709627,2015-10-28,0.760649162464499,1314
"54","share_minutes_cluster_19",0.0939882939329251,2015-10-28,0.760649162464499,1314
"55","share_minutes_cluster_20",-1.42212569318305,2015-10-28,0.760649162464499,1314
"56","share_minutes_cluster_21",0.222381963772934,2015-10-28,0.760649162464499,1314
"57","share_minutes_cluster_22",-3.8922528637724,2015-10-28,0.760649162464499,1314
"58","share_minutes_cluster_23",0.313036974456897,2015-10-28,0.760649162464499,1314
"59","share_minutes_cluster_24",-1.97572933893939,2015-10-28,0.760649162464499,1314
"60","share_minutes_cluster_25",-1.21617441603297,2015-10-28,0.760649162464499,1314
"61","home_team_selected",0.34319893357566,2015-10-28,0.760649162464499,1314
"62","early_season",-0.0106939553547267,2015-10-28,0.760649162464499,1314
"63","winrate_selected_team",2.684260740402,2015-10-28,0.760649162464499,1314
"64","winrate_opposing_team",-2.89832557826708,2015-10-28,0.760649162464499,1314
"65","opposing_team_travel",0.000155071332630937,2015-10-28,0.760649162464499,1314
"66","selected_team_travel",-5.49088879041376e-05,2015-10-28,0.760649162464499,1314
"67","opposing_team_rest",-0.0159986894904732,2015-10-28,0.760649162464499,1314
"68","selected_team_rest",0.0463071710733757,2015-10-28,0.760649162464499,1314
"69","share_minutes_cluster_0",-0.848963929317429,2015-10-29,0.75679230935113,1328
"70","share_minutes_cluster_1",0.873247169702369,2015-10-29,0.75679230935113,1328
"71","share_minutes_cluster_2",-1.89534354138906,2015-10-29,0.75679230935113,1328
"72","share_minutes_cluster_3",-0.394246996539277,2015-10-29,0.75679230935113,1328
"73","share_minutes_cluster_4",-0.495239163930685,2015-10-29,0.75679230935113,1328
"74","share_minutes_cluster_5",-0.42009582466886,2015-10-29,0.75679230935113,1328
"75","share_minutes_cluster_6",-0.395264930016482,2015-10-29,0.75679230935113,1328
"76","share_minutes_cluster_7",1.06469170951881,2015-10-29,0.75679230935113,1328
"77","share_minutes_cluster_8",0.413441070401089,2015-10-29,0.75679230935113,1328
"78","share_minutes_cluster_9",3.05647824263579,2015-10-29,0.75679230935113,1328
"79","share_minutes_cluster_10",-0.0061264912971853,2015-10-29,0.75679230935113,1328
"80","share_minutes_cluster_11",0,2015-10-29,0.75679230935113,1328
"81","share_minutes_cluster_12",-1.26892845286039,2015-10-29,0.75679230935113,1328
"82","share_minutes_cluster_13",-0.932145405914871,2015-10-29,0.75679230935113,1328
"83","share_minutes_cluster_14",0.0511956529415039,2015-10-29,0.75679230935113,1328
"84","share_minutes_cluster_15",-1.01217658511531,2015-10-29,0.75679230935113,1328
"85","share_minutes_cluster_16",-0.399379370026327,2015-10-29,0.75679230935113,1328
"86","share_minutes_cluster_17",0.277050796924384,2015-10-29,0.75679230935113,1328
"87","share_minutes_cluster_18",0.818165373541674,2015-10-29,0.75679230935113,1328
"88","share_minutes_cluster_19",0.116301963540904,2015-10-29,0.75679230935113,1328
"89","share_minutes_cluster_20",-1.14274770398744,2015-10-29,0.75679230935113,1328
"90","share_minutes_cluster_21",0.238552023069893,2015-10-29,0.75679230935113,1328
"91","share_minutes_cluster_22",-3.89701766320426,2015-10-29,0.75679230935113,1328
"92","share_minutes_cluster_23",0.253911782147608,2015-10-29,0.75679230935113,1328
"93","share_minutes_cluster_24",-1.83947132005712,2015-10-29,0.75679230935113,1328
"94","share_minutes_cluster_25",-1.02003312653395,2015-10-29,0.75679230935113,1328
"95","home_team_selected",0.326612374320672,2015-10-29,0.75679230935113,1328
"96","early_season",-0.0292749264804112,2015-10-29,0.75679230935113,1328
"97","winrate_selected_team",2.53061853131158,2015-10-29,0.75679230935113,1328
"98","winrate_opposing_team",-2.70378563654572,2015-10-29,0.75679230935113,1328
"99","opposing_team_travel",0.000139667243239904,2015-10-29,0.75679230935113,1328
"100","selected_team_travel",-5.33353011228102e-05,2015-10-29,0.75679230935113,1328
"101","opposing_team_rest",-0.0134201022886153,2015-10-29,0.75679230935113,1328
"102","selected_team_rest",0.048377580712837,2015-10-29,0.75679230935113,1328
"103","share_minutes_cluster_0",-0.902806277738924,2015-10-30,0.75703426520965,1331
"104","share_minutes_cluster_1",0.926015821487304,2015-10-30,0.75703426520965,1331
"105","share_minutes_cluster_2",-1.94898027016686,2015-10-30,0.75703426520965,1331
"106","share_minutes_cluster_3",-0.400266208286213,2015-10-30,0.75703426520965,1331
"107","share_minutes_cluster_4",-0.495734869324712,2015-10-30,0.75703426520965,1331
"108","share_minutes_cluster_5",-0.415640150732607,2015-10-30,0.75703426520965,1331
"109","share_minutes_cluster_6",-0.404841494559767,2015-10-30,0.75703426520965,1331
"110","share_minutes_cluster_7",1.09313138017945,2015-10-30,0.75703426520965,1331
"111","share_minutes_cluster_8",0.40399023721621,2015-10-30,0.75703426520965,1331
"112","share_minutes_cluster_9",3.15033327205831,2015-10-30,0.75703426520965,1331
"113","share_minutes_cluster_10",0.0304327827256094,2015-10-30,0.75703426520965,1331
"114","share_minutes_cluster_11",0,2015-10-30,0.75703426520965,1331
"115","share_minutes_cluster_12",-1.32432631167179,2015-10-30,0.75703426520965,1331
"116","share_minutes_cluster_13",-0.943331972543148,2015-10-30,0.75703426520965,1331
"117","share_minutes_cluster_14",0.0387185512827524,2015-10-30,0.75703426520965,1331
"118","share_minutes_cluster_15",-1.25928109068144,2015-10-30,0.75703426520965,1331
"119","share_minutes_cluster_16",-0.404378320991796,2015-10-30,0.75703426520965,1331
"120","share_minutes_cluster_17",0.289475513208826,2015-10-30,0.75703426520965,1331
"121","share_minutes_cluster_18",0.878783718777773,2015-10-30,0.75703426520965,1331
"122","share_minutes_cluster_19",0.124264310683015,2015-10-30,0.75703426520965,1331
"123","share_minutes_cluster_20",-1.32668829118304,2015-10-30,0.75703426520965,1331
"124","share_minutes_cluster_21",0.249289759394464,2015-10-30,0.75703426520965,1331
"125","share_minutes_cluster_22",-3.85311464994115,2015-10-30,0.75703426520965,1331
"126","share_minutes_cluster_23",0.275759799591827,2015-10-30,0.75703426520965,1331
"127","share_minutes_cluster_24",-1.91511891757936,2015-10-30,0.75703426520965,1331
"128","share_minutes_cluster_25",-1.06990165083041,2015-10-30,0.75703426520965,1331
"129","home_team_selected",0.333282888539286,2015-10-30,0.75703426520965,1331
"130","early_season",-0.0273459462497459,2015-10-30,0.75703426520965,1331
"131","winrate_selected_team",2.63880249233733,2015-10-30,0.75703426520965,1331
"132","winrate_opposing_team",-2.82367584423899,2015-10-30,0.75703426520965,1331
"133","opposing_team_travel",0.000142525034071875,2015-10-30,0.75703426520965,1331
"134","selected_team_travel",-5.50969688245732e-05,2015-10-30,0.75703426520965,1331
"135","opposing_team_rest",-0.0155792325958636,2015-10-30,0.75703426520965,1331
"136","selected_team_rest",0.0503731924344963,2015-10-30,0.75703426520965,1331
"137","share_minutes_cluster_0",-0.910335584108439,2015-10-31,0.755417149349986,1343
"138","share_minutes_cluster_1",0.883211484017263,2015-10-31,0.755417149349986,1343
"139","share_minutes_cluster_2",-1.95556067689673,2015-10-31,0.755417149349986,1343
"140","share_minutes_cluster_3",-0.418290128125428,2015-10-31,0.755417149349986,1343
"141","share_minutes_cluster_4",-0.494633019797783,2015-10-31,0.755417149349986,1343
"142","share_minutes_cluster_5",-0.618756703247896,2015-10-31,0.755417149349986,1343
"143","share_minutes_cluster_6",-0.39503575092854,2015-10-31,0.755417149349986,1343
"144","share_minutes_cluster_7",1.04708503912505,2015-10-31,0.755417149349986,1343
"145","share_minutes_cluster_8",0.459262209340266,2015-10-31,0.755417149349986,1343
"146","share_minutes_cluster_9",3.15973979198288,2015-10-31,0.755417149349986,1343
"147","share_minutes_cluster_10",0.0535081216093175,2015-10-31,0.755417149349986,1343
"148","share_minutes_cluster_11",0,2015-10-31,0.755417149349986,1343
"149","share_minutes_cluster_12",-1.30632517111012,2015-10-31,0.755417149349986,1343
"150","share_minutes_cluster_13",-0.870181057518645,2015-10-31,0.755417149349986,1343
"151","share_minutes_cluster_14",-0.00839193610283145,2015-10-31,0.755417149349986,1343
"152","share_minutes_cluster_15",-1.05689944970667,2015-10-31,0.755417149349986,1343
"153","share_minutes_cluster_16",-0.401115001057581,2015-10-31,0.755417149349986,1343
"154","share_minutes_cluster_17",0.347518016299273,2015-10-31,0.755417149349986,1343
"155","share_minutes_cluster_18",0.944405242891911,2015-10-31,0.755417149349986,1343
"156","share_minutes_cluster_19",0.145231529404278,2015-10-31,0.755417149349986,1343
"157","share_minutes_cluster_20",-1.26021855444795,2015-10-31,0.755417149349986,1343
"158","share_minutes_cluster_21",0.272577444199743,2015-10-31,0.755417149349986,1343
"159","share_minutes_cluster_22",-4.18718005522412,2015-10-31,0.755417149349986,1343
"160","share_minutes_cluster_23",0.228946797647745,2015-10-31,0.755417149349986,1343
"161","share_minutes_cluster_24",-1.86559748255803,2015-10-31,0.755417149349986,1343
"162","share_minutes_cluster_25",-1.05112003337267,2015-10-31,0.755417149349986,1343
"163","home_team_selected",0.32996282635795,2015-10-31,0.755417149349986,1343
"164","early_season",-0.0196892381626843,2015-10-31,0.755417149349986,1343
