"","share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","home_team_selected","early_season","winrate_selected_team","winrate_opposing_team","travel_differential","rest_differential","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team"
"13",0.0305507690647867,0.0132746671878206,-0.126386066045361,-0.00169157362234953,0.118691369686848,0,0.0819059700421145,-0.0707838553839721,0.060949727132396,0.00914750918459757,0,-0.0264908861863319,-0.0790074009720945,0,0.0694313401515201,-0.0388119784050766,0,0,0,-0.067928589222209,0,0,0,-0.0525581869850221,0,-0.0838209072648845,0,-0.0412472357992238,0,0,-0.0434405991194426,0,"2015-10-28aadiInnnooortT",2015-10-28,"Toronto","Indiana","Indiana","Toronto"
"14",-0.00473353320136374,0.0456163237216429,0,-0.0664670559938692,0,-0.03532546163377,0,0.0436989043910751,0.0193363088427175,0,0.119564952882844,-0.0304712095797413,-0.160437440098162,0,0.0588670828661241,0.0534147068462362,0,0,0,0,-0.0801480548446151,0,0,-0.180026981317605,-0.0798208379074902,-0.085689821526589,0.344349968785444,-0.0412472357992238,0,0,0.0704971978245935,-0.0429989301303457,"2015-10-28aBcCghiklnooory",2015-10-28,"Brooklyn","Chicago","Brooklyn","Chicago"
"15",0.0355417927400185,0.0029647887965966,0.10554448610787,0.0631863018699485,0,0,0,-0.0445455655114091,-0.0563317107900464,0.336173650989007,0,0.0610481141197525,-0.00224761339951658,0,-0.0569423492852798,0.00873180509713648,0.153518033807008,0.369132139464438,0,0,0,-0.0898810274428247,0,0.112179786265385,-0.0824556543914302,0,0,-0.0412472357992238,0,0,-0.0476334890856618,0.0429989301303457,"2015-10-28aCdeeehillmMnpsv",2015-10-28,"Memphis","Cleveland","Cleveland","Memphis"
"16",-0.0653918565116846,0,0,0,0,-0.0283783102621938,0.0524975336637044,0,0,0.144520815921163,0.117313000246901,0,-0.309151091419606,0.0502799961417998,-0.0581543372470372,0.0075193335880783,-0.0983029039887263,0,0,-0.0767021838087983,0,0.156147373041628,0,0.0832300962666313,-0.0786247917196375,0,0,-0.0412472357992238,0,0,-0.0878870269611686,-0.0429989301303457,"2015-10-28aDehiortttU",2015-10-28,"Detroit","Utah","Utah","Detroit"
"17",-0.00273032690831141,-0.0165280644714663,-0.0796665582936855,-0.064009637567706,-0.0699616805178464,0.0346321129738206,0,0.0478538384071319,-0.0212565696026431,0.0320765823035323,0.105161304650548,-0.0243465254223913,-0.0171249334038021,0,0,0,0,0.35871506522716,0,0.0651176285565265,0,0.0734406288361295,0,0.0137670618258011,0,0,0.344349968785444,-0.0412472357992238,0,0,0.0866479416220546,0,"2015-10-28DeeHnnoorstuv",2015-10-28,"Houston","Denver","Houston","Denver"
"18",0.0191331629652946,-0.00574511710670813,0,-0.0709997213903313,0,-0.06806687044154,0.112192079515665,-0.0722255424374044,-0.000104888989319961,0.18698757516985,0.121515480867955,0.0101573793551324,0.045931284224869,-0.046804985351108,0.105637933505356,0.0377633247797518,0,0,0,0,-0.0880612879766747,0,0,-0.182472753568162,0.0841508028613751,-0.0663467151953449,0.329441861878984,-0.0569025891445432,0,0,-0.000419145502974948,0,"2015-10-29 aaACDeilllLpprss",2015-10-29,"LA Clippers","Dallas","LA Clippers","Dallas"
"19",0,0.00945017313722843,0,0,0,-0.0790675925524569,-0.0399977702517933,0,-0.117584541714049,-0.345797866599043,0,0.0363070218462638,0,0,-0.0211539514666714,0.0402591114379884,0,0,0,-0.018273998530506,-0.0775960086523664,0,0,-0.105169046046753,0,-0.0720857332485032,0.329441861878984,-0.0569025891445432,0,0,0.00125445201514793,-0.0440936009266039,"2015-10-29 aaAeklnNorttwY",2015-10-29,"New York","Atlanta","New York","Atlanta"
"20",-0.0325105270077994,-0.0160754337941423,0.120595238935503,-0.0586985526090378,0,0,0,-0.0470383798080828,-0.0349909668371389,-0.149083354784412,0,-0.0133064136610914,0.101675908156669,0,-0.0509251281177908,-0.0237569147368672,0,0,0,0.0630521028395838,0,0.100163350187551,0,0.0519928185845817,0.0759377140277739,0,0,-0.0569025891445432,0,0,0.00514169972222064,0,"2015-10-29aadehiiImMnnps",2015-10-29,"Indiana","Memphis","Memphis","Indiana"
"21",0,0.00137706277190479,0.151986608846843,0.0508038394802454,0,0.0406879772494221,0,0,-0.0566839354485429,-0.0180312866319664,0,-0.0651716792803161,0.0141453702247839,0,0.0545147802523141,0.0479495630087813,0,0,0,-0.0557754526923812,0,0,-0.327291919177019,0.0151665026749819,-0.0815101698281377,-0.0760572351133844,0,-0.0503382487413027,0,0,-0.0331905978315111,0,"2015-10-30 aaaAceekLLmnorrsSt",2015-10-30,"Sacramento","LA Lakers","LA Lakers","Sacramento"
"22",-0.0193089538480475,0,0,0.143970765176175,0,0.00353759155021798,-0.0258470742200979,0.133728207924658,0.0404547614579463,0.0083361116418136,0.124443167191663,0,0.102410863483679,0.0493695243421084,-0.00430034153112193,-0.0240617971954303,0,0.349331491848217,0,-0.0300555465830926,-0.0985973887543337,0,0,0.070636987304711,-0.0787704705471134,-0.0769662031945171,0,-0.0503382487413027,0,0,-0.0971466723099159,0,"2015-10-30 aaaCdhikllmnooOOrty",2015-10-30,"Orlando","Oklahoma City","Oklahoma City","Orlando"
"23",-0.0129162126148442,-0.0101974256884596,0,0,0,0.0335775160198432,0,0.08309484174135,0,0,-0.0179129215151396,0.0368453747862652,0.0833651043997972,0,0.0119480172248015,-0.0204841464998903,0,0,0,-0.0932739628890088,0,-0.0822656555074145,0,0.149990893746246,0.0764695755006179,0.0707208897204493,0.325217517135642,-0.0503382487413027,0,0,0.106713822595582,0,"2015-10-30 aABiklnnnnoooorSty",2015-10-30,"San Antonio","Brooklyn","San Antonio","Brooklyn"
"24",-0.00651953905303197,0.00636443885217297,0.0906345970410036,0,0.00669831118475344,0,0.0466362176773366,0.0404016289074434,-0.00548167055324544,0.021755324453238,0.105769614085216,-0.0258528966200097,-0.0966336920480165,0,-0.0788327378708483,0.0215820456079502,0,0.0211182961635429,0,0.0611005099975241,0,-0.180242493017669,0,-0.0900921561551546,0,-0.0717198436970455,0.325217517135642,-0.0503382487413027,0,0,0.15012104736068,-0.0450405175677572,"2015-10-30 adeeGHlnnooosStttu",2015-10-30,"Houston","Golden State","Houston","Golden State"
"25",0,-0.0158123286067785,0,0,-0.177461511271368,-0.0346817394826048,0.00306162767247624,0,0.0456678131233812,0.346226857561611,0,-0.00377582421516993,-0.0924160248382128,0,-0.0552359624890325,0.0271710708655679,0,0,0,0.000761475154367683,0,0.186608140019532,0,-0.0647711452958913,0,0.071303235172113,0.325217517135642,-0.0503382487413027,0,0,-0.0128061394183421,-0.0450405175677572,"2015-10-30aaaACehllnortttt",2015-10-30,"Atlanta","Charlotte","Atlanta","Charlotte"
"26",0.0760126237343128,0,-0.112593415229825,-0.0732237177072986,0,-0.048505426098483,0,-0.0810320076327425,0,0.280791412202371,-0.0129776091735689,0,0.0858926225417288,0,0.137207880735872,0.0418167344456256,-0.0133461620241129,0,0,-0.104808792082526,0,0,0,-0.083341009317165,0,-0.0717805655323172,0.325217517135642,-0.0503382487413027,0,0,0.0156892642788906,0,"2015-10-30aaadehhhiillpPtU",2015-10-30,"Philadelphia","Utah","Philadelphia","Utah"
