"Variable","Coeff","DATE","AUROC","N"
"share_minutes_cluster_0",-1.29460155890152,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_1",-0.221303094612725,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_2",0.511149253007381,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_3",-0.583319390356989,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_4",0.20762486251896,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_5",-0.33400899012951,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_6",0.874804687361193,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_7",1.06704296289179,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_8",-1.30332688031708,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_9",-0.358475145598634,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_10",0.339740483073234,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_11",-0.376146977916307,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_12",2.9879829650895,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_13",-0.124819683938753,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_14",-1.2881899098349,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_15",-0.25272557965232,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_16",-0.0720328858254372,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_17",-0.0993938526939057,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_18",-0.684962400308975,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_19",-0.0169075230693933,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_20",0.91245198323762,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_21",0.853303715234899,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_22",-0.753166196124144,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_23",1.99814571863616,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_24",-1.90517776672939,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_25",0.703008284252311,2019-10-22,0.717154491392305,3690
"opposing_team_travel",-5.10626068749602e-06,2019-10-22,0.717154491392305,3690
"opposing_team_rest",-0.0645804519391967,2019-10-22,0.717154491392305,3690
"selected_team_rest",0.0289724964323992,2019-10-22,0.717154491392305,3690
"selected_team_travel",-4.9217767774215e-06,2019-10-22,0.717154491392305,3690
"selected_team_matchup_wins",0.11447175745309,2019-10-22,0.717154491392305,3690
"opposing_team_matchup_wins",-0.0782287330233509,2019-10-22,0.717154491392305,3690
"home_team_selected",0.495754268060352,2019-10-22,0.717154491392305,3690
"winrate_season_selected_team",1.16339115404377,2019-10-22,0.717154491392305,3690
"winrate_season_selected_team_adj",-0.14456700180958,2019-10-22,0.717154491392305,3690
"winrate_season_opposing_team",-1.1006008673237,2019-10-22,0.717154491392305,3690
"winrate_season_opposing_team_adj",-0.0227426138324027,2019-10-22,0.717154491392305,3690
"share_minutes_cluster_0",-1.37687076462986,2019-10-23,0.718131202373941,3692
"share_minutes_cluster_1",-0.241309975068036,2019-10-23,0.718131202373941,3692
"share_minutes_cluster_2",0.536613814059918,2019-10-23,0.718131202373941,3692
"share_minutes_cluster_3",-0.615934400207503,2019-10-23,0.718131202373941,3692
"share_minutes_cluster_4",0.227247952299387,2019-10-23,0.718131202373941,3692
"share_minutes_cluster_5",-0.36377045413991,2019-10-23,0.718131202373941,3692
