"Variable","Coeff","DATE","AUROC","N"
"share_minutes_cluster_0",-1.28722543032927,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_1",-0.21051564722241,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_2",0.516227347313756,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_3",-0.566374732985288,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_4",0.205842095983328,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_5",-0.333582868084868,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_6",0.8716262373853,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_7",1.06710871890888,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_8",-1.29644268229467,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_9",-0.35884856990393,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_10",0.341696171428136,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_11",-0.379709704738842,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_12",2.95644923578284,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_13",-0.124170980988053,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_14",-1.28599672531262,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_15",-0.248598617641493,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_16",-0.038953498213769,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_17",-0.0977717018303784,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_18",-0.678980683384079,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_19",-0.0183160463730715,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_20",0.893110539526773,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_21",0.84479456190981,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_22",-0.765158264114012,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_23",1.98447287563428,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_24",-1.87879698638448,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_25",0.700725875818216,2019-10-22,0.717136007139917,3690
"opposing_team_travel",-1.08317030140175e-05,2019-10-22,0.717136007139917,3690
"opposing_team_rest",-0.0555558017105292,2019-10-22,0.717136007139917,3690
"selected_team_rest",0.0371993720423846,2019-10-22,0.717136007139917,3690
"selected_team_travel",-1.06718845934758e-05,2019-10-22,0.717136007139917,3690
"selected_team_matchup_wins",0.142787681016036,2019-10-22,0.717136007139917,3690
"opposing_team_matchup_wins",-0.0509581770249839,2019-10-22,0.717136007139917,3690
"home_team_selected",0.495135892636194,2019-10-22,0.717136007139917,3690
"winrate_season_selected_team",1.17744692356448,2019-10-22,0.717136007139917,3690
"winrate_season_selected_team_adj",-0.0581999817745635,2019-10-22,0.717136007139917,3690
"winrate_season_opposing_team",-1.06182114438194,2019-10-22,0.717136007139917,3690
"winrate_season_opposing_team_adj",0.0614392819200285,2019-10-22,0.717136007139917,3690
"share_minutes_cluster_0",-1.40628283374302,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_1",-0.241518529024213,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_2",0.554088283422142,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_3",-0.611254622117164,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_4",0.233992117133689,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_5",-0.374688873928905,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_6",0.923627325084596,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_7",1.18890775223589,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_8",-1.41362508551427,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_9",-0.427705752200403,2019-10-23,0.717727778540767,3692
"share_minutes_cluster_10",0.341336475936706,2019-10-23,0.717727778540767,3692
