"DATE","PLAYER_FULL_NAME","Cluster","season","minutes"
2019-12-30,"Adam Mokoka",0,2019,2.55
2020-01-24,"Adam Mokoka",0,2019,2.82
2020-01-31,"Adam Mokoka",0,2019,3.55
2020-02-02,"Adam Mokoka",0,2019,4.43
2020-02-06,"Adam Mokoka",0,2019,5.12
2020-02-22,"Adam Mokoka",0,2019,17
2020-02-23,"Adam Mokoka",0,2019,18.43
2020-02-25,"Adam Mokoka",0,2019,19.15
2019-12-14,"Admiral Schofield",0,2019,20.87
2019-12-28,"Alen Smailagic",0,2019,19.58
2019-11-18,"Alize Johnson",0,2019,2.95
2019-11-25,"Alize Johnson",0,2019,2.55
2019-11-27,"Alize Johnson",0,2019,2.17
2019-12-02,"Alize Johnson",0,2019,0.5
2019-12-15,"Alize Johnson",0,2019,2.37
2019-12-28,"Alize Johnson",0,2019,3.95
2020-01-08,"Alize Johnson",0,2019,2.67
2020-02-23,"Alize Johnson",0,2019,4.4
2020-03-04,"Alize Johnson",0,2019,3.48
2020-08-06,"Alize Johnson",0,2019,2.07
2020-08-10,"Alize Johnson",0,2019,6.3
2020-08-12,"Alize Johnson",0,2019,17.37
2020-08-14,"Alize Johnson",0,2019,38.32
2019-11-01,"Amile Jefferson",0,2019,5.6
2019-11-08,"Amile Jefferson",0,2019,3.12
2019-11-25,"Amile Jefferson",0,2019,0.27
2019-12-04,"Amile Jefferson",0,2019,2.58
2019-12-09,"Amile Jefferson",0,2019,1.2
2019-12-13,"Amile Jefferson",0,2019,4.27
2019-12-20,"Amile Jefferson",0,2019,2.15
2019-12-28,"Amile Jefferson",0,2019,1.8
2019-12-30,"Amile Jefferson",0,2019,6.33
2020-01-01,"Amile Jefferson",0,2019,13.07
2020-01-04,"Amile Jefferson",0,2019,0.75
2020-01-08,"Amile Jefferson",0,2019,5.58
2020-01-10,"Amile Jefferson",0,2019,16.38
2020-01-16,"Amile Jefferson",0,2019,4.53
2020-01-20,"Amile Jefferson",0,2019,2.25
2020-01-26,"Amile Jefferson",0,2019,1.17
2020-01-27,"Amile Jefferson",0,2019,2.52
2020-02-05,"Amile Jefferson",0,2019,0.78
2020-01-04,"Amir Coffey",0,2019,4.43333333333333
2020-02-08,"Amir Coffey",0,2019,10.4
2020-02-09,"Amir Coffey",0,2019,24.52
2020-03-10,"Amir Coffey",0,2019,8.58
2020-07-30,"Amir Coffey",0,2019,5.32
2020-08-01,"Amir Coffey",0,2019,4.07
2020-08-06,"Amir Coffey",0,2019,0.25
2020-08-12,"Amir Coffey",0,2019,1.98
2020-08-14,"Amir Coffey",0,2019,49.63
2020-08-03,"Andre Roberson",0,2019,9.77
2020-08-05,"Andre Roberson",0,2019,11.13
2019-10-23,"Anfernee Simons",0,2019,12.27
2020-01-11,"Antonius Cleveland",0,2019,1.93
2020-01-14,"Antonius Cleveland",0,2019,8.02
2020-02-01,"Antonius Cleveland",0,2019,2.02
2020-02-05,"Antonius Cleveland",0,2019,4.1
2020-02-08,"Antonius Cleveland",0,2019,2.4
2020-07-31,"Antonius Cleveland",0,2019,0.02
2020-08-02,"Antonius Cleveland",0,2019,3.25
2020-08-04,"Antonius Cleveland",0,2019,3.55
2020-08-10,"Antonius Cleveland",0,2019,3.37
2020-08-13,"Antonius Cleveland",0,2019,13.2
2020-08-25,"Antonius Cleveland",0,2019,7.22
2020-08-30,"Antonius Cleveland",0,2019,1.88
2019-10-30,"Ben McLemore",0,2019,7.77
2019-11-01,"Ben McLemore",0,2019,21.33
2019-12-04,"BJ Johnson",0,2019,2.58
2020-01-08,"BJ Johnson",0,2019,5.58
2020-01-15,"BJ Johnson",0,2019,22.7
2020-01-27,"BJ Johnson",0,2019,2.52
2020-02-03,"BJ Johnson",0,2019,4.08
2020-02-05,"BJ Johnson",0,2019,0.78
2020-08-11,"BJ Johnson",0,2019,19.22
2020-08-13,"BJ Johnson",0,2019,17.1
2020-02-28,"Boban Marjanovic",0,2019,0.02
2020-03-01,"Boban Marjanovic",0,2019,2.08
2020-03-02,"Boban Marjanovic",0,2019,22.32
2020-03-06,"Boban Marjanovic",0,2019,4.15
2020-03-08,"Boban Marjanovic",0,2019,5.53
2020-03-10,"Boban Marjanovic",0,2019,8.77
2020-03-11,"Boban Marjanovic",0,2019,31.43
2020-08-06,"Bol Bol",0,2019,24.72
2019-12-04,"Brandon Goodwin",0,2019,2.98
2019-12-27,"Brandon Goodwin",0,2019,14.22
2019-12-28,"Brandon Goodwin",0,2019,12.4
2019-11-16,"Brian Bowen II",0,2019,4.77
2019-11-18,"Brian Bowen II",0,2019,2.33
2020-03-06,"Brian Bowen II",0,2019,14.88
2020-02-20,"Bruno Caboclo",0,2019,5.18
2020-02-24,"Bruno Caboclo",0,2019,3.07
2020-02-26,"Bruno Caboclo",0,2019,5.72
2020-03-05,"Bruno Caboclo",0,2019,3.98
2020-03-08,"Bruno Caboclo",0,2019,9.72
2020-08-09,"Bruno Caboclo",0,2019,1.92
2020-08-11,"Bruno Caboclo",0,2019,6.08
2020-08-14,"Bruno Caboclo",0,2019,16.6
2020-08-18,"Bruno Caboclo",0,2019,2.07
2019-12-15,"Caleb Martin",0,2019,3.78
2020-02-08,"Caleb Martin",0,2019,22.9
2019-10-25,"Caleb Swanigan",0,2019,2.57
2019-10-26,"Caleb Swanigan",0,2019,4.7
2019-11-03,"Caleb Swanigan",0,2019,1.93
2019-12-15,"Caleb Swanigan",0,2019,1.95
2020-01-06,"Caleb Swanigan",0,2019,6.98
2020-01-10,"Caleb Swanigan",0,2019,2.67
2020-01-23,"Caleb Swanigan",0,2019,23.37
2020-02-13,"Carsen Edwards",0,2019,0.2
2020-02-25,"Carsen Edwards",0,2019,2.93
2020-03-03,"Carsen Edwards",0,2019,16.57
2020-08-05,"Carsen Edwards",0,2019,10.92
2020-08-13,"Carsen Edwards",0,2019,23.65
2019-11-14,"Charles Brown Jr.",0,2019,6.4
2019-11-16,"Charles Brown Jr.",0,2019,4.55
2019-11-17,"Charles Brown Jr.",0,2019,1.77
2020-01-12,"Charles Brown Jr.",0,2019,11.07
2020-01-24,"Charles Brown Jr.",0,2019,3.15
2020-01-26,"Charles Brown Jr.",0,2019,2.02
2020-01-28,"Charles Brown Jr.",0,2019,4.25
2020-02-01,"Charles Brown Jr.",0,2019,3.3
2020-02-07,"Charles Brown Jr.",0,2019,0.37
2019-11-01,"Chimezie Metu",0,2019,3.82
2019-11-07,"Chimezie Metu",0,2019,0.88
2019-11-09,"Chimezie Metu",0,2019,9.03
2019-11-13,"Chimezie Metu",0,2019,4.13
2019-11-22,"Chimezie Metu",0,2019,2.32
2019-11-25,"Chimezie Metu",0,2019,1.17
2019-12-19,"Chimezie Metu",0,2019,0.8
2019-12-21,"Chimezie Metu",0,2019,8.25
2019-12-23,"Chimezie Metu",0,2019,3.52
2020-01-04,"Chimezie Metu",0,2019,4.35
2020-01-06,"Chimezie Metu",0,2019,2.3
2020-01-27,"Chimezie Metu",0,2019,11.27
2020-01-29,"Chimezie Metu",0,2019,6
2020-02-01,"Chimezie Metu",0,2019,1.95
2020-02-04,"Chimezie Metu",0,2019,4.33
2020-02-23,"Chimezie Metu",0,2019,8.42
2020-08-11,"Chimezie Metu",0,2019,6.08
2020-08-13,"Chimezie Metu",0,2019,26.67
2019-10-26,"Chris Boucher",0,2019,4.57
2019-10-28,"Chris Boucher",0,2019,4.4
2019-10-30,"Chris Boucher",0,2019,4.07
2019-11-02,"Chris Boucher",0,2019,4.15
2019-11-06,"Chris Boucher",0,2019,5.35
2019-11-08,"Chris Boucher",0,2019,13.72
2019-11-10,"Chris Boucher",0,2019,24.37
2019-10-23,"Chris Chiozza",0,2019,19.48
2019-11-13,"Chris Clemons",0,2019,10.58
2020-08-11,"Chris Clemons",0,2019,15.95
2019-10-27,"Chris Silva",0,2019,11.17
2019-10-29,"Chris Silva",0,2019,13.72
2019-11-08,"Chris Silva",0,2019,2.1
2019-11-12,"Chris Silva",0,2019,15.33
2019-11-14,"Chris Silva",0,2019,8.15
2019-11-16,"Chris Silva",0,2019,13.77
2020-01-27,"Chris Silva",0,2019,1.2
2020-01-28,"Chris Silva",0,2019,10.2
2020-02-03,"Chris Silva",0,2019,4.43
2020-02-05,"Chris Silva",0,2019,1.1
2020-02-07,"Chris Silva",0,2019,9.72
2020-02-09,"Chris Silva",0,2019,12.68
2020-02-10,"Chris Silva",0,2019,0.2
2020-02-22,"Chris Silva",0,2019,5.38
2020-02-24,"Chris Silva",0,2019,11.93
2020-03-02,"Chris Silva",0,2019,0.37
2020-03-08,"Chris Silva",0,2019,0.45
2020-08-06,"Chris Silva",0,2019,1.37
2020-08-12,"Chris Silva",0,2019,13.72
2020-08-14,"Chris Silva",0,2019,24.48
2019-10-30,"Cody Martin",0,2019,4.85
2019-11-02,"Cody Martin",0,2019,4.47
2019-11-05,"Cody Martin",0,2019,33.47
2020-08-13,"Corey Brewer",0,2019,1.47
2020-02-05,"Courtney Lee",0,2019,12
2020-01-15,"Cristiano Felicio",0,2019,7.26666666666667
2020-01-17,"Cristiano Felicio",0,2019,14.17
2020-03-02,"D.J. Wilson",0,2019,3.7
2020-03-09,"D.J. Wilson",0,2019,21.4
2020-07-31,"D.J. Wilson",0,2019,0.12
2020-08-02,"D.J. Wilson",0,2019,6.85
2020-08-04,"D.J. Wilson",0,2019,14.48
2020-08-10,"D.J. Wilson",0,2019,7.92
2020-08-11,"D.J. Wilson",0,2019,23.43
2020-08-13,"D.J. Wilson",0,2019,30.22
2019-11-06,"Daniel Gafford",0,2019,3.6
2019-11-09,"Daniel Gafford",0,2019,4.73
2019-11-12,"Daniel Gafford",0,2019,1.52
2019-11-18,"Daniel Gafford",0,2019,20.47
2019-11-20,"Daniel Gafford",0,2019,14.85
2019-11-22,"Daniel Gafford",0,2019,14.87
2019-11-29,"Dante Exum",0,2019,4.38
2019-12-01,"Dante Exum",0,2019,11.47
2019-12-02,"Dante Exum",0,2019,6.67
2019-12-04,"Dante Exum",0,2019,12.83
2019-12-09,"Dante Exum",0,2019,7.7
2019-12-27,"Dante Exum",0,2019,14.97
2019-11-22,"DaQuan Jeffries",0,2019,9.3
2020-01-22,"DaQuan Jeffries",0,2019,1.53
2020-02-08,"DaQuan Jeffries",0,2019,1.38
2020-02-10,"DaQuan Jeffries",0,2019,0.32
2020-02-12,"DaQuan Jeffries",0,2019,5.28
2020-07-31,"DaQuan Jeffries",0,2019,7.02
2020-08-02,"DaQuan Jeffries",0,2019,12
2020-08-06,"DaQuan Jeffries",0,2019,8.15
2020-08-07,"DaQuan Jeffries",0,2019,25.18
2020-08-09,"DaQuan Jeffries",0,2019,29.83
2019-11-22,"Dean Wade",0,2019,5.92
2020-01-04,"Dean Wade",0,2019,3.15
2020-01-07,"Dean Wade",0,2019,5.87
2020-01-13,"Dean Wade",0,2019,5.42
2020-01-14,"Dean Wade",0,2019,13.87
2020-01-27,"Dean Wade",0,2019,1.9
2020-01-28,"Dean Wade",0,2019,1.63333333333333
2020-02-09,"Dean Wade",0,2019,3.68
2020-03-02,"Dean Wade",0,2019,1.23
2020-03-04,"Dean Wade",0,2019,16.35
2020-02-20,"DeMarre Carroll",0,2019,13.47
2019-11-12,"Denzel Valentine",0,2019,1.52
2019-11-22,"Denzel Valentine",0,2019,4.92
2019-11-25,"Denzel Valentine",0,2019,15.9
2019-11-27,"Denzel Valentine",0,2019,5.57
2019-11-29,"Denzel Valentine",0,2019,9.97
2019-12-02,"Denzel Valentine",0,2019,11.85
2019-12-04,"Denzel Valentine",0,2019,15.67
2019-10-25,"Deonte Burton",0,2019,3.98
2019-10-27,"Deonte Burton",0,2019,8.6
2019-10-28,"Deonte Burton",0,2019,0.05
2019-11-02,"Deonte Burton",0,2019,8
2019-11-12,"Deonte Burton",0,2019,17.98
2019-11-18,"Deonte Burton",0,2019,2.32
2019-11-19,"Deonte Burton",0,2019,10.9
2019-11-25,"Deonte Burton",0,2019,7.73
2019-11-27,"Deonte Burton",0,2019,14.93
2019-11-29,"Deonte Burton",0,2019,9.7
2019-12-01,"Deonte Burton",0,2019,8.45
2019-12-04,"Deonte Burton",0,2019,8.2
2019-12-22,"Deonte Burton",0,2019,11.58
2019-12-26,"Deonte Burton",0,2019,9.45
2019-12-27,"Deonte Burton",0,2019,21.07
2020-01-18,"Deonte Burton",0,2019,16.77
2020-08-07,"Deonte Burton",0,2019,7.42
2020-08-09,"Deonte Burton",0,2019,1.93
2020-08-10,"Deonte Burton",0,2019,32.08
2019-10-30,"Derrick Walton Jr.",0,2019,1.37
2019-11-16,"Derrick Walton Jr.",0,2019,6.88
2019-11-29,"Derrick Walton Jr.",0,2019,2.8
2019-12-01,"Derrick Walton Jr.",0,2019,6.28
2019-12-03,"Derrick Walton Jr.",0,2019,3.95
2019-12-06,"Derrick Walton Jr.",0,2019,9.78
2019-12-08,"Derrick Walton Jr.",0,2019,12.4
2019-12-09,"Derrick Walton Jr.",0,2019,18.95
2019-12-11,"Derrick Walton Jr.",0,2019,4.28
2019-12-13,"Derrick Walton Jr.",0,2019,30.35
2019-11-27,"Devon Hall",0,2019,7.55
2019-12-06,"Devon Hall",0,2019,3.57
2019-12-08,"Devon Hall",0,2019,0.67
2019-12-09,"Devon Hall",0,2019,0.87
2020-08-07,"Devon Hall",0,2019,6.7
2020-08-09,"Devon Hall",0,2019,1.93
2020-08-10,"Devon Hall",0,2019,14.05
2020-08-12,"Devon Hall",0,2019,12.4
2020-08-14,"Devon Hall",0,2019,24.27
2019-11-20,"Dewan Hernandez",0,2019,1.43
2019-12-01,"Dewan Hernandez",0,2019,1.68
2019-12-16,"Dewan Hernandez",0,2019,1.87
2020-08-14,"Dewan Hernandez",0,2019,12.7
2019-10-23,"Dillon Brooks",0,2019,18.17
2019-11-01,"Donte DiVincenzo",0,2019,17.37
2019-11-01,"Drew Eubanks",0,2019,1.97
2019-11-29,"Drew Eubanks",0,2019,1.07
2019-12-01,"Drew Eubanks",0,2019,21.82
2019-12-03,"Drew Eubanks",0,2019,6.27
2019-12-28,"Drew Eubanks",0,2019,3.12
2020-01-08,"Drew Eubanks",0,2019,2.27
2020-01-10,"Drew Eubanks",0,2019,1.77
2020-02-08,"Drew Eubanks",0,2019,3.58
2020-02-29,"Drew Eubanks",0,2019,16.5
2020-03-02,"Drew Eubanks",0,2019,16.55
2020-02-26,"Dusty Hannahs",0,2019,6.45
2019-10-30,"Dzanan Musa",0,2019,1.23
2019-11-01,"Dzanan Musa",0,2019,4.42
2019-11-08,"Dzanan Musa",0,2019,5.6
2019-11-10,"Dzanan Musa",0,2019,20.92
2019-11-12,"Dzanan Musa",0,2019,15.42
2020-07-31,"Dzanan Musa",0,2019,9.6
2020-08-04,"Dzanan Musa",0,2019,18.98
2019-11-30,"Frank Mason",0,2019,10.03
2019-12-14,"Frank Mason",0,2019,2.77
2019-12-22,"Frank Mason",0,2019,4.77
2020-03-04,"Frank Mason",0,2019,5.1
2020-03-09,"Frank Mason",0,2019,29.73
2020-02-05,"Gabe Vincent",0,2019,17.4
2020-08-08,"Gabe Vincent",0,2019,19.55
2019-10-25,"Garrison Mathews",0,2019,13.07
2019-12-14,"Garrison Mathews",0,2019,5.07
2019-12-16,"Garrison Mathews",0,2019,10.82
2019-12-18,"Garrison Mathews",0,2019,12.32
2019-11-15,"Gary Clark",0,2019,3.35
2019-11-16,"Gary Clark",0,2019,1.33
2019-11-18,"Gary Clark",0,2019,3.42
2019-11-24,"Gary Clark",0,2019,1.8
2019-11-27,"Gary Clark",0,2019,29.28
2019-11-30,"Gary Clark",0,2019,24.42
2019-10-30,"Gary Trent Jr.",0,2019,4.17
2019-11-02,"Gary Trent Jr.",0,2019,4.4
2019-11-04,"Gary Trent Jr.",0,2019,5.22
2019-11-08,"Gary Trent Jr.",0,2019,13.25
2019-11-10,"Gary Trent Jr.",0,2019,15.78
2019-11-21,"Gary Trent Jr.",0,2019,20.98
2019-10-30,"Goga Bitadze",0,2019,8.55
2019-11-01,"Goga Bitadze",0,2019,24.92
2020-02-01,"Goga Bitadze",0,2019,3.52
2020-02-05,"Goga Bitadze",0,2019,2.67
2020-02-07,"Goga Bitadze",0,2019,2.3
2020-02-08,"Goga Bitadze",0,2019,2.15
2020-02-23,"Goga Bitadze",0,2019,9.48
2020-02-25,"Goga Bitadze",0,2019,11.53
2020-02-27,"Goga Bitadze",0,2019,6.67
2020-02-29,"Goga Bitadze",0,2019,3.62
2020-03-04,"Goga Bitadze",0,2019,7.75
2020-03-06,"Goga Bitadze",0,2019,7.27
2020-03-08,"Goga Bitadze",0,2019,1.93
2020-08-06,"Goga Bitadze",0,2019,10.68
2020-08-08,"Goga Bitadze",0,2019,12.3
2020-08-10,"Goga Bitadze",0,2019,5.48
2020-08-12,"Goga Bitadze",0,2019,16.7
2020-08-14,"Goga Bitadze",0,2019,16.3
2019-10-25,"Grant Williams",0,2019,21.88
2019-10-23,"Hamidou Diallo",0,2019,23.02
2019-12-29,"Harry Giles III",0,2019,16.88
2019-12-15,"Henry Ellenson",0,2019,4.3
2019-12-26,"Henry Ellenson",0,2019,3.53
2020-01-02,"Henry Ellenson",0,2019,1.43
2019-11-06,"Ignas Brazdeikis",0,2019,3.72
2019-11-10,"Ignas Brazdeikis",0,2019,4.28
2019-11-12,"Ignas Brazdeikis",0,2019,2.07
2019-11-27,"Ignas Brazdeikis",0,2019,9.58
2019-12-02,"Ignas Brazdeikis",0,2019,18.02
2019-12-10,"Ignas Brazdeikis",0,2019,5.42
2019-12-26,"Ignas Brazdeikis",0,2019,1
2020-01-08,"Ignas Brazdeikis",0,2019,4.98
2019-10-23,"Isaac Bonga",0,2019,22.9
2019-11-15,"Isaiah Hartenstein",0,2019,13.23
2020-02-23,"Isaiah Roby",0,2019,3.42
2020-02-28,"Isaiah Roby",0,2019,6.47
2020-02-24,"Jake Layman",0,2019,13.3
2020-02-02,"Jalen Lecque",0,2019,10.73
2020-02-03,"Jalen Lecque",0,2019,8.65
2020-02-10,"Jalen Lecque",0,2019,4.8
2020-08-10,"Jalen Lecque",0,2019,5.27
2019-12-15,"Jalen McDaniels",0,2019,3.78
2020-02-08,"Jalen McDaniels",0,2019,18.6
2020-03-03,"Jared Dudley",0,2019,1.35
2020-08-03,"Jared Dudley",0,2019,2.88
2020-08-05,"Jared Dudley",0,2019,3.6
2020-08-06,"Jared Dudley",0,2019,11.05
2020-08-08,"Jared Dudley",0,2019,12.53
2020-08-13,"Jared Dudley",0,2019,22.7
2020-08-20,"Jared Dudley",0,2019,7.53
2020-08-29,"Jared Dudley",0,2019,1.33
2020-02-03,"Jared Harper",0,2019,3.55
2019-10-31,"Jarred Vanderbilt",0,2019,5.42
2019-11-05,"Jarred Vanderbilt",0,2019,1.75
2019-11-17,"Jarred Vanderbilt",0,2019,2.05
2019-12-31,"Jarred Vanderbilt",0,2019,3.75
2020-01-22,"Jarred Vanderbilt",0,2019,7.85
2020-01-24,"Jarred Vanderbilt",0,2019,4.3
2020-01-30,"Jarred Vanderbilt",0,2019,3.8
2020-02-02,"Jarred Vanderbilt",0,2019,5.08
2020-02-04,"Jarred Vanderbilt",0,2019,7.43
2020-02-08,"Jarred Vanderbilt",0,2019,1.1
2020-02-12,"Jarred Vanderbilt",0,2019,4
2019-12-04,"Jarrell Brantley",0,2019,3.85
2020-02-01,"Jarrell Brantley",0,2019,2.65
2020-03-02,"Jarrell Brantley",0,2019,0.7
2020-03-04,"Jarrell Brantley",0,2019,1.58
2020-08-07,"Jarrell Brantley",0,2019,23.57
2020-08-08,"Jarrell Brantley",0,2019,7.32
2020-08-10,"Jarrell Brantley",0,2019,22.73
2020-03-04,"Jarrod Uthoff",0,2019,5.35
2020-03-06,"Jarrod Uthoff",0,2019,4.15
2020-03-07,"Jarrod Uthoff",0,2019,1.17
2020-08-09,"Jarrod Uthoff",0,2019,12
2020-08-11,"Jarrod Uthoff",0,2019,3.07
2020-08-13,"Jarrod Uthoff",0,2019,24.33
2019-10-26,"Javonte Green",0,2019,3.63
2019-10-30,"Javonte Green",0,2019,0.43
2019-11-05,"Javonte Green",0,2019,4.93
2019-11-07,"Javonte Green",0,2019,12.88
2019-11-09,"Javonte Green",0,2019,13.38
2019-11-11,"Javonte Green",0,2019,13.42
2019-11-13,"Javonte Green",0,2019,6.38
2019-11-17,"Javonte Green",0,2019,6.13
2019-11-22,"Javonte Green",0,2019,9.35
2019-11-27,"Javonte Green",0,2019,1.45
2019-11-29,"Javonte Green",0,2019,3.68
2019-12-01,"Javonte Green",0,2019,8.27
2019-12-04,"Javonte Green",0,2019,7.13
2019-12-06,"Javonte Green",0,2019,12
2019-12-09,"Javonte Green",0,2019,7.52
2019-12-11,"Javonte Green",0,2019,4.63
2019-12-12,"Javonte Green",0,2019,5.2
2019-12-18,"Javonte Green",0,2019,14.03
2019-12-20,"Javonte Green",0,2019,18.22
2019-12-22,"Javonte Green",0,2019,16
2019-12-27,"Javonte Green",0,2019,9.88
2019-12-31,"Javonte Green",0,2019,9.25
2020-01-04,"Javonte Green",0,2019,11.32
2020-01-08,"Javonte Green",0,2019,9.7
2020-01-15,"Javonte Green",0,2019,2.38333333333333
2020-01-16,"Javonte Green",0,2019,13.03
2020-01-18,"Javonte Green",0,2019,17.38
2019-11-25,"Jaylen Hoard",0,2019,4.15
2019-11-27,"Jaylen Hoard",0,2019,6.12
2019-12-08,"Jaylen Hoard",0,2019,1.47
2019-12-10,"Jaylen Hoard",0,2019,5.77
2020-01-03,"Jaylen Hoard",0,2019,1.62
2020-01-05,"Jaylen Hoard",0,2019,1.63
2020-01-09,"Jaylen Hoard",0,2019,16.73
2020-01-11,"Jaylen Hoard",0,2019,16.7
2020-01-13,"Jaylen Hoard",0,2019,9.05
2020-01-18,"Jaylen Hoard",0,2019,19.82
2019-11-23,"Jaylen Nowell",0,2019,13.62
2019-12-20,"Jaylen Nowell",0,2019,14.7
2020-02-05,"Jeremiah Martin",0,2019,8.62
2020-03-06,"Jeremiah Martin",0,2019,5.02
2020-07-31,"Jeremiah Martin",0,2019,9.53
2020-08-04,"Jeremiah Martin",0,2019,19.78
2019-10-30,"Jerome Robinson",0,2019,18.7
2020-08-12,"Joakim Noah",0,2019,2.23
2020-08-14,"Joakim Noah",0,2019,28.98
2020-02-25,"Joe Chealey",0,2019,15.65
2019-12-29,"John Konchar",0,2019,1.47
2020-01-28,"John Konchar",0,2019,12.2666666666667
2020-01-29,"John Konchar",0,2019,0.8
2020-01-31,"John Konchar",0,2019,8.33
2020-02-07,"John Konchar",0,2019,4.4
2020-02-24,"John Konchar",0,2019,17.83
2020-02-26,"John Konchar",0,2019,17.35
2019-10-24,"Johnathan Motley",0,2019,4.1
2019-10-26,"Johnathan Motley",0,2019,0.23
2019-12-11,"Johnathan Motley",0,2019,3.02
2019-12-17,"Johnathan Motley",0,2019,3.18
2019-12-31,"Johnathan Motley",0,2019,0.93
2020-01-02,"Johnathan Motley",0,2019,0.65
2020-01-04,"Johnathan Motley",0,2019,4.43333333333333
2020-01-26,"Johnathan Motley",0,2019,1.52
2020-02-05,"Johnathan Motley",0,2019,1.1
2020-02-08,"Johnathan Motley",0,2019,10.4
2020-02-09,"Johnathan Motley",0,2019,10.67
2020-02-11,"Johnathan Motley",0,2019,0.7
2020-02-13,"Johnathan Motley",0,2019,0.2
2020-01-20,"Jonah Bolden",0,2019,8.55
2020-01-25,"Jonah Bolden",0,2019,0.93
2020-02-12,"Jonah Bolden",0,2019,26.32
2019-11-06,"Jordan Bone",0,2019,2.57
2019-11-23,"Jordan Bone",0,2019,1.75
2020-01-13,"Jordan Bone",0,2019,7.97
2020-01-22,"Jordan Bone",0,2019,1.53
2020-01-25,"Jordan Bone",0,2019,2.9
2020-02-05,"Jordan Bone",0,2019,7.3
2020-02-07,"Jordan Bone",0,2019,10.1
2020-02-08,"Jordan Bone",0,2019,11.88
2020-02-20,"Jordan Bone",0,2019,5.13
2020-01-31,"Josh Jackson",0,2019,28.85
2019-11-20,"Josh Magette",0,2019,2.07
2019-12-04,"Josh Magette",0,2019,2.58
2019-12-28,"Josh Magette",0,2019,1.8
2020-01-01,"Josh Magette",0,2019,2.27
2020-01-04,"Josh Magette",0,2019,0.75
2020-01-08,"Josh Magette",0,2019,5.58
2020-01-10,"Josh Magette",0,2019,17.25
2020-01-04,"Josh Reaves",0,2019,0.05
2020-08-10,"Josh Reaves",0,2019,13.63
2020-08-13,"Josh Reaves",0,2019,13.2
2020-08-01,"JR Smith",0,2019,7.77
2020-08-03,"JR Smith",0,2019,14
2020-07-31,"Justin Anderson",0,2019,9.6
2020-08-04,"Justin Anderson",0,2019,15.78
2019-10-26,"Justin James",0,2019,7.42
2019-11-03,"Justin James",0,2019,1.93
2019-11-19,"Justin James",0,2019,3.4
2019-11-22,"Justin James",0,2019,32.65
2020-01-30,"Justin James",0,2019,2.3
2020-02-01,"Justin James",0,2019,0.08
2020-02-08,"Justin James",0,2019,1.38
2020-02-12,"Justin James",0,2019,2.02
2020-02-20,"Justin James",0,2019,0.1
2020-02-27,"Justin James",0,2019,0.58
2020-03-07,"Justin James",0,2019,1.53
2020-08-09,"Justin James",0,2019,4.6
2020-08-13,"Justin James",0,2019,9.53
2019-10-27,"Justin Patton",0,2019,6.35
2019-11-27,"Justin Patton",0,2019,3.13
2020-01-09,"Justin Patton",0,2019,2.57
2020-01-11,"Justin Patton",0,2019,1.67
2020-01-15,"Justin Patton",0,2019,10.5166666666667
2019-11-02,"Justin Robinson",0,2019,9.08
2019-11-04,"Justin Robinson",0,2019,1.9
2019-11-24,"Justin Robinson",0,2019,0.6
2019-12-08,"Justin Robinson",0,2019,2.23
2019-12-14,"Justin Robinson",0,2019,5.33
2019-12-23,"Justin Robinson",0,2019,15.67
2019-12-26,"Justin Robinson",0,2019,9.4
2020-01-01,"Justin Robinson",0,2019,3.85
2020-08-07,"Justin Wright-Foreman",0,2019,11.4
2020-08-10,"Justin Wright-Foreman",0,2019,15.27
2019-12-07,"Juwan Morgan",0,2019,1.63
2019-12-09,"Juwan Morgan",0,2019,3.92
2019-12-30,"Juwan Morgan",0,2019,6.87
2020-01-04,"Juwan Morgan",0,2019,0.57
2020-01-08,"Juwan Morgan",0,2019,3.6
2020-01-10,"Juwan Morgan",0,2019,8.35
2020-01-18,"Juwan Morgan",0,2019,3.3
2020-01-20,"Juwan Morgan",0,2019,4.32
2020-01-22,"Juwan Morgan",0,2019,5.98
2020-02-01,"Juwan Morgan",0,2019,2.65
2020-02-07,"Juwan Morgan",0,2019,1.88
2020-02-09,"Juwan Morgan",0,2019,7.18
2020-02-21,"Juwan Morgan",0,2019,1.53
2020-02-22,"Juwan Morgan",0,2019,13.38
2020-02-24,"Juwan Morgan",0,2019,5.65
2020-08-01,"Juwan Morgan",0,2019,6.97
2020-08-03,"Juwan Morgan",0,2019,5.32
2020-08-05,"Juwan Morgan",0,2019,1.33
2020-08-07,"Juwan Morgan",0,2019,25.23
2020-08-13,"Juwan Morgan",0,2019,21.82
2020-08-17,"Juwan Morgan",0,2019,25.3
2019-11-15,"Kelan Martin",0,2019,12.98
2020-01-04,"Keldon Johnson",0,2019,4.35
2020-02-01,"Keldon Johnson",0,2019,1.95
2020-02-04,"Keldon Johnson",0,2019,3.65
2020-02-23,"Keldon Johnson",0,2019,13.1
2020-03-03,"Keldon Johnson",0,2019,15.08
2020-03-06,"Keldon Johnson",0,2019,21
2019-12-29,"Kevin Hervey",0,2019,7.17
2020-01-15,"Kevin Hervey",0,2019,0.5
2020-01-18,"Kevin Hervey",0,2019,0.45
2020-01-24,"Kevin Hervey",0,2019,3.15
2020-01-27,"Kevin Hervey",0,2019,0.65
2020-02-28,"Kevin Hervey",0,2019,6.28
2020-08-07,"Kevin Hervey",0,2019,9.43
2020-08-10,"Kevin Hervey",0,2019,12
