"DATE","PLAYER_FULL_NAME","Cluster","season","minutes"
2020-02-28,"Deonte Burton",3,2019,18.08
2020-03-03,"Deonte Burton",3,2019,3.57
2020-03-06,"Deonte Burton",3,2019,4.18
2020-08-05,"Deonte Burton",3,2019,1.65
2020-08-14,"Deonte Burton",3,2019,29.53
2020-08-18,"Deonte Burton",3,2019,2.07
2020-03-01,"Derrick Walton Jr.",3,2019,13.33
2020-07-31,"Donta Hall",3,2019,12.45
2019-11-10,"Donte DiVincenzo",3,2019,8.83
2019-11-14,"Donte DiVincenzo",3,2019,24.03
2020-02-23,"Dragan Bender",3,2019,20.08
2020-02-27,"Dragan Bender",3,2019,22.23
2020-02-29,"Dragan Bender",3,2019,30.77
2019-10-23,"Duncan Robinson",3,2019,22.93
2019-10-26,"Duncan Robinson",3,2019,23.3
2019-10-27,"Duncan Robinson",3,2019,23.23
2020-01-28,"Dwayne Bacon",3,2019,7.45
2020-02-03,"Dwayne Bacon",3,2019,17.68
2020-02-04,"Dwayne Bacon",3,2019,10.68
2020-02-12,"Dwayne Bacon",3,2019,14.57
2020-01-04,"Dzanan Musa",3,2019,2.12
2020-01-06,"Dzanan Musa",3,2019,13.93
2020-01-10,"Dzanan Musa",3,2019,11.7
2020-01-12,"Dzanan Musa",3,2019,6.85
2020-01-18,"Dzanan Musa",3,2019,12.65
2020-01-20,"Dzanan Musa",3,2019,12.35
2020-01-23,"Dzanan Musa",3,2019,4.4
2020-01-26,"Dzanan Musa",3,2019,2.6
2020-01-29,"Dzanan Musa",3,2019,1
2020-02-03,"Dzanan Musa",3,2019,3.18
2020-02-05,"Dzanan Musa",3,2019,9.45
2020-08-17,"Dzanan Musa",3,2019,3.9
2020-08-21,"Dzanan Musa",3,2019,12.97
2020-08-23,"Dzanan Musa",3,2019,22.53
2020-01-22,"Ed Davis",3,2019,7.3
2020-01-29,"Ed Davis",3,2019,5
2020-01-30,"Ed Davis",3,2019,10.7
2020-02-01,"Ed Davis",3,2019,13.28
2020-08-07,"Ed Davis",3,2019,11.78
2020-08-10,"Ed Davis",3,2019,16.23
2019-10-23,"Edmond Sumner",3,2019,21.88
2019-12-15,"Edmond Sumner",3,2019,3.07
2019-12-20,"Edmond Sumner",3,2019,17.08
2019-12-22,"Edmond Sumner",3,2019,19.03
2019-12-23,"Edmond Sumner",3,2019,13.55
2019-12-27,"Edmond Sumner",3,2019,17.9
2019-12-28,"Edmond Sumner",3,2019,7.98
2019-12-31,"Edmond Sumner",3,2019,1.68
2020-01-04,"Edmond Sumner",3,2019,16.47
2020-01-06,"Edmond Sumner",3,2019,16.4
2020-01-08,"Edmond Sumner",3,2019,19.13
2020-01-10,"Edmond Sumner",3,2019,22.37
2020-01-24,"Edmond Sumner",3,2019,7.98
2020-01-26,"Edmond Sumner",3,2019,7.85
2020-02-08,"Edmond Sumner",3,2019,7.77
2020-03-02,"Edmond Sumner",3,2019,12.1
2020-03-04,"Edmond Sumner",3,2019,5.1
2020-03-06,"Edmond Sumner",3,2019,24.02
2020-03-08,"Edmond Sumner",3,2019,19.12
2020-03-10,"Edmond Sumner",3,2019,17.35
2020-08-01,"Edmond Sumner",3,2019,12.55
2020-08-03,"Edmond Sumner",3,2019,11.75
2020-08-04,"Edmond Sumner",3,2019,5.77
2020-08-10,"Edmond Sumner",3,2019,16.4
2020-08-12,"Edmond Sumner",3,2019,24.08
2020-08-14,"Edmond Sumner",3,2019,30.72
2020-08-18,"Edmond Sumner",3,2019,27.03
2020-08-20,"Edmond Sumner",3,2019,3.87
2020-08-24,"Edmond Sumner",3,2019,9.6
2019-11-10,"Elie Okobo",3,2019,5.37
2019-11-14,"Elie Okobo",3,2019,2.82
2019-11-18,"Elie Okobo",3,2019,8.13
2019-11-19,"Elie Okobo",3,2019,18.32
2019-11-21,"Elie Okobo",3,2019,20.33
2019-11-23,"Elie Okobo",3,2019,21.73
2019-11-24,"Elie Okobo",3,2019,28.42
2019-11-27,"Elie Okobo",3,2019,20.78
2019-11-29,"Elie Okobo",3,2019,6.35
2019-12-04,"Elie Okobo",3,2019,4.8
2019-12-05,"Elie Okobo",3,2019,1.97
2019-12-09,"Elie Okobo",3,2019,1.15
2019-12-14,"Elie Okobo",3,2019,15.68
2019-12-16,"Elie Okobo",3,2019,14.42
2019-12-17,"Elie Okobo",3,2019,23.75
2019-12-20,"Elie Okobo",3,2019,15.33
2019-12-21,"Elie Okobo",3,2019,29.9
2019-12-23,"Elie Okobo",3,2019,2.53
2019-12-28,"Elie Okobo",3,2019,11.9
2019-12-30,"Elie Okobo",3,2019,4.88
2020-01-01,"Elie Okobo",3,2019,10.78
2020-01-03,"Elie Okobo",3,2019,12.53
2020-01-05,"Elie Okobo",3,2019,11.07
2020-01-07,"Elie Okobo",3,2019,12.83
2020-01-10,"Elie Okobo",3,2019,13.38
2020-01-12,"Elie Okobo",3,2019,13.7
2020-01-14,"Elie Okobo",3,2019,21.98
2020-01-16,"Elie Okobo",3,2019,13.9
2020-01-18,"Elie Okobo",3,2019,12.22
2020-01-20,"Elie Okobo",3,2019,12.35
2020-01-22,"Elie Okobo",3,2019,26.6
2020-01-24,"Elie Okobo",3,2019,19.63
2020-01-26,"Elie Okobo",3,2019,6.55
2020-01-28,"Elie Okobo",3,2019,4.73333333333333
2020-02-02,"Elie Okobo",3,2019,26.22
2020-02-03,"Elie Okobo",3,2019,27.6
2020-02-05,"Elie Okobo",3,2019,13.32
2020-02-07,"Elie Okobo",3,2019,26.45
2020-02-08,"Elie Okobo",3,2019,14.1
2020-02-12,"Elie Okobo",3,2019,22
2020-02-22,"Elie Okobo",3,2019,6.27
2020-02-24,"Elie Okobo",3,2019,11.27
2020-02-26,"Elie Okobo",3,2019,11.78
2020-02-28,"Elie Okobo",3,2019,14.67
2020-02-29,"Elie Okobo",3,2019,20.48
2020-03-03,"Elie Okobo",3,2019,14.03
2020-03-06,"Elie Okobo",3,2019,11.85
2020-03-10,"Elie Okobo",3,2019,1.57
2020-08-13,"Elie Okobo",3,2019,12
2020-01-22,"Frank Jackson",3,2019,7.65
2020-01-24,"Frank Jackson",3,2019,4.05
2020-01-26,"Frank Jackson",3,2019,9.87
2020-01-28,"Frank Jackson",3,2019,8.6
2020-01-31,"Frank Jackson",3,2019,6.42
2020-02-06,"Frank Jackson",3,2019,4.87
2020-02-08,"Frank Jackson",3,2019,21.98
2020-02-11,"Frank Jackson",3,2019,22.7
2020-02-13,"Frank Jackson",3,2019,5.25
2020-02-21,"Frank Jackson",3,2019,2.05
2020-02-28,"Frank Jackson",3,2019,7.13
2020-03-01,"Frank Jackson",3,2019,5.48
2020-03-03,"Frank Jackson",3,2019,12.78
2020-03-04,"Frank Jackson",3,2019,21.02
2020-03-06,"Frank Jackson",3,2019,16.12
2020-03-08,"Frank Jackson",3,2019,10.5
2020-07-30,"Frank Jackson",3,2019,3.83
2020-08-01,"Frank Jackson",3,2019,22.25
2020-08-03,"Frank Jackson",3,2019,2.37
2020-08-06,"Frank Jackson",3,2019,21.88
2020-08-07,"Frank Jackson",3,2019,20.27
2020-08-09,"Frank Jackson",3,2019,9.18
2020-08-11,"Frank Jackson",3,2019,24.67
2020-08-13,"Frank Jackson",3,2019,36.35
2020-08-04,"Frank Mason",3,2019,17.93
2020-03-04,"Gary Payton II",3,2019,10.42
2020-03-08,"Gary Payton II",3,2019,0.53
2020-03-10,"Gary Payton II",3,2019,10.47
2019-10-25,"Gary Trent Jr.",3,2019,2.05
2019-11-12,"Gary Trent Jr.",3,2019,13.98
2019-11-18,"Gary Trent Jr.",3,2019,3.82
2019-11-19,"Gary Trent Jr.",3,2019,2.15
2019-11-23,"Gary Trent Jr.",3,2019,7.42
2019-12-10,"Gary Trent Jr.",3,2019,10.32
2019-12-12,"Gary Trent Jr.",3,2019,4.68
2019-12-16,"Gary Trent Jr.",3,2019,13.03
2019-12-18,"Gary Trent Jr.",3,2019,20.73
2019-10-24,"Glenn Robinson III",3,2019,30.23
2020-01-29,"Goga Bitadze",3,2019,15.12
2019-12-25,"Grant Williams",3,2019,12.23
2019-12-31,"Grant Williams",3,2019,9.17
2020-01-04,"Grant Williams",3,2019,17.23
2020-01-06,"Grant Williams",3,2019,25.23
2020-01-08,"Grant Williams",3,2019,18.15
2020-01-09,"Grant Williams",3,2019,6.62
2020-01-11,"Grant Williams",3,2019,13.42
2020-01-13,"Grant Williams",3,2019,16.28
2020-01-15,"Grant Williams",3,2019,15.6333333333333
2020-01-16,"Grant Williams",3,2019,7.17
2020-01-18,"Grant Williams",3,2019,12.6
2020-01-20,"Grant Williams",3,2019,5.22
2020-01-22,"Grant Williams",3,2019,12
2020-01-24,"Grant Williams",3,2019,23.47
2020-01-26,"Grant Williams",3,2019,9.13
2020-01-28,"Grant Williams",3,2019,23.4833333333333
2020-01-30,"Grant Williams",3,2019,16.72
2020-02-01,"Grant Williams",3,2019,19.2
2020-02-03,"Grant Williams",3,2019,24.5
2020-02-05,"Grant Williams",3,2019,22.05
2019-10-25,"Hamidou Diallo",3,2019,17.98
2019-10-27,"Hamidou Diallo",3,2019,12.68
2019-10-28,"Hamidou Diallo",3,2019,17.82
2020-02-09,"Hamidou Diallo",3,2019,12.52
2020-02-11,"Hamidou Diallo",3,2019,8.05
2020-02-23,"Hamidou Diallo",3,2019,14.72
2020-02-27,"Hamidou Diallo",3,2019,10.73
2020-02-28,"Hamidou Diallo",3,2019,20.6
2020-03-03,"Hamidou Diallo",3,2019,3.57
2020-03-06,"Hamidou Diallo",3,2019,25.55
2020-03-08,"Hamidou Diallo",3,2019,17.65
2020-08-01,"Hamidou Diallo",3,2019,20.13
2020-08-03,"Hamidou Diallo",3,2019,24.03
2020-08-05,"Hamidou Diallo",3,2019,16.77
2020-08-07,"Hamidou Diallo",3,2019,22.52
2020-08-09,"Hamidou Diallo",3,2019,25.65
2020-08-10,"Hamidou Diallo",3,2019,22.7
2020-08-12,"Hamidou Diallo",3,2019,24.87
2020-08-14,"Hamidou Diallo",3,2019,39.78
2019-12-14,"Henry Ellenson",3,2019,2.52
2019-11-20,"Iman Shumpert",3,2019,19.13
2019-11-22,"Iman Shumpert",3,2019,24.73
2019-11-24,"Iman Shumpert",3,2019,19.25
2019-10-25,"Isaac Bonga",3,2019,24.03
2019-10-26,"Isaac Bonga",3,2019,25.98
2019-10-30,"Isaac Bonga",3,2019,24.68
2019-11-04,"Isaac Bonga",3,2019,22.82
2019-11-06,"Isaac Bonga",3,2019,10.53
2019-11-15,"Isaac Bonga",3,2019,2.72
2019-11-24,"Isaac Bonga",3,2019,0.6
2019-11-26,"Isaac Bonga",3,2019,5.85
2019-11-27,"Isaac Bonga",3,2019,4.3
2019-11-29,"Isaac Bonga",3,2019,17.23
2019-12-01,"Isaac Bonga",3,2019,19.43
2019-12-21,"Isaac Bonga",3,2019,15.45
2020-01-05,"James Johnson",3,2019,21.9
2020-08-19,"Jarrell Brantley",3,2019,4.15
2020-08-21,"Jarrell Brantley",3,2019,8.73
2019-11-04,"Jarrett Culver",3,2019,24.13
2020-02-05,"Javonte Green",3,2019,11.2
2020-02-07,"Javonte Green",3,2019,4.35
2020-03-03,"Javonte Green",3,2019,21.32
2020-03-04,"Javonte Green",3,2019,5.47
2020-03-06,"Javonte Green",3,2019,12.88
2020-08-05,"Javonte Green",3,2019,6.9
2020-08-07,"Javonte Green",3,2019,9.47
2020-08-11,"Javonte Green",3,2019,2.63
2020-08-13,"Javonte Green",3,2019,34.43
2020-08-19,"Javonte Green",3,2019,5.65
2020-01-20,"Jaylen Hoard",3,2019,10.03
2020-02-11,"Jaylen Hoard",3,2019,9.5
2020-08-05,"Jeremiah Martin",3,2019,15.7
2020-08-07,"Jeremiah Martin",3,2019,1.8
2020-08-11,"Jeremiah Martin",3,2019,26.93
2020-08-13,"Jerian Grant",3,2019,17.15
2019-10-24,"Jerome Robinson",3,2019,4.1
2019-10-26,"Jerome Robinson",3,2019,0.23
2019-10-28,"Jerome Robinson",3,2019,1.2
2019-11-06,"Jerome Robinson",3,2019,14.48
2019-11-13,"Jerome Robinson",3,2019,2.13
2019-11-14,"Jerome Robinson",3,2019,17.35
2019-11-22,"Jerome Robinson",3,2019,11.18
2019-11-24,"Jerome Robinson",3,2019,14.62
2019-11-27,"Jerome Robinson",3,2019,14.1
2019-11-29,"Jerome Robinson",3,2019,14.27
2019-12-01,"Jerome Robinson",3,2019,19.7
2019-12-03,"Jerome Robinson",3,2019,19.2
2019-12-06,"Jerome Robinson",3,2019,19.62
2019-12-08,"Jerome Robinson",3,2019,17.63
2019-12-09,"Jerome Robinson",3,2019,13.22
2019-12-11,"Jerome Robinson",3,2019,9.8
2019-12-13,"Jerome Robinson",3,2019,3.42
2019-12-14,"Jerome Robinson",3,2019,23.07
2019-12-17,"Jerome Robinson",3,2019,5.65
2019-12-21,"Jerome Robinson",3,2019,7.18
2019-12-28,"Jerome Robinson",3,2019,0.82
2019-12-31,"Jerome Robinson",3,2019,5.28
2020-01-02,"Jerome Robinson",3,2019,16.53
2020-01-04,"Jerome Robinson",3,2019,20.7666666666667
2020-01-05,"Jerome Robinson",3,2019,8.45
2020-01-10,"Jerome Robinson",3,2019,4.13
2020-01-12,"Jerome Robinson",3,2019,1.7
2020-01-14,"Jerome Robinson",3,2019,15.8
2020-01-16,"Jerome Robinson",3,2019,13.57
2020-01-18,"Jerome Robinson",3,2019,20.88
2020-01-21,"Jerome Robinson",3,2019,15.15
2020-01-22,"Jerome Robinson",3,2019,19.37
2020-01-24,"Jerome Robinson",3,2019,5.02
2020-01-26,"Jerome Robinson",3,2019,9.38
2020-01-30,"Jerome Robinson",3,2019,10.3
2020-02-01,"Jerome Robinson",3,2019,2.23
2020-02-05,"Jerome Robinson",3,2019,1.68
2020-02-09,"Jerome Robinson",3,2019,15.82
2020-02-11,"Jerome Robinson",3,2019,17.95
2020-02-12,"Jerome Robinson",3,2019,21.08
2020-02-21,"Jerome Robinson",3,2019,13.78
2020-02-23,"Jerome Robinson",3,2019,16.22
2020-02-24,"Jerome Robinson",3,2019,17.7
2020-02-26,"Jerome Robinson",3,2019,20
2020-02-28,"Jerome Robinson",3,2019,21.95
2020-03-01,"Jerome Robinson",3,2019,21.7
2020-03-03,"Jerome Robinson",3,2019,30.05
2020-03-04,"Jerome Robinson",3,2019,25.93
2020-03-06,"Jerome Robinson",3,2019,35.58
2020-01-16,"Jevon Carter",3,2019,7.03
2020-01-18,"Jevon Carter",3,2019,17.18
2020-01-20,"Jevon Carter",3,2019,15.62
2020-01-22,"Jevon Carter",3,2019,19.42
2020-01-24,"Jevon Carter",3,2019,1.9
2020-01-26,"Jevon Carter",3,2019,18.75
2020-01-28,"Jevon Carter",3,2019,16.7833333333333
2020-01-31,"Jevon Carter",3,2019,12.43
2020-02-02,"Jevon Carter",3,2019,27.37
2020-02-03,"Jevon Carter",3,2019,23.77
2020-02-05,"Jevon Carter",3,2019,11.45
2020-02-07,"Jevon Carter",3,2019,24.23
2020-02-08,"Jevon Carter",3,2019,10.53
2020-02-10,"Jevon Carter",3,2019,19.55
2020-02-12,"Jevon Carter",3,2019,19.07
2020-03-06,"Jevon Carter",3,2019,13.92
2019-10-31,"Juancho Hernangomez",3,2019,5.42
2019-11-02,"Juancho Hernangomez",3,2019,12.23
2019-11-05,"Juancho Hernangomez",3,2019,1.75
2019-11-14,"Juancho Hernangomez",3,2019,19
2019-11-17,"Juancho Hernangomez",3,2019,28.95
2019-11-20,"Juancho Hernangomez",3,2019,16.1
2019-11-22,"Juancho Hernangomez",3,2019,18.17
2019-11-24,"Juancho Hernangomez",3,2019,9
2019-11-26,"Juancho Hernangomez",3,2019,11.75
2019-11-30,"Juancho Hernangomez",3,2019,7.4
2019-12-03,"Juancho Hernangomez",3,2019,12.35
2019-12-05,"Juancho Hernangomez",3,2019,23.92
2019-12-06,"Juancho Hernangomez",3,2019,20
2019-12-08,"Juancho Hernangomez",3,2019,22.77
2019-12-10,"Juancho Hernangomez",3,2019,1.03
2019-12-14,"Juancho Hernangomez",3,2019,11.92
2019-12-22,"Juancho Hernangomez",3,2019,2.07
2019-12-25,"Juancho Hernangomez",3,2019,0.75
2019-12-28,"Juancho Hernangomez",3,2019,11.47
2019-12-29,"Juancho Hernangomez",3,2019,20.45
2019-12-31,"Juancho Hernangomez",3,2019,3.75
2020-01-04,"Juancho Hernangomez",3,2019,5.38
2020-01-08,"Juancho Hernangomez",3,2019,11.82
2020-01-11,"Juancho Hernangomez",3,2019,7.62
2020-01-15,"Juancho Hernangomez",3,2019,17.8333333333333
2020-01-16,"Juancho Hernangomez",3,2019,5.13
2020-01-19,"Juancho Hernangomez",3,2019,13.73
2020-01-20,"Juancho Hernangomez",3,2019,6.62
2020-01-22,"Juancho Hernangomez",3,2019,14.03
2020-01-24,"Juancho Hernangomez",3,2019,4.33
2020-01-28,"Juancho Hernangomez",3,2019,16.6833333333333
2020-01-31,"Juancho Hernangomez",3,2019,19
2020-02-02,"Juancho Hernangomez",3,2019,11.7
2020-02-04,"Juancho Hernangomez",3,2019,28.08
2020-02-08,"Juancho Hernangomez",3,2019,26.58
2020-02-10,"Juancho Hernangomez",3,2019,25.82
2020-02-12,"Juancho Hernangomez",3,2019,37.67
2020-02-21,"Juancho Hernangomez",3,2019,26.42
2020-02-23,"Juancho Hernangomez",3,2019,26.9
2020-02-24,"Juancho Hernangomez",3,2019,25.2
2020-02-26,"Juancho Hernangomez",3,2019,31.05
2020-02-28,"Juancho Hernangomez",3,2019,31.42
2020-08-05,"Justin Anderson",3,2019,18.38
2020-08-07,"Justin Anderson",3,2019,1.8
2020-08-09,"Justin Anderson",3,2019,7.93
2020-08-11,"Justin Anderson",3,2019,31.3
2020-08-13,"Justin Anderson",3,2019,5.62
2020-08-17,"Justin Anderson",3,2019,3.9
2020-08-21,"Justin Anderson",3,2019,14.4
2020-01-07,"Justin James",3,2019,6.23
2020-01-10,"Justin James",3,2019,2.98
2020-01-13,"Justin James",3,2019,3.15
2020-01-18,"Justin James",3,2019,11.1
2020-01-20,"Justin James",3,2019,0.05
2020-01-22,"Justin James",3,2019,1.53
2020-01-24,"Justin James",3,2019,1.3
2020-01-29,"Justin James",3,2019,3.88
2020-08-13,"Justin Wright-Foreman",3,2019,16.95
2020-08-23,"Juwan Morgan",3,2019,10.85
2020-01-08,"Kadeem Allen",3,2019,4.98
2020-01-10,"Kadeem Allen",3,2019,2.57
2020-01-12,"Kadeem Allen",3,2019,16.75
2020-01-14,"Kadeem Allen",3,2019,24.15
2020-01-16,"Kadeem Allen",3,2019,5.78
2020-02-01,"Kadeem Allen",3,2019,20.97
2020-08-06,"Keita Bates-Diop",3,2019,23.73
2020-08-10,"Keita Bates-Diop",3,2019,22.43
2020-02-08,"Kevin Knox II",3,2019,18.12
2020-02-09,"Kevin Knox II",3,2019,12.92
2020-02-12,"Kevin Knox II",3,2019,10.45
2020-02-21,"Kevin Knox II",3,2019,17.3
2020-02-24,"Kevin Knox II",3,2019,12.33
2020-02-26,"Kevin Knox II",3,2019,23.47
2020-02-27,"Kevin Knox II",3,2019,7.83
2020-02-29,"Kevin Knox II",3,2019,21.18
2020-03-02,"Kevin Knox II",3,2019,16.72
2020-03-04,"Kevin Knox II",3,2019,19.92
2020-03-06,"Kevin Knox II",3,2019,12.82
2020-03-08,"Kevin Knox II",3,2019,19.07
2020-03-10,"Kevin Knox II",3,2019,11.08
2020-03-11,"Kevin Knox II",3,2019,16.35
2019-12-20,"Kevon Looney",3,2019,5.7
2019-12-23,"Kevon Looney",3,2019,8.72
2020-02-01,"Kevon Looney",3,2019,12.5
2020-02-05,"Kevon Looney",3,2019,17.85
2020-02-08,"Kevon Looney",3,2019,14.42
2020-02-10,"Kevon Looney",3,2019,16.43
2020-02-20,"Kevon Looney",3,2019,18.42
2020-02-23,"Kevon Looney",3,2019,18.78
2020-02-25,"Kevon Looney",3,2019,14.75
2020-02-27,"Kevon Looney",3,2019,19.27
2020-02-29,"Kevon Looney",3,2019,14.72
2020-08-23,"Lance Thomas",3,2019,7.1
2019-12-14,"Lonnie Walker IV",3,2019,21.3
2019-12-16,"Lonnie Walker IV",3,2019,10.03
2019-12-19,"Lonnie Walker IV",3,2019,14.22
2019-12-21,"Lonnie Walker IV",3,2019,16.95
2019-12-23,"Lonnie Walker IV",3,2019,3.52
2019-12-28,"Lonnie Walker IV",3,2019,16.25
2019-12-31,"Lonnie Walker IV",3,2019,11.07
2020-01-02,"Lonnie Walker IV",3,2019,21.2
2020-01-04,"Lonnie Walker IV",3,2019,25.62
2020-01-06,"Lonnie Walker IV",3,2019,19.5
2020-01-08,"Lonnie Walker IV",3,2019,19.22
2020-01-10,"Lonnie Walker IV",3,2019,14.75
2020-01-12,"Lonnie Walker IV",3,2019,10.53
2020-01-15,"Lonnie Walker IV",3,2019,8.18333333333333
2020-01-17,"Lonnie Walker IV",3,2019,16.6
2020-01-22,"Lonnie Walker IV",3,2019,13.47
2020-01-24,"Lonnie Walker IV",3,2019,16.83
2019-12-11,"Luguentz Dort",3,2019,12.75
2019-12-14,"Luguentz Dort",3,2019,12.45
2019-12-27,"Luguentz Dort",3,2019,16.82
2019-12-29,"Luguentz Dort",3,2019,16.87
2020-01-18,"Luguentz Dort",3,2019,19.52
2020-01-20,"Luguentz Dort",3,2019,32.22
2020-01-22,"Luguentz Dort",3,2019,25.87
2020-01-24,"Luguentz Dort",3,2019,16.15
2020-01-25,"Luguentz Dort",3,2019,30.13
2020-01-18,"Luke Kornet",3,2019,21.92
2020-01-20,"Luke Kornet",3,2019,15
2020-01-22,"Luke Kornet",3,2019,17.55
2020-01-27,"Luke Kornet",3,2019,30.72
2020-01-29,"Luke Kornet",3,2019,20.22
2019-10-24,"Marquese Chriss",3,2019,14.48
2020-01-07,"Matt Thomas",3,2019,14.9
2020-02-02,"Matt Thomas",3,2019,18.07
2020-02-11,"Michael Frazier",3,2019,1.27
2020-02-20,"Michael Frazier",3,2019,6.07
2020-08-06,"Michael Frazier",3,2019,11.42
2020-08-09,"Michael Frazier",3,2019,18.37
2020-08-11,"Michael Frazier",3,2019,19.6
2020-08-12,"Michael Frazier",3,2019,12.78
2020-08-14,"Michael Frazier",3,2019,16.6
2019-11-18,"Michael Kidd-Gilchrist",3,2019,8.35
2019-12-11,"Michael Kidd-Gilchrist",3,2019,19.88
2019-12-17,"Michael Kidd-Gilchrist",3,2019,14.47
2020-02-21,"Michael Kidd-Gilchrist",3,2019,3.97
2020-02-22,"Michael Kidd-Gilchrist",3,2019,4.92
2020-02-24,"Michael Kidd-Gilchrist",3,2019,20.83
2020-02-26,"Michael Kidd-Gilchrist",3,2019,11.13
2020-02-28,"Michael Kidd-Gilchrist",3,2019,4.68
2020-03-01,"Michael Kidd-Gilchrist",3,2019,2.68
2020-03-02,"Michael Kidd-Gilchrist",3,2019,5.82
2020-08-13,"Michael Kidd-Gilchrist",3,2019,21.05
2020-08-19,"Michael Kidd-Gilchrist",3,2019,5.22
2020-08-21,"Michael Kidd-Gilchrist",3,2019,2.03
2019-11-22,"Michael Porter Jr.",3,2019,10.07
2019-11-24,"Michael Porter Jr.",3,2019,7.85
2019-12-05,"Michael Porter Jr.",3,2019,5.27
2019-12-06,"Michael Porter Jr.",3,2019,7.95
2019-12-10,"Michael Porter Jr.",3,2019,13.7
2019-12-12,"Michael Porter Jr.",3,2019,9.98
2019-12-14,"Michael Porter Jr.",3,2019,4.38
2019-12-15,"Michael Porter Jr.",3,2019,10.93
2020-01-22,"Mike Muscala",3,2019,18.13
2020-01-24,"Mike Muscala",3,2019,19.57
2020-08-08,"Miye Oni",3,2019,10.07
2020-08-10,"Miye Oni",3,2019,26.65
2020-08-13,"Miye Oni",3,2019,25.82
2019-11-19,"Nassir Little",3,2019,22.53
2019-12-06,"Nassir Little",3,2019,10.92
2019-12-08,"Nassir Little",3,2019,12.22
2019-12-26,"Nassir Little",3,2019,10.72
2019-12-28,"Nassir Little",3,2019,11.32
2019-12-30,"Nassir Little",3,2019,11.48
2020-01-01,"Nassir Little",3,2019,10.97
2020-01-03,"Nassir Little",3,2019,0.88
2020-01-05,"Nassir Little",3,2019,4.05
2020-01-07,"Nassir Little",3,2019,4.2
2020-01-09,"Nassir Little",3,2019,12
2020-01-11,"Nassir Little",3,2019,13.52
2020-01-13,"Nassir Little",3,2019,4.78
2020-01-15,"Nassir Little",3,2019,12.5833333333333
2020-01-17,"Nassir Little",3,2019,2.6
2020-01-18,"Nassir Little",3,2019,20.43
2020-01-20,"Nassir Little",3,2019,14.5
2020-01-26,"Nassir Little",3,2019,11.93
2020-01-29,"Nassir Little",3,2019,18.47
2020-01-31,"Nassir Little",3,2019,11.22
2020-02-01,"Nassir Little",3,2019,12.93
2020-02-04,"Nassir Little",3,2019,19.38
2020-02-21,"Nassir Little",3,2019,17.55
2020-02-25,"Nassir Little",3,2019,11.45
2020-02-27,"Nassir Little",3,2019,11.65
2020-02-29,"Nassir Little",3,2019,10.18
2020-03-02,"Nassir Little",3,2019,8.12
2020-03-04,"Nassir Little",3,2019,3.35
2020-03-07,"Nassir Little",3,2019,5.77
2020-03-10,"Nassir Little",3,2019,1.57
2020-01-02,"Naz Reid",3,2019,20.48
2020-01-25,"Naz Reid",3,2019,6.75
2020-01-27,"Naz Reid",3,2019,1.03
2020-02-01,"Naz Reid",3,2019,2.2
2020-02-05,"Naz Reid",3,2019,12.9
2020-02-08,"Naz Reid",3,2019,13.8
2020-02-10,"Naz Reid",3,2019,9.87
2020-02-12,"Naz Reid",3,2019,22.08
2020-01-08,"Nickeil Alexander-Walker",3,2019,19.98
2020-01-10,"Nickeil Alexander-Walker",3,2019,23.85
2020-01-11,"Nickeil Alexander-Walker",3,2019,22.6
2020-01-13,"Nickeil Alexander-Walker",3,2019,14.08
2020-01-22,"Nickeil Alexander-Walker",3,2019,5.15
2020-01-24,"Nickeil Alexander-Walker",3,2019,2.3
2020-01-28,"Nickeil Alexander-Walker",3,2019,0.65
2020-01-31,"Nickeil Alexander-Walker",3,2019,5.85
2020-02-06,"Nickeil Alexander-Walker",3,2019,4.37
2020-02-11,"Nickeil Alexander-Walker",3,2019,2.48
2020-08-01,"Nickeil Alexander-Walker",3,2019,12
2020-08-03,"Nickeil Alexander-Walker",3,2019,4.82
2020-08-06,"Nickeil Alexander-Walker",3,2019,4.82
2020-08-09,"Nickeil Alexander-Walker",3,2019,8.03
2020-08-11,"Nickeil Alexander-Walker",3,2019,24.77
2020-08-13,"Nickeil Alexander-Walker",3,2019,35.82
2019-10-30,"Patrick McCaw",3,2019,23
2019-12-14,"Patrick McCaw",3,2019,28.67
2019-12-16,"Patrick McCaw",3,2019,21.93
2019-12-18,"Patrick McCaw",3,2019,27.02
2019-12-20,"Patrick McCaw",3,2019,33.83
2019-10-22,"Patrick Patterson",3,2019,17.48
2019-10-24,"Patrick Patterson",3,2019,28.17
2019-10-26,"Patrick Patterson",3,2019,30.88
2019-10-28,"Patrick Patterson",3,2019,23.48
2019-10-30,"Patrick Patterson",3,2019,28.97
2019-10-31,"Patrick Patterson",3,2019,18.9
2019-11-03,"Patrick Patterson",3,2019,12.37
2019-11-06,"Patrick Patterson",3,2019,13.37
2019-11-07,"Patrick Patterson",3,2019,20.25
2019-11-11,"Patrick Patterson",3,2019,15.3
2019-11-13,"Patrick Patterson",3,2019,4.28
2019-11-14,"Patrick Patterson",3,2019,3.3
2019-11-16,"Patrick Patterson",3,2019,7.52
2019-11-18,"Patrick Patterson",3,2019,6.08
2019-11-24,"Patrick Patterson",3,2019,2.75
2019-11-26,"Patrick Patterson",3,2019,3
2019-11-27,"Patrick Patterson",3,2019,7
2019-11-29,"Patrick Patterson",3,2019,2.8
2019-12-01,"Patrick Patterson",3,2019,13.67
2019-12-03,"Patrick Patterson",3,2019,25.6
