"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","selected_team_travel","opposing_team_rest","selected_team_rest","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance","sim"
0,-0.0655938764225749,0.0956155153333768,-0.0160966796054601,-0.0491622525701224,0,-0.0327867008331491,0,0,0.0403022029625815,-0.00796306356656033,0,-0.024530353585038,-0.294508538712446,-0.0325978760006158,0.022897265546536,0,-0.0104020786712648,-0.0177201244629848,0.019837040238556,0,0,0,0,0.0144457743323002,1.5443359625171e-05,0,0,0,0,0,0,0,1.13958752583355,0,-1.29661414618346,0,"2017-04-14  aACdeeeGillLnopprsStt",2017-04-14,"Golden State","LA Clippers","LA Clippers","Golden State",-0.358248302657241,0,-0.157026620349903,99
0,-0.0655938764225749,0.0956155153333768,-0.0160966796054601,-0.0491622525701224,0,-0.0327867008331491,0,0,0.0403022029625815,-0.00796306356656033,0,-0.024530353585038,-0.294508538712446,-0.0325978760006158,0.022897265546536,0,-0.0104020786712648,-0.0177201244629848,0.019837040238556,0,0,0,0,0.0144457743323002,1.5443359625171e-05,0,0,0,0,0,0,0.537307470841122,1.13958752583355,0,-1.29661414618346,0,"2017-04-14  aACdeeeGillLnopprsStt",2017-04-14,"LA Clippers","Golden State","LA Clippers","Golden State",-0.358248302657241,0.537307470841122,-0.157026620349903,99
0,-0.0655938764225749,0.0956155153333768,-0.0160966796054601,-0.0491622525701224,0,-0.0327867008331491,0,0,0.0403022029625815,-0.00796306356656033,0,-0.024530353585038,-0.294508538712446,-0.0325978760006158,0.022897265546536,0,-0.0104020786712648,-0.0177201244629848,0.019837040238556,0,0,0,0,0.0144457743323002,1.5443359625171e-05,0,0,0,0,0,0,0.537307470841122,1.13958752583355,0,-1.29661414618346,0,"2017-04-14  aACdeeeGillLnopprsStt",2017-04-14,"LA Clippers","Golden State","LA Clippers","Golden State",-0.358248302657241,0.537307470841122,-0.157026620349903,99
0,0.154894974359777,0,-0.0264889072650235,-0.0343964285193302,-0.0843920792170924,0,0,0,0.00732366124657064,0,-0.0283761788706155,0,-0.247135277518723,-0.053255814727507,0.0847315234309341,-0.13733864544151,0.0203740290239829,0.104967576864809,0,0,0,0,0.0414799493120463,0,-4.64214769249559e-05,0,0,0,0,0,0,0.537307470841122,1.31455091477849,0,-0.954934914470113,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"San Antonio","Houston","San Antonio","Houston",-0.197658038798607,0.537307470841122,0.359616000308376,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"San Antonio","Houston","Houston","San Antonio",0.197658038798607,0,-0.0149954038338926,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0.537307470841122,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"Houston","San Antonio","Houston","San Antonio",0.197658038798607,0.537307470841122,-0.0149954038338926,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0.537307470841122,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"Houston","San Antonio","Houston","San Antonio",0.197658038798607,0.537307470841122,-0.0149954038338926,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"San Antonio","Houston","Houston","San Antonio",0.197658038798607,0,-0.0149954038338926,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0.537307470841122,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"Houston","San Antonio","Houston","San Antonio",0.197658038798607,0.537307470841122,-0.0149954038338926,99
0,-0.154894974359777,0,0.0264889072650235,0.0343964285193302,0.0843920792170924,0,0,0,-0.00732366124657064,0,0.0283761788706155,0,0.247135277518723,0.053255814727507,-0.0847315234309341,0.13733864544151,-0.0203740290239829,-0.104967576864809,0,0,0,0,-0.0414799493120463,0,4.64214769249559e-05,0,0,0,0,0,0,0,1.11293381357369,0,-1.12792921740758,0,"2017-04-14 aAHinnnnoooosSttu",2017-04-14,"San Antonio","Houston","Houston","San Antonio",0.197658038798607,0,-0.0149954038338926,99
