"DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks","season"
2016-10-25,"Shaun Livingston",14,2,0,0,2,1,0,1,1,12.9,3,1,0,0,0,0,2016
2016-10-26,"TJ McConnell",14,0,7,0,2,1,0,0,2,16.15,0,0,0,0,3,0,2016
2016-10-25,"Tony Parker",14,9,4,0,3,2,1,2,0,26.47,9,4,0,0,4,0,2016
2016-10-26,"Tyler Ennis",14,0,4,0,0,4,0,0,2,12.12,1,0,0,0,3,0,2016
2016-10-26,"Boban Marjanovic",15,0,0,0,1,0,0,0,1,5.05,1,0,0,0,2,0,2016
2016-10-25,"David Lee",15,6,2,3,3,2,0,0,0,11.13,4,2,2,2,1,0,2016
2016-11-09,"Demetrius Jackson",15,2,0,0,0,0,0,0,0,3.75,1,1,2,0,0,0,2016
2016-10-25,"Dewayne Dedmon",15,2,0,4,4,1,0,0,1,16.57,4,1,0,0,3,2,2016
2016-10-25,"Jeff Withey",15,0,0,0,1,0,0,0,1,4.85,0,0,0,0,1,1,2016
2016-11-02,"Nick Collison",15,0,3,0,2,0,0,0,0,7.13,0,0,0,0,0,0,2016
2016-10-28,"Pascal Siakam",15,4,0,3,0,2,0,0,1,14.92,4,2,0,0,3,0,2016
2016-10-26,"Tarik Black",15,4,0,1,3,1,0,0,1,11.53,2,1,2,2,4,0,2016
2016-10-26,"Timofey Mozgov",15,12,2,4,4,2,0,0,0,22.1,10,6,0,0,2,0,2016
2016-10-26,"Al Jefferson",16,7,0,1,5,1,0,0,0,10.9,6,3,1,1,1,1,2016
2016-10-26,"Alexis Ajinca",16,0,0,1,0,0,0,0,0,10.87,2,0,0,0,4,0,2016
2016-10-26,"Amir Johnson",16,8,2,4,3,4,0,0,1,19.5,6,4,1,0,2,0,2016
2016-10-28,"Bismack Biyombo",16,2,0,1,2,1,0,0,0,22.85,5,1,0,0,1,1,2016
2016-10-30,"Brandon Bass",16,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,2016
2016-10-26,"Cody Zeller",16,15,1,1,2,1,0,0,0,14.25,6,5,6,5,5,2,2016
2016-10-26,"Cole Aldrich",16,4,0,1,1,0,0,0,1,9.97,4,2,0,0,2,1,2016
2016-10-27,"Cristiano Felicio",16,4,0,0,0,0,0,0,0,7.75,2,1,2,2,2,0,2016
2016-10-25,"Ed Davis",16,6,1,3,4,0,0,0,0,24.12,3,2,2,2,2,1,2016
2016-10-26,"JaMychal Green",16,12,1,4,3,1,2,2,0,28.72,10,4,2,2,4,1,2016
2016-10-27,"Jaylen Brown",16,8,1,0,1,1,0,1,0,20.43,7,4,0,0,3,0,2016
2016-10-26,"Jerami Grant",16,10,0,0,3,2,0,1,0,21.85,10,4,4,2,2,2,2016
2016-10-26,"John Henson",16,4,0,1,3,0,0,0,0,10.38,4,2,0,0,2,0,2016
2016-10-26,"Myles Turner",16,30,1,6,10,2,1,2,2,37.48,19,13,5,3,4,4,2016
2016-10-28,"Salah Mejri",16,2,0,0,0,0,0,0,0,1.43,1,1,0,0,0,0,2016
2016-10-26,"Serge Ibaka",16,14,0,2,6,0,2,4,0,36.27,17,6,0,0,3,1,2016
2016-10-27,"Taj Gibson",16,18,1,2,8,2,0,0,0,27.68,13,8,2,2,2,0,2016
2016-10-26,"Willie Cauley-Stein",16,6,2,1,1,1,0,0,0,19.1,6,3,0,0,1,0,2016
2016-10-25,"Al-Farouq Aminu",17,9,1,0,4,1,2,3,1,28.4,6,3,1,1,0,0,2016
2016-10-26,"Avery Bradley",17,17,5,4,5,3,3,4,1,34.05,15,7,0,0,4,0,2016
2016-10-26,"Bojan Bogdanovic",17,21,0,2,3,2,3,8,1,23.07,17,9,0,0,2,0,2016
2016-10-25,"Courtney Lee",17,0,0,1,2,2,0,2,0,19.62,5,0,0,0,1,1,2016
2016-11-09,"Danny Green",17,8,2,0,3,1,2,8,4,26,9,3,0,0,2,1,2016
2016-11-05,"Gary Harris",17,3,1,1,2,0,0,1,0,15.63,5,1,2,1,0,0,2016
2016-10-25,"George Hill",17,19,6,0,2,1,1,6,2,38.75,18,7,4,4,2,1,2016
2016-10-26,"Hollis Thompson",17,4,0,1,2,0,0,2,1,13.47,5,2,2,0,1,1,2016
2016-10-27,"Isaiah Canaan",17,0,1,0,2,0,0,3,1,6.78,3,0,0,0,0,0,2016
2016-10-26,"Jae Crowder",17,21,2,0,5,2,3,8,2,29.18,15,9,0,0,2,1,2016
2016-10-27,"Jamal Crawford",17,15,1,0,3,1,1,6,4,25.75,12,3,8,8,2,0,2016
2016-10-27,"JJ Redick",17,8,1,0,3,2,1,5,0,29.78,8,3,2,1,2,0,2016
2016-10-25,"Joe Johnson",17,29,3,0,4,2,3,4,1,30.5,16,12,2,2,0,0,2016
2016-10-26,"Jordan Clarkson",17,25,1,1,2,4,2,3,3,24.58,12,8,7,7,3,0,2016
2016-10-27,"Kent Bazemore",17,7,1,0,3,4,1,4,1,26.13,7,1,4,4,4,0,2016
2016-10-27,"Kyle Korver",17,5,4,0,3,2,1,3,1,21.68,4,2,0,0,3,0,2016
2016-10-26,"Lou Williams",17,12,2,0,0,1,2,4,3,14.43,5,2,7,6,0,0,2016
2016-11-02,"Marcus Smart",17,7,5,0,5,6,1,6,1,33.57,8,2,4,2,1,1,2016
2016-10-26,"Marvin Williams",17,13,2,2,8,1,3,4,0,28.9,12,5,0,0,4,1,2016
2016-10-26,"Nik Stauskas",17,13,1,0,4,0,0,1,0,22.53,6,5,3,3,0,0,2016
2016-10-27,"Otto Porter",17,10,1,2,4,0,0,0,2,25.8,7,5,1,0,2,0,2016
2016-10-25,"Rodney Hood",17,26,1,0,2,0,3,7,2,37.65,17,9,5,5,3,1,2016
2016-10-26,"Sean Kilpatrick",17,13,2,1,3,2,1,6,0,22.23,13,5,2,2,0,0,2016
2016-10-26,"Seth Curry",17,7,1,0,3,0,1,2,3,15.75,4,3,0,0,6,1,2016
2016-10-26,"Trevor Ariza",17,5,2,0,6,0,1,4,1,32.85,8,2,0,0,2,0,2016
2016-10-26,"Wesley Matthews",17,13,3,0,5,1,2,10,3,39.62,16,3,6,5,4,0,2016
2016-10-26,"Will Barton",17,22,2,2,3,2,2,3,0,34.77,12,7,6,6,2,0,2016
2016-10-26,"Andrew Wiggins",18,25,0,4,3,2,1,1,0,34.48,14,7,14,10,1,1,2016
2016-10-26,"Anthony Davis",18,50,5,1,14,3,0,2,5,41.23,34,17,17,16,4,4,2016
2016-10-25,"Carmelo Anthony",18,19,3,1,4,4,1,4,1,30.08,18,8,2,2,5,0,2016
2016-10-26,"DeMar DeRozan",18,40,1,1,3,6,0,2,1,34.47,27,17,6,6,1,0,2016
2016-10-26,"Isaiah Thomas",18,25,9,0,6,3,2,7,2,32.82,14,7,9,9,3,0,2016
2016-10-29,"Joel Embiid",18,14,1,0,2,3,1,1,1,15.47,9,5,4,3,3,2,2016
2016-10-25,"Kawhi Leonard",18,35,3,3,2,2,0,3,5,32.05,21,10,15,15,1,0,2016
2016-10-25,"Kevin Durant",18,27,4,0,10,0,1,3,2,36.6,18,11,5,4,2,2,2016
2016-10-26,"Paul George",18,25,6,0,8,2,4,5,0,42.77,14,7,8,7,2,0,2016
2016-10-26,"Victor Oladipo",18,10,1,2,3,3,0,5,0,26.05,16,4,3,2,2,1,2016
2016-10-30,"Alex Abrines",19,5,0,0,0,0,0,0,1,1.82,1,1,3,3,0,0,2016
2016-10-28,"Brandon Ingram",19,2,0,0,0,0,0,1,0,4.18,2,1,0,0,1,0,2016
2016-10-28,"DeAndre Liggins",19,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,2016
2016-10-28,"Dragan Bender",19,0,0,0,1,0,0,0,1,7.27,1,0,0,0,1,1,2016
2016-10-26,"Eric Gordon",19,19,0,0,5,1,2,8,1,34.45,15,7,4,3,1,0,2016
2016-11-04,"Ivica Zubac",19,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,2016
2016-10-29,"Jahlil Okafor",19,8,1,1,3,0,0,0,1,15.27,7,2,4,4,1,0,2016
2016-10-29,"Kris Dunn",19,4,4,0,1,1,1,1,0,19.75,2,1,4,1,2,0,2016
2016-10-27,"Luc Mbah a Moute",19,1,0,1,2,0,0,0,0,17,2,0,2,1,0,1,2016
2016-11-06,"Lucas Nogueira",19,7,0,3,2,1,0,0,1,21.48,3,3,2,1,3,1,2016
2016-10-29,"Michael Carter-Williams",19,7,5,0,1,4,0,1,1,22.88,8,2,4,3,2,2,2016
2016-11-02,"Mindaugas Kuzminskas",19,6,0,1,0,0,1,1,1,5.93,3,1,4,3,0,0,2016
2016-10-28,"Sam Dekker",19,2,0,0,4,1,0,2,0,12.77,3,1,0,0,2,0,2016
2016-10-30,"Troy Williams",19,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1,0,2016
2016-10-29,"Willy Hernangomez",19,4,0,1,1,2,0,0,0,7.85,3,2,2,0,0,0,2016
2016-11-12,"Yogi Ferrell",19,2,2,0,1,0,0,2,0,12.58,3,1,0,0,1,1,2016
2016-10-26,"Al Horford",20,11,6,1,4,2,1,4,0,27.15,8,5,0,0,2,4,2016
2016-10-26,"Alex Len",20,8,2,2,5,1,0,0,1,24.15,6,3,2,2,4,0,2016
2016-10-27,"Blake Griffin",20,27,2,5,8,1,1,3,3,36.55,22,9,9,8,5,1,2016
2016-10-28,"Derrick Favors",20,15,2,4,4,5,0,0,2,20.07,7,4,11,7,3,2,2016
2016-10-26,"Gorgui Dieng",20,12,2,5,9,0,0,1,2,34.02,10,5,2,2,3,1,2016
2016-10-26,"Greg Monroe",20,14,3,5,5,1,0,0,1,29.33,13,5,5,4,0,3,2016
2016-10-26,"Jabari Parker",20,13,3,2,4,3,1,1,0,29.83,9,4,4,4,3,0,2016
2016-10-26,"Julius Randle",20,18,6,0,7,2,0,1,0,29.18,11,9,1,0,4,1,2016
2016-10-25,"Kristaps Porzingis",20,16,0,4,3,2,3,5,1,32.8,13,5,6,3,5,2,2016
2016-10-26,"Luol Deng",20,7,1,2,3,1,1,4,1,28.48,9,3,0,0,0,0,2016
2016-10-27,"Markieff Morris",20,22,2,1,3,0,2,3,2,27.65,18,9,2,2,2,1,2016
2016-10-26,"Nikola Jokic",20,5,2,1,6,4,1,2,0,21.13,5,2,0,0,4,0,2016
2016-10-26,"Nikola Vucevic",20,17,3,5,9,1,0,0,2,35.82,14,7,4,3,3,0,2016
2016-10-26,"PJ Tucker",20,0,0,0,0,1,0,0,0,5.65,0,0,0,0,0,0,2016
2016-10-26,"Rudy Gay",20,22,2,0,3,0,1,3,0,33.18,15,9,4,3,1,4,2016
2016-10-26,"Ryan Anderson",20,14,1,1,6,0,2,7,2,34.35,15,6,0,0,1,0,2016
2016-10-26,"Thaddeus Young",20,11,4,0,5,2,1,1,1,34.22,10,5,0,0,6,0,2016
2016-10-28,"TJ Warren",20,30,1,1,8,4,1,2,3,46.13,18,13,4,3,5,0,2016
2016-10-26,"Tobias Harris",20,22,1,0,5,5,1,2,1,36.27,13,8,5,5,3,0,2016
2016-10-26,"Zach Randolph",20,19,1,1,10,2,1,2,0,24.55,12,7,6,4,1,0,2016
2016-10-26,"DeMarcus Cousins",21,24,2,1,5,3,0,1,1,24.67,10,6,16,12,4,0,2016
2016-10-25,"Draymond Green",21,18,6,5,7,2,2,5,5,32.62,14,7,2,2,2,1,2016
2016-10-26,"Giannis Antetokounmpo",21,31,5,1,8,1,1,2,1,38.73,21,13,6,4,5,1,2016
2016-10-26,"Karl-Anthony Towns",21,21,5,2,2,2,2,5,1,36.48,20,9,1,1,3,1,2016
2016-10-25,"LaMarcus Aldridge",21,26,3,8,6,2,1,1,1,35.18,20,10,6,5,1,0,2016
2016-10-28,"Michael Kidd-Gilchrist",21,3,1,2,3,1,0,0,1,28.37,5,1,2,1,3,4,2016
2016-11-01,"Dejounte Murray",22,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,2016
2016-10-26,"Greivis Vasquez",22,0,3,0,0,0,0,1,1,18.23,1,0,0,0,3,0,2016
2016-10-29,"Joakim Noah",22,6,7,1,9,4,0,0,0,21.83,2,2,6,2,6,1,2016
2016-10-28,"JR Smith",22,8,0,0,0,1,2,7,3,33.8,8,3,0,0,0,0,2016
2016-10-25,"Lance Thomas",22,2,1,0,1,1,0,0,2,16.62,4,1,0,0,2,0,2016
2016-11-05,"Mike Miller",22,0,1,0,1,0,0,0,0,3.87,0,0,0,0,0,0,2016
2016-11-09,"Stephen Zimmerman",22,2,0,0,0,0,0,0,0,3.15,1,1,1,0,0,0,2016
2016-10-27,"Dwight Howard",23,11,2,7,12,3,0,0,1,30.13,9,4,4,3,2,3,2016
2016-10-26,"Jusuf Nurkic",23,23,3,2,7,1,0,0,0,26.02,13,9,6,5,3,1,2016
2016-10-29,"Marc Gasol",23,20,3,2,4,1,1,4,0,30.92,15,5,9,9,3,1,2016
2016-10-25,"Pau Gasol",23,2,1,0,4,1,0,0,0,18.27,4,1,0,0,3,0,2016
2016-10-27,"Paul Millsap",23,28,6,2,5,2,3,6,0,30.8,20,11,4,3,0,1,2016
2016-10-25,"Rudy Gobert",23,12,2,4,10,3,0,0,0,40.95,7,4,4,4,3,2,2016
2016-10-29,"Wade Baldwin",23,5,3,0,2,2,1,1,0,21.72,4,2,0,0,1,0,2016
2016-10-26,"Andre Roberson",24,1,3,2,5,0,0,0,2,31.85,2,0,4,1,3,1,2016
2016-10-26,"Andrew Bogut",24,6,3,2,4,1,0,0,0,19.67,5,3,2,0,3,1,2016
2016-10-25,"Chris Andersen",24,2,0,0,0,0,0,0,0,5.57,1,1,0,0,0,1,2016
2016-10-26,"Clint Capela",24,16,0,3,6,1,0,0,0,25.67,11,8,1,0,2,1,2016
2016-10-26,"Ersan Ilyasova",24,10,1,1,4,0,2,5,1,20.05,7,4,0,0,1,0,2016
2016-10-26,"Kosta Koufos",24,2,1,0,4,1,0,0,0,13.38,6,1,1,0,1,0,2016
2016-10-26,"Larry Nance Jr.",24,5,2,3,2,0,0,1,1,23.33,5,2,2,1,1,1,2016
2016-10-28,"Marquese Chriss",24,7,0,1,3,1,0,2,1,10.88,5,3,2,1,3,1,2016
2016-10-26,"Miles Plumlee",24,0,1,0,1,0,0,0,1,8.28,2,0,0,0,0,1,2016
2016-10-26,"Omer Asik",24,2,1,0,1,0,0,0,0,16.53,3,1,0,0,2,0,2016
2016-10-26,"Willie Reed",24,10,1,3,3,0,0,0,0,17.03,6,5,0,0,1,1,2016
2016-11-01,"Aaron Brooks",25,8,2,1,0,0,1,3,0,15.62,7,3,2,1,1,1,2016
2016-10-30,"Anthony Morrow",25,6,1,0,0,0,0,1,1,5.95,5,3,0,0,1,0,2016
2016-10-25,"Channing Frye",25,6,0,2,2,1,2,5,1,14.15,6,2,0,0,4,1,2016
2016-10-28,"CJ Watson",25,0,1,1,0,0,0,0,0,8.02,2,0,0,0,1,0,2016
2016-10-28,"CJ Wilcox",25,3,1,0,1,0,1,2,0,12,3,1,0,0,1,0,2016
2016-10-28,"Darrun Hilliard",25,0,1,0,0,1,0,0,0,2.47,0,0,0,0,0,0,2016
2016-10-26,"Gerald Green",25,9,2,1,4,1,1,2,0,14.75,7,4,0,0,1,0,2016
2016-10-25,"Ian Clark",25,5,2,0,0,0,0,4,0,13.37,8,2,2,1,0,1,2016
2016-10-25,"Iman Shumpert",25,2,3,1,1,2,0,1,0,13.85,3,1,0,0,2,1,2016
2016-10-26,"Jason Terry",25,5,1,0,2,0,0,1,0,18.33,4,2,1,1,3,0,2016
2016-11-12,"John Jenkins",25,0,0,0,0,0,0,1,0,1.53,1,0,0,0,0,0,2016
2016-10-26,"KJ McDaniels",25,11,0,1,0,0,1,1,0,12.25,5,5,0,0,1,0,2016
2016-10-26,"Leandro Barbosa",25,0,0,0,1,0,0,0,0,3.4,2,0,0,0,2,0,2016
2016-10-26,"Luis Scola",25,8,3,0,1,2,1,5,0,21.63,8,3,2,1,3,0,2016
2016-10-26,"Metta World Peace",25,0,0,0,0,0,0,0,0,2.45,0,0,0,0,3,0,2016
2016-10-30,"Raul Neto",25,0,1,0,1,1,0,0,0,4.13,0,0,0,0,0,0,2016
2016-10-27,"Tim Hardaway Jr.",25,21,1,1,1,0,3,5,0,22.82,13,8,2,2,0,0,2016
2016-10-27,"Trey Burke",25,8,2,0,0,2,0,2,1,17.72,7,4,1,0,0,0,2016
2016-10-29,"Troy Daniels",25,4,1,0,0,0,0,3,0,12.1,5,1,2,2,2,0,2016
2016-10-26,"Tyler Johnson",25,15,3,1,5,1,0,1,2,28.3,11,7,1,1,2,0,2016
