"DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks","season"
2016-10-26,"Rashad Vaughn",5,2,0,0,1,0,0,1,0,7.77,3,1,0,0,2,0,2016
2016-10-26,"Ty Lawson",5,9,7,3,3,2,1,4,2,35.62,9,3,2,2,2,1,2016
2016-10-28,"Tyler Ulis",5,2,1,0,0,0,0,0,0,1.85,1,1,0,0,0,0,2016
2016-11-01,"Tyus Jones",5,2,6,0,2,1,0,1,1,18.83,3,1,0,0,1,0,2016
2016-10-28,"Beno Udrih",6,13,5,0,2,0,1,1,0,19.53,10,6,0,0,2,0,2016
2016-10-26,"Corey Brewer",6,4,2,0,0,0,0,1,0,15.27,4,2,2,0,3,0,2016
2016-10-29,"Jamal Murray",6,0,2,0,1,0,0,0,1,11.8,2,0,0,0,1,0,2016
2016-10-26,"Matthew Dellavedova",6,11,3,0,3,2,1,3,0,29.12,10,5,0,0,3,0,2016
2016-10-26,"Nick Young",6,8,1,0,3,0,2,9,0,26.57,12,3,0,0,5,1,2016
2016-11-08,"Randy Foye",6,3,1,0,1,1,1,3,0,14.23,3,1,0,0,0,0,2016
2016-10-26,"Richaun Holmes",6,6,0,1,2,1,0,0,0,11.87,2,2,2,2,3,3,2016
2016-10-26,"Terry Rozier",6,5,3,0,3,1,1,2,2,27.85,5,2,0,0,2,0,2016
2016-10-25,"Allen Crabbe",7,18,3,0,3,2,4,5,0,29.15,10,6,2,2,2,0,2016
2016-10-26,"Arron Afflalo",7,8,0,0,3,0,2,2,1,26.22,7,2,2,2,3,0,2016
2016-10-27,"Austin Rivers",7,8,2,0,4,0,0,3,1,26.17,8,4,0,0,2,0,2016
2016-10-26,"Ben McLemore",7,6,2,0,0,1,0,2,0,16.73,7,3,1,0,0,0,2016
2016-10-26,"CJ Miles",7,8,1,0,0,0,2,3,2,12.55,6,3,0,0,1,0,2016
2016-10-27,"Doug McDermott",7,5,1,0,1,1,0,1,0,21.87,5,2,2,1,2,0,2016
2016-10-26,"E'Twaun Moore",7,10,4,0,1,2,2,4,1,28.15,8,3,2,2,4,1,2016
2016-10-26,"Garrett Temple",7,12,3,1,1,2,0,1,0,17.85,8,6,0,0,2,0,2016
2016-10-26,"Gerald Henderson",7,9,0,0,2,0,2,3,0,24.78,6,3,2,1,2,0,2016
2016-10-25,"Justin Holiday",7,8,2,1,5,0,2,3,1,26.45,7,2,2,2,0,0,2016
2016-11-09,"Kelly Olynyk",7,2,1,0,6,0,0,3,0,26.13,6,1,0,0,1,0,2016
2016-10-26,"Marco Belinelli",7,7,1,0,4,0,0,2,0,26.43,8,3,1,1,1,0,2016
2016-10-27,"Marcus Thornton",7,5,1,0,1,1,1,3,0,20.08,8,2,0,0,2,0,2016
2016-10-25,"Meyers Leonard",7,0,1,0,1,0,0,1,0,9.25,2,0,0,0,1,0,2016
2016-10-25,"Mike Dunleavy",7,4,2,0,4,0,0,1,3,22.53,3,2,0,0,0,0,2016
2016-10-26,"Norman Powell",7,0,0,0,1,0,0,2,0,2.17,2,0,0,0,0,0,2016
2016-10-25,"Patty Mills",7,11,5,0,1,0,3,5,4,17.85,9,4,0,0,1,0,2016
2016-10-26,"Rodney Stuckey",7,8,1,0,3,2,1,2,0,21.9,6,3,3,1,0,0,2016
2016-10-25,"Sasha Vujacic",7,1,1,0,0,1,0,1,0,3.3,1,0,2,1,1,0,2016
2016-10-26,"Solomon Hill",7,2,1,0,1,2,0,4,1,27.05,7,1,0,0,4,0,2016
2016-10-26,"Stanley Johnson",7,2,1,0,3,0,0,1,0,13.7,4,1,0,0,1,0,2016
2016-10-26,"Terrence Ross",7,4,3,0,4,1,0,1,2,18.57,4,2,0,0,2,0,2016
2016-10-29,"Tony Snell",7,6,0,1,1,1,0,3,0,20.62,7,3,0,0,4,0,2016
2016-10-25,"Trey Lyles",7,5,2,0,2,3,1,2,0,17.92,6,2,0,0,0,0,2016
2016-10-26,"Vince Carter",7,3,1,1,6,0,0,2,1,28.08,4,1,2,1,3,1,2016
2016-10-27,"Wesley Johnson",7,3,0,0,2,0,0,1,0,11.52,2,1,1,1,2,1,2016
2016-10-29,"Wilson Chandler",7,11,1,1,6,3,1,3,0,30.27,11,5,2,0,1,0,2016
2016-10-26,"Aaron Gordon",9,12,4,2,6,3,2,3,1,35.1,12,5,0,0,1,1,2016
2016-10-25,"Andre Iguodala",9,2,3,1,1,1,0,2,1,26.8,3,1,0,0,3,0,2016
2016-10-29,"Bobby Portis",9,2,1,2,0,0,0,0,0,6.72,4,1,0,0,0,0,2016
2016-10-26,"Dante Cunningham",9,0,1,0,0,1,0,1,0,8.5,2,0,0,0,1,0,2016
2016-11-03,"Darrell Arthur",9,2,1,0,2,0,0,1,0,8.53,3,1,0,0,2,0,2016
2016-10-26,"DeMarre Carroll",9,8,1,0,7,0,2,6,1,29.43,8,2,4,2,3,0,2016
2016-11-07,"Derrick Williams",9,0,0,0,1,0,0,0,0,3.18,0,0,0,0,0,0,2016
2016-10-29,"Frank Kaminsky",9,11,3,1,3,1,1,2,0,24.3,8,4,2,2,2,0,2016
2016-10-26,"Harrison Barnes",9,19,0,3,6,2,3,6,0,34.68,14,8,0,0,3,0,2016
2016-10-26,"Jeff Green",9,7,1,1,2,1,0,2,0,25.23,7,2,4,3,1,0,2016
2016-10-26,"Jon Leuer",9,9,0,1,8,1,1,2,1,22.57,8,3,2,2,3,0,2016
2016-10-26,"Jonas Jerebko",9,4,3,0,1,1,0,5,4,18.82,8,1,2,2,1,0,2016
2016-11-04,"Josh Richardson",9,0,0,0,1,2,0,2,1,11.6,4,0,0,0,2,0,2016
2016-10-26,"Justin Anderson",9,7,2,1,4,0,1,6,0,19.32,9,3,0,0,2,1,2016
2016-10-26,"Justise Winslow",9,15,4,3,5,2,0,2,1,33.95,15,7,1,1,4,2,2016
2016-10-26,"Lance Stephenson",9,8,3,1,2,2,0,0,1,25.5,7,4,0,0,2,0,2016
2016-10-26,"Luke Babbitt",9,8,2,0,1,0,2,6,0,18.8,10,3,0,0,1,0,2016
2016-10-25,"Maurice Harkless",9,0,1,0,1,2,0,1,2,22.35,2,0,0,0,1,0,2016
2016-10-26,"Michael Beasley",9,2,1,1,1,0,0,0,1,19.32,5,1,2,0,1,0,2016
2016-10-26,"Nemanja Bjelica",9,3,0,0,1,0,0,1,0,15.38,4,1,2,1,3,1,2016
2016-10-26,"Nene",9,7,3,2,1,1,0,0,2,22.28,5,3,4,1,3,0,2016
2016-10-26,"Omri Casspi",9,4,0,1,2,2,0,0,1,8.53,2,2,0,0,0,0,2016
2016-10-26,"Patrick Patterson",9,3,1,0,4,0,0,2,1,26.27,5,1,2,1,2,0,2016
2016-10-28,"Rodney McGruder",9,9,1,1,1,0,3,5,0,20.25,9,3,0,0,2,1,2016
2016-10-26,"Rondae Hollis-Jefferson",9,5,0,0,2,1,0,1,1,23.58,3,1,4,3,1,0,2016
2016-10-27,"Thabo Sefolosha",9,13,5,3,4,1,1,1,5,21.98,8,6,2,0,2,0,2016
2016-11-01,"Tony Allen",9,4,0,4,0,1,0,0,1,18.65,7,2,0,0,2,0,2016
2016-10-27,"Chris Paul",10,27,5,0,5,1,3,8,1,33.25,19,9,7,6,2,0,2016
2016-10-25,"Damian Lillard",10,39,6,1,8,4,4,6,0,35.42,20,13,9,9,3,0,2016
2016-10-27,"Jimmy Butler",10,24,3,3,4,0,4,6,2,36.6,17,6,12,8,2,0,2016
2016-10-27,"John Wall",10,12,10,2,1,5,0,2,4,30.28,15,3,7,6,2,1,2016
2016-10-26,"Kyle Lowry",10,10,8,1,4,2,1,5,1,37.77,13,3,3,3,2,0,2016
2016-10-25,"Kyrie Irving",10,29,4,1,1,0,4,7,2,29.8,22,12,1,1,1,0,2016
2016-10-27,"Rajon Rondo",10,4,9,0,6,2,1,2,2,33.27,9,1,2,1,1,0,2016
2016-10-26,"Ricky Rubio",10,4,8,1,3,2,0,1,0,33.45,5,1,5,2,4,0,2016
2016-10-26,"Andre Drummond",11,16,0,1,5,4,0,0,1,24.15,11,7,6,2,5,0,2016
2016-10-26,"Brook Lopez",11,7,0,2,3,2,1,2,0,21.2,7,1,4,4,1,0,2016
2016-10-26,"Enes Kanter",11,17,0,5,7,0,0,0,1,24,14,7,4,3,3,1,2016
2016-10-26,"Jonas Valanciunas",11,32,1,6,5,1,0,0,0,35.22,15,10,14,12,4,0,2016
2016-10-28,"Justin Hamilton",11,8,1,2,5,1,1,6,0,28.35,8,3,1,1,3,1,2016
2016-10-26,"Kenneth Faried",11,9,1,6,8,3,0,1,2,28.27,9,3,6,3,1,2,2016
2016-10-27,"Marcin Gortat",11,4,1,3,8,3,0,0,1,32.27,6,2,0,0,4,1,2016
2016-10-25,"Mason Plumlee",11,2,1,0,1,0,0,0,0,14.57,4,1,0,0,4,0,2016
2016-10-27,"Robin Lopez",11,8,1,6,2,1,0,0,0,27.47,8,3,4,2,2,0,2016
2016-10-26,"Steven Adams",11,16,1,2,3,2,0,0,3,35.55,16,7,2,2,4,0,2016
2016-10-28,"Thomas Robinson",11,0,0,0,0,0,0,0,0,1.9,1,0,0,0,1,0,2016
2016-10-25,"Tristan Thompson",11,0,0,2,4,2,0,0,0,22.42,1,0,0,0,4,0,2016
2016-10-26,"Tyson Chandler",11,8,0,3,7,1,0,0,0,22.93,5,4,2,0,4,0,2016
2016-11-06,"Chandler Parsons",12,0,0,1,2,2,0,3,0,21.55,8,0,0,0,1,1,2016
2016-10-26,"D'Angelo Russell",12,20,3,0,1,3,4,10,1,29.07,16,7,3,2,2,0,2016
2016-11-08,"Darren Collison",12,9,4,1,0,3,1,3,2,27.57,9,4,0,0,1,0,2016
2016-10-26,"Deron Williams",12,25,7,1,2,6,5,8,0,40,18,10,0,0,4,1,2016
2016-10-25,"Derrick Rose",12,17,1,2,1,4,1,2,0,29.58,17,7,2,2,1,1,2016
2016-10-26,"Devin Booker",12,18,3,0,2,4,0,3,0,24.55,12,8,5,2,5,0,2016
2016-10-27,"Dwyane Wade",12,22,5,2,4,3,4,6,0,32.42,18,7,4,4,4,1,2016
2016-10-26,"Elfrid Payton",12,16,5,2,2,4,0,2,0,37.5,12,4,8,8,1,2,2016
2016-10-26,"Emmanuel Mudiay",12,11,3,0,7,6,0,1,1,28.1,8,2,8,7,5,0,2016
2016-10-28,"Eric Bledsoe",12,17,6,0,5,1,0,7,3,37.83,16,6,9,5,5,0,2016
2016-10-25,"Evan Turner",12,3,5,0,5,0,0,0,1,26.02,7,1,1,1,1,1,2016
2016-10-26,"Goran Dragic",12,16,6,3,3,3,0,1,0,28.62,15,7,2,2,4,0,2016
2016-10-26,"Ish Smith",12,6,7,0,1,0,0,4,1,33.25,10,3,0,0,0,0,2016
2016-10-26,"Jeff Teague",12,20,8,0,2,3,0,3,3,36.75,15,5,13,10,4,0,2016
2016-10-26,"Jeremy Lin",12,18,3,1,2,2,2,5,0,27.57,14,6,5,4,1,1,2016
2016-10-26,"Jose Juan Barea",12,22,6,0,2,3,2,7,0,39.12,17,7,6,6,1,1,2016
2016-10-26,"Matt Barnes",12,14,3,1,6,1,2,5,0,27.62,9,6,0,0,4,0,2016
2016-10-26,"Monta Ellis",12,19,7,0,7,3,1,2,3,44.02,11,7,4,4,3,0,2016
2016-10-26,"Nicolas Batum",12,9,7,0,6,1,1,7,2,33.6,9,2,5,4,2,0,2016
2016-10-27,"Raymond Felton",12,4,1,0,1,1,0,0,1,16.17,3,2,0,0,2,0,2016
2016-10-25,"Shelvin Mack",12,4,4,0,1,0,0,1,2,14.8,5,2,0,0,1,0,2016
2016-10-26,"Tim Frazier",12,15,11,0,5,1,1,3,4,36.77,10,6,4,2,6,0,2016
2016-10-26,"James Harden",13,34,17,3,4,7,1,7,1,37.18,19,9,16,15,5,0,2016
2016-10-25,"LeBron James",13,19,14,3,8,4,0,3,0,32.38,14,9,2,1,3,1,2016
2016-10-26,"Russell Westbrook",13,32,9,1,11,2,1,2,0,36.38,21,11,11,9,2,0,2016
2016-10-25,"Stephen Curry",13,26,4,0,3,4,3,10,0,34.1,18,9,6,5,1,0,2016
2016-11-12,"Archie Goodwin",14,7,0,0,0,0,1,1,0,10.15,1,1,4,4,0,0,2016
2016-10-26,"Cory Joseph",14,6,2,2,2,1,0,0,1,21.6,6,3,0,0,1,0,2016
2016-10-26,"D.J. Augustin",14,7,1,0,1,1,0,1,0,16.53,3,2,3,3,2,0,2016
2016-10-27,"Dennis Schroder",14,14,2,0,2,4,2,4,1,25.13,12,6,0,0,3,0,2016
2016-10-26,"Dion Waiters",14,9,4,1,5,1,0,1,0,33.52,13,4,2,1,2,0,2016
2016-11-02,"Jerian Grant",14,6,3,0,2,1,0,0,0,13.2,3,3,0,0,1,0,2016
2016-11-05,"Jordan Farmar",14,9,7,1,1,2,3,8,2,24.58,10,3,0,0,0,0,2016
2016-10-30,"Jose Calderon",14,0,0,0,0,1,0,1,0,4.23,1,0,0,0,0,0,2016
2016-10-29,"Malcolm Brogdon",14,2,0,0,1,1,0,1,1,12.83,5,0,2,2,1,0,2016
2016-10-25,"Manu Ginobili",14,10,2,0,5,0,2,6,1,20.87,10,4,0,0,1,0,2016
2016-10-26,"Marcelo Huertas",14,0,3,0,0,0,0,1,0,4.62,1,0,0,0,0,1,2016
2016-10-26,"Mario Hezonja",14,3,2,2,1,0,0,0,0,14.17,5,1,2,1,1,0,2016
2016-10-26,"Ramon Sessions",14,4,0,0,0,1,0,0,0,12.93,4,2,0,0,1,0,2016
2016-10-29,"Sergio Rodriguez",14,14,5,1,3,4,0,2,1,28.97,13,7,0,0,1,0,2016
