"share_minutes_cluster_0","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
-0.00522765654381403,-1.82991382372101e-09,-0.146557934748622,0.0727020681876051,-1.79939069473233e-09,0,0,0,1.17555963268491,7.26523612050213,-1.66050601461085,-75.1388712367222,"2019-10-28 aaAdilnnnnoooPrStt",2019-10-28,"San Antonio","Portland","Portland","San Antonio",-0.00522765654381403,-0.0738558701903215,-68.358581498146
-0.0315293035298784,-0.0110687643806638,-0.146557934748622,0.0727020681876051,-0.0108841363842212,0,0,0,0.563103709225455,3.48011389138099,-1.11863547327994,-50.6189113728138,"2019-10-28 aACCeehillLopprrstt",2019-10-28,"LA Clippers","Charlotte","Charlotte","LA Clippers",-0.0315293035298784,-0.095808767325902,-47.6943292454873
-0.0336063634959474,-0.0128283706458699,-0.0732789673743111,0.14540413637521,-0.0126143922569082,0,0,0.658810947785827,0.841964942321005,5.20354216074602,-0.488847934608233,-22.1206558059194,"2019-10-28 aaChHiklmnoooOsttuy",2019-10-28,"Houston","Oklahoma City","Houston","Oklahoma City",-0.0336063634959474,0.705493353883948,-16.5639966374606
-0.0283787069521333,-0.0220857370325169,-0.146557934748622,0.14540413637521,-0.021717344930378,0,0,0.658810947785827,0,0,-0.544571494460522,-24.6421795774392,"2019-10-28 acCeghikNoorwY",2019-10-28,"New York","Chicago","New York","Chicago",-0.0283787069521333,0.61385406744952,-25.1867510718997
-0.00896169693225263,-0.0185333523320095,-0.146557934748622,0.14540413637521,-0.0182242143297224,0,0,0.658810947785827,1.80817923459981,11.1749746438236,-1.66050601461085,-75.1388712367222,"2019-10-28aaaaAdehhiilllnpPtt",2019-10-28,"Atlanta","Philadelphia","Atlanta","Philadelphia",-0.00896169693225263,0.620899582750683,-63.8162233729097
0.00490092800982566,-0.0103855256989582,-0.146557934748622,0.14540413637521,-0.0102122941858589,0,0,0.658810947785827,0.908490585130224,5.61468634232469,-0.857483353245044,-38.8016247458228,"2019-10-28aaCdeeeeiklllMnuvw",2019-10-28,"Milwaukee","Cleveland","Milwaukee","Cleveland",0.00490092800982566,0.637059329527598,-33.135931171613
0.0112021211653158,-0.0165068102685216,-0.146557934748622,0.218106204562815,-0.0162314751721435,0,0,0,1.80817923459981,11.1749746438236,0,0,"2019-10-28aacDeeemnnorrStv",2019-10-28,"Sacramento","Denver","Denver","Sacramento",0.0112021211653158,0.0388099843735282,12.9831538784234
-0.0298723231075088,0,-0.146557934748622,0.14540413637521,0,0,-0.189470502061694,0,0,0,-0.583210847175107,-26.3906329541479,"2019-10-28aadDeiiInnortt",2019-10-28,"Detroit","Indiana","Indiana","Detroit",-0.0298723231075088,-0.00115379837341184,-27.1633143033847
0.00970850500994035,0,-0.146557934748622,0.14540413637521,0,0,0,0.658810947785827,1.15606037184518,7.14472608405899,-0.819358484145594,-37.0764520545021,"2019-10-28adlnnooooOrrtT",2019-10-28,"Toronto","Orlando","Toronto","Orlando",0.00970850500994035,0.657657149412415,-29.5950240827435
-0.0136292474178009,-1.82991382372101e-09,-0.146557934748622,0.14540413637521,-1.79939069473233e-09,0,0,0,1.15479823743485,7.13692579536932,-1.08618349676217,-49.1504403986106,"2019-10-28aehhinoPtUx",2019-10-28,"Phoenix","Utah","Utah","Phoenix",-0.0136292474178009,-0.00115380200271636,-41.9448998625686
