"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","fb","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstaces","performance"
0,0,0,-0.0976103066034361,-0.0746834863785271,0.0486882073090266,0,-0.0702968233474292,0,-0.00468992501571782,-0.0587076290729217,0,-0.00326833815762745,0,0,0,0,0,-0.170731992019459,0,0.0659731312815919,-0.159386111670319,0,0,0,0,0.166879926180165,0,0,-1.1982365003803e-08,0,0,2.66556066741335,0,0,0,0,"2016-10-26aeehiimMMnnopsst",2016-10-26,"Memphis","Minnesota","Memphis","Minnesota",-0.524713273674819,0.1668799141978,0
-0.082275800723602,0.1898675439132,0,-0.13739260837527,0,0,-0.146555929635865,0.171616734693836,0,0.0115939178656832,0,0,0,0,0,0,-0.0544958781487007,-0.0171050841995984,0.139168741934004,0,0,-0.234265691771306,0,0,0,0,0.0451005528676576,0,0,0,0,0,2.66556066741335,0,0,0,0,"2016-10-26BBklnnoooorsty",2016-10-26,"Boston","Brooklyn","Boston","Brooklyn",-0.15984405444762,0.0451005528676576,0
0.0714043339738711,0,0.0849148428540874,-0.0713689594289798,0.0709937717965643,0,0,0.0969169263413031,0,0,-0.0630399412463828,-0.0633099947678623,0,0,0.037581211844719,0,0,-0.00254545269443945,-0.149458269757108,0,0.0477118025849662,0,0,0,0,-0.0427022369287572,0,0,0,-0.0419203163781797,0,0,2.66556066741335,0,0,0,0,"2016-10-26DeinoooorrtttT",2016-10-26,"Toronto","Detroit","Detroit","Toronto",0.0170980345719813,-0.0419203163781797,0
0,-0.0673969374353246,0,0.0737985076360329,0,-0.0445964858449349,0,-0.0714400080525232,0,-0.00611540829669789,0,0,-0.00398202063267545,0,0.0749946130389517,0.165312762719876,-0.0411439602563211,0,-0.137575490158837,0,0.0303534491881735,-0.0253248403996308,0,-0.0361393097705908,-0.0332868079715701,0,0.0155278578106381,-0.103792026139473,0.102750751010769,-0.123032591474804,0,0,0.621048365657412,1.9807747380086,-0.243972499739189,-1.88127018953556,0.24943691071475,"2016-10-27 aaaAceimnnnnooorSStt",2016-10-27,"Sacramento","San Antonio","Sacramento","San Antonio",-0.122541936236072,-0.10854600879287,0.104968959448597
0.0365481115426623,0.0522326183091505,0.0858853423830097,0,-0.0533550972508212,0,0,-0.0402020107004747,0,0.0130600076243938,0.0512850554798672,-0.053392436456904,0.00405503375468898,-0.365449040289785,0,0,0.0371077664763481,-0.00484990067269503,0,-0.167105207404729,0.0298589578467676,0,0,0,0,-0.0205730586350143,0,-0.103792026139473,0,-0.160308350233203,0,0,0.621048365657412,0,0,-1.88127018953556,0.24943691071475,"2016-10-27 aACdeillLnoppPrrst",2016-10-27,"Portland","LA Clippers","LA Clippers","Portland",-0.394893857993536,-0.264100376372676,-1.63183327882081
-0.0276053173325625,0,0,0.0696508523226098,0.0662005003835617,0,0,-0.0420160185710396,0,0.0109195077858161,0.0764509451722929,0.0857399493346087,0,0,0.0376472604138582,0,0,0.00641846211097375,0,0,0.0366758127499902,0,0,-0.0857364338803693,0,0.0261496233987878,0,0,0,-0.10519467253752,0,0,0.621048365657412,0,0,0,0,"2016-10-27aaaAghilnnnostttW",2016-10-27,"Atlanta","Washington","Washington","Atlanta",0.260495143888528,-0.10519467253752,0
0.0627945909260663,0,0,-0.00844225971271871,0,0,0.139064182758161,-0.0505008275374537,0,0,0,0.0546321136489063,0,0,0,-0.162729121659535,0.0413431618473745,0.00515474813649119,0.116649793359393,0,0,0,0,-0.0435891475064866,0,0.0151713229458325,0.192968997068045,-0.0518960130697367,0,0,0,0,0.621048365657412,0,0,-1.88127018953556,0.24943691071475,"2016-10-27aBcCghinooost",2016-10-27,"Chicago","Boston","Chicago","Boston",0.16954855720603,0.141072983998308,-1.63183327882081
-0.0275219080917347,0,0,-0.104724160828619,0.052248981560457,0,0,0.134783303221779,0,0.0139319093489875,0,0,0.00851294463177602,0.365483272077598,-0.0287869135289004,0,0.0238824969426897,0,-0.0365227726805782,0,0,0.122534453187626,0,0,0,-0.00933549899291011,0,-0.0950060017526741,0.290743172103917,-0.361183448595022,0,0,0.652885251400421,0,0,0,0,"2016-10-28  aadeeeeGllnnNoOrsSttw",2016-10-28,"New Orleans","Golden State","Golden State","New Orleans",0.514486106848171,-0.16544627824378,0
0,0,0,0.106353041184458,0,0.0759101744241823,-0.240159825216608,0.0361075176231728,0,0,0,0,-8.16600733629356e-05,0,-0.0277896700090642,-0.152778413768048,0,0.0077530905044938,0,0,0.0487264876115259,0,0,-0.0566871787865646,-0.0450322489377585,0,0,-0.142509002629011,0.193828781402611,-0.109356391220317,0,0,0.652885251400421,1.84890696295529,-0.185610975145057,0,0,"2016-10-28 aaAehkLLrstU",2016-10-28,"Utah","LA Lakers","LA Lakers","Utah",-0.247678685443574,-0.0580366124467172,1.66329598781024
0,0.114405843918828,0,-0.113697428229942,0.0632751531454584,0,0,0,0,0,0,-0.0745267140052519,-0.00971694596546396,-0.515936599151046,0,0,0,0,-0.128748438684362,0,0.0656316162030312,0,0,0,0.130862222213149,-0.0046503585652599,0.27741399891258,-0.0950060017526741,0.193828781402611,-0.158513792283392,0,0,0.652885251400421,0,0,-1.75120506657005,0.194117969018952,"2016-10-28 aaCehhiiklmnooOPtxy",2016-10-28,"Oklahoma City","Phoenix","Phoenix","Oklahoma City",-0.473101649120859,0.217722986279124,-1.5570870975511
0.103697257257639,0,0,-0.0442448231836049,0,-0.0693706114209536,0,0.0672256722128212,0,-0.00867284810242165,0,0.0757935688175545,0.00794433510991061,0,0,0,0.0721696980211008,-0.0087002582360058,-0.127109415491899,0,-0.0281635417698011,0,-0.299372369277416,0,0,-0.0256830521836006,0.14279183826013,-0.0950060017526741,0.193828781402611,-0.0356849505821374,0,0,0.652885251400421,0,0,-1.75120506657005,0.194117969018952,"2016-10-28aaBdiIklnnnoory",2016-10-28,"Brooklyn","Indiana","Brooklyn","Indiana",-0.284486388246677,0.20592966732793,-1.5570870975511
0,-0.0841527325051989,0.0896147985606737,0.16550006745311,-0.058399215262038,0,0,0.0563086882268735,0,-0.0198827236541703,0,0,-0.000193608490910956,0,-0.0348443492344196,0,0.0453841456401496,0.00480796146605569,0,0,0,0,0,0,-0.0418868210846724,-0.0233600023780888,0.280506807632107,-0.0950060017526741,0.193828781402611,-0.0387258768536305,0,0,0.652885251400421,1.84890696295529,-0.185610975145057,-1.75120506657005,0.194117969018952,"2016-10-28aaCehiilmMortt",2016-10-28,"Miami","Charlotte","Miami","Charlotte",0.098896208737363,0.340603710428414,0.10620889025914
