"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0,-0.00512882767923698,0,0.0201057070556783,0.0213753948205029,0.00563737815455745,0,0,0.00581652381812444,0,0.0181619194844094,0,0,-0.0135871919557828,0,-0.00950908698210851,0,0.0111766031498151,0,0.00178693998306005,0.0597151209153574,-0.0740937351110845,0.0454786087546775,0.22237432567977,0,-0.0607776513961894,0,0,0,0,0,0,0,0.427516031255317,0,-0.649115216853428,0,"2019-10-22  aAACeeiklLLLpprrss",2019-10-22,"LA Clippers","LA Lakers","LA Lakers","LA Clippers",0.248532028691551,0,-0.221599185598111
0,-0.0144398978655123,0,0,-0.0210126041925607,0.000950199772122212,0.00273557987732907,-0.0936359924442037,0.24922211906175,0,0,0,0,-0.012869182262084,0.0174855573937498,-0.0228146491622208,0,0.00955966521725665,-0.0864404685131655,-0.00371399975380559,0,0.00732626049497638,0.143789750508854,0,0,0.0624016895157506,0,0,0,0,0,0,0.512423638824141,0.839763632822945,0,-0.402552072467242,0,"2019-10-22 aeelnnNoooOrrstTw",2019-10-22,"Toronto","New Orleans","Toronto","New Orleans",0.238544027648236,0.512423638824141,0.437211560355703
-0.0639713238163804,0.014740460705747,0,-0.0205781280315746,-0.020993619483459,-0.0412066635611907,0,0,0,-0.0162135723599119,0.0233962480292122,0.0269402952082483,0,0.0249366605940232,0,0,0,-0.00311900688765833,0.0958094482306429,-0.000346628558411798,-0.067401717885744,0.120787012663794,0,0,0,0.0375316998211934,-0.0613274835195135,0,0,-0.0606539425511163,0,0,0.563721271001956,0,0,0,0,"2019-10-23  aAeiknnnNooorStwY",2019-10-23,"San Antonio","New York","San Antonio","New York",0.11031116466853,0.441739844931326,0
-0.0405712057990453,-0.021185744771524,-0.0693867146562116,0.0665365334733461,0.0479815086865305,-0.0218279430720465,0,0,0,0,-0.0174970377896946,-0.0309735308873777,-0.43848780545641,0.0150180119316023,0,-0.0318198142666724,0,0,0,0,-0.00558798555814467,0.112839865629396,0,-0.280109515752655,0,0,-0.0334025031812185,0,0,-0.0330356537191432,0,0,0.563721271001956,0,0,0,0,"2019-10-23 aaaChhiklmoOttUy",2019-10-23,"Utah","Oklahoma City","Utah","Oklahoma City",-0.715071378288907,0.497283114101594,0
0,0.0231866647773751,0,-0.0620835384939442,0.00213818787620587,0.00134571735661542,0.108647537241918,0,0.14608033130705,-0.0439727790511842,0,0.0306611393279363,0,-4.52265740407043e-05,0,0.020071355247329,0,-0.0106606539429393,0.0950600290050039,-0.000606491805506855,0,-0.0945847733456695,-0.0568301057122958,0,0,-0.0755112261587986,-3.23522250911629e-09,0,0,-3.19969105116764e-09,0,0,0,0,0,0,0,"2019-10-23aaaDghillnnosstW",2019-10-23,"Dallas","Washington","Washington","Dallas",0.0828961670550544,-6.43491356028393e-09,0
-0.142985633602737,0.0214469261760077,0.0588524931708934,0.0412944537479229,0,-0.067965217773556,0.0139461513718568,-0.125165172472565,0.199384098050979,-0.0194473708021955,0,0,0,0.0140204611383117,0,-0.0132147238618243,0,-0.0215723631324832,-0.0221326948576888,-7.19449015655054e-06,0,0,0.0332770209781811,-0.227543930139832,0.130867400432179,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-23aaBdehhiillnoopPst",2019-10-23,"Philadelphia","Boston","Boston","Philadelphia",-0.126945296066707,0,0
0,0.00267295026062178,0,0,-0.0401388643947054,-0.0636565663755861,0,0,-0.0865528731432402,-0.0266217008726212,0,-0.0358931707024652,0,0.0132480408783899,0,0,0,-0.00556251723984666,0.00295075606095994,0.000567810213626556,0,0.0197037862724691,0.0136928215540898,0,0,0,-0.0227527048499521,0,0,-0.0225028188611782,0,0,0.563721271001956,0,0,0,0,"2019-10-23aacCCeghhiloortt",2019-10-23,"Charlotte","Chicago","Charlotte","Chicago",-0.205589527488308,0.518465747290826,0
-0.0660428719292175,-0.0171311348314814,0.0564320835869642,-0.0141143808482293,0,0.0273013217794826,0,0,0.00363742608724601,0,0.0188598935131977,0.0325058366222226,0,0.0110450017551335,0,0,0,0,0.0426687048656124,-0.000131057467204454,0,0,0.113163659871712,0,0,0.0877281794239078,-0.0347363071354827,0,0,-0.0343548089130891,0,0,0.563721271001956,0,0,0,0,"2019-10-23aaCddeelllnnoOrv",2019-10-23,"Orlando","Cleveland","Orlando","Cleveland",0.295922662429346,0.494630154953384,0
0.0505476522705205,0.0138793192100292,0.0527562918047325,0,0,0,-0.0942028183476939,0,-0.046245935459608,0,0,0.0330685171188459,0,0.0165902909958358,0,0.0191644825127225,0,-0.0108877222172412,-0.0854967907731084,0,0,0.0965115643013969,-0.000544778317142823,0,0,0.00145964864092571,-0.0245958746768982,0,0,-0.0243257457184325,0,0,0.563721271001956,0,0,0,0,"2019-10-23aaceehimnnooPrStx",2019-10-23,"Phoenix","Sacramento","Phoenix","Sacramento",0.0465997217402148,0.514799650606625,0
0,-0.0166724078870877,-0.0558255615489123,0.0022751788907745,-0.0233655137926793,-0.0693620755485147,-0.0891669550837518,0,-0.134608888621612,-0.0195062387470973,0,0.0401287467902342,0,0.00165223900721233,0,0.00686163295513981,0.00310827123603634,0,0.0529902589750083,0,0.112704090614251,0.109895602216882,0,0,0,-0.0649527946285514,0,0,0,0,0,0,0,0,0,0,0,"2019-10-23aadDeiiInnortt",2019-10-23,"Indiana","Detroit","Detroit","Indiana",-0.143844415172667,0,0
0,-0.0166686842121048,0,0,-0.0231648084818548,-0.0349760603798895,0.0927644443235448,-0.131933306917793,0.0853778932615604,-0.00995870136476579,0,-0.0321937968811859,0,-0.0159956781855884,0,0.0167890168672088,0,0.000891730805559022,0.0160335423535686,0.000414237386908818,0,0,0.0130966100644309,0,0,0,-0.0395838788213564,0,0,-0.0391491412038286,0,0,0.563721271001956,0,0,0,0,"2019-10-23aBeiklMnnnooorsty",2019-10-23,"Brooklyn","Minnesota","Brooklyn","Minnesota",-0.0395235613604009,0.484988250976771,0
0.0511135596701553,0.016674934209392,0,-0.0250013608223876,0,-0.108582095245351,0,0,-0.0542087192787805,0.02403722619893,0,-0.0346006961653712,0,0.00141360726641792,0,0,0,0,0.00103321122046351,0.000331042309760729,0,-0.118386622910046,0,0.239420587178937,0,-0.139415293311762,0,0,0,0,0,0,0,0,0,0,0,"2019-10-23adDeelnnoPrrtv",2019-10-23,"Portland","Denver","Denver","Portland",-0.146170619679641,0,0
0.0540809786718715,-0.00125175883785896,0.101221428330288,0.032606440571281,-0.0242654409760318,0.058234515795383,0.0904917059873883,0,-0.274236998622881,0,0,0.0314244008990979,0,0.0409789349576436,0,0,0,-0.0202176903588583,0.0487239428148895,0,-0.0651267858105467,0,-0.0877954116938869,0,0,0.064953740821243,0,0,0,0,0,0,0,0,0,0,0,"2019-10-23aehiiimmMMps",2019-10-23,"Miami","Memphis","Memphis","Miami",0.0498220025490222,0,0
0,-0.00549374855682498,0.0561685028501832,-0.007111576092345,0.0294674522004616,0.0701388342796899,0,0,0.155339035799879,-0.0241700195883909,0.0213730305310295,0,0.397676732575159,-0.0197796720889981,-0.059925569578374,-0.0187180869845345,-0.00976048079716079,0.0205599239606056,0,0.000705035199897187,0,0.031273003093041,0.0482590061957033,0,0,-0.0725544990541429,-0.0143454825413503,-0.140253852710494,0,-0.0141600201507977,0,0,0.583819029093797,0,0,-1.22718163467744,-0.0112067746097546,"2019-10-24  aACdeeeGillLnopprsStt",2019-10-24,"Golden State","LA Clippers","Golden State","LA Clippers",0.613446903944878,0.415059673691155,-1.23838840928719
0,-0.0153015905616947,-0.051161036725224,-0.0213329764403806,0,-0.0739577615077815,0,0,-0.0451286732100969,0.0118200088286891,-0.0173982063199815,0,0,-0.0150124359578926,0,-0.0134546657021676,0,0.0287070770719223,0.00109939971835117,0,0.117878553598594,0.00863713714831577,0.0545202500804718,0,0,-0.0832446329086139,-0.0249588912227341,0,0.0368952974631815,-0.0246362157311032,0,0,0.583819029093797,1.32270986719416,-0.341560648204055,0,0,"2019-10-24aaADeilnortttt",2019-10-24,"Detroit","Atlanta","Detroit","Atlanta",-0.113329552887489,0.571119219603141,0.981149218990108
-0.066254060620418,-0.030748784435388,0.0581393960047707,-0.0385749538105445,0.0247152028988007,0.0378605701895805,-0.0875684737983641,0.138543842691583,0.293180719028288,0,0,0.0296323347237683,-0.367256773619676,-0.0318886356303199,0,0,0.00390848896234231,0.0118553832270634,-0.0906503231155586,0,0,0,0,0,0.0613071991077507,-0.0822480015438955,-2.4643474777279e-09,0,0,-2.43248770772334e-09,0,0,0,0,0,0,0,"2019-10-24aeeHiklMnoostuuw",2019-10-24,"Houston","Milwaukee","Milwaukee","Houston",-0.136046869740217,-4.89683518545124e-09,0
-0.26245452441904,0.0146451165316206,0,0,0,-0.00865314668633512,0.050986015801349,0,0,0,-0.0188016706121923,0,0,0.0199984801730962,0,-0.0648920572317162,0,0.0175819394408034,-0.0929516243226862,0.000981647779277475,-0.13774499619013,0,-0.0961003244481137,0,0,0,-0.0302713804521675,-0.132038124091487,0.0688097584964127,-0.0299655315380943,0,0,0,0,0,0,0,"2019-10-25 aaaCghhiiklmnnooOsttWy",2019-10-25,"Oklahoma City","Washington","Washington","Oklahoma City",-0.577405144184067,-0.123465277585336,0
0,-0.0490514363248994,0,-0.0373701905659157,-0.0213521218101039,-0.0837917641326369,-0.125390324245592,0,0.254229660861999,0,0,0.0294506220967551,0,0.0152302615895166,0,-0.032599373099316,0,0.00065129836892179,-0.0236930880133191,0.00099495850963953,0,0.147808838261471,0.0594407598740275,0,0,0,0,-0.19805718613723,0.0688097584964127,0,0,0,0,1.23010959823764,-0.280096552604364,0,0,"2019-10-25 aaaDeelllnNOrssw",2019-10-25,"New Orleans","Dallas","Dallas","New Orleans",0.134558101370547,-0.129247427640818,0.950013045633275
0,0.0225580439211632,0,0,-0.0314942066598224,-0.0700267862948269,0,0,-0.100417843845448,0,0,0,0,0.014218500156798,0,-0.0350489213615472,0,0,0,0,-0.04461502001799,-0.246250787761557,0.0333119092690592,0.338456099291145,0,0.128422730233333,-0.0203713483631363,-0.132038124091487,0.103214637744619,-0.0201655250844485,0,0,0.548479617741493,0,0,-1.15893570014934,-0.0558986518158373,"2019-10-25 aaAehkLLrstU",2019-10-25,"LA Lakers","Utah","LA Lakers","Utah",0.00911371693030571,0.47911925794704,-1.21483435196518
0,0.0263880056006156,0,0,0.0658068747342684,0.0287089859261594,-0.121674414481581,0,-0.02477220283985,0,0,0.0400560198341892,0,0.0344144691237556,0,0,0,0.0108992537206412,-0.0839466209169576,-0.00138771758464873,0,0.180324145106167,-0.0627539273569343,0,0,-0.0736971730291934,0,-0.132038124091487,0.0688097584964127,0,0,0,0,0,0,0,0,"2019-10-25 BekklnNooorrwyY",2019-10-25,"Brooklyn","New York","New York","Brooklyn",0.0183656978366314,-0.0632283655950742,0
-0.109571891050829,-0.00116595720945221,-0.031027042991234,0,0,0,-0.101211418680694,0,-0.248682909430391,0,0,0,0,0.0253343845202733,0.0297505477270947,0.021278048422989,0,0.00172384716572142,-0.0292394496780695,0,0.119387380670362,0.158507867170573,0.0507274783971461,0,0,-0.0778429005658381,-0.0222902779429077,-0.132038124091487,0.0688097584964127,-0.0220650666310549,0,0,0,0,0,0,0,"2019-10-25aaacdelmnnooPrrStt",2019-10-25,"Sacramento","Portland","Portland","Sacramento",-0.192032015532348,-0.107583710169037,0
0,0.00942491518043148,0,0,-0.0328916739578954,-0.0564426209399188,0,-0.195965770331124,-0.180132876494018,0,0,-0.0574098387234456,0,0,0,0,0,-0.0184433812370038,0.0667797476887969,0.00132176028824032,0,0,0,0,0,0,-0.0186346239277274,-0.132038124091487,0.0688097584964127,-0.0184463477603599,0,0,0.548479617741493,1.23010959823764,-0.280096552604364,-1.15893570014934,-0.0558986518158373,"2019-10-25aaCeehilMnnoorsttt",2019-10-25,"Charlotte","Minnesota","Charlotte","Minnesota",-0.463759738525938,0.448170280458331,-0.264821306331902
0.134511064519079,0.0169571718716546,-0.0817013599233094,0,0.0541996781132882,0.0568495652787544,0,0,0,0,0,-0.0411842176586484,0,-0.020607718026715,0,0.0395588104345365,0,0,0.0360244487427171,-0.00109175991284113,0,0.135944302812093,0,0,0,-0.100383741022499,-0.030685531906517,-0.132038124091487,0.0688097584964127,-0.0303754985855658,0,0,0,0,0,0,0,"2019-10-25acCeghhiimMops",2019-10-25,"Memphis","Chicago","Chicago","Memphis",0.229076245228109,-0.124289396087157,0
0,-0.0231424606909377,0,0.0279886794318636,0,0,0.161433474505209,0,0,0.0236390220115615,-0.0145020363418563,0,0,0,0,0.0170754410046437,0,0.0103456151687751,0.0138779421795578,-0.0012308900328846,0,-0.151862797802543,0,0,0,0.014139598098424,-0.00950780918968271,-0.132038124091487,0.103214637744619,-0.00941174640455555,0,0,0,1.23010959823764,-0.280096552604364,0,0,"2019-10-25BnnooooorsttT",2019-10-25,"Boston","Toronto","Toronto","Boston",0.077761587531813,-0.0477430419411061,0.950013045633275
0,0.0155927518644875,0.0187656106452999,0,0.0256127287503477,0.0202974949646301,0,0,-0.174171360216618,0,0,0.0755459095417698,0,0.0187653611001287,0,0,0,-0.0116791250539727,0.0652469055610812,0,0,0.11907993576976,-0.0335404826355098,-0.254534238591168,0,0.0859386859295916,-0.0344898836645039,-0.132038124091487,0.0688097584964127,-0.0341414128214921,0,0,0,1.23010959823764,-0.280096552604364,-1.15893570014934,-0.0558986518158373,"2019-10-25DeeehinnoPrvx",2019-10-25,"Denver","Phoenix","Phoenix","Denver",-0.0290798223701718,-0.13185966208107,-0.264821306331902
