"DATE","PLAYER_FULL_NAME","Cluster","season"
2018-10-19,"Aaron Holiday",0,2018
2018-10-20,"Aaron Holiday",0,2018
2018-10-24,"Aaron Holiday",0,2018
2018-10-27,"Aaron Holiday",0,2018
2018-11-17,"Aaron Holiday",0,2018
2018-11-19,"Aaron Holiday",0,2018
2018-11-21,"Aaron Holiday",0,2018
2018-11-14,"Abdel Nader",0,2018
2018-11-21,"Abdel Nader",0,2018
2018-11-28,"Abdel Nader",0,2018
2018-11-30,"Abdel Nader",0,2018
2018-12-03,"Abdel Nader",0,2018
2018-12-10,"Abdel Nader",0,2018
2018-12-14,"Abdel Nader",0,2018
2018-10-17,"Alex Poythress",0,2018
2018-10-16,"Alfonzo McKinnie",0,2018
2018-10-19,"Alfonzo McKinnie",0,2018
2018-10-21,"Alfonzo McKinnie",0,2018
2018-10-22,"Alfonzo McKinnie",0,2018
2018-10-24,"Alfonzo McKinnie",0,2018
2018-10-26,"Alfonzo McKinnie",0,2018
2018-10-28,"Alfonzo McKinnie",0,2018
2018-10-20,"Alize Johnson",0,2018
2018-10-27,"Alize Johnson",0,2018
2018-12-07,"Alize Johnson",0,2018
2018-11-01,"Anfernee Simons",0,2018
2018-11-16,"Anfernee Simons",0,2018
2018-11-18,"Anfernee Simons",0,2018
2018-11-21,"Anfernee Simons",0,2018
2018-10-30,"Ante Zizic",0,2018
2018-11-01,"Ante Zizic",0,2018
2018-11-03,"Ante Zizic",0,2018
2018-11-07,"Ante Zizic",0,2018
2018-11-10,"Ante Zizic",0,2018
2018-10-27,"Brad Wanamaker",0,2018
2018-11-14,"Brad Wanamaker",0,2018
2018-11-17,"Brad Wanamaker",0,2018
2018-11-23,"Brad Wanamaker",0,2018
2018-11-30,"Brad Wanamaker",0,2018
2018-12-06,"Brad Wanamaker",0,2018
2018-12-08,"Brad Wanamaker",0,2018
2018-12-10,"Brad Wanamaker",0,2018
2018-12-12,"Brad Wanamaker",0,2018
2018-10-20,"Caleb Swanigan",0,2018
2018-10-29,"Caleb Swanigan",0,2018
2018-10-30,"Caleb Swanigan",0,2018
2018-10-22,"Chandler Hutchison",0,2018
2018-10-24,"Chimezie Metu",0,2018
2018-10-31,"Chimezie Metu",0,2018
2018-11-03,"Chimezie Metu",0,2018
2018-11-04,"Chimezie Metu",0,2018
2018-11-10,"Chimezie Metu",0,2018
2018-11-12,"Chimezie Metu",0,2018
2018-11-14,"Chimezie Metu",0,2018
2018-11-19,"Chimezie Metu",0,2018
2018-11-23,"Chimezie Metu",0,2018
2018-11-28,"Chimezie Metu",0,2018
2018-11-30,"Chimezie Metu",0,2018
2018-12-02,"Chimezie Metu",0,2018
2018-12-04,"Chimezie Metu",0,2018
2018-12-07,"Chimezie Metu",0,2018
2018-12-09,"Chimezie Metu",0,2018
2018-12-11,"Chimezie Metu",0,2018
2018-12-13,"Chimezie Metu",0,2018
2018-10-29,"Chris Boucher",0,2018
2018-11-17,"Chris Boucher",0,2018
2018-11-21,"Chris Boucher",0,2018
2018-10-19,"Christian Wood",0,2018
2018-10-29,"Christian Wood",0,2018
2018-11-16,"Christian Wood",0,2018
2018-11-21,"Christian Wood",0,2018
2018-12-05,"Christian Wood",0,2018
2018-12-05,"D.J. Wilson",0,2018
2018-12-10,"D.J. Wilson",0,2018
2018-10-16,"Damian Jones",0,2018
2018-11-15,"Daniel Hamilton",0,2018
2018-11-28,"Daniel Hamilton",0,2018
2018-12-14,"Daniel Hamilton",0,2018
2018-10-31,"De'Anthony Melton",0,2018
2018-11-28,"Demetrius Jackson",0,2018
2018-10-21,"Deonte Burton",0,2018
2018-10-28,"Deonte Burton",0,2018
2018-11-12,"Deonte Burton",0,2018
2018-11-14,"Deonte Burton",0,2018
2018-11-17,"Deonte Burton",0,2018
2018-11-19,"Deonte Burton",0,2018
2018-11-21,"Deonte Burton",0,2018
2018-11-23,"Deonte Burton",0,2018
2018-11-24,"Deonte Burton",0,2018
2018-11-01,"DeVaughn Akoon-Purcell",0,2018
2018-11-03,"DeVaughn Akoon-Purcell",0,2018
2018-11-15,"DeVaughn Akoon-Purcell",0,2018
2018-11-23,"DeVaughn Akoon-Purcell",0,2018
2018-11-27,"DeVaughn Akoon-Purcell",0,2018
2018-12-14,"DeVaughn Akoon-Purcell",0,2018
2018-11-30,"Devin Robinson",0,2018
2018-10-27,"Devonte' Graham",0,2018
2018-11-23,"Devonte' Graham",0,2018
2018-10-24,"Drew Eubanks",0,2018
2018-11-19,"Drew Eubanks",0,2018
2018-12-09,"Drew Eubanks",0,2018
2018-11-14,"Duncan Robinson",0,2018
2018-11-20,"Duncan Robinson",0,2018
2018-10-24,"Dzanan Musa",0,2018
2018-10-29,"Dzanan Musa",0,2018
2018-11-04,"Dzanan Musa",0,2018
2018-11-14,"Dzanan Musa",0,2018
2018-11-16,"Dzanan Musa",0,2018
2018-12-01,"Dzanan Musa",0,2018
2018-10-17,"Edmond Sumner",0,2018
2018-10-19,"Edmond Sumner",0,2018
2018-10-20,"Edmond Sumner",0,2018
2018-10-24,"Edmond Sumner",0,2018
2018-10-27,"Edmond Sumner",0,2018
2018-11-26,"Edmond Sumner",0,2018
2018-12-07,"Edmond Sumner",0,2018
2018-10-19,"Ekpe Udoh",0,2018
2018-10-24,"Ekpe Udoh",0,2018
2018-10-27,"Ekpe Udoh",0,2018
2018-10-28,"Ekpe Udoh",0,2018
2018-10-31,"Ekpe Udoh",0,2018
2018-11-03,"Ekpe Udoh",0,2018
2018-11-05,"Ekpe Udoh",0,2018
2018-11-07,"Ekpe Udoh",0,2018
2018-11-12,"Ekpe Udoh",0,2018
2018-11-14,"Ekpe Udoh",0,2018
2018-11-16,"Ekpe Udoh",0,2018
2018-11-17,"Ekpe Udoh",0,2018
2018-11-19,"Ekpe Udoh",0,2018
2018-11-25,"Ekpe Udoh",0,2018
2018-11-26,"Ekpe Udoh",0,2018
2018-12-04,"Ekpe Udoh",0,2018
2018-12-06,"Ekpe Udoh",0,2018
2018-12-09,"Ekpe Udoh",0,2018
2018-12-10,"Ekpe Udoh",0,2018
2018-12-12,"Ekpe Udoh",0,2018
2018-10-20,"Elie Okobo",0,2018
2018-10-27,"Elie Okobo",0,2018
2018-10-19,"Frank Jackson",0,2018
2018-10-27,"Frank Jackson",0,2018
2018-10-16,"Furkan Korkmaz",0,2018
2018-10-18,"Furkan Korkmaz",0,2018
2018-10-20,"Furkan Korkmaz",0,2018
2018-10-24,"Furkan Korkmaz",0,2018
2018-10-29,"Furkan Korkmaz",0,2018
2018-11-04,"Furkan Korkmaz",0,2018
2018-11-10,"Furkan Korkmaz",0,2018
2018-11-12,"Furkan Korkmaz",0,2018
2018-10-21,"Gary Clark",0,2018
2018-10-24,"Gary Clark",0,2018
2018-10-26,"Gary Clark",0,2018
2018-10-30,"Gary Clark",0,2018
2018-11-02,"Gary Clark",0,2018
2018-11-03,"Gary Clark",0,2018
2018-11-16,"Gary Trent Jr.",0,2018
2018-12-06,"Gary Trent Jr.",0,2018
2018-10-17,"Georges Niang",0,2018
2018-10-19,"Georges Niang",0,2018
2018-10-22,"Georges Niang",0,2018
2018-10-24,"Georges Niang",0,2018
2018-10-27,"Georges Niang",0,2018
2018-10-28,"Georges Niang",0,2018
2018-10-31,"Georges Niang",0,2018
2018-11-02,"Georges Niang",0,2018
2018-11-03,"Georges Niang",0,2018
2018-11-05,"Georges Niang",0,2018
2018-11-07,"Georges Niang",0,2018
2018-11-09,"Georges Niang",0,2018
2018-11-12,"Georges Niang",0,2018
2018-11-14,"Georges Niang",0,2018
2018-11-17,"Georges Niang",0,2018
2018-11-25,"Georges Niang",0,2018
2018-11-26,"Georges Niang",0,2018
2018-11-28,"Georges Niang",0,2018
2018-12-04,"Georges Niang",0,2018
2018-12-10,"Georges Niang",0,2018
2018-12-12,"Georges Niang",0,2018
2018-10-27,"Grayson Allen",0,2018
2018-10-28,"Grayson Allen",0,2018
2018-10-22,"Guerschon Yabusele",0,2018
2018-10-27,"Guerschon Yabusele",0,2018
2018-10-30,"Guerschon Yabusele",0,2018
2018-11-08,"Guerschon Yabusele",0,2018
2018-11-09,"Guerschon Yabusele",0,2018
2018-11-14,"Guerschon Yabusele",0,2018
2018-11-17,"Guerschon Yabusele",0,2018
2018-11-23,"Guerschon Yabusele",0,2018
2018-11-26,"Guerschon Yabusele",0,2018
2018-11-30,"Guerschon Yabusele",0,2018
2018-12-06,"Guerschon Yabusele",0,2018
2018-12-08,"Guerschon Yabusele",0,2018
2018-10-20,"Ike Anigbogu",0,2018
2018-11-23,"Ike Anigbogu",0,2018
2018-11-26,"Ike Anigbogu",0,2018
2018-10-17,"Iman Shumpert",0,2018
2018-12-08,"Isaac Bonga",0,2018
2018-12-13,"Isaac Bonga",0,2018
2018-11-02,"Isaiah Briscoe",0,2018
2018-11-11,"Isaiah Briscoe",0,2018
2018-11-17,"Isaiah Briscoe",0,2018
2018-11-18,"Isaiah Briscoe",0,2018
2018-11-23,"Isaiah Briscoe",0,2018
2018-12-07,"Isaiah Briscoe",0,2018
2018-12-10,"Isaiah Briscoe",0,2018
2018-10-21,"Isaiah Hartenstein",0,2018
2018-10-24,"Isaiah Hartenstein",0,2018
2018-10-26,"Isaiah Hartenstein",0,2018
