"","DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks"
"258",2014-10-29,"Kyle Singler",7,8,1,0,2,2,2,4,0,29.88,7,3,0,0,4,0
"259",2014-10-29,"Luol Deng",7,12,1,2,2,2,0,2,0,30.3,8,4,5,4,2,1
"260",2014-11-01,"Marcus Smart",7,2,1,0,1,2,0,5,0,11.48,7,0,2,2,0,0
"261",2014-10-30,"Matt Barnes",7,7,1,0,3,0,1,3,1,26.83,6,3,0,0,2,2
"262",2014-11-01,"Maurice Harkless",7,7,2,1,4,2,1,3,1,22.22,6,3,1,0,3,1
"263",2014-10-28,"Patrick Beverley",7,9,5,1,4,2,2,3,0,30.92,6,2,6,3,3,0
"264",2015-04-08,"Paul George",7,10,0,0,3,2,1,3,2,15.52,7,2,6,5,1,0
"265",2014-10-29,"Paul Pierce",7,17,5,0,6,1,1,3,2,32.7,10,6,5,4,3,0
"266",2014-11-04,"Ryan Kelly",7,2,0,0,0,0,0,0,0,7.08,2,1,0,0,1,0
"267",2014-10-28,"Wesley Johnson",7,7,0,0,2,0,1,3,0,22.87,7,3,0,0,5,0
"268",2014-10-29,"Wilson Chandler",7,7,1,0,3,2,1,4,2,23.7,6,1,4,4,1,0
"269",2014-10-30,"Blake Griffin",8,23,3,5,2,3,0,0,1,38.45,18,8,10,7,6,0
"270",2014-10-29,"Carmelo Anthony",8,14,3,2,2,3,1,3,1,28.8,13,5,4,3,1,0
"271",2014-10-29,"DeMar DeRozan",8,15,3,3,8,5,0,1,6,34.97,16,4,10,7,3,0
"272",2014-10-28,"Dirk Nowitzki",8,18,2,2,4,1,0,1,1,31.67,11,7,4,4,4,0
"273",2014-10-30,"Kevin Love",8,19,4,3,11,2,3,6,0,38.03,14,6,4,4,1,0
"274",2015-10-29,"Kristaps Porzingis",8,10,0,2,6,4,0,4,3,25.62,10,4,2,2,5,1
"275",2014-10-29,"Paul Millsap",8,13,5,5,5,4,0,2,1,32.13,13,4,9,5,3,0
"276",2014-10-28,"James Harden",9,32,6,0,1,0,3,6,1,30.77,17,7,16,15,1,0
"277",2014-12-02,"Kevin Durant",9,27,2,0,3,5,3,8,0,29.57,18,9,7,6,2,0
"278",2014-10-30,"LeBron James",9,17,4,0,5,8,1,5,0,43.23,15,5,7,6,3,0
"279",2014-10-29,"Russell Westbrook",9,38,6,2,1,2,1,2,3,32.65,26,11,16,15,3,0
"280",2014-10-29,"Amar'e Stoudemire",10,12,0,3,5,1,0,0,1,23.92,9,5,2,2,3,1
"281",2014-10-31,"Carl Landry",10,2,0,2,2,0,0,0,0,15.98,3,1,0,0,2,0
"282",2014-10-29,"Chris Kaman",10,12,2,1,5,2,0,0,0,21.5,10,6,0,0,2,1
"283",2014-11-05,"David Lee",10,6,0,0,0,1,0,0,0,6.75,4,3,0,0,0,0
"284",2014-10-29,"Enes Kanter",10,10,0,1,4,1,0,2,0,22.08,12,5,0,0,3,0
"285",2014-10-29,"Gorgui Dieng",10,6,1,4,4,1,0,0,0,19.23,4,3,0,0,1,3
"286",2014-11-01,"Greg Monroe",10,18,3,4,7,0,0,0,1,30.47,12,7,5,4,0,0
"287",2014-10-29,"Henry Sims",10,10,0,1,3,1,0,0,0,23.48,9,4,2,2,4,0
"288",2014-10-29,"Jared Sullinger",10,13,2,0,4,1,1,3,0,28.28,9,5,3,2,2,2
"289",2014-12-01,"Jeff Adrien",10,7,2,1,5,1,0,0,1,13.2,3,2,4,3,2,2
"290",2014-11-09,"JJ Hickson",10,8,1,4,6,3,0,0,0,14.55,8,3,4,2,5,0
"291",2014-10-29,"Jonas Valanciunas",10,17,0,3,5,1,0,0,0,20.67,5,4,10,9,3,1
"292",2014-10-28,"Jordan Hill",10,7,1,4,6,2,0,0,0,23.38,7,2,4,3,3,1
"293",2015-10-30,"Julius Randle",10,3,1,0,2,5,0,0,0,16.22,4,1,4,1,5,0
"294",2015-10-30,"Karl-Anthony Towns",10,28,2,3,11,1,0,0,0,33.2,19,11,7,6,3,4
"295",2014-10-29,"Marcin Gortat",10,18,0,1,6,0,0,0,0,40.23,14,7,5,4,3,1
"296",2014-10-29,"Nikola Pekovic",10,5,1,4,4,3,0,0,0,28.77,9,2,2,1,2,1
"297",2014-10-28,"Nikola Vucevic",10,15,1,5,18,1,0,0,1,35.05,15,7,2,1,2,4
"298",2014-11-01,"Ryan Anderson",10,11,1,2,3,0,1,2,1,29.1,11,5,0,0,1,0
"299",2014-10-28,"Tim Duncan",10,14,2,5,8,5,0,0,1,30.18,10,5,5,4,0,2
"300",2014-10-30,"Tristan Thompson",10,6,0,2,0,0,0,0,0,19.72,7,3,0,0,2,0
"301",2014-10-28,"Tyson Chandler",10,8,0,3,7,1,0,0,2,27.75,8,4,0,0,5,0
"302",2014-10-29,"Zach Randolph",10,25,1,6,7,5,0,0,1,34.62,16,12,1,1,3,1
"303",2014-10-29,"Brandon Davies",12,12,1,4,1,1,0,2,1,17.97,11,5,2,2,3,0
"304",2014-10-29,"Cody Zeller",12,11,0,1,1,2,0,0,1,19.82,6,3,5,5,3,0
"305",2014-10-29,"Cole Aldrich",12,2,2,4,3,1,0,0,0,16.98,2,1,0,0,2,0
"306",2014-11-01,"DeJuan Blair",12,0,1,0,0,0,0,0,1,4.08,0,0,0,0,1,0
"307",2014-10-28,"Dewayne Dedmon",12,3,0,2,1,1,0,0,0,8.23,2,1,2,1,1,1
"308",2014-10-29,"Drew Gooden",12,18,1,2,3,2,1,2,0,33.63,11,8,4,1,3,0
"309",2014-11-08,"Glen Davis",12,0,0,0,0,0,0,0,0,8.65,0,0,2,0,2,0
"310",2014-10-29,"Ian Mahinmi",12,4,1,3,6,2,0,0,0,15.8,4,2,0,0,1,1
"311",2014-10-28,"Jeff Withey",12,0,0,0,1,0,0,0,0,2.48,1,0,0,0,0,0
"312",2014-11-07,"Jeremy Evans",12,0,0,0,0,0,0,0,0,3.85,1,0,0,0,0,0
"313",2015-02-23,"Joffrey Lauvergne",12,0,2,3,6,3,0,2,2,20.35,6,0,0,0,2,0
"314",2014-11-01,"Jusuf Nurkic",12,2,1,0,2,1,0,0,0,5.6,2,1,0,0,3,1
"315",2014-10-29,"Kendrick Perkins",12,4,0,5,3,0,0,0,1,20.58,3,2,0,0,2,1
"316",2014-10-29,"Kosta Koufos",12,0,0,0,1,1,0,0,0,4.93,0,0,0,0,0,0
"317",2015-11-08,"Larry Nance Jr.",12,2,0,1,5,1,0,0,0,17.23,2,1,0,0,3,0
"318",2014-10-31,"Luc Mbah a Moute",12,6,2,1,2,0,0,2,1,25.08,5,2,4,2,1,0
"319",2014-10-29,"Luis Scola",12,10,2,3,3,4,0,0,2,24.73,9,5,2,0,4,0
"320",2014-10-29,"Marreese Speights",12,16,2,2,3,3,0,0,0,17.82,13,8,0,0,2,0
"321",2014-10-29,"Nick Collison",12,2,3,0,3,0,0,3,2,19.47,5,1,1,0,4,0
"322",2014-10-29,"Shabazz Muhammad",12,13,1,3,4,1,1,2,1,22.58,10,5,4,2,1,0
"323",2014-10-29,"Thomas Robinson",12,2,0,0,1,0,0,0,0,2.33,2,1,0,0,0,0
"324",2014-10-29,"Tyler Hansbrough",12,5,0,1,1,0,0,0,0,20.2,2,2,1,1,3,1
"325",2014-10-29,"Tyler Zeller",12,6,1,0,1,0,0,0,0,6.03,4,3,0,0,1,0
"326",2014-11-08,"Udonis Haslem",12,8,0,0,6,0,0,0,0,13.83,6,4,0,0,3,0
"327",2014-10-28,"Austin Rivers",13,7,3,0,1,0,0,2,1,19.82,5,2,6,3,1,0
"328",2014-10-29,"Brian Roberts",13,4,3,0,0,0,0,1,1,14.02,4,2,0,0,1,0
"329",2014-10-29,"Darren Collison",13,13,8,0,4,1,1,4,5,36.2,12,4,6,4,2,1
"330",2014-10-28,"Devin Harris",13,17,5,0,0,1,2,5,2,29.12,12,6,4,3,1,0
"331",2014-10-30,"Jose Juan Barea",13,4,3,0,4,1,0,0,0,18.63,5,2,0,0,0,0
"332",2014-10-29,"Lou Williams",13,8,1,1,0,1,1,4,0,15.28,8,3,1,1,1,0
"333",2014-10-29,"Mario Chalmers",13,8,4,0,4,3,1,3,1,25.48,7,3,1,1,5,0
"334",2014-10-30,"Matthew Dellavedova",13,6,3,0,0,0,2,2,0,17.98,3,2,0,0,3,0
"335",2014-10-29,"Mo Williams",13,18,4,0,0,3,2,3,1,25.77,9,6,4,4,3,0
"336",2014-10-31,"Nate Wolters",13,0,1,0,1,0,0,1,0,10.27,1,0,0,0,0,0
"337",2014-10-29,"Ray McCallum",13,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0
"338",2014-10-29,"Rodney Stuckey",13,16,5,0,3,1,2,2,1,16.18,9,5,6,4,2,0
"339",2014-10-29,"Shelvin Mack",13,2,5,0,2,1,0,2,0,14.98,6,1,0,0,1,0
"340",2014-10-29,"Avery Bradley",14,15,0,0,0,1,1,3,0,30.22,13,7,0,0,5,0
"341",2014-11-19,"Bradley Beal",14,21,3,1,2,2,3,6,1,25.95,17,9,0,0,4,0
"342",2014-10-28,"Chandler Parsons",14,5,0,0,4,1,1,4,2,33.82,10,2,0,0,2,1
"343",2014-10-29,"Damian Lillard",14,10,5,0,2,1,2,7,1,29.63,10,3,2,2,4,0
"344",2014-10-29,"Gerald Green",14,4,2,0,1,3,0,3,1,22,8,2,0,0,2,0
"345",2014-10-29,"J.R. Smith",14,6,3,0,1,0,0,1,0,21.6,8,2,2,2,0,0
"346",2014-10-29,"Jeff Green",14,17,3,2,4,0,2,3,2,35.63,10,4,9,7,5,0
"347",2014-11-01,"Jimmy Butler",14,24,2,1,3,2,1,3,1,39.47,12,6,15,11,3,1
"348",2014-12-12,"Jodie Meeks",14,12,1,1,0,1,0,0,1,21.65,10,4,4,4,1,0
"349",2014-10-29,"Joe Johnson",14,19,3,2,4,2,2,5,1,34.45,19,7,5,3,4,0
"350",2014-10-30,"Kevin Martin",14,12,2,0,2,2,1,2,1,20.48,8,3,6,5,2,0
"351",2014-10-29,"Klay Thompson",14,19,6,0,2,5,2,8,2,37.98,14,4,10,9,1,1
"352",2014-11-18,"Nick Young",14,17,0,1,4,0,2,4,1,27.77,10,6,5,3,1,0
"353",2014-10-29,"Randy Foye",14,7,0,0,0,1,1,2,2,15.48,6,2,2,2,2,0
"354",2014-10-28,"Trevor Ariza",14,16,2,1,2,2,5,8,2,29.57,10,5,1,1,3,0
"355",2014-10-29,"Wesley Matthews",14,22,2,1,3,0,5,9,0,34.63,12,8,2,1,3,1
"356",2014-11-08,"A.J. Price",15,9,4,0,2,2,0,1,0,17.5,8,4,2,1,1,0
"357",2015-01-13,"Adreian Payne",15,3,0,0,1,0,0,0,1,4.67,2,1,2,1,2,0
"358",2014-10-29,"Allen Crabbe",15,3,0,0,1,0,1,1,0,2.33,1,1,0,0,0,0
"359",2014-12-17,"Bruno Caboclo",15,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
"360",2016-02-10,"Chris McCullough",15,5,0,0,1,2,1,3,0,13.98,5,2,0,0,3,0
"361",2014-10-31,"Damjan Rudez",15,11,0,0,0,0,3,4,0,19.65,4,3,2,2,0,0
"362",2015-11-25,"Darrun Hilliard",15,5,0,1,0,0,1,1,0,2.75,3,2,0,0,0,0
"363",2014-11-14,"Drew Gordon",15,2,2,2,1,3,0,0,1,12.68,2,1,0,0,0,0
"364",2015-01-07,"Elijah Millsap",15,2,1,0,2,4,0,1,1,21.35,3,1,2,0,4,1
"365",2014-12-26,"Furkan Aldemir",15,0,0,0,2,0,0,0,0,4.63,0,0,0,0,1,0
"366",2014-12-07,"Gal Mekel",15,2,4,0,0,0,0,1,0,12.48,5,1,0,0,0,0
"367",2014-12-26,"Grant Jerrett",15,0,0,1,1,0,0,5,0,7.93,5,0,0,0,2,1
"368",2014-11-09,"Jannero Pargo",15,2,0,0,0,0,0,0,0,2.68,0,0,2,2,2,0
"369",2015-12-28,"Jarell Eddie",15,8,1,0,2,0,2,7,2,18.3,7,2,2,2,1,1
"370",2016-01-20,"Keith Appling",15,4,0,0,1,1,0,0,0,6.17,3,1,2,2,3,0
"371",2014-10-31,"KJ McDaniels",15,12,0,1,0,1,2,3,0,13.65,7,5,0,0,2,0
"372",2014-10-29,"Leandro Barbosa",15,4,1,0,1,1,0,1,0,14.43,4,2,0,0,5,1
"373",2015-11-08,"Metta World Peace",15,8,1,0,4,0,2,2,1,15.92,4,3,0,0,2,1
"374",2015-02-28,"Michael Beasley",15,9,0,1,2,3,1,3,2,25.2,12,4,0,0,6,0
"375",2014-10-30,"Rodney Hood",15,0,2,0,2,0,0,3,0,16.63,7,0,0,0,4,0
"376",2015-03-23,"Sean Kilpatrick",15,13,2,1,2,1,3,4,1,19.73,7,4,2,2,2,0
"377",2015-10-30,"Sonny Weems",15,3,0,0,3,4,0,1,0,16.8,2,1,1,1,0,0
"378",2015-10-28,"Stanley Johnson",15,11,0,2,3,0,1,3,0,19.58,10,3,4,4,3,0
"379",2015-02-09,"Toney Douglas",15,8,2,1,4,1,1,4,1,24.98,7,2,4,3,2,2
"380",2015-10-30,"Trey Lyles",15,0,0,0,2,1,0,0,0,7.55,3,0,0,0,2,0
"381",2015-04-15,"Vander Blue",15,15,8,2,5,4,1,8,1,48,23,6,3,2,2,0
"382",2014-10-28,"Al-Farouq Aminu",16,0,0,1,1,1,0,2,0,5.48,2,0,0,0,1,0
"383",2014-10-28,"Alexis Ajinca",16,2,0,0,0,1,0,0,0,2.48,1,1,0,0,0,0
"384",2014-10-30,"Anderson Varejao",16,10,1,3,1,2,0,0,1,27.27,5,4,2,2,0,1
"385",2014-10-28,"Boris Diaw",16,5,6,1,8,4,1,3,0,33.47,6,2,0,0,2,0
"386",2014-10-29,"Brandon Bass",16,8,1,1,1,3,0,1,2,15.82,7,4,0,0,0,0
"387",2014-10-28,"Carlos Boozer",16,17,2,3,4,0,0,0,1,27.58,13,7,3,3,1,0
"388",2014-12-04,"Dante Cunningham",16,2,0,1,2,1,0,0,1,11.82,6,1,0,0,2,0
"389",2014-10-29,"Ersan Ilyasova",16,6,0,0,1,0,0,0,2,11.77,3,3,0,0,5,1
"390",2014-10-29,"Gerald Henderson",16,0,1,1,0,1,0,0,1,8.82,2,0,0,0,1,0
"391",2014-10-29,"Kelly Olynyk",16,19,2,4,2,1,1,2,1,28.53,14,8,2,2,4,0
"392",2014-10-29,"Kevin Garnett",16,10,3,0,6,4,0,0,0,22.68,8,5,0,0,2,0
"393",2014-10-29,"Michael Kidd-Gilchrist",16,17,3,3,5,1,0,0,0,33.7,8,6,6,5,4,3
"394",2014-10-31,"Nikola Mirotic",16,0,0,0,0,0,0,0,0,4.18,0,0,0,0,1,0
"395",2014-10-29,"Patrick Patterson",16,10,2,0,5,0,2,7,1,23.78,9,4,0,0,1,0
"396",2014-10-29,"Reggie Evans",16,0,1,2,3,1,0,0,0,6.9,3,0,0,0,0,0
"397",2014-10-28,"Robert Sacre",16,2,0,0,0,0,0,0,1,7.12,5,1,0,0,1,0
"398",2014-10-30,"Shawn Marion",16,0,1,0,2,0,0,0,1,10.07,2,0,0,0,1,0
"399",2014-11-05,"Tiago Splitter",16,5,2,0,4,1,0,0,1,10.42,2,2,2,1,0,0
"400",2014-10-29,"Zaza Pachulia",16,4,0,0,1,3,0,0,2,14.47,5,2,0,0,1,1
"401",2014-10-29,"Alan Anderson",17,4,1,0,2,1,0,3,0,24.78,4,1,2,2,2,1
"402",2014-10-29,"Alonzo Gee",17,3,0,0,0,0,1,1,1,12,2,1,0,0,1,0
"403",2014-10-29,"Andrei Kirilenko",17,3,0,2,1,0,0,0,1,10.02,3,0,4,3,0,0
"404",2014-10-30,"Andrew Wiggins",17,8,1,0,4,3,0,0,1,23.8,9,4,3,0,1,0
"405",2014-11-25,"Cartier Martin",17,0,0,0,0,0,0,1,0,1.7,1,0,0,0,0,0
"406",2014-11-28,"CJ Watson",17,9,4,1,0,1,1,1,1,18.23,4,4,0,0,0,0
"407",2014-10-29,"Derrick Williams",17,2,0,1,1,0,0,2,1,12.7,4,1,0,0,2,0
"408",2014-10-28,"Donatas Motiejunas",17,4,0,2,3,2,0,0,0,16.37,0,0,6,4,3,0
"409",2014-10-29,"Giannis Antetokounmpo",17,10,1,0,5,0,1,1,0,24,6,3,3,3,1,1
"410",2014-11-04,"Greg Stiemsma",17,4,1,3,0,1,0,0,1,12.58,2,2,0,0,5,0
"411",2014-10-29,"Harrison Barnes",17,9,1,2,4,1,0,3,0,28.83,10,3,5,3,2,0
"412",2014-10-29,"Iman Shumpert",17,5,1,1,2,0,1,2,3,20.23,9,2,0,0,2,0
"413",2014-11-01,"Shawne Williams",17,15,4,0,4,1,3,5,1,29,9,5,2,2,4,0
"414",2014-10-29,"Tony Allen",17,8,5,0,3,3,0,0,3,33.22,8,4,0,0,4,0
"415",2014-10-28,"Xavier Henry",17,3,0,1,0,0,0,0,1,18.47,4,0,4,3,1,0
"416",2014-11-01,"Al Horford",18,20,2,1,3,3,0,1,0,27.88,14,9,2,2,2,2
"417",2014-10-29,"Andre Drummond",18,11,1,3,6,1,0,0,2,27.05,10,5,4,1,6,1
"418",2014-10-30,"DeAndre Jordan",18,8,1,5,5,2,0,0,1,35.3,6,4,0,0,2,0
"419",2014-10-29,"Derrick Favors",18,16,2,5,2,3,0,0,3,27.2,10,7,3,2,4,4
"420",2014-10-31,"Nerlens Noel",18,14,2,1,9,0,0,0,1,35.12,11,7,0,0,3,3
"421",2014-10-29,"Robin Lopez",18,11,0,7,3,0,0,0,1,32.4,11,4,4,3,2,2
"422",2014-10-29,"Serge Ibaka",18,10,2,2,6,5,1,3,0,28.53,11,4,2,1,5,4
"423",2016-03-12,"Briante Weber",19,2,3,3,1,0,0,2,3,31.53,5,1,0,0,1,1
"424",2014-10-29,"Chris Bosh",19,26,4,4,11,3,3,4,1,39.13,18,9,5,5,1,1
"425",2014-10-29,"Corey Brewer",19,6,0,2,2,2,0,2,1,26.52,7,2,2,2,3,0
"426",2014-11-28,"David West",19,18,4,2,4,1,1,1,1,23.93,17,8,2,1,2,0
"427",2014-10-29,"Draymond Green",19,12,3,2,8,5,2,2,1,34.37,7,4,4,2,2,0
"428",2014-11-16,"Gary Harris",19,0,0,0,0,1,0,1,2,10.43,3,0,0,0,1,0
"429",2015-02-22,"Jason Richardson",19,7,1,2,3,2,1,5,0,24.1,9,3,0,0,3,0
"430",2014-10-29,"Josh Smith",19,25,3,1,4,2,0,3,1,35.83,22,9,11,7,5,2
"431",2014-10-31,"Kawhi Leonard",19,6,1,1,7,1,0,1,0,23.65,5,0,6,6,0,0
"432",2014-10-29,"Marc Gasol",19,32,3,2,7,3,0,0,2,36.92,17,12,10,8,1,2
"433",2014-10-29,"Markieff Morris",19,12,2,1,2,0,1,4,1,25.87,10,5,1,1,3,0
"434",2014-10-30,"Nene",19,12,5,0,4,0,0,0,3,33.83,10,5,4,2,3,0
"435",2014-10-29,"Nicolas Batum",19,16,6,0,5,2,2,5,1,34.2,12,5,4,4,2,1
"436",2014-11-04,"PJ Tucker",19,3,2,1,4,1,1,3,0,19.88,5,1,0,0,2,0
"437",2015-10-29,"Sasha Vujacic",19,6,2,2,0,2,2,6,0,25.17,8,2,0,0,3,1
"438",2014-10-29,"Shaun Livingston",19,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0
"439",2014-10-30,"Spencer Hawes",19,4,1,1,3,1,0,3,0,18.65,6,2,0,0,2,1
"440",2014-10-29,"Thaddeus Young",19,26,4,2,2,1,2,3,2,34.1,18,10,4,4,2,0
"441",2014-10-28,"Tobias Harris",19,25,0,2,6,4,1,2,1,36.55,18,9,6,6,2,0
"442",2014-11-01,"Bojan Bogdanovic",20,2,1,0,2,1,0,4,0,24.78,7,1,0,0,2,0
"443",2015-11-16,"Cliff Alexander",20,0,0,0,0,0,0,0,0,3.28,1,0,0,0,0,1
"444",2015-10-30,"D'Angelo Russell",20,13,2,0,2,1,2,5,0,23.03,10,5,2,1,0,0
"445",2015-10-30,"Damien Inglis",20,0,0,0,1,0,0,0,0,3.25,1,0,0,0,1,0
"446",2015-03-29,"Earl Clark",20,4,0,1,7,1,0,5,0,19.77,10,2,0,0,2,2
"447",2014-10-28,"Ed Davis",20,11,0,2,4,0,0,0,1,21.58,7,5,2,1,6,2
"448",2014-11-07,"Ish Smith",20,0,1,0,0,0,0,0,0,4.23,0,0,0,0,0,0
"449",2015-03-15,"Jabari Brown",20,9,0,0,1,0,1,2,2,22.33,5,4,0,0,2,0
"450",2014-10-30,"Jason Smith",20,12,0,0,2,1,0,0,0,18.87,6,5,2,2,4,0
"451",2014-10-29,"Jason Terry",20,8,0,0,0,2,2,3,0,21.27,5,3,0,0,1,0
"452",2014-11-01,"JaVale McGee",20,8,0,4,0,1,0,0,0,20.17,6,4,0,0,2,4
"453",2014-12-12,"Lucas Nogueira",20,0,0,0,1,0,0,0,0,2.07,3,0,0,0,0,0
"454",2015-10-30,"Marcelo Huertas",20,3,4,1,1,1,1,2,1,18.3,5,1,0,0,3,0
"455",2015-01-10,"Miroslav Raduljica",20,4,0,0,1,1,0,0,0,5.77,2,1,2,2,2,0
"456",2015-10-30,"Nemanja Bjelica",20,3,1,0,8,2,1,1,1,25.68,2,1,3,0,4,0
"457",2015-11-01,"Rashad Vaughn",20,0,0,0,0,0,0,1,0,3.55,2,0,0,0,0,0
"458",2015-10-30,"Raul Neto",20,7,3,0,0,0,2,2,3,20.53,5,2,2,1,2,0
"459",2015-11-06,"RJ Hunter",20,0,0,0,1,0,0,2,0,4.53,3,0,0,0,2,0
"460",2014-11-01,"Shabazz Napier",20,5,4,0,3,1,1,2,2,20.02,3,2,0,0,4,0
"461",2014-11-14,"Shayne Whittington",20,3,0,0,5,1,1,1,0,12,3,1,0,0,1,1
"462",2014-10-29,"Tarik Black",20,2,0,0,2,0,0,0,1,16.1,5,1,0,0,1,0
"463",2014-11-01,"Tyler Ennis",20,0,0,0,1,1,0,1,0,5.32,2,0,0,0,0,0
"464",2014-10-30,"Chris Paul",21,22,7,2,2,0,1,3,3,37.6,18,9,7,3,3,1
"465",2014-10-31,"Derrick Rose",21,20,4,3,1,2,2,6,0,25.3,16,8,3,2,1,0
"466",2015-10-30,"Emmanuel Mudiay",21,15,2,0,2,4,2,5,2,26.5,15,5,6,3,2,2
"467",2014-10-29,"Eric Bledsoe",21,16,9,1,5,1,3,4,0,26.13,7,5,3,3,2,0
"468",2014-10-29,"Gordon Hayward",21,8,7,2,6,1,0,3,1,38.13,11,3,2,2,1,0
"469",2014-10-29,"Isaiah Thomas",21,23,3,0,1,2,5,7,0,20.28,11,9,2,0,1,0
"470",2014-10-29,"John Wall",21,16,11,0,3,6,0,2,2,37.35,13,6,4,4,3,0
"471",2014-10-29,"Kyle Lowry",21,11,10,3,3,0,0,3,3,34.3,11,3,7,5,3,1
"472",2014-10-30,"Kyrie Irving",21,22,7,2,3,4,1,6,2,43.2,15,8,7,5,2,1
"473",2014-11-13,"Michael Carter-Williams",21,19,5,3,5,6,1,4,0,30.38,19,6,10,6,4,0
"474",2014-10-28,"Monta Ellis",21,26,6,1,3,3,1,2,1,37.22,21,11,4,3,0,0
"475",2014-10-29,"Rajon Rondo",21,13,12,0,7,3,1,3,1,29.75,9,6,4,0,1,1
"476",2014-10-29,"Ricky Rubio",21,12,7,3,3,7,0,0,1,35.8,12,5,3,2,4,0
"477",2014-10-29,"Stephen Curry",21,24,5,1,9,4,2,9,6,36.53,17,7,9,8,5,0
"478",2015-02-07,"Tim Frazier",21,0,8,0,3,4,0,2,1,36.67,7,0,0,0,2,0
"479",2014-10-29,"Ty Lawson",21,3,5,0,0,2,0,3,0,33.05,7,1,2,1,2,0
"480",2014-10-28,"Tyreke Evans",21,12,6,2,7,0,0,1,0,34.67,15,5,5,2,0,0
"481",2014-11-14,"Victor Oladipo",21,13,2,0,3,1,1,3,0,25.22,10,3,8,6,1,0
"482",2015-04-08,"Arinze Onuaku",22,0,0,0,2,0,0,0,0,10.13,1,0,0,0,0,0
"483",2014-11-09,"Bismack Biyombo",22,0,0,0,0,1,0,0,0,2.68,0,0,0,0,0,0
"484",2015-11-09,"Bobby Portis",22,2,1,0,0,1,0,0,1,10.45,3,1,0,0,1,1
"485",2014-10-28,"Brandan Wright",22,6,0,1,4,0,0,0,0,18.07,2,2,2,2,2,1
"486",2014-11-12,"Cory Jefferson",22,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"487",2014-10-30,"Dante Exum",22,2,0,0,0,2,0,3,0,19.42,4,1,0,0,1,0
"488",2015-10-30,"Devin Booker",22,0,0,0,0,1,0,0,0,2.4,1,0,0,0,1,0
"489",2014-11-28,"Erick Green",22,4,1,0,0,1,0,1,0,5.93,3,2,0,0,2,0
"490",2014-11-01,"Festus Ezeli",22,3,1,2,2,2,0,0,0,12.95,1,1,2,1,4,1
"491",2015-02-25,"Henry Walker",22,10,2,0,6,0,2,11,2,33.27,13,3,2,2,3,0
"492",2015-01-23,"James Michael McAdoo",22,3,0,0,0,0,0,0,1,5.58,2,1,2,1,1,0
"493",2014-10-31,"Jeff Ayres",22,2,0,0,2,1,0,0,0,5.48,1,1,0,0,2,0
"494",2015-10-30,"Justise Winslow",22,2,1,0,4,0,0,2,0,18.8,4,1,0,0,2,0
"495",2015-10-29,"Lamar Patterson",22,9,0,1,1,1,2,3,0,21.02,5,3,2,1,4,0
"496",2014-10-30,"Lance Thomas",22,4,2,1,0,1,0,0,0,18.68,3,1,2,2,1,0
"497",2015-01-17,"Larry Drew",22,6,9,0,2,3,0,2,1,23.82,7,3,0,0,0,0
"498",2015-10-30,"Montrezl Harrell",22,17,0,1,2,0,0,0,0,21.17,9,7,5,3,1,1
"499",2014-11-05,"PJ Hairston",22,7,2,0,2,0,2,8,0,16.28,9,2,2,1,1,3
"500",2014-10-29,"Steven Adams",22,8,2,2,5,4,0,0,2,26.62,4,3,3,2,3,0
"501",2015-12-06,"Willie Reed",22,4,0,1,2,1,0,0,0,9.8,3,2,2,0,2,1
"502",2014-11-11,"Anthony Morrow",23,10,0,0,0,1,1,1,0,14.47,7,4,2,1,3,0
"503",2014-10-29,"Arron Afflalo",23,15,1,1,3,1,2,5,1,39.82,16,6,3,1,1,0
"504",2014-10-29,"Ben McLemore",23,0,1,0,2,2,0,2,1,26.45,5,0,0,0,3,0
"505",2014-10-30,"Chris Douglas-Roberts",23,2,1,1,2,0,0,2,0,12.43,4,0,2,2,4,0
"506",2014-10-28,"Evan Fournier",23,11,2,1,2,4,2,4,0,32.25,11,3,3,3,2,0
"507",2014-10-29,"Gary Neal",23,6,2,0,4,0,0,3,1,23.57,11,2,2,2,0,0
"508",2014-10-29,"Greivis Vasquez",23,12,3,0,2,0,2,6,0,17.32,11,5,0,0,4,0
"509",2014-10-30,"Jamal Crawford",23,16,2,0,2,3,2,8,3,27.23,15,5,4,4,3,0
"510",2014-10-29,"Jerryd Bayless",23,4,2,0,0,1,0,0,0,14.22,3,2,0,0,2,0
"511",2014-10-30,"JJ Redick",23,5,0,0,0,2,1,7,0,29.57,10,1,2,2,2,0
"512",2014-12-10,"John Jenkins",23,0,0,0,0,0,0,0,0,2.52,1,0,0,0,2,0
"513",2014-11-22,"Jose Calderon",23,3,3,0,3,1,1,3,2,21.05,6,1,0,0,1,0
"514",2014-10-29,"Khris Middleton",23,17,2,1,5,4,0,2,0,35.93,15,7,5,3,2,1
"515",2014-10-29,"Kyle Korver",23,20,2,0,2,2,6,7,0,33.48,10,7,0,0,1,3
"516",2015-01-30,"Lorenzo Brown",23,4,3,0,2,3,0,0,2,23.5,4,2,0,0,3,0
