"","share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","home_team_selected","early_season","winrate_selected_team","winrate_opposing_team","opposing_team_travel","selected_team_travel","opposing_team_rest","selected_team_rest","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team"
"1",0,0,0.0791209925172296,0.049182430734761,0.144399987374351,-0.0206781252914023,-0.000198199071273395,0,0.0176208675866739,0.000326061318167634,0.124312915805475,0,-0.143791727894521,-0.0496995744339991,-0.0999944175748369,0.0210132843856605,0,0,0,-0.0083616273675456,-0.0840065922301995,0.0227598556339825,0,-0.175303797922324,0,-0.0685144380878529,0,0,0.466274460425815,-1.08326949232105,0,-0.114837838698352,0,0,"2015-10-27  aadeeeeGllnnNoOrsSttw",2015-10-27,"Golden State","New Orleans","New Orleans","Golden State"
"2",0,-0.0126240312578885,0,0,0,-0.0665526587506022,-0.0102026816998508,-0.0628045815197194,0,0.34998558714669,-0.102201686221202,-0.02932233149515,-0.082564496396984,0,-0.0499384157139247,0.00586453620217981,0,0,0,0.0791931051140141,0.073025195502546,0.079677341927862,0.0394599634029355,0.169744393755737,-0.0736514613477381,0.0676626459691084,0.31761852575219,0,0.600824825909675,-0.439332531798321,0.0844063723041108,0,0,0,"2015-10-27aaADeilnortttt",2015-10-27,"Atlanta","Detroit","Atlanta","Detroit"
"3",-0.00260968862257108,0,0,-0.00364385186929583,0,0,0,0.0958650416975749,-0.00226388054844034,0.167094557849604,0,0,-0.0630664401760004,0,0.00217267820061252,-0.0357400134557196,0,0.350115294038888,0,0,0.00477922828445845,-0.0823035520326027,0,0.0754754489064298,-0.0746086432252049,-0.0795598925746108,0,0,0.861786250767361,-0.63339817374493,0,-0.0184336691475504,0,0,"2015-10-27aacCCdeeghillnov",2015-10-27,"Chicago","Cleveland","Cleveland","Chicago"
"4",-0.0208153010567368,-0.0156225501934316,-0.11214375845398,0.130113575148006,0,-0.0297189151900756,0.0295630551260477,-0.0409888923528076,0,0,-0.101933285869667,0,0.0187388200277772,0,-0.0131614074958487,0.0215558637620777,0,0.358600471816195,0,0.103253626757709,0,0.0858953616035797,0,-0.021994979912713,0,-0.0708518463268597,0.34389711200819,-0.0359170507824385,0,0,0.0641382852551215,-3.43188396980011e-09,0,0,"2015-10-28  aaaAChiiklmnnnoooOStty",2015-10-28,"Oklahoma City","San Antonio","Oklahoma City","San Antonio"
"5",0.020402686220095,0,0,0,0.10807464742442,-0.0144164432573781,0.0774063049892676,-0.134601750403838,0.0547311152819176,0.02399775146832,0.123184076989606,0,0.088251983254689,-0.054706884178445,0.129221015534049,0.0178447329059373,0,0,0,0.128486380965589,0,0,0,-0.09486198916651,0.0909753789946104,-0.0772571629596905,0,-0.0359170507824385,0,0,8.9779683177159e-09,-0.0210276847783176,0,0,"2015-10-28 aaAcCeeilLmnopprrsSt",2015-10-28,"Sacramento","LA Clippers","LA Clippers","Sacramento"
"6",0,0.0146500221378234,0,-0.0280617741975604,0.0874678951913727,0,0,0.0737330207323029,0.00313505199996523,-0.183074335382711,0,-0.0434838439536617,0.0887104152495496,0,-0.135934029529177,0.0303371695079577,0.191599218557607,0,0,0.0222988049175799,0,0,-0.345328393515182,0.0612617024582353,0,-0.0849772167906066,0.34389711200819,-0.0359170507824385,0,0,0.229557308562026,0,0,0,"2015-10-28 aaAeeikLLMnnorsst",2015-10-28,"LA Lakers","Minnesota","LA Lakers","Minnesota"
"7",0,-0.00209794454907873,0,-0.0545319116839683,0,0,-0.0620450187923433,0.0572718308462124,-0.0960486754400778,-0.181810255861737,-0.134704561107251,0,0,0.0494012807499077,0.0617449181286693,-0.0241765805075023,-0.234230152111631,0,0,0.0759428430750314,0.0867846022843132,0.202613948366345,0,-0.00637264593367076,0.0867566252049309,0,0.34389711200819,-0.0359170507824385,0,0,0.0812291091241839,0,-0.0177749664265421,0,"2015-10-28 aadeellnnNoOPrrstw",2015-10-28,"Portland","New Orleans","Portland","New Orleans"
"8",0,0,-0.0674710556073046,0,0,0.130488087737029,-0.0588426793085349,-0.0490803001360287,0.0382190315345247,0,0,0.00454736944029227,0.043125362752501,-0.0470845174649827,-0.0367073040663768,0,-0.127555340644938,0,0,0.162095696175835,0,0,0,0.199634012036998,0,0.150624661555122,0.34389711200819,-0.0359170507824385,0,0,0.111412799890928,0,0,0,"2015-10-28 aeeeikklMNoruwwY",2015-10-28,"Milwaukee","New York","Milwaukee","New York"
"9",0,-0.0305297963298026,-0.0322802761568757,0,0,-0.0458764978626627,0,-0.081980019824096,0.0497850150082453,-0.0292618279390432,0.111096480148803,0.0419424376620441,-0.134788659083845,0,0,0.0160363207751498,-0.264162605775012,0,0,-0.116219853993255,0,0.138288059043848,0,-0.258328826635384,0,0,0,-0.0359170507824385,0,0,0,-0.0157478854372841,0,0,"2015-10-28aaBdehhiillnoopPst",2015-10-28,"Boston","Philadelphia","Philadelphia","Boston"
"10",-0.0162679320486755,-0.0170238792309588,0,-0.0621233544079412,0,-0.0418180195674211,-0.0295476308333484,0.064984868498948,0.0115890792486528,0,0.0979509026285156,-0.03369314614946,-0.0836045275873753,0,-0.0359154332010158,-0.0118696925061017,0.169685890654826,0,0,0,0.0780458123211901,0.143489238754047,0,-0.0383582214918961,0,0,0.34389711200819,-0.0359170507824385,0,0,0.0997087309580014,0,0,0,"2015-10-28aaCehiilmMortt",2015-10-28,"Miami","Charlotte","Miami","Charlotte"
