"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances"
0,-0.00373249960256998,-0.0776997305599486,0.0418252308313559,0,-0.0430352180879567,0,-0.195903888325429,-0.278246459180473,0.00818132019596263,0,0,0,0.00511689225837761,0,-0.0363679493604462,0,0,-0.103077604970563,-0.00281737765057783,0.153250055500764,0,-0.0137165802466863,-0.347260618872458,0,0,-0.0171190194679751,-0.13066650015108,0.146673641962554,-0.0168703190326905,0,0,0.617706747402223,0.836739815442933,-0.194571278205947,-1.23608458420719,0.31054984496874,"2019-10-26aadDeehhiiillopPrtt",2019-10-26,"Detroit","Philadelphia","Detroit","Philadelphia",-0.893484428070649,0.599724550713031
0,-0.0296451492259254,0.066459754178608,0.068200826156543,-0.021173475792715,-0.047311311341937,0,0.175867379241167,-0.0910562563684141,0.0604872221054287,0,0.0560278395854968,0,0.00730771321903588,0,0,0,0.0141938270000718,-0.062651285212819,0,0,0,-0.0541196214725281,0,0,0,-0.0492284511081703,-0.13066650015108,0.146673641962554,-0.0485132736272469,0,0,0.617706747402223,1.59012021318196,-0.369758575688369,-1.23608458420719,0.31054984496874,"2019-10-26aaeeiiiklmMMuw",2019-10-26,"Milwaukee","Miami","Milwaukee","Miami",0.142587462072013,0.535972164478279
0,-0.00322464059363412,0,0,-0.0448668217340308,0,0.153558419992296,0,-0.0381224635675571,0,0,0.0306592445389467,0,-0.00703888749515861,0,0,-0.00592116806945206,-0.00146126572561625,-0.0184947390015942,0.000800934627083356,0,-0.132782808538484,0,0,0,0.0221123098127268,-0.0186358271189842,-0.04355550005036,0.073336820981277,-0.0183650909167707,0,0,0,0.762226483345408,-0.177244321842666,-0.646236835479789,0.162358427275474,"2019-10-26acCghinoooortT",2019-10-26,"Chicago","Toronto","Toronto","Chicago",-0.0447818857544744,-0.00721959710483793
-0.0294260419513211,0.000720477184784663,0,0.0752009528942227,-0.0236607425316386,-0.0342969259058015,-0.178539966344485,0,0,0,-0.0109084637907841,0,0,-0.0155578087470403,-0.0586407781102914,0.0125673589675297,0.0066007273040762,-0.00905493623686411,0,-0.00164099201118116,0.103998662449378,0,0,0,0,0,-0.0175796259913694,-0.097381158360744,0.115379373054519,-0.017382666589541,0,0,0.485639235452955,0,0,0,0,"2019-10-27  aaaCdeeGhikllmnooOSttty",2019-10-27,"Oklahoma City","Golden State","Oklahoma City","Golden State",-0.162638476829416,0.46867515756582
-0.00230830007666308,0.00319341566503704,0,0,0,-0.011197493318084,0,0,0.0754144837091811,0.0418725033407742,0,0.0113256001384633,-0.315820356183053,0,0,-0.0443870835970646,0,0.00156917755557192,0.0481497635634559,0,0,0,0.0414753703872163,0.268191085921789,0,0.0896381902511616,-0.0269846016106974,-0.064920772240496,0.115379373054519,-0.0266822703213724,0,0,0.485639235452955,0.573587644313463,-0.0330797414227549,-0.461623047248745,0.0159015069745248,"2019-10-27 aaACeehklLLorrstt",2019-10-27,"LA Lakers","Charlotte","LA Lakers","Charlotte",0.207116357357785,0.482430964334908
0,0.0244963884687496,0,-0.0151225830775073,0,0.0599141930264889,0,0,-0.0706712416507597,-0.0121023916416463,0,0,0,-0.0212566561244857,0,0.0180139093137171,0,-0.00513919601640108,-0.00610305836036271,0,0.100727789792307,-0.0836930852841607,0,0,0,0,-0.00564124251385687,-0.064920772240496,0.115379373054519,-0.00557803890806662,0,0,0,0.572531376335862,-0.0330188247138289,-0.92964419633046,0.0320234090561117,"2019-10-27aaadDlllnoPrst",2019-10-27,"Dallas","Portland","Portland","Dallas",-0.010935931554061,0.0392393193920998
0,0.0119154836872003,0,-0.0430881241642391,0.00513453035954648,0,0,-0.138954154334783,0.136451903814699,-0.0140779999922615,0,-0.0422602088098422,0,-0.032888842698302,0,0,0.00614548938196587,-0.00915043205684414,0.0549916912890025,0.00302894772458381,0.00171554195667892,0,0,0,0,0,-0.0119757207298567,-0.064920772240496,0.0576896865272596,-0.0118415466130367,0,0,0,1.19731911413609,-0.0690513596113984,-0.92964419633046,0.0320234090561117,"2019-10-27aaeiiimMMnnost",2019-10-27,"Minnesota","Miami","Miami","Minnesota",-0.0610361738425951,-0.0310483530561298
0,-0.00965615413018924,-0.049499126134771,0,-0.015858385920136,-0.00789630771805305,0,0,-0.116078539277546,0,0,-0.0073345327792404,0,-0.0312738645196991,0,0.0180706569754215,0.00750535191945072,-0.00647669156746937,0.109147353883899,0,0,0.115256404011557,0.0702572094406762,0,0,-0.0107354888493834,0,-0.064920772240496,0.115379373054519,0,0,0,0,0.562423186632973,-0.0324358688134731,0,0,"2019-10-27BehiklmMnooprsy",2019-10-27,"Memphis","Brooklyn","Brooklyn","Memphis",0.0654278853345173,0.0504586008140233
-0.0603281414534666,-0.00987886865292304,0,0,0.00154153406934647,0,-0.0102756454178613,0,0.184604293020883,-0.0361524594047134,0.02159998757464,0.0245162003634676,0.367435602318712,0.0123149872917126,-0.0470386558966977,-0.0109730016352959,-0.00143395873862283,0.000202271591964716,0,0.0012841204784841,0,0,0.044711292059416,0,0,0,0,-0.0641413379099228,0.0579973846615131,0,0,0,0,0,0,0,0,"2019-10-28  aadeeeeGllnnNoOrsSttw",2019-10-28,"New Orleans","Golden State","Golden State","New Orleans",0.482129557569046,-0.00614395324840976
0.00949224014343499,0.00145973544809186,0,0.0426097760440157,0,-0.0233118748216555,0,0,-0.0559780229786279,0,0.0229689772741722,0,0,0.0219522701599583,0,0,0,0.000954524638005358,0.063240813634282,-0.00107436227434276,-0.101803745874594,-0.0254629911235937,0,0.174860094134413,0,0.0862461066859285,-0.00279912765709795,-0.0320706689549614,0.115994769323026,-0.0027623955989223,0,0,0.487763828528939,1.19000653403819,-0.07878557009344,-0.612160858464075,0.0281047814314719,"2019-10-28 aaAdilnnnnoooPrStt",2019-10-28,"San Antonio","Portland","San Antonio","Portland",0.216153541089488,0.566126405640984
0.0334239592769588,-0.00316411421618134,0,0.0739789773088681,0,-0.0204649885187374,0,0,-0.0724547378474933,-0.0220192972183807,0.0192538668762358,0.0346664582787757,0,0,0,0,0,0.000470966268353259,-0.116790903756364,-0.00127083012626288,0,-0.205292411167983,0.0182906228621718,0,0,-0.00640450244094638,-0.00395090340448907,-0.0641413379099228,0.0579973846615131,-0.00389905696106872,0,0,0,0.372005942074762,-0.0246290246197647,-0.625242436066508,0.0287053668400485,"2019-10-28 aACCeehillLopprrstt",2019-10-28,"LA Clippers","Charlotte","Charlotte","LA Clippers",-0.267776934420985,-0.0139939136139676
-0.0622111937438322,0,0,-0.0913642777544983,0,0.071588790132453,0.0913532342022692,0,-0.0738193832801978,0,0.00474821394510804,0,-0.410282266934125,0.00591191175412881,0,0.0214358672054367,0,-0.00808363849491298,0,-0.00110158456971196,0.104113374715086,0,0,-0.279364506348731,0,-0.0820756662331825,-6.53172522914192e-10,-0.0641413379099228,0.0579973846615131,-6.44601148525611e-10,0,0,0,0.397202001728696,-0.0262971548922997,-0.4477232757076,0.0205553240321771,"2019-10-28 aaChHiklmnoooOsttuy",2019-10-28,"Houston","Oklahoma City","Oklahoma City","Houston",-0.70915112540471,-0.00614395454618343
0,-0.0290929042799456,0,0,0.0136589097721104,0.0681737979500504,-0.0942387294905426,0,0,0,0,-0.0613307559311422,0,0.000721206661694128,0,0,0,-0.00627783280026781,0.0475458256941104,-0.000426488668889876,-0.0630589101955707,0.00708348899011724,0.0271687687074158,0,0.0654103454996339,0,0,-0.0641413379099228,0.115994769323026,0,0,0,0,0.391071787699395,-0.0258912979551496,0,0,"2019-10-28 acCeghikNoorwY",2019-10-28,"New York","Chicago","Chicago","New York",-0.0246632780912266,0.0518534314131033
0.0426573535236938,-0.00619370664403587,0,0.0272195780391411,0,-0.0644848224144777,0,-0.133513646441935,0.0210963573136005,0,0,0,0,0.0184747694604454,0,0.0136466488389992,-0.0030052207326315,-0.000586438156225224,-0.0406847831836185,0.00179354191250345,0,0.122478372519933,0,-0.25896478182288,-0.177027160798299,0.0849706125575223,-0.00661532600269698,-0.0641413379099228,0.115994769323026,-0.00652851519256269,0,0,0.487763828528939,1.19000653403819,-0.07878557009344,-0.928875794081306,0.042645410611747,"2019-10-28aaaaAdehhiilllnpPtt",2019-10-28,"Atlanta","Philadelphia","Atlanta","Philadelphia",-0.352123326028264,0.526473418746783
