"DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks","season"
2016-10-26,"Thaddeus Young",6,11,4,0,5,2,1,1,1,34.22,10,5,0,0,6,0,2016
2016-11-01,"Tony Allen",6,4,0,4,0,1,0,0,1,18.65,7,2,0,0,2,0,2016
2016-10-29,"Wade Baldwin",6,5,3,0,2,2,1,1,0,21.72,4,2,0,0,1,0,2016
2016-10-26,"Zach Randolph",6,19,1,1,10,2,1,2,0,24.55,12,7,6,4,1,0,2016
2016-10-26,"Andrew Wiggins",7,25,0,4,3,2,1,1,0,34.48,14,7,14,10,1,1,2016
2016-10-27,"Bradley Beal",7,13,4,0,0,3,0,2,0,23.7,12,6,1,1,4,0,2016
2016-10-26,"Brandon Knight",7,7,5,0,1,2,0,3,0,25.82,8,1,6,5,1,0,2016
2016-10-25,"Carmelo Anthony",7,19,3,1,4,4,1,4,1,30.08,18,8,2,2,5,0,2016
2016-10-25,"CJ McCollum",7,25,3,1,1,3,2,2,1,34.6,16,8,7,7,3,0,2016
2016-10-29,"Danilo Gallinari",7,17,2,1,4,2,0,5,0,41.55,16,4,10,9,0,0,2016
2016-10-26,"Dirk Nowitzki",7,22,2,0,8,2,4,9,2,38.4,19,8,2,2,1,2,2016
2016-10-26,"Evan Fournier",7,20,4,1,3,1,2,6,2,39.38,19,7,7,4,3,0,2016
2016-11-06,"Gordon Hayward",7,28,0,1,4,3,2,8,0,35.55,17,6,14,14,3,0,2016
2016-10-26,"Isaiah Thomas",7,25,9,0,6,3,2,7,2,32.82,14,7,9,9,3,0,2016
2016-10-26,"James Ennis",7,15,0,1,5,0,2,4,1,28.18,8,5,4,3,3,0,2016
2016-10-28,"Joe Harris",7,6,1,0,3,1,2,6,1,17.92,7,2,0,0,2,0,2016
2016-10-26,"Jordan Clarkson",7,25,1,1,2,4,2,3,3,24.58,12,8,7,7,3,0,2016
2016-10-26,"Kemba Walker",7,17,8,0,1,2,3,7,2,35.07,15,5,6,4,2,0,2016
2016-10-26,"Kentavious Caldwell-Pope",7,4,3,0,0,1,0,3,2,38.82,9,2,0,0,2,0,2016
2016-10-25,"Kevin Love",7,23,2,2,10,2,2,6,3,24.97,15,6,12,9,3,0,2016
2016-10-25,"Klay Thompson",7,11,2,0,1,1,1,6,0,33.35,13,5,0,0,4,0,2016
2016-10-26,"Marcus Morris",7,17,3,4,5,2,2,8,1,31.75,17,7,1,1,2,0,2016
2016-10-26,"Matt Barnes",7,14,3,1,6,1,2,5,0,27.62,9,6,0,0,4,0,2016
2016-10-26,"Mike Conley",7,24,4,0,1,2,4,5,0,29.65,14,8,5,4,5,1,2016
2016-10-26,"Mirza Teletovic",7,6,1,0,2,1,0,5,0,27.48,12,3,0,0,1,0,2016
2016-10-27,"Nikola Mirotic",7,15,1,2,7,3,1,6,0,29,11,6,2,2,3,0,2016
2016-10-26,"Robert Covington",7,10,2,1,4,0,2,4,2,31.93,6,3,2,2,1,1,2016
2016-10-26,"Ryan Anderson",7,14,1,1,6,0,2,7,2,34.35,15,6,0,0,1,0,2016
2016-10-26,"Tobias Harris",7,22,1,0,5,5,1,2,1,36.27,13,8,5,5,3,0,2016
2016-10-26,"Wesley Matthews",7,13,3,0,5,1,2,10,3,39.62,16,3,6,5,4,0,2016
2016-10-26,"Zach LaVine",7,19,3,0,5,2,3,6,1,33.83,14,6,5,4,3,0,2016
2016-10-26,"Amir Johnson",8,8,2,4,3,4,0,0,1,19.5,6,4,1,0,2,0,2016
2016-10-26,"Andrew Bogut",8,6,3,2,4,1,0,0,0,19.67,5,3,2,0,3,1,2016
2016-10-28,"Bismack Biyombo",8,2,0,1,2,1,0,0,0,22.85,5,1,0,0,1,1,2016
2016-10-26,"Cole Aldrich",8,4,0,1,1,0,0,0,1,9.97,4,2,0,0,2,1,2016
2016-10-25,"Ed Davis",8,6,1,3,4,0,0,0,0,24.12,3,2,2,2,2,1,2016
2016-10-27,"Jaylen Brown",8,8,1,0,1,1,0,1,0,20.43,7,4,0,0,3,0,2016
2016-10-26,"Jusuf Nurkic",8,23,3,2,7,1,0,0,0,26.02,13,9,6,5,3,1,2016
2016-10-26,"Kosta Koufos",8,2,1,0,4,1,0,0,0,13.38,6,1,1,0,1,0,2016
2016-10-27,"Robin Lopez",8,8,1,6,2,1,0,0,0,27.47,8,3,4,2,2,0,2016
2016-10-28,"Salah Mejri",8,2,0,0,0,0,0,0,0,1.43,1,1,0,0,0,0,2016
2016-10-26,"Steven Adams",8,16,1,2,3,2,0,0,3,35.55,16,7,2,2,4,0,2016
2016-10-25,"Tristan Thompson",8,0,0,2,4,2,0,0,0,22.42,1,0,0,0,4,0,2016
2016-10-26,"D'Angelo Russell",9,20,3,0,1,3,4,10,1,29.07,16,7,3,2,2,0,2016
2016-11-08,"Darren Collison",9,9,4,1,0,3,1,3,2,27.57,9,4,0,0,1,0,2016
2016-10-26,"DeMar DeRozan",9,40,1,1,3,6,0,2,1,34.47,27,17,6,6,1,0,2016
2016-10-26,"Deron Williams",9,25,7,1,2,6,5,8,0,40,18,10,0,0,4,1,2016
2016-10-25,"Derrick Rose",9,17,1,2,1,4,1,2,0,29.58,17,7,2,2,1,1,2016
2016-10-26,"Devin Booker",9,18,3,0,2,4,0,3,0,24.55,12,8,5,2,5,0,2016
2016-10-27,"Dwyane Wade",9,22,5,2,4,3,4,6,0,32.42,18,7,4,4,4,1,2016
2016-10-26,"Elfrid Payton",9,16,5,2,2,4,0,2,0,37.5,12,4,8,8,1,2,2016
2016-10-26,"Emmanuel Mudiay",9,11,3,0,7,6,0,1,1,28.1,8,2,8,7,5,0,2016
2016-10-28,"Eric Bledsoe",9,17,6,0,5,1,0,7,3,37.83,16,6,9,5,5,0,2016
2016-10-25,"Evan Turner",9,3,5,0,5,0,0,0,1,26.02,7,1,1,1,1,1,2016
2016-10-26,"Goran Dragic",9,16,6,3,3,3,0,1,0,28.62,15,7,2,2,4,0,2016
2016-10-26,"Ish Smith",9,6,7,0,1,0,0,4,1,33.25,10,3,0,0,0,0,2016
2016-10-27,"Jamal Crawford",9,15,1,0,3,1,1,6,4,25.75,12,3,8,8,2,0,2016
2016-10-26,"Jeff Teague",9,20,8,0,2,3,0,3,3,36.75,15,5,13,10,4,0,2016
2016-10-26,"Jeremy Lin",9,18,3,1,2,2,2,5,0,27.57,14,6,5,4,1,1,2016
2016-10-27,"Jimmy Butler",9,24,3,3,4,0,4,6,2,36.6,17,6,12,8,2,0,2016
2016-10-25,"Joe Johnson",9,29,3,0,4,2,3,4,1,30.5,16,12,2,2,0,0,2016
2016-10-26,"Jose Juan Barea",9,22,6,0,2,3,2,7,0,39.12,17,7,6,6,1,1,2016
2016-10-26,"Lance Stephenson",9,8,3,1,2,2,0,0,1,25.5,7,4,0,0,2,0,2016
2016-10-26,"Monta Ellis",9,19,7,0,7,3,1,2,3,44.02,11,7,4,4,3,0,2016
2016-10-26,"Nicolas Batum",9,9,7,0,6,1,1,7,2,33.6,9,2,5,4,2,0,2016
2016-10-27,"Raymond Felton",9,4,1,0,1,1,0,0,1,16.17,3,2,0,0,2,0,2016
2016-10-25,"Shelvin Mack",9,4,4,0,1,0,0,1,2,14.8,5,2,0,0,1,0,2016
2016-10-26,"Anthony Tolliver",10,6,2,2,3,0,0,3,0,14.82,6,3,0,0,1,0,2016
2016-10-26,"Brandon Rush",10,0,1,0,2,1,0,1,0,13.65,3,0,0,0,1,0,2016
2016-11-07,"Christian Wood",10,0,0,0,2,0,0,1,0,3.25,1,0,0,0,0,0,2016
2016-10-26,"Corey Brewer",10,4,2,0,0,0,0,1,0,15.27,4,2,2,0,3,0,2016
2016-10-26,"Dwight Powell",10,0,1,3,4,0,0,0,0,16.48,2,0,2,0,2,1,2016
2016-10-25,"Ian Clark",10,5,2,0,0,0,0,4,0,13.37,8,2,2,1,0,1,2016
2016-10-26,"James Johnson",10,11,6,0,2,1,2,4,0,25.2,8,4,1,1,1,0,2016
2016-10-26,"Jeremy Lamb",10,0,2,0,1,0,0,0,0,9.43,4,0,0,0,1,0,2016
2016-10-25,"Jonathon Simmons",10,20,3,1,3,2,3,5,0,28.17,14,8,3,1,2,1,2016
2016-10-27,"Kelly Oubre",10,5,1,0,1,0,1,4,1,22.2,6,1,4,2,1,0,2016
2016-10-26,"KJ McDaniels",10,11,0,1,0,0,1,1,0,12.25,5,5,0,0,1,0,2016
2016-10-26,"Kyle Singler",10,5,0,0,1,1,1,5,0,21.52,6,1,2,2,2,0,2016
2016-10-26,"Luis Scola",10,8,3,0,1,2,1,5,0,21.63,8,3,2,1,3,0,2016
2016-10-25,"Noah Vonleh",10,11,0,0,1,0,1,1,0,16.1,5,5,0,0,1,1,2016
2016-10-26,"Richaun Holmes",10,6,0,1,2,1,0,0,0,11.87,2,2,2,2,3,3,2016
2016-11-05,"Ryan Kelly",10,0,0,0,0,0,0,0,1,1.6,0,0,0,0,0,0,2016
2016-10-26,"Tyler Johnson",10,15,3,1,5,1,0,1,2,28.3,11,7,1,1,2,0,2016
2016-10-26,"Anthony Davis",11,50,5,1,14,3,0,2,5,41.23,34,17,17,16,4,4,2016
2016-10-26,"DeMarcus Cousins",11,24,2,1,5,3,0,1,1,24.67,10,6,16,12,4,0,2016
2016-10-25,"Draymond Green",11,18,6,5,7,2,2,5,5,32.62,14,7,2,2,2,1,2016
2016-10-26,"Giannis Antetokounmpo",11,31,5,1,8,1,1,2,1,38.73,21,13,6,4,5,1,2016
2016-10-29,"Joel Embiid",11,14,1,0,2,3,1,1,1,15.47,9,5,4,3,3,2,2016
2016-10-25,"Kawhi Leonard",11,35,3,3,2,2,0,3,5,32.05,21,10,15,15,1,0,2016
2016-10-25,"LeBron James",11,19,14,3,8,4,0,3,0,32.38,14,9,2,1,3,1,2016
2016-10-26,"Paul George",11,25,6,0,8,2,4,5,0,42.77,14,7,8,7,2,0,2016
2016-10-26,"Victor Oladipo",11,10,1,2,3,3,0,5,0,26.05,16,4,3,2,2,1,2016
2016-10-26,"Boban Marjanovic",12,0,0,0,1,0,0,0,1,5.05,1,0,0,0,2,0,2016
2016-10-25,"David Lee",12,6,2,3,3,2,0,0,0,11.13,4,2,2,2,1,0,2016
2016-11-09,"Demetrius Jackson",12,2,0,0,0,0,0,0,0,3.75,1,1,2,0,0,0,2016
2016-10-25,"Dewayne Dedmon",12,2,0,4,4,1,0,0,1,16.57,4,1,0,0,3,2,2016
2016-10-28,"Dragan Bender",12,0,0,0,1,0,0,0,1,7.27,1,0,0,0,1,1,2016
2016-10-26,"Eric Gordon",12,19,0,0,5,1,2,8,1,34.45,15,7,4,3,1,0,2016
2016-11-04,"Ivica Zubac",12,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,2016
2016-11-02,"Nick Collison",12,0,3,0,2,0,0,0,0,7.13,0,0,0,0,0,0,2016
2016-10-28,"Pascal Siakam",12,4,0,3,0,2,0,0,1,14.92,4,2,0,0,3,0,2016
2016-10-26,"Tarik Black",12,4,0,1,3,1,0,0,1,11.53,2,1,2,2,4,0,2016
2016-10-27,"Chris Paul",13,27,5,0,5,1,3,8,1,33.25,19,9,7,6,2,0,2016
2016-10-27,"John Wall",13,12,10,2,1,5,0,2,4,30.28,15,3,7,6,2,1,2016
2016-10-26,"Kyle Lowry",13,10,8,1,4,2,1,5,1,37.77,13,3,3,3,2,0,2016
2016-10-25,"Kyrie Irving",13,29,4,1,1,0,4,7,2,29.8,22,12,1,1,1,0,2016
2016-10-27,"Rajon Rondo",13,4,9,0,6,2,1,2,2,33.27,9,1,2,1,1,0,2016
2016-10-26,"Ricky Rubio",13,4,8,1,3,2,0,1,0,33.45,5,1,5,2,4,0,2016
2016-10-26,"Tim Frazier",13,15,11,0,5,1,1,3,4,36.77,10,6,4,2,6,0,2016
2016-10-25,"Allen Crabbe",14,18,3,0,3,2,4,5,0,29.15,10,6,2,2,2,0,2016
2016-10-26,"Bojan Bogdanovic",14,21,0,2,3,2,3,8,1,23.07,17,9,0,0,2,0,2016
2016-11-05,"Gary Harris",14,3,1,1,2,0,0,1,0,15.63,5,1,2,1,0,0,2016
2016-10-25,"George Hill",14,19,6,0,2,1,1,6,2,38.75,18,7,4,4,2,1,2016
2016-10-26,"Hollis Thompson",14,4,0,1,2,0,0,2,1,13.47,5,2,2,0,1,1,2016
2016-10-27,"Isaiah Canaan",14,0,1,0,2,0,0,3,1,6.78,3,0,0,0,0,0,2016
2016-10-27,"JJ Redick",14,8,1,0,3,2,1,5,0,29.78,8,3,2,1,2,0,2016
2016-10-27,"Kyle Korver",14,5,4,0,3,2,1,3,1,21.68,4,2,0,0,3,0,2016
2016-10-26,"Lou Williams",14,12,2,0,0,1,2,4,3,14.43,5,2,7,6,0,0,2016
2016-10-26,"Nik Stauskas",14,13,1,0,4,0,0,1,0,22.53,6,5,3,3,0,0,2016
2016-10-25,"Rodney Hood",14,26,1,0,2,0,3,7,2,37.65,17,9,5,5,3,1,2016
2016-10-25,"Sasha Vujacic",14,1,1,0,0,1,0,1,0,3.3,1,0,2,1,1,0,2016
2016-10-26,"Sean Kilpatrick",14,13,2,1,3,2,1,6,0,22.23,13,5,2,2,0,0,2016
2016-10-26,"Seth Curry",14,7,1,0,3,0,1,2,3,15.75,4,3,0,0,6,1,2016
2016-10-29,"Wilson Chandler",14,11,1,1,6,3,1,3,0,30.27,11,5,2,0,1,0,2016
2016-10-27,"DeAndre Jordan",15,6,0,7,5,1,0,0,0,28.18,7,2,10,2,5,1,2016
2016-10-27,"Dwight Howard",15,11,2,7,12,3,0,0,1,30.13,9,4,4,3,2,3,2016
