"","DATE","PLAYER_FULL_NAME","Cluster","points","assists","offensive_rebounds","defensive_rebounds","turnovers","threepointers_made","threepoint_attempts","steals","minutes","fieldgoal_attempts","fieldgoals_made","freethrow_attempts","freethrows_made","fouls","blocks"
"165",2014-10-29,"Andrei Kirilenko",2,3,0,2,1,0,0,0,1,10.02,3,0,4,3,0,0
"166",2014-11-01,"Bojan Bogdanovic",2,2,1,0,2,1,0,4,0,24.78,7,1,0,0,2,0
"167",2015-11-16,"Cliff Alexander",2,0,0,0,0,0,0,0,0,3.28,1,0,0,0,0,1
"168",2015-10-30,"Damien Inglis",2,0,0,0,1,0,0,0,0,3.25,1,0,0,0,1,0
"169",2015-03-29,"Earl Clark",2,4,0,1,7,1,0,5,0,19.77,10,2,0,0,2,2
"170",2014-10-28,"Ed Davis",2,11,0,2,4,0,0,0,1,21.58,7,5,2,1,6,2
"171",2014-11-16,"Gary Harris",2,0,0,0,0,1,0,1,2,10.43,3,0,0,0,1,0
"172",2014-11-07,"Ish Smith",2,0,1,0,0,0,0,0,0,4.23,0,0,0,0,0,0
"173",2015-03-15,"Jabari Brown",2,9,0,0,1,0,1,2,2,22.33,5,4,0,0,2,0
"174",2015-12-28,"Jarell Eddie",2,8,1,0,2,0,2,7,2,18.3,7,2,2,2,1,1
"175",2014-10-29,"Jason Terry",2,8,0,0,0,2,2,3,0,21.27,5,3,0,0,1,0
"176",2014-11-01,"JaVale McGee",2,8,0,4,0,1,0,0,0,20.17,6,4,0,0,2,4
"177",2014-10-30,"Lance Thomas",2,4,2,1,0,1,0,0,0,18.68,3,1,2,2,1,0
"178",2014-12-12,"Lucas Nogueira",2,0,0,0,1,0,0,0,0,2.07,3,0,0,0,0,0
"179",2015-10-30,"Marcelo Huertas",2,3,4,1,1,1,1,2,1,18.3,5,1,0,0,3,0
"180",2015-01-10,"Miroslav Raduljica",2,4,0,0,1,1,0,0,0,5.77,2,1,2,2,2,0
"181",2015-10-31,"Myles Turner",2,10,0,1,3,1,0,0,0,22.68,8,4,2,2,1,1
"182",2015-10-30,"Nemanja Bjelica",2,3,1,0,8,2,1,1,1,25.68,2,1,3,0,4,0
"183",2014-11-05,"PJ Hairston",2,7,2,0,2,0,2,8,0,16.28,9,2,2,1,1,3
"184",2015-11-01,"Rashad Vaughn",2,0,0,0,0,0,0,1,0,3.55,2,0,0,0,0,0
"185",2015-11-06,"RJ Hunter",2,0,0,0,1,0,0,2,0,4.53,3,0,0,0,2,0
"186",2014-11-01,"Shabazz Napier",2,5,4,0,3,1,1,2,2,20.02,3,2,0,0,4,0
"187",2014-11-14,"Shayne Whittington",2,3,0,0,5,1,1,1,0,12,3,1,0,0,1,1
"188",2014-10-29,"Tarik Black",2,2,0,0,2,0,0,0,1,16.1,5,1,0,0,1,0
"189",2014-11-01,"Tyler Ennis",2,0,0,0,1,1,0,1,0,5.32,2,0,0,0,0,0
"190",2014-10-29,"Andre Drummond",3,11,1,3,6,1,0,0,2,27.05,10,5,4,1,6,1
"191",2014-10-29,"Derrick Favors",3,16,2,5,2,3,0,0,3,27.2,10,7,3,2,4,4
"192",2014-10-29,"Enes Kanter",3,10,0,1,4,1,0,2,0,22.08,12,5,0,0,3,0
"193",2014-10-29,"Gorgui Dieng",3,6,1,4,4,1,0,0,0,19.23,4,3,0,0,1,3
"194",2014-12-01,"Jeff Adrien",3,7,2,1,5,1,0,0,1,13.2,3,2,4,3,2,2
"195",2014-11-09,"JJ Hickson",3,8,1,4,6,3,0,0,0,14.55,8,3,4,2,5,0
"196",2014-10-29,"Jonas Valanciunas",3,17,0,3,5,1,0,0,0,20.67,5,4,10,9,3,1
"197",2014-10-28,"Jordan Hill",3,7,1,4,6,2,0,0,0,23.38,7,2,4,3,3,1
"198",2014-10-28,"Kyle O'Quinn",3,4,5,0,2,1,0,1,1,21.37,8,2,0,0,4,3
"199",2014-10-29,"Marcin Gortat",3,18,0,1,6,0,0,0,0,40.23,14,7,5,4,3,1
"200",2014-10-28,"Nikola Vucevic",3,15,1,5,18,1,0,0,1,35.05,15,7,2,1,2,4
"201",2014-10-29,"Robin Lopez",3,11,0,7,3,0,0,0,1,32.4,11,4,4,3,2,2
"202",2014-11-01,"Ryan Anderson",3,11,1,2,3,0,1,2,1,29.1,11,5,0,0,1,0
"203",2014-10-29,"Taj Gibson",3,22,1,3,5,0,0,0,1,28.18,12,10,4,2,1,1
"204",2014-10-28,"Tim Duncan",3,14,2,5,8,5,0,0,1,30.18,10,5,5,4,0,2
"205",2014-10-29,"Timofey Mozgov",3,13,0,4,7,2,0,2,0,25.45,11,5,5,3,3,2
"206",2014-10-28,"Tyson Chandler",3,8,0,3,7,1,0,0,2,27.75,8,4,0,0,5,0
"207",2015-04-08,"Arinze Onuaku",4,0,0,0,2,0,0,0,0,10.13,1,0,0,0,0,0
"208",2014-11-09,"Bismack Biyombo",4,0,0,0,0,1,0,0,0,2.68,0,0,0,0,0,0
"209",2015-11-09,"Bobby Portis",4,2,1,0,0,1,0,0,1,10.45,3,1,0,0,1,1
"210",2014-10-28,"Brandan Wright",4,6,0,1,4,0,0,0,0,18.07,2,2,2,2,2,1
"211",2014-11-12,"Cory Jefferson",4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"212",2014-10-30,"Dante Exum",4,2,0,0,0,2,0,3,0,19.42,4,1,0,0,1,0
"213",2015-10-30,"Devin Booker",4,0,0,0,0,1,0,0,0,2.4,1,0,0,0,1,0
"214",2014-11-28,"Erick Green",4,4,1,0,0,1,0,1,0,5.93,3,2,0,0,2,0
"215",2014-11-01,"Festus Ezeli",4,3,1,2,2,2,0,0,0,12.95,1,1,2,1,4,1
"216",2015-02-25,"Henry Walker",4,10,2,0,6,0,2,11,2,33.27,13,3,2,2,3,0
"217",2014-10-29,"Ian Mahinmi",4,4,1,3,6,2,0,0,0,15.8,4,2,0,0,1,1
"218",2015-01-23,"James Michael McAdoo",4,3,0,0,0,0,0,0,1,5.58,2,1,2,1,1,0
"219",2014-10-31,"Jeff Ayres",4,2,0,0,2,1,0,0,0,5.48,1,1,0,0,2,0
"220",2015-10-30,"Justise Winslow",4,2,1,0,4,0,0,2,0,18.8,4,1,0,0,2,0
"221",2015-10-29,"Lamar Patterson",4,9,0,1,1,1,2,3,0,21.02,5,3,2,1,4,0
"222",2015-01-17,"Larry Drew",4,6,9,0,2,3,0,2,1,23.82,7,3,0,0,0,0
"223",2015-10-30,"Montrezl Harrell",4,17,0,1,2,0,0,0,0,21.17,9,7,5,3,1,1
"224",2014-10-29,"Steven Adams",4,8,2,2,5,4,0,0,2,26.62,4,3,3,2,3,0
"225",2015-12-06,"Willie Reed",4,4,0,1,2,1,0,0,0,9.8,3,2,2,0,2,1
"226",2014-10-29,"Alan Anderson",5,4,1,0,2,1,0,3,0,24.78,4,1,2,2,2,1
"227",2014-10-29,"Alonzo Gee",5,3,0,0,0,0,1,1,1,12,2,1,0,0,1,0
"228",2014-11-25,"Cartier Martin",5,0,0,0,0,0,0,1,0,1.7,1,0,0,0,0,0
"229",2014-10-29,"Chris Johnson",5,12,1,0,1,2,1,4,1,32.2,10,5,2,1,1,0
"230",2014-11-28,"CJ Watson",5,9,4,1,0,1,1,1,1,18.23,4,4,0,0,0,0
"231",2014-11-03,"Darius Miller",5,0,2,0,0,0,0,0,0,3.97,0,0,0,0,0,0
"232",2014-10-29,"Darrell Arthur",5,2,3,1,3,1,0,1,0,16.38,7,1,0,0,2,0
"233",2014-10-29,"Derrick Williams",5,2,0,1,1,0,0,2,1,12.7,4,1,0,0,2,0
"234",2014-10-28,"Donatas Motiejunas",5,4,0,2,3,2,0,0,0,16.37,0,0,6,4,3,0
"235",2014-10-29,"Dorell Wright",5,0,0,0,1,0,0,1,0,4.83,1,0,0,0,1,1
"236",2014-10-29,"Giannis Antetokounmpo",5,10,1,0,5,0,1,1,0,24,6,3,3,3,1,1
"237",2014-10-29,"Harrison Barnes",5,9,1,2,4,1,0,3,0,28.83,10,3,5,3,2,0
"238",2014-10-28,"Isaiah Canaan",5,2,0,0,1,1,0,1,0,7.12,1,0,2,2,0,0
"239",2014-11-03,"Jorge Gutierrez",5,4,0,0,0,0,0,0,0,4.68,3,2,0,0,2,0
"240",2014-10-29,"Kentavious Caldwell-Pope",5,7,3,2,5,1,1,8,0,35.65,19,3,0,0,1,1
"241",2014-10-29,"Marcus Morris",5,21,1,1,0,1,5,9,1,29.12,14,8,0,0,2,0
"242",2014-10-29,"Marvin Williams",5,19,3,2,2,2,3,6,1,33.18,12,8,0,0,0,0
"243",2014-10-29,"Mike Scott",5,20,1,0,4,1,4,6,0,20.58,11,8,0,0,5,0
"244",2014-10-29,"Omri Casspi",5,4,1,0,2,2,0,1,0,15.4,3,1,2,2,2,0
"245",2014-11-01,"Pero Antic",5,7,2,0,1,1,1,3,0,20.12,4,2,3,2,3,0
"246",2014-10-31,"Tayshaun Prince",5,6,1,0,1,0,1,2,0,17.92,5,2,2,1,0,0
"247",2014-10-28,"Xavier Henry",5,3,0,1,0,0,0,0,1,18.47,4,0,4,3,1,0
"248",2014-10-29,"Andre Roberson",6,6,2,1,6,2,0,0,1,34.93,4,3,0,0,5,0
"249",2014-10-29,"Anthony Bennett",6,9,1,0,3,3,0,0,0,13.9,8,4,2,1,1,0
"250",2014-10-28,"Aron Baynes",6,4,0,0,2,2,0,0,0,17.82,3,2,0,0,3,1
"251",2014-10-29,"Brandon Davies",6,12,1,4,1,1,0,2,1,17.97,11,5,2,2,3,0
"252",2014-11-02,"Charles Hayes",6,0,1,2,1,2,0,0,0,11.5,3,0,0,0,2,0
"253",2014-10-29,"Cole Aldrich",6,2,2,4,3,1,0,0,0,16.98,2,1,0,0,2,0
"254",2014-10-28,"Cory Joseph",6,7,2,0,1,0,1,2,0,16.7,4,3,0,0,1,0
"255",2014-11-01,"DeJuan Blair",6,0,1,0,0,0,0,0,1,4.08,0,0,0,0,1,0
"256",2014-10-28,"Dewayne Dedmon",6,3,0,2,1,1,0,0,0,8.23,2,1,2,1,1,1
"257",2014-11-08,"Glen Davis",6,0,0,0,0,0,0,0,0,8.65,0,0,2,0,2,0
"258",2014-11-01,"James Ennis",6,5,1,1,1,0,1,1,0,7.9,3,2,0,0,1,0
"259",2014-10-29,"James Johnson",6,2,2,0,0,2,0,0,2,13.85,2,0,2,2,0,1
"260",2014-10-29,"Kosta Koufos",6,0,0,0,1,1,0,0,0,4.93,0,0,0,0,0,0
"261",2014-10-31,"Luc Mbah a Moute",6,6,2,1,2,0,0,2,1,25.08,5,2,4,2,1,0
"262",2014-10-29,"Luis Scola",6,10,2,3,3,4,0,0,2,24.73,9,5,2,0,4,0
"263",2014-10-29,"Marreese Speights",6,16,2,2,3,3,0,0,0,17.82,13,8,0,0,2,0
"264",2014-11-12,"Mike Muscala",6,4,0,1,1,0,0,0,0,8.2,3,1,2,2,2,1
"265",2014-10-29,"Nick Collison",6,2,3,0,3,0,0,3,2,19.47,5,1,1,0,4,0
"266",2014-10-29,"Shabazz Muhammad",6,13,1,3,4,1,1,2,1,22.58,10,5,4,2,1,0
"267",2014-10-29,"Thomas Robinson",6,2,0,0,1,0,0,0,0,2.33,2,1,0,0,0,0
"268",2014-10-29,"Tyler Hansbrough",6,5,0,1,1,0,0,0,0,20.2,2,2,1,1,3,1
"269",2014-10-29,"Tyler Zeller",6,6,1,0,1,0,0,0,0,6.03,4,3,0,0,1,0
"270",2014-11-08,"Udonis Haslem",6,8,0,0,6,0,0,0,0,13.83,6,4,0,0,3,0
"271",2014-10-29,"Alex Len",7,3,0,1,4,1,0,0,0,18.7,4,1,1,1,1,1
"272",2014-10-30,"Charlie Villanueva",7,0,0,0,1,0,0,0,0,2.25,0,0,0,0,2,0
"273",2014-10-29,"Dennis Schroder",7,1,0,0,1,0,0,0,0,3.62,0,0,2,1,3,0
"274",2014-10-29,"Donald Sloan",7,16,6,2,8,4,1,4,1,34.2,13,6,4,3,3,0
"275",2014-10-30,"Ekpe Udoh",7,0,0,0,0,0,0,0,0,3.53,0,0,0,0,1,0
"276",2014-11-06,"Francisco Garcia",7,1,0,0,1,0,0,1,0,8.67,2,0,2,1,1,1
"277",2014-10-31,"Hedo Turkoglu",7,3,1,0,1,0,1,1,0,4.22,1,1,0,0,2,0
"278",2014-10-30,"Jason Smith",7,12,0,0,2,1,0,0,0,18.87,6,5,2,2,4,0
"279",2014-10-29,"Joel Anthony",7,2,0,1,4,2,0,0,0,20.95,1,1,0,0,3,1
"280",2014-10-29,"Quincy Acy",7,6,1,2,4,2,0,0,0,21.47,6,3,0,0,4,1
"281",2014-10-31,"Quincy Pondexter",7,0,3,0,1,0,0,2,0,22.52,3,0,0,0,3,0
"282",2014-10-29,"Rasual Butler",7,3,0,1,0,0,1,2,0,10.25,3,1,0,0,0,0
"283",2014-10-30,"Aaron Gordon",8,4,1,0,4,1,0,1,0,17.5,4,2,1,0,1,0
"284",2014-10-28,"Alexis Ajinca",8,2,0,0,0,1,0,0,0,2.48,1,1,0,0,0,0
"285",2014-10-29,"Amir Johnson",8,16,2,5,5,0,0,0,0,31.35,15,7,2,2,2,4
"286",2014-10-29,"Andrew Bogut",8,4,0,0,5,1,0,0,0,18.07,2,2,0,0,4,4
"287",2015-02-19,"Bernard James",8,4,0,1,1,0,0,0,0,8.12,1,1,2,2,1,1
"288",2014-10-29,"Chris Andersen",8,7,1,2,4,0,0,0,2,24.17,2,2,4,3,0,1
"289",2014-10-29,"Elton Brand",8,2,0,0,1,1,0,0,0,12.2,1,1,2,0,1,0
"290",2014-10-29,"Jason Thompson",8,2,0,2,5,4,0,0,2,21.43,3,1,0,0,3,1
"291",2014-10-28,"Jeff Withey",8,0,0,0,1,0,0,0,0,2.48,1,0,0,0,0,0
"292",2015-02-23,"Joffrey Lauvergne",8,0,2,3,6,3,0,2,2,20.35,6,0,0,0,2,0
"293",2014-10-29,"John Henson",8,5,0,0,0,0,0,0,0,12.4,3,2,2,1,0,2
"294",2014-10-29,"Kris Humphries",8,4,0,0,2,2,0,0,0,13.35,6,2,0,0,3,0
"295",2014-10-31,"Larry Sanders",8,8,1,7,8,2,0,0,2,26.73,12,4,1,0,4,4
"296",2014-10-29,"Mason Plumlee",8,4,0,1,3,2,0,0,0,11.48,2,2,0,0,4,2
"297",2014-10-29,"Miles Plumlee",8,10,0,2,4,0,0,0,1,24.8,7,5,0,0,5,1
"298",2014-10-28,"Omer Asik",8,14,2,7,10,3,0,0,0,33.5,10,7,3,0,4,5
"299",2015-10-30,"Rondae Hollis-Jefferson",8,10,0,0,4,3,0,0,0,26.15,7,5,0,0,1,2
"300",2014-11-12,"Ronny Turiaf",8,0,1,0,1,0,0,0,0,9.65,0,0,0,0,0,0
"301",2014-10-29,"Roy Hibbert",8,22,0,3,5,3,0,0,0,32.28,8,6,13,10,2,7
"302",2014-10-29,"Samuel Dalembert",8,6,2,2,2,1,0,0,0,19.85,5,2,2,2,2,3
"303",2014-10-28,"Terrence Jones",8,16,3,6,7,2,0,1,2,30.52,16,8,1,0,4,2
"304",2014-10-29,"Trevor Booker",8,14,0,2,3,1,0,1,0,23.2,10,6,2,2,2,0
"305",2014-10-29,"Avery Bradley",9,15,0,0,0,1,1,3,0,30.22,13,7,0,0,5,0
"306",2014-10-28,"Chandler Parsons",9,5,0,0,4,1,1,4,2,33.82,10,2,0,0,2,1
"307",2014-12-23,"George Hill",9,15,3,0,4,2,2,3,1,21.25,8,5,4,3,2,0
"308",2014-10-29,"Gerald Green",9,4,2,0,1,3,0,3,1,22,8,2,0,0,2,0
"309",2014-10-29,"J.R. Smith",9,6,3,0,1,0,0,1,0,21.6,8,2,2,2,0,0
"310",2014-10-30,"Jamal Crawford",9,16,2,0,2,3,2,8,3,27.23,15,5,4,4,3,0
"311",2014-10-29,"Jeff Green",9,17,3,2,4,0,2,3,2,35.63,10,4,9,7,5,0
"312",2014-12-12,"Jodie Meeks",9,12,1,1,0,1,0,0,1,21.65,10,4,4,4,1,0
"313",2014-10-29,"Joe Johnson",9,19,3,2,4,2,2,5,1,34.45,19,7,5,3,4,0
"314",2014-10-30,"Kevin Martin",9,12,2,0,2,2,1,2,1,20.48,8,3,6,5,2,0
"315",2014-10-29,"Khris Middleton",9,17,2,1,5,4,0,2,0,35.93,15,7,5,3,2,1
"316",2014-10-29,"Klay Thompson",9,19,6,0,2,5,2,8,2,37.98,14,4,10,9,1,1
"317",2014-10-29,"Kyle Korver",9,20,2,0,2,2,6,7,0,33.48,10,7,0,0,1,3
"318",2014-11-18,"Nick Young",9,17,0,1,4,0,2,4,1,27.77,10,6,5,3,1,0
"319",2014-10-29,"Paul Pierce",9,17,5,0,6,1,1,3,2,32.7,10,6,5,4,3,0
"320",2014-10-29,"Randy Foye",9,7,0,0,0,1,1,2,2,15.48,6,2,2,2,2,0
"321",2014-10-28,"Trevor Ariza",9,16,2,1,2,2,5,8,2,29.57,10,5,1,1,3,0
"322",2014-10-29,"Wesley Matthews",9,22,2,1,3,0,5,9,0,34.63,12,8,2,1,3,1
"323",2014-11-01,"Al Horford",10,20,2,1,3,3,0,1,0,27.88,14,9,2,2,2,2
"324",2014-10-28,"Anthony Davis",10,26,2,9,8,0,0,0,3,36.33,22,10,9,6,1,9
"325",2014-11-05,"Brook Lopez",10,10,0,2,3,4,0,0,2,33.88,14,5,1,0,4,2
"326",2014-10-30,"DeAndre Jordan",10,8,1,5,5,2,0,0,1,35.3,6,4,0,0,2,0
"327",2014-10-28,"Dwight Howard",10,13,1,3,8,1,0,0,0,20.57,5,3,16,7,5,1
"328",2014-10-31,"Nerlens Noel",10,14,2,1,9,0,0,0,1,35.12,11,7,0,0,3,3
"329",2014-10-29,"Serge Ibaka",10,10,2,2,6,5,1,3,0,28.53,11,4,2,1,5,4
"330",2014-10-29,"Amar'e Stoudemire",11,12,0,3,5,1,0,0,1,23.92,9,5,2,2,3,1
"331",2016-03-12,"Briante Weber",11,2,3,3,1,0,0,2,3,31.53,5,1,0,0,1,1
"332",2014-10-28,"Carlos Boozer",11,17,2,3,4,0,0,0,1,27.58,13,7,3,3,1,0
"333",2014-10-29,"Chris Bosh",11,26,4,4,11,3,3,4,1,39.13,18,9,5,5,1,1
"334",2014-10-29,"Chris Kaman",11,12,2,1,5,2,0,0,0,21.5,10,6,0,0,2,1
"335",2014-11-05,"David Lee",11,6,0,0,0,1,0,0,0,6.75,4,3,0,0,0,0
"336",2014-11-28,"David West",11,18,4,2,4,1,1,1,1,23.93,17,8,2,1,2,0
"337",2014-10-29,"Ersan Ilyasova",11,6,0,0,1,0,0,0,2,11.77,3,3,0,0,5,1
"338",2014-10-29,"Henry Sims",11,10,0,1,3,1,0,0,0,23.48,9,4,2,2,4,0
"339",2014-10-29,"Jared Sullinger",11,13,2,0,4,1,1,3,0,28.28,9,5,3,2,2,2
"340",2014-10-29,"Josh Smith",11,25,3,1,4,2,0,3,1,35.83,22,9,11,7,5,2
"341",2015-10-30,"Julius Randle",11,3,1,0,2,5,0,0,0,16.22,4,1,4,1,5,0
"342",2015-10-30,"Karl-Anthony Towns",11,28,2,3,11,1,0,0,0,33.2,19,11,7,6,3,4
"343",2014-10-29,"Kelly Olynyk",11,19,2,4,2,1,1,2,1,28.53,14,8,2,2,4,0
"344",2014-10-29,"Markieff Morris",11,12,2,1,2,0,1,4,1,25.87,10,5,1,1,3,0
"345",2014-10-30,"Nene",11,12,5,0,4,0,0,0,3,33.83,10,5,4,2,3,0
"346",2014-10-29,"Nikola Pekovic",11,5,1,4,4,3,0,0,0,28.77,9,2,2,1,2,1
"347",2014-10-29,"Shaun Livingston",11,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0
"348",2014-10-30,"Spencer Hawes",11,4,1,1,3,1,0,3,0,18.65,6,2,0,0,2,1
"349",2014-11-05,"Tiago Splitter",11,5,2,0,4,1,0,0,1,10.42,2,2,2,1,0,0
"350",2014-10-28,"Tobias Harris",11,25,0,2,6,4,1,2,1,36.55,18,9,6,6,2,0
"351",2014-10-30,"Tristan Thompson",11,6,0,2,0,0,0,0,0,19.72,7,3,0,0,2,0
"352",2014-10-29,"Zach Randolph",11,25,1,6,7,5,0,0,1,34.62,16,12,1,1,3,1
"353",2014-10-29,"Zaza Pachulia",11,4,0,0,1,3,0,0,2,14.47,5,2,0,0,1,1
"354",2014-10-30,"Andrew Wiggins",12,8,1,0,4,3,0,0,1,23.8,9,4,3,0,1,0
"355",2014-10-30,"Channing Frye",12,2,0,0,2,2,0,2,0,24.32,3,1,0,0,2,0
"356",2014-10-29,"Corey Brewer",12,6,0,2,2,2,0,2,1,26.52,7,2,2,2,3,0
"357",2014-10-28,"Danny Green",12,13,1,2,2,3,3,6,1,34.03,9,5,0,0,4,0
"358",2014-10-29,"DeMarre Carroll",12,10,0,1,2,0,2,3,0,31.87,7,4,0,0,4,0
"359",2014-10-31,"Doug McDermott",12,0,0,0,0,0,0,3,0,16.9,3,0,0,0,1,1
"360",2014-10-29,"Draymond Green",12,12,3,2,8,5,2,2,1,34.37,7,4,4,2,2,0
"361",2014-10-29,"Gerald Henderson",12,0,1,1,0,1,0,0,1,8.82,2,0,0,0,1,0
"362",2014-10-29,"Iman Shumpert",12,5,1,1,2,0,1,2,3,20.23,9,2,0,0,2,0
"363",2015-02-22,"Jason Richardson",12,7,1,2,3,2,1,5,0,24.1,9,3,0,0,3,0
"364",2014-11-01,"Josh McRoberts",12,3,0,0,3,2,0,1,0,11.18,3,1,2,1,3,0
"365",2014-11-01,"Jrue Holiday",12,24,6,1,3,2,3,8,3,36.95,19,10,1,1,4,0
"366",2014-10-29,"Kent Bazemore",12,2,0,0,1,0,0,0,1,11.07,2,1,0,0,1,1
"367",2014-10-29,"Kirk Hinrich",12,12,0,0,1,2,3,7,1,23.7,10,4,1,1,3,0
"368",2014-11-10,"Kyle Anderson",12,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0
"369",2014-10-29,"Kyle Singler",12,8,1,0,2,2,2,4,0,29.88,7,3,0,0,4,0
"370",2014-10-29,"Luol Deng",12,12,1,2,2,2,0,2,0,30.3,8,4,5,4,2,1
"371",2014-11-01,"Marcus Smart",12,2,1,0,1,2,0,5,0,11.48,7,0,2,2,0,0
"372",2014-10-30,"Matt Barnes",12,7,1,0,3,0,1,3,1,26.83,6,3,0,0,2,2
"373",2014-11-01,"Maurice Harkless",12,7,2,1,4,2,1,3,1,22.22,6,3,1,0,3,1
"374",2014-10-29,"Mike Dunleavy",12,0,4,0,3,1,0,4,1,31.02,5,0,0,0,1,0
"375",2014-10-31,"Nikola Mirotic",12,0,0,0,0,0,0,0,0,4.18,0,0,0,0,1,0
"376",2014-10-28,"Patrick Beverley",12,9,5,1,4,2,2,3,0,30.92,6,2,6,3,3,0
"377",2014-10-29,"Patrick Patterson",12,10,2,0,5,0,2,7,1,23.78,9,4,0,0,1,0
"378",2015-04-08,"Paul George",12,10,0,0,3,2,1,3,2,15.52,7,2,6,5,1,0
"379",2014-11-04,"PJ Tucker",12,3,2,1,4,1,1,3,0,19.88,5,1,0,0,2,0
"380",2014-11-04,"Ryan Kelly",12,2,0,0,0,0,0,0,0,7.08,2,1,0,0,1,0
"381",2014-10-30,"Shawn Marion",12,0,1,0,2,0,0,0,1,10.07,2,0,0,0,1,0
"382",2014-10-29,"Vince Carter",12,4,1,0,1,0,0,4,1,16.37,7,1,2,2,4,0
"383",2014-10-28,"Wesley Johnson",12,7,0,0,2,0,1,3,0,22.87,7,3,0,0,5,0
"384",2014-10-29,"Wilson Chandler",12,7,1,0,3,2,1,4,2,23.7,6,1,4,4,1,0
"385",2014-10-30,"Chris Paul",13,22,7,2,2,0,1,3,3,37.6,18,9,7,3,3,1
"386",2015-10-30,"Emmanuel Mudiay",13,15,2,0,2,4,2,5,2,26.5,15,5,6,3,2,2
"387",2014-11-13,"Michael Carter-Williams",13,19,5,3,5,6,1,4,0,30.38,19,6,10,6,4,0
"388",2014-10-29,"Rajon Rondo",13,13,12,0,7,3,1,3,1,29.75,9,6,4,0,1,1
"389",2014-10-29,"Ricky Rubio",13,12,7,3,3,7,0,0,1,35.8,12,5,3,2,4,0
"390",2015-02-07,"Tim Frazier",13,0,8,0,3,4,0,2,1,36.67,7,0,0,0,2,0
"391",2014-10-29,"Ty Lawson",13,3,5,0,0,2,0,3,0,33.05,7,1,2,1,2,0
"392",2014-10-28,"Austin Rivers",14,7,3,0,1,0,0,2,1,19.82,5,2,6,3,1,0
"393",2014-10-29,"Brian Roberts",14,4,3,0,0,0,0,1,1,14.02,4,2,0,0,1,0
"394",2014-10-29,"Darren Collison",14,13,8,0,4,1,1,4,5,36.2,12,4,6,4,2,1
"395",2014-10-28,"Devin Harris",14,17,5,0,0,1,2,5,2,29.12,12,6,4,3,1,0
"396",2014-10-29,"Greivis Vasquez",14,12,3,0,2,0,2,6,0,17.32,11,5,0,0,4,0
"397",2015-10-29,"Jerian Grant",14,5,7,1,6,3,0,0,0,28.75,4,2,2,1,3,0
"398",2014-10-29,"Jerryd Bayless",14,4,2,0,0,1,0,0,0,14.22,3,2,0,0,2,0
"399",2014-11-22,"Jose Calderon",14,3,3,0,3,1,1,3,2,21.05,6,1,0,0,1,0
"400",2014-10-30,"Jose Juan Barea",14,4,3,0,4,1,0,0,0,18.63,5,2,0,0,0,0
"401",2014-10-29,"Lou Williams",14,8,1,1,0,1,1,4,0,15.28,8,3,1,1,1,0
"402",2014-10-29,"Mario Chalmers",14,8,4,0,4,3,1,3,1,25.48,7,3,1,1,5,0
"403",2014-10-30,"Matthew Dellavedova",14,6,3,0,0,0,2,2,0,17.98,3,2,0,0,3,0
"404",2014-10-29,"Mo Williams",14,18,4,0,0,3,2,3,1,25.77,9,6,4,4,3,0
"405",2014-10-29,"Pablo Prigioni",14,4,3,0,2,0,0,3,3,17.32,4,1,3,2,1,0
"406",2014-10-29,"Ray McCallum",14,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0
"407",2014-10-29,"Rodney Stuckey",14,16,5,0,3,1,2,2,1,16.18,9,5,6,4,2,0
"408",2014-10-29,"Shelvin Mack",14,2,5,0,2,1,0,2,0,14.98,6,1,0,0,1,0
"409",2014-10-29,"Andre Miller",15,0,1,0,1,0,0,1,0,10.4,1,0,0,0,1,0
"410",2014-10-30,"Andrew Nicholson",15,0,1,0,1,0,0,0,0,5.22,1,0,0,0,1,0
"411",2014-10-29,"Anthony Tolliver",15,7,0,1,5,2,2,2,0,11.77,2,2,2,1,3,0
"412",2014-10-31,"Austin Daye",15,6,2,0,2,1,2,6,2,19.15,7,2,0,0,4,0
"413",2014-10-29,"Beno Udrih",15,2,1,0,1,1,0,1,0,14.02,3,1,0,0,2,0
"414",2014-10-29,"Chase Budinger",15,0,0,0,4,0,0,1,0,14.78,4,0,0,0,0,0
"415",2014-10-29,"E'Twaun Moore",15,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0
"416",2014-10-29,"Evan Turner",15,10,5,1,6,3,0,1,1,23.62,9,5,1,0,3,1
"417",2014-12-02,"Gigi Datome",15,7,1,0,1,1,1,3,1,12,8,3,0,0,1,0
"418",2014-11-01,"Glen Rice Jr.",15,4,0,0,0,0,0,1,0,4.95,3,1,3,2,1,0
"419",2014-10-28,"Jae Crowder",15,5,0,0,0,1,0,0,0,10.87,2,2,1,1,1,0
"420",2014-11-04,"James Jones",15,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0
"421",2014-10-29,"Jared Dudley",15,3,2,0,2,1,1,1,2,26.17,1,1,0,0,1,1
"422",2014-11-07,"Jeremy Lamb",15,17,0,1,2,1,1,6,0,41.38,15,8,1,0,4,1
"423",2014-11-01,"Justin Hamilton",15,2,0,1,1,1,0,0,0,5.8,1,1,0,0,0,0
