"DATE","PLAYER_FULL_NAME","Cluster","season"
2017-11-05,"Aaron Brooks",0,2017
2017-11-08,"Aaron Brooks",0,2017
2017-11-17,"Aaron Brooks",0,2017
2017-11-20,"Aaron Brooks",0,2017
2017-11-24,"Aaron Brooks",0,2017
2017-11-26,"Aaron Brooks",0,2017
2017-11-28,"Aaron Brooks",0,2017
2017-11-29,"Aaron Brooks",0,2017
2017-12-14,"Aaron Brooks",0,2017
2017-12-28,"Aaron Brooks",0,2017
2017-12-31,"Aaron Brooks",0,2017
2018-01-01,"Aaron Brooks",0,2017
2018-01-03,"Aaron Brooks",0,2017
2018-01-05,"Aaron Brooks",0,2017
2018-01-06,"Aaron Brooks",0,2017
2018-01-08,"Aaron Brooks",0,2017
2017-10-30,"Abdel Nader",0,2017
2017-11-01,"Abdel Nader",0,2017
2017-11-06,"Abdel Nader",0,2017
2017-11-10,"Abdel Nader",0,2017
2017-11-20,"Abdel Nader",0,2017
2017-11-24,"Abdel Nader",0,2017
2017-11-25,"Abdel Nader",0,2017
2017-12-06,"Abdel Nader",0,2017
2017-12-11,"Abdel Nader",0,2017
2017-12-15,"Abdel Nader",0,2017
2017-12-16,"Abdel Nader",0,2017
2017-12-21,"Abdel Nader",0,2017
2017-12-23,"Abdel Nader",0,2017
2017-12-28,"Abdel Nader",0,2017
2017-12-13,"Adreian Payne",0,2017
2017-12-20,"Adreian Payne",0,2017
2017-12-22,"Adreian Payne",0,2017
2017-12-23,"Adreian Payne",0,2017
2018-01-12,"Alec Peters",0,2017
2017-12-22,"Alex Caruso",0,2017
2017-12-23,"Alex Caruso",0,2017
2017-12-29,"Alex Caruso",0,2017
2017-12-31,"Alex Caruso",0,2017
2018-01-01,"Alex Caruso",0,2017
2017-11-19,"Alex Poythress",0,2017
2017-12-17,"Alex Poythress",0,2017
2017-12-20,"Alex Poythress",0,2017
2017-12-26,"Alex Poythress",0,2017
2017-12-27,"Alex Poythress",0,2017
2017-12-29,"Alex Poythress",0,2017
2017-12-31,"Alex Poythress",0,2017
2018-01-03,"Alex Poythress",0,2017
2018-01-06,"Alex Poythress",0,2017
2017-10-30,"Alfonzo McKinnie",0,2017
2017-11-01,"Alfonzo McKinnie",0,2017
2017-11-14,"Alfonzo McKinnie",0,2017
2017-11-15,"Alfonzo McKinnie",0,2017
2017-11-15,"Alfonzo McKinnie",0,2017
2017-11-17,"Alfonzo McKinnie",0,2017
2017-11-17,"Alfonzo McKinnie",0,2017
2017-11-25,"Alfonzo McKinnie",0,2017
2017-12-05,"Alfonzo McKinnie",0,2017
2017-12-15,"Alfonzo McKinnie",0,2017
2017-10-31,"Andrew Bogut",0,2017
2017-11-08,"Andrew Bogut",0,2017
2017-11-13,"Andrew Bogut",0,2017
2017-12-07,"Andrew Bogut",0,2017
2017-10-28,"Ante Zizic",0,2017
2017-11-01,"Ante Zizic",0,2017
2017-11-03,"Ante Zizic",0,2017
2017-11-05,"Ante Zizic",0,2017
2017-11-22,"Ante Zizic",0,2017
2017-11-27,"Ante Zizic",0,2017
2017-11-28,"Ante Zizic",0,2017
2017-12-04,"Ante Zizic",0,2017
2017-12-09,"Ante Zizic",0,2017
2017-12-12,"Ante Zizic",0,2017
2017-11-15,"Antonio Blakeney",0,2017
2017-11-18,"Antonius Cleveland",0,2017
2017-11-22,"Antonius Cleveland",0,2017
2017-11-25,"Antonius Cleveland",0,2017
2017-11-27,"Antonius Cleveland",0,2017
2017-12-02,"Antonius Cleveland",0,2017
2017-12-06,"Antonius Cleveland",0,2017
2017-12-08,"Antonius Cleveland",0,2017
2017-12-10,"Antonius Cleveland",0,2017
2017-12-12,"Antonius Cleveland",0,2017
2017-12-14,"Antonius Cleveland",0,2017
2017-12-16,"Antonius Cleveland",0,2017
2017-12-18,"Antonius Cleveland",0,2017
2017-10-25,"Bam Adebayo",0,2017
2017-12-08,"Boban Marjanovic",0,2017
2018-01-03,"Boban Marjanovic",0,2017
2017-10-21,"Bobby Brown",0,2017
2017-10-27,"Bobby Brown",0,2017
2017-11-18,"Bobby Brown",0,2017
2017-11-22,"Bobby Brown",0,2017
2017-11-27,"Bobby Brown",0,2017
2017-11-29,"Bobby Brown",0,2017
2017-12-03,"Bobby Brown",0,2017
2017-12-13,"Bobby Brown",0,2017
2017-12-15,"Bobby Brown",0,2017
2017-12-29,"Bobby Brown",0,2017
2018-01-03,"Bobby Brown",0,2017
2017-10-21,"Brandon Paul",0,2017
2017-10-23,"Brandon Paul",0,2017
2017-10-25,"Brandon Paul",0,2017
2017-10-27,"Brandon Paul",0,2017
2017-12-03,"Briante Weber",0,2017
2017-12-22,"Briante Weber",0,2017
2017-12-25,"Briante Weber",0,2017
2017-10-21,"Brice Johnson",0,2017
2017-10-30,"Brice Johnson",0,2017
2017-11-01,"Brice Johnson",0,2017
2017-11-07,"Brice Johnson",0,2017
2017-11-11,"Brice Johnson",0,2017
2017-11-30,"Brice Johnson",0,2017
2017-12-02,"Brice Johnson",0,2017
2017-12-15,"Brice Johnson",0,2017
2017-12-18,"Brice Johnson",0,2017
2017-11-13,"C.J. Williams",0,2017
2017-11-13,"C.J. Williams",0,2017
2017-11-18,"C.J. Williams",0,2017
2017-11-20,"C.J. Williams",0,2017
2017-11-22,"C.J. Williams",0,2017
2017-11-25,"C.J. Williams",0,2017
2017-11-27,"C.J. Williams",0,2017
2017-11-30,"C.J. Williams",0,2017
2017-12-02,"C.J. Williams",0,2017
2017-10-21,"Cedi Osman",0,2017
2017-10-28,"Cedi Osman",0,2017
2017-10-29,"Cedi Osman",0,2017
2017-10-29,"Cedi Osman",0,2017
2017-11-01,"Cedi Osman",0,2017
2017-11-05,"Cedi Osman",0,2017
2017-11-13,"Cedi Osman",0,2017
2017-11-17,"Cedi Osman",0,2017
2017-11-20,"Cedi Osman",0,2017
2017-11-22,"Cedi Osman",0,2017
2017-11-24,"Cedi Osman",0,2017
2017-11-27,"Cedi Osman",0,2017
2017-11-28,"Cedi Osman",0,2017
2017-11-30,"Cedi Osman",0,2017
2017-12-02,"Cedi Osman",0,2017
2017-12-04,"Cedi Osman",0,2017
2017-12-06,"Cedi Osman",0,2017
2017-12-08,"Cedi Osman",0,2017
2017-12-09,"Cedi Osman",0,2017
2017-12-12,"Cedi Osman",0,2017
2017-12-14,"Cedi Osman",0,2017
2017-12-16,"Cedi Osman",0,2017
2017-12-17,"Cedi Osman",0,2017
2017-12-19,"Cedi Osman",0,2017
2017-12-21,"Cedi Osman",0,2017
2017-12-25,"Cedi Osman",0,2017
2017-12-27,"Cedi Osman",0,2017
2017-12-30,"Cedi Osman",0,2017
2018-01-02,"Cedi Osman",0,2017
2018-01-03,"Cedi Osman",0,2017
2018-01-06,"Cedi Osman",0,2017
2018-01-08,"Cedi Osman",0,2017
2017-11-15,"Charles Cooke",0,2017
2017-11-15,"Charles Cooke",0,2017
2017-12-11,"Charles Cooke",0,2017
2017-12-11,"Charles Cooke",0,2017
2017-12-19,"Charles Cooke",0,2017
2017-12-22,"Charles Cooke",0,2017
2017-12-23,"Charles Cooke",0,2017
2017-10-24,"Cheick Diallo",0,2017
2017-10-26,"Cheick Diallo",0,2017
