"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0.0554844068278049,0.0621085544088083,0,-0.0589845247071187,-0.0527914922387222,-0.0643225569649561,0,-0.0344079743376596,0,0.0134445271927563,0,0,0,-0.352368688413365,-0.0321001473208282,0,-0.047312627484096,-0.00395004876722343,0.114619660555321,0.0790293910586879,0,-0.0193985895284477,0,0,0.0333375064148018,-0.0106350115351701,0,0,0,-0.371740462775544,0,0,1.66041020198516,0,-1.50211157279905,0,"2016-10-25  aaAdeeGilnnnnoooSSttt",2016-10-25,"Golden State","San Antonio","San Antonio","Golden State",-0.318247614839407,-0.371740462775544,0.158298629186109
-0.166535285255338,0,0,-0.000659834286962908,0.0458245501132452,0.0480695485779427,-0.0357067185572958,0.0688772951086856,0,0,0.0559154947465734,0.00948617567671884,0,0.377078165572197,0.058721371039305,-0.0686274144366397,0,-0.0013446041168914,-0.0976185431806365,0,0,0,0,-0.0722475977250936,0,-0.0210743290726061,0.0728923565105487,0,0,0,0,0,1.7015773970757,0,-0.726756922721893,0,"2016-10-25 aCdeeekllnNorvwY",2016-10-25,"Cleveland","New York","Cleveland","New York",0.200158274203204,0.0728923565105487,0.974820474353807
0.072334989123161,0.0522228052493513,0,0,-0.00493576736817667,-0.124339682072558,-0.0962090088055926,0.0269861071375437,0,0.0208914539652333,0,-0.0531178129854764,0,-0.372046498687371,-0.0419599206136265,0,0.0393139070959244,0.00477828905666047,0.125269977641864,0,0,0,-0.165227709508999,0.0889007537250741,-0.0319622593832468,-0.0236424681305497,0,0,0,-0.159410707475867,0,0,1.31735024289732,0,-1.07171527774657,0,"2016-10-25aadhlnoPrttU",2016-10-25,"Portland","Utah","Utah","Portland",-0.482742844560784,-0.159410707475867,0.245634965150745
-0.0214695814624578,-0.0713041834063837,0,0,-0.0670656383351648,0.0927943468186021,-0.243072836029318,0.032910059821149,0,0,0,0.0929353604720193,0.00733933882646657,0.694735454375115,-0.0344173031750911,0,0.017784966801138,0.00448393202918996,0,-0.0808119905137334,0,0,0,-0.0637002332636847,-0.0439083812887814,-0.00854341005382927,0,0,0,-0.288513468567735,0,0,0,0,0,0,"2016-10-26 aaaaCdehhhiiiklllmoOpPty",2016-10-26,"Philadelphia","Oklahoma City","Oklahoma City","Philadelphia",0.308689901615235,-0.288513468567735,0
0.0403825549336592,0,-0.0651177483437035,-0.00172035985516986,0.0453088271305848,0.114079557850168,-0.462265579923317,0,0,0.00573242316694119,0,0,-0.00383743422206762,-0.386615477436117,-0.0261265636454076,0.0422314530061953,-0.0357578321843008,0.00331024573860096,0,-0.0923550621878762,0.0226123901688623,0,0,0,-0.00616669875249411,0.0197945411618532,0.226772992048184,0,0,0,0,0,0,0,0,0,"2016-10-26 aAeHkLLnoorsstu",2016-10-26,"LA Lakers","Houston","LA Lakers","Houston",-0.786510763393588,0.226772992048184,0
-0.0458894499060676,0,0,-0.111613590833312,0,0,0,0,0,0.0175327711256494,-0.066366389508044,0.0410341548588408,0.00128198026886147,0,-0.0391655845601159,0,-0.0384675236952178,0.00225512177624461,0,0,0.0234815219079522,-0.0670110084168822,0,0,0,-0.0145508961985586,0,0,0,-0.248047494951165,0,0,0,0,0,0,"2016-10-26 aDeeeelnnNOrrsvw",2016-10-26,"New Orleans","Denver","Denver","New Orleans",-0.29747889318065,-0.248047494951165,0
0.0690899951862747,-0.0495966400186934,0,0.0706660010885644,0.0873223852899477,0.0545723078866334,-0.0565082568892531,0.0615490263738702,0,-0.00522266576515123,0,0,0.000692061684119786,0,-0.0637748191947394,-0.0720453275286145,0.0660877266815587,-6.42018708754139e-05,-0.109053769481425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-10-26aaaadDiIllnns",2016-10-26,"Indiana","Dallas","Dallas","Indiana",0.0537138234422165,0,0
0.0158308246805663,-0.059795701247503,0,-0.0392119010586936,0.050766653228583,0.0680526969997599,0.244473341679812,0,0,-0.00687299816254027,-0.0421901704672659,-0.0437458157911995,-0.00504815654205224,0,-0.0026970786943243,0,-0.0541935755070446,-0.0035411089969181,0,0,-0.0279453479701698,-0.0930439260159224,0.158719730212075,0,0.0313460530502284,-0.0109422808452137,0,0,0,-0.151220814237686,0,0,0,0,0,0,"2016-10-26aaCeeehikllMorttuw",2016-10-26,"Milwaukee","Charlotte","Charlotte","Milwaukee",0.179961238552178,-0.151220814237686,0
-0.0447810323028133,-0.0496529011361735,0,-0.0479782419670215,0.0433187301605581,-0.0790348210474401,0,0.0321990191603901,0,0,-0.0402026874541338,0.142670958519283,-0.000611261743682767,0,0.00850441803611332,0.0738810466251711,0.0344939545440467,-0.000596143261206841,0,0,-0.0244889465072205,-0.0836275489582554,0,0,0.0290199693592757,0.0109608678924503,0.104916312731123,0,0,0,0,0,0,0,0,0,"2016-10-26aaceehimnnooPrStx",2016-10-26,"Phoenix","Sacramento","Phoenix","Sacramento",0.00407537991934093,0.104916312731123,0
-0.0692848580464804,0.0523742848625403,0.0569912503526588,0.0931743991389755,-0.0437889722771937,0.0592723506995741,0.0583319958367474,0.0361056844146945,0,-0.0110473605390416,0,0,-0.00576434205408528,0,0,0.00716858742612654,0,0,-0.0083799649451973,0,0.00802491250095478,-0.0743814042629829,0,0,0,-0.0221517652903655,0,0,0,-0.0471231413051967,0,0,0,0,0,0,"2016-10-26aadiilmMnoOr",2016-10-26,"Orlando","Miami","Miami","Orlando",0.136644797816925,-0.0471231413051967,0
