"","Variable","Coeff","DATE","AUROC","N"
"1","share_minutes_cluster_0",-0.16497325477355,2015-10-27,0.718801233325881,1311
"2","share_minutes_cluster_1",-0.0876985523281088,2015-10-27,0.718801233325881,1311
"3","share_minutes_cluster_2",-1.00184002797885,2015-10-27,0.718801233325881,1311
"4","share_minutes_cluster_3",0.412478574243053,2015-10-27,0.718801233325881,1311
"5","share_minutes_cluster_4",-1.84616224625222,2015-10-27,0.718801233325881,1311
"6","share_minutes_cluster_5",-0.496007964596892,2015-10-27,0.718801233325881,1311
"7","share_minutes_cluster_6",-0.752692315244292,2015-10-27,0.718801233325881,1311
"8","share_minutes_cluster_7",-1.38912775878569,2015-10-27,0.718801233325881,1311
"9","share_minutes_cluster_8",-0.362591145569836,2015-10-27,0.718801233325881,1311
"10","share_minutes_cluster_9",1.30826318010501,2015-10-27,0.718801233325881,1311
"11","share_minutes_cluster_10",0.746049890265125,2015-10-27,0.718801233325881,1311
"12","share_minutes_cluster_11",-0.374852480311523,2015-10-27,0.718801233325881,1311
"13","share_minutes_cluster_12",0.549041700343365,2015-10-27,0.718801233325881,1311
"14","share_minutes_cluster_13",-0.436010595913383,2015-10-27,0.718801233325881,1311
"15","share_minutes_cluster_14",-0.557496026153573,2015-10-27,0.718801233325881,1311
"16","share_minutes_cluster_15",-0.161954396834302,2015-10-27,0.718801233325881,1311
"17","share_minutes_cluster_16",-1.99595498719488,2015-10-27,0.718801233325881,1311
"18","share_minutes_cluster_17",2.01530563948612,2015-10-27,0.718801233325881,1311
"19","share_minutes_cluster_18",0,2015-10-27,0.718801233325881,1311
"20","share_minutes_cluster_19",-0.926760041905758,2015-10-27,0.718801233325881,1311
"21","share_minutes_cluster_20",0.688025508565241,2015-10-27,0.718801233325881,1311
"22","share_minutes_cluster_21",-2.07205811597552,2015-10-27,0.718801233325881,1311
"23","share_minutes_cluster_22",-1.0787234115574,2015-10-27,0.718801233325881,1311
"24","share_minutes_cluster_23",-0.867209151710362,2015-10-27,0.718801233325881,1311
"25","share_minutes_cluster_24",0.633896286620729,2015-10-27,0.718801233325881,1311
"26","share_minutes_cluster_25",0.55789440113392,2015-10-27,0.718801233325881,1311
"27","home_team_selected",0.218920922817022,2015-10-27,0.718801233325881,1311
"28","early_season",-0.0162338708995744,2015-10-27,0.718801233325881,1311
"29","win_perc_delta",0.00434125310055446,2015-10-27,0.718801233325881,1311
"30","travel",-7.24191840433679e-05,2015-10-27,0.718801233325881,1311
"31","rest_differential",0.0303690367302343,2015-10-27,0.718801233325881,1311
"32","share_minutes_cluster_0",-0.127966794982135,2015-10-28,0.719224482698661,1314
"33","share_minutes_cluster_1",-0.0610814107939473,2015-10-28,0.719224482698661,1314
"34","share_minutes_cluster_2",-1.32573611418399,2015-10-28,0.719224482698661,1314
"35","share_minutes_cluster_3",0.523537364603859,2015-10-28,0.719224482698661,1314
"36","share_minutes_cluster_4",-2.13627224679605,2015-10-28,0.719224482698661,1314
"37","share_minutes_cluster_5",-0.60256123766214,2015-10-28,0.719224482698661,1314
"38","share_minutes_cluster_6",-0.874227512834898,2015-10-28,0.719224482698661,1314
"39","share_minutes_cluster_7",-1.70590893692309,2015-10-28,0.719224482698661,1314
"40","share_minutes_cluster_8",-0.4701714071543,2015-10-28,0.719224482698661,1314
"41","share_minutes_cluster_9",1.51528895695349,2015-10-28,0.719224482698661,1314
"42","share_minutes_cluster_10",0.902513275079864,2015-10-28,0.719224482698661,1314
"43","share_minutes_cluster_11",-0.457128802966147,2015-10-28,0.719224482698661,1314
"44","share_minutes_cluster_12",0.693536344429651,2015-10-28,0.719224482698661,1314
"45","share_minutes_cluster_13",-0.549694824445745,2015-10-28,0.719224482698661,1314
"46","share_minutes_cluster_14",-0.663456014637172,2015-10-28,0.719224482698661,1314
