"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","opposing_team_travel","opposing_team_rest","selected_team_rest","selected_team_travel","selected_team_matchup_wins","opposing_team_matchup_wins","home_team_selected","winrate_season_selected_team","winrate_season_selected_team_adj","winrate_season_opposing_team","winrate_season_opposing_team_adj","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","circumstances","performance"
0,-0.00488633849682196,0,0.0196726864067409,0.0197578604601109,0.00531098212528713,0,0,0.00562399078156442,0,0.0172407452773062,0,0,-0.0126405816709192,0,-0.00884354031466885,0,0.0102343576764866,0,0.00201053575979115,0.0581668820194082,-0.0717609502169359,0.0457125154070462,0.216260532144115,0,-0.0581090099879627,0,0,0,0,0,0,0,0.423938329598266,0,-0.622510869033103,0,"2019-10-22  aAACeeiklLLLpprrss",2019-10-22,"LA Clippers","LA Lakers","LA Lakers","LA Clippers",0.243750667370549,0,-0.198572539434837
0,-0.0137571845347955,0,0,-0.0194225231873583,0.000895184581703681,0.0026675623840057,-0.0875337872277937,0.240972605630486,0,0,0,0,-0.011972595216967,0.0173762049617855,-0.0212178382646772,0,0.00875373597768752,-0.0844833537033386,-0.00417872418081695,0,0.00709559875565853,0.14452929334245,0,0,0.0596617394064662,0,0,0,0,0,0,0.478776960462519,0.832736004568023,0,-0.386053252113552,0,"2019-10-22 aeelnnNoooOrrstTw",2019-10-22,"Toronto","New Orleans","Toronto","New Orleans",0.239385918724497,0.478776960462519,0.44668275245447
-0.064850502465771,0.0149246683566581,0,-0.0208925557511434,-0.0204268092990219,-0.0402318794403638,0,0,0,-0.0153878633235811,0.021561147704001,0.0267384100053005,0,0.0234595846003952,0,0,0,-0.00290578117032651,0.0951861533459701,-3.21938294267392e-05,-0.0674597975829561,0.120657604038536,0,0,0,0.0372890037582292,-0.0141779168431153,0,0,-0.0136072470967408,0,0,0.542902230022241,0,0,0,0,"2019-10-23  aAeiknnnNooorStwY",2019-10-23,"San Antonio","New York","San Antonio","New York",0.1076291889465,0.515117066082385,0
0.0411287890377623,0.0214504974380159,0.0674126118520999,-0.0675531920564753,-0.0466860480438524,0.0213115816280935,0,0,0,0,0.0161246459558411,0.0307414214200957,0.434649273796454,-0.0141284483586231,0,0.0322143653255451,0,0,0,0,0.0055928006951979,-0.112718971407713,0,0.279860810656835,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-23 aaaChhiklmoOttUy",2019-10-23,"Utah","Oklahoma City","Oklahoma City","Utah",0.709400137939277,0,0
0,-0.0234764224136096,0,0.0630321566287646,-0.00208045859015168,-0.00131388309009196,-0.108114287577315,0,-0.145262639804961,0.0417333761479157,0,-0.0304313708607395,0,4.25476633446356e-05,0,-0.0203202308189925,0,0.0099318560703844,-0.0944416095180966,5.63291548297832e-05,0,0.0944834372399157,0.0587086396008467,0,0,0.0750229381946072,-0.0105947925290898,0,0,-0.0101683457081379,0,0,0.542902230022241,0,0,0,0,"2019-10-23aaaDghillnnosstW",2019-10-23,"Dallas","Washington","Dallas","Washington",-0.0824296219733491,0.522139091785013,0
0.14495073153621,-0.0217149427576473,-0.0571780966762149,-0.0419254208068737,0,0.0663574337568807,-0.0138777026915615,0.121114471762211,-0.198268036215897,0.0184569740254832,0,0,0,-0.0131899856025474,0,0.0133785803585561,0,0.0200976044130756,0.0219887091053065,6.68202845067305e-07,0,0,-0.0343770015401389,0.227341897249958,-0.130683310426966,0,-0.00242540643452631,0,0,-0.00232778235546293,0,0,0.542902230022241,0,0,0,0,"2019-10-23aaBdehhiillnoopPst",2019-10-23,"Philadelphia","Boston","Philadelphia","Boston",0.12247257369268,0.538149041232252,0
0,0.00270635341526806,0,0,-0.0390551485948366,-0.0621507077418936,0,0,-0.0860683893786063,-0.0252659367951518,0,-0.035624194434919,0,0.0124633181978894,0,0,0,-0.00518224500212569,0.00293155971662565,5.27365236378962e-05,0,0.0196826760567459,0.0141454413230809,0,0,0,-0.00526005534233156,0,0,-0.00504833492660759,0,0,0.542902230022241,0,0,0,0,"2019-10-23aacCCeghhiloortt",2019-10-23,"Charlotte","Chicago","Charlotte","Chicago",-0.201364536714285,0.532593839753302,0
-0.066950520536135,-0.0173452181066071,0.0548265495160278,-0.0143300444195913,0,0.0266554821834497,0,0,0.00361706542421626,0,0.017380605181312,0.0322622443611603,0,0.0103907719363262,0,0,0,0,0.0423911207027819,-1.21722277114518e-05,0,0,0.116904314008406,0,0,0.087160891401819,-0.00803046930577359,0,0,-0.00770723804883336,0,0,0.542902230022241,0,0,0,0,"2019-10-23aaCddeelllnnoOrv",2019-10-23,"Orlando","Cleveland","Orlando","Cleveland",0.292951089425454,0.527164522667634,0
0.0512423450485005,0.0140527654027203,0.0512553366996773,0,0,0,-0.09374046436744,0,-0.0459870716680687,0,0,0.0328207082422871,0,0.0156075964419738,0,0.0194021132796646,0,-0.0101434011998472,-0.0849405855832347,0,0,0.096408163872971,-0.000562786105755455,0,0,0.0014502099269812,-0.00568616623151988,0,0,-0.00545729459423414,0,0,0.542902230022241,0,0,0,0,"2019-10-23aaceehimnnooPrStx",2019-10-23,"Phoenix","Sacramento","Phoenix","Sacramento",0.0468649299904296,0.531758769196487,0
0,0.0168807585725391,0.0542372834737671,-0.00230994295236161,0.0227346644437744,0.0677212474884637,0.0887293174704278,0,0.133855409057685,0.0185128440009692,0,-0.039828029959659,0,-0.00155437175012362,0,-0.00694671404723411,-0.00175362320604327,0,-0.0526455272396047,0,-0.112801207122002,-0.109777862416127,0,0,0,0.0645327820096194,-0.00215245678581679,0,0,-0.00206581909555268,0,0,0.542902230022241,0,0,0,0,"2019-10-23aadDeiiInnortt",2019-10-23,"Indiana","Detroit","Indiana","Detroit",0.13958702782409,0.538683954140872,0
