"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,46,36,0.751889886887188,0.869565217391304,0.888888888888889,0.601526964576372,"East","Central",0.792682926829268,1
"Miami",82,45,37,0.662231537924392,0.688888888888889,0.704545454545455,0.629810435400005,"East","Southeast",0.621951219512195,2
"Toronto",82,45,37,0.653695791833109,0.688888888888889,0.704545454545455,0.610893376494999,"East","Atlantic",0.670731707317073,3
"Philadelphia",82,47,35,0.64206685569913,0.638297872340426,0.652173913043478,0.647128061923677,"East","Atlantic",0.670731707317073,4
"Boston",82,44,38,0.604539932659436,0.681818181818182,0.697674418604651,0.515059854686152,"East","Atlantic",0.658536585365854,5
"Indiana",82,46,36,0.601908946824003,0.652173913043478,0.666666666666667,0.537681489988007,"East","Central",0.609756097560976,6
"Brooklyn",82,44,38,0.449988745196301,0.431818181818182,0.441860465116279,0.471028344897281,"East","Atlantic",0.451219512195122,7
"Orlando",82,46,36,0.435057884935538,0.434782608695652,0.444444444444444,0.435409626797614,"East","Southeast",0.475609756097561,8
"Chicago",82,48,34,0.415445199679871,0.375,0.382978723404255,0.472544305110278,"East","Central",0.378048780487805,9
"Detroit",82,47,35,0.401090303707661,0.361702127659574,0.377777777777778,0.45398299725795,"East","Central",0.341463414634146,10
"Washington",82,44,38,0.378693673912072,0.340909090909091,0.348837209302326,0.422444243704997,"East","Southeast",0.365853658536585,11
"Atlanta",82,46,36,0.331469706589129,0.239130434782609,0.244444444444444,0.449458776119683,"East","Southeast",0.304878048780488,12
"Charlotte",82,46,36,0.328029534027381,0.326086956521739,0.333333333333333,0.330511716395702,"East","Southeast",0.304878048780488,13
"New York",82,46,36,0.319664526807883,0.260869565217391,0.266666666666667,0.394791422173512,"East","Atlantic",0.268292682926829,14
"Cleveland",82,46,36,0.311225465725551,0.260869565217391,0.266666666666667,0.375569116374867,"East","Central",0.268292682926829,15
"LA Lakers",82,46,36,0.73719244803578,0.804347826086957,0.822222222222222,0.651382798303721,"West","Pacific",0.74390243902439,1
"LA Clippers",82,46,36,0.67139293144978,0.695652173913043,0.727272727272727,0.640395010524499,"West","Pacific",0.695121951219512,2
"Houston",82,44,38,0.659777078621243,0.636363636363636,0.651162790697674,0.686887380182683,"West","Southwest",0.646341463414634,3
"Utah",82,45,37,0.657543414990315,0.711111111111111,0.727272727272727,0.592393514302861,"West","Northwest",0.670731707317073,4
"Denver",82,45,37,0.622867798001792,0.688888888888889,0.704545454545455,0.54257187665262,"West","Northwest",0.646341463414634,5
"Dallas",82,45,37,0.587298005252481,0.622222222222222,0.636363636363636,0.544822606235227,"West","Southwest",0.621951219512195,6
"Oklahoma City",82,47,35,0.56598178685469,0.595744680851064,0.608695652173913,0.526014472059559,"West","Northwest",0.573170731707317,7
"San Antonio",82,44,38,0.467462424524782,0.454545454545455,0.465116279069767,0.482418916079792,"West","Southwest",0.414634146341463,8
"Memphis",82,45,37,0.452540340505028,0.466666666666667,0.477272727272727,0.435359673551683,"West","Southwest",0.414634146341463,9
"Portland",82,46,36,0.430407859421919,0.41304347826087,0.422222222222222,0.452595679794371,"West","Northwest",0.451219512195122,10
"Phoenix",82,45,37,0.421501935484021,0.422222222222222,0.431818181818182,0.420625911072696,"West","Pacific",0.402439024390244,11
"New Orleans",82,46,36,0.420620913727768,0.369565217391304,0.377777777777778,0.485858747935473,"West","Southwest",0.463414634146341,12
"Sacramento",82,45,37,0.407328749262242,0.355555555555556,0.363636363636364,0.470296147013618,"West","Pacific",0.390243902439024,13
"Minnesota",82,46,36,0.345765317237514,0.326086956521739,0.333333333333333,0.370909889263227,"West","Northwest",0.378048780487805,14
"Golden State",82,47,35,0.265321004221996,0.212765957446809,0.217391304347826,0.335894924177249,"West","Pacific",0.268292682926829,15
