"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,49,33,0.747795017732606,0.857142857142857,0.875,0.58543004406284,"East","Central",0.780487804878049,1
"Toronto",82,50,32,0.677027820743096,0.72,0.73469387755102,0.609883790654183,"East","Atlantic",0.682926829268293,2
"Miami",82,49,33,0.652283054601135,0.693877551020408,0.708333333333333,0.590521529614941,"East","Southeast",0.646341463414634,3
"Boston",82,49,33,0.630415243943576,0.693877551020408,0.708333333333333,0.536183333435553,"East","Atlantic",0.670731707317073,4
"Philadelphia",82,51,31,0.591648854802826,0.607843137254902,0.62,0.565006648188121,"East","Atlantic",0.646341463414634,5
"Indiana",82,50,32,0.577499140301843,0.62,0.63265306122449,0.511091547023472,"East","Central",0.573170731707317,6
"Brooklyn",82,49,33,0.471357282297654,0.448979591836735,0.458333333333333,0.50458476207296,"East","Atlantic",0.439024390243902,7
"Orlando",82,50,32,0.419905872172537,0.42,0.428571428571429,0.419758797442125,"East","Southeast",0.463414634146341,8
"Chicago",82,52,30,0.410624075395318,0.365384615384615,0.372549019607843,0.48903913941387,"East","Central",0.378048780487805,9
"Washington",82,49,33,0.378754227341563,0.346938775510204,0.354166666666667,0.425995352788125,"East","Southeast",0.353658536585366,10
"Detroit",82,52,30,0.377339627903856,0.346153846153846,0.36,0.431394982937206,"East","Central",0.317073170731707,11
"New York",82,51,31,0.337126575383368,0.294117647058824,0.3,0.407883199401168,"East","Atlantic",0.280487804878049,12
"Charlotte",82,50,32,0.333615284144596,0.32,0.326530612244898,0.354889165620528,"East","Southeast",0.304878048780488,13
"Atlanta",82,51,31,0.330927622656488,0.254901960784314,0.26,0.456002098639742,"East","Southeast",0.317073170731707,14
"Cleveland",82,51,31,0.300505976968917,0.254901960784314,0.26,0.375531939079071,"East","Central",0.24390243902439,15
"LA Lakers",81,48,33,0.723104909126056,0.791666666666667,0.808510638297872,0.623378716339713,"West","Pacific",0.731707317073171,1
"LA Clippers",81,50,31,0.672914197328358,0.7,0.729166666666667,0.629227418825709,"West","Pacific",0.695121951219512,2
"Houston",82,49,33,0.652364042059117,0.63265306122449,0.645833333333333,0.68163186208629,"West","Southwest",0.658536585365854,3
"Denver",82,50,32,0.635296836674501,0.68,0.693877551020408,0.56544814397841,"West","Northwest",0.658536585365854,4
"Utah",82,49,33,0.612849545678146,0.653061224489796,0.666666666666667,0.553141295321454,"West","Northwest",0.634146341463415,5
"Dallas",82,50,32,0.587857399294665,0.62,0.63265306122449,0.537634585692579,"West","Southwest",0.609756097560976,6
"Oklahoma City",82,50,32,0.566424891821065,0.6,0.612244897959184,0.51396378529148,"West","Northwest",0.585365853658537,7
"Portland",82,50,32,0.477375652598931,0.46,0.469387755102041,0.50452510978476,"West","Northwest",0.5,8
"Memphis",82,50,32,0.467961017730298,0.5,0.510204081632653,0.417900107933888,"West","Southwest",0.439024390243902,9
"San Antonio",82,49,33,0.461833917577513,0.448979591836735,0.458333333333333,0.480920643677457,"West","Southwest",0.426829268292683,10
"New Orleans",82,50,32,0.459332725255315,0.4,0.408163265306122,0.552040108466744,"West","Southwest",0.475609756097561,11
"Sacramento",82,50,32,0.41999576006789,0.38,0.387755102040816,0.482489135173967,"West","Pacific",0.402439024390244,12
"Phoenix",82,50,32,0.410046847839292,0.4,0.408163265306122,0.425745047588187,"West","Pacific",0.414634146341463,13
"Minnesota",82,49,33,0.342923656684285,0.306122448979592,0.3125,0.397567874185194,"West","Northwest",0.365853658536585,14
"Golden State",82,51,31,0.277722425173414,0.235294117647059,0.24,0.347523834329677,"West","Pacific",0.280487804878049,15
