"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,28,54,0.683550855732173,0.857142857142857,0.888888888888889,0.593540188334041,"East","Central",0.75609756097561,1
"Toronto",82,26,56,0.657096776518405,0.692307692307692,0.72,0.640748851330522,"East","Atlantic",0.682926829268293,2
"Philadelphia",82,28,54,0.648139657986557,0.714285714285714,0.740740740740741,0.613841702868475,"East","Atlantic",0.695121951219512,3
"Miami",82,27,55,0.620967083922461,0.703703703703704,0.730769230769231,0.58035092512076,"East","Southeast",0.585365853658537,4
"Indiana",82,28,54,0.581487451314603,0.678571428571429,0.703703703703704,0.531147611255509,"East","Central",0.560975609756098,5
"Boston",82,24,58,0.564755564233446,0.708333333333333,0.739130434782609,0.505344073571424,"East","Atlantic",0.670731707317073,6
"Brooklyn",82,27,55,0.554147603050702,0.555555555555556,0.576923076923077,0.553456426366502,"East","Atlantic",0.51219512195122,7
"Detroit",82,27,55,0.450363667565714,0.407407407407407,0.44,0.471451286188883,"East","Central",0.402439024390244,8
"Orlando",82,27,55,0.441199056852855,0.444444444444444,0.461538461538462,0.439605866580619,"East","Southeast",0.48780487804878,9
"Charlotte",82,30,52,0.424250095744376,0.433333333333333,0.448275862068966,0.419009766366131,"East","Southeast",0.329268292682927,10
"Chicago",82,29,53,0.411584259209666,0.344827586206897,0.357142857142857,0.448111495380993,"East","Central",0.341463414634146,11
"Washington",82,25,57,0.392392078157786,0.32,0.333333333333333,0.4241429896305,"East","Southeast",0.390243902439024,12
"Cleveland",82,27,55,0.32911537666037,0.222222222222222,0.230769230769231,0.381590197930006,"East","Central",0.317073170731707,13
"Atlanta",82,28,54,0.32306280844127,0.214285714285714,0.222222222222222,0.379465746151558,"East","Southeast",0.329268292682927,14
"New York",82,28,54,0.314861376215253,0.25,0.259259259259259,0.348493200919458,"East","Atlantic",0.24390243902439,15
"LA Lakers",82,28,54,0.704485459161619,0.857142857142857,0.888888888888889,0.625329771319496,"West","Pacific",0.719512195121951,1
"Houston",82,27,55,0.695740221051425,0.666666666666667,0.692307692307692,0.710012693203942,"West","Southwest",0.670731707317073,2
"LA Clippers",82,29,53,0.695131317213074,0.724137931034483,0.777777777777778,0.679259773801359,"West","Pacific",0.719512195121951,3
"Dallas",82,26,56,0.615134515612842,0.692307692307692,0.72,0.579304112147377,"West","Southwest",0.621951219512195,4
"Denver",82,25,57,0.594115213295165,0.68,0.708333333333333,0.556446447196553,"West","Northwest",0.658536585365854,5
"Utah",82,27,55,0.525507931614411,0.592592592592593,0.615384615384615,0.492575461679667,"West","Northwest",0.597560975609756,6
"Portland",82,27,55,0.51219512195122,0.407407407407407,0.423076923076923,0.563636363636364,"West","Northwest",0.48780487804878,7
"Sacramento",82,27,55,0.473500594373894,0.444444444444444,0.461538461538462,0.487764522521078,"West","Pacific",0.439024390243902,8
"Oklahoma City",82,26,56,0.449254121951747,0.461538461538462,0.48,0.443550678572201,"West","Northwest",0.48780487804878,9
"Phoenix",82,27,55,0.447171503597614,0.407407407407407,0.423076923076923,0.46669205990917,"West","Pacific",0.439024390243902,10
"Minnesota",82,25,57,0.438444136072018,0.4,0.416666666666667,0.4553055992615,"West","Northwest",0.475609756097561,11
"San Antonio",82,26,56,0.425774192979108,0.384615384615385,0.4,0.444883639719408,"West","Southwest",0.329268292682927,12
"Memphis",82,27,55,0.402151390539072,0.37037037037037,0.384615384615385,0.417752982258252,"West","Southwest",0.378048780487805,13
"New Orleans",82,28,54,0.324343602811275,0.214285714285714,0.222222222222222,0.381410656120826,"West","Southwest",0.414634146341463,14
"Golden State",82,28,54,0.30007696616988,0.178571428571429,0.185185185185185,0.363079837517225,"West","Pacific",0.25609756097561,15
