"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,24,58,0.695777510747792,0.875,0.91304347826087,0.621616480712396,"East","Central",0.768292682926829,1
"Miami",82,23,59,0.651417772230394,0.739130434782609,0.772727272727273,0.617224700388005,"East","Southeast",0.597560975609756,2
"Toronto",82,23,59,0.643577379138798,0.695652173913043,0.727272727272727,0.623277035413245,"East","Atlantic",0.695121951219512,3
"Philadelphia",82,24,58,0.638331797397327,0.708333333333333,0.739130434782609,0.609365644596221,"East","Atlantic",0.695121951219512,4
"Boston",82,22,60,0.616346617625018,0.772727272727273,0.80952380952381,0.559007044087525,"East","Atlantic",0.670731707317073,5
"Indiana",82,24,58,0.552376110837359,0.625,0.652173913043478,0.522324846356267,"East","Central",0.536585365853659,6
"Brooklyn",82,23,59,0.548415454382242,0.565217391304348,0.590909090909091,0.54186554676854,"East","Atlantic",0.48780487804878,7
"Detroit",82,24,58,0.474866601716067,0.416666666666667,0.454545454545455,0.498949333460647,"East","Central",0.402439024390244,8
"Orlando",82,23,59,0.446233571330272,0.478260869565217,0.5,0.433748353374276,"East","Southeast",0.475609756097561,9
"Chicago",82,25,57,0.406167071259678,0.32,0.333333333333333,0.443959646373572,"East","Central",0.341463414634146,10
"Washington",82,22,60,0.389444126654764,0.318181818181818,0.333333333333333,0.415573639761511,"East","Southeast",0.414634146341463,11
"Charlotte",82,25,57,0.35829093730329,0.36,0.375,0.357541348401224,"East","Southeast",0.292682926829268,12
"Atlanta",82,23,59,0.34855814468637,0.260869565217391,0.272727272727273,0.382741828208176,"East","Southeast",0.365853658536585,13
"Cleveland",82,23,59,0.322524209416006,0.217391304347826,0.227272727272727,0.363508223256144,"East","Central",0.304878048780488,14
"New York",82,23,59,0.288657089125049,0.173913043478261,0.181818181818182,0.333387818783966,"East","Atlantic",0.231707317073171,15
"LA Lakers",82,24,58,0.725417573649321,0.875,0.91304347826087,0.66352139722835,"West","Pacific",0.707317073170732,1
"Houston",82,23,59,0.697249672265546,0.652173913043478,0.681818181818182,0.714821578402962,"West","Southwest",0.682926829268293,2
"LA Clippers",82,25,57,0.651843810763014,0.72,0.782608695652174,0.621950745308196,"West","Pacific",0.707317073170732,3
"Dallas",82,23,59,0.633971865295197,0.695652173913043,0.727272727272727,0.609926999223833,"West","Southwest",0.609756097560976,4
"Denver",82,21,61,0.624290648293154,0.666666666666667,0.7,0.609702182951453,"West","Northwest",0.646341463414634,5
"Utah",82,24,58,0.513247580682166,0.541666666666667,0.565217391304348,0.501487958895475,"West","Northwest",0.597560975609756,6
"Sacramento",82,23,59,0.487803939824469,0.434782608695652,0.454545454545455,0.508473272298415,"West","Pacific",0.463414634146341,7
"Phoenix",82,23,59,0.473143995914691,0.478260869565217,0.5,0.471149282457707,"West","Pacific",0.48780487804878,8
"Portland",82,24,58,0.463414634146341,0.375,0.391304347826087,0.5,"West","Northwest",0.463414634146341,9
"Minnesota",82,23,59,0.463059059642919,0.434782608695652,0.454545454545455,0.474082082893548,"West","Northwest",0.475609756097561,10
"Oklahoma City",82,23,59,0.447684110432883,0.478260869565217,0.5,0.43576435687282,"West","Northwest",0.48780487804878,11
"San Antonio",82,23,59,0.422453564667352,0.391304347826087,0.409090909090909,0.434596479707167,"West","Southwest",0.353658536585366,12
"Memphis",82,23,59,0.381748574348031,0.304347826086957,0.318181818181818,0.411921747398958,"West","Southwest",0.329268292682927,13
"New Orleans",82,24,58,0.335629087828764,0.25,0.260869565217391,0.371061813826873,"West","Southwest",0.426829268292683,14
"Golden State",82,25,57,0.298057488395725,0.2,0.208333333333333,0.341065158744727,"West","Pacific",0.280487804878049,15
