"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,46,36,0.751960364747898,0.869565217391304,0.888888888888889,0.601687497481323,"East","Central",0.792682926829268,1
"Miami",82,46,36,0.662634342105204,0.695652173913043,0.711111111111111,0.620444890350741,"East","Southeast",0.634146341463415,2
"Toronto",82,46,36,0.661864061360633,0.695652173913043,0.711111111111111,0.618690361988108,"East","Atlantic",0.670731707317073,3
"Philadelphia",82,47,35,0.620903467611233,0.638297872340426,0.652173913043478,0.597545266974889,"East","Atlantic",0.670731707317073,4
"Indiana",82,47,35,0.599405003853409,0.638297872340426,0.652173913043478,0.547177437599416,"East","Central",0.597560975609756,5
"Boston",82,45,37,0.592834615511721,0.666666666666667,0.681818181818182,0.503038877620571,"East","Atlantic",0.658536585365854,6
"Brooklyn",82,45,37,0.447770357546284,0.422222222222222,0.431818181818182,0.478842414021493,"East","Atlantic",0.439024390243902,7
"Chicago",82,49,33,0.425605685408629,0.387755102040816,0.395833333333333,0.481808066772956,"East","Central",0.390243902439024,8
"Orlando",82,48,34,0.414825116852849,0.416666666666667,0.425531914893617,0.412225281821578,"East","Southeast",0.463414634146341,9
"Detroit",82,48,34,0.393430308361871,0.354166666666667,0.369565217391304,0.448861331931572,"East","Central",0.329268292682927,10
"Washington",82,45,37,0.375166237740264,0.333333333333333,0.340909090909091,0.426044094451395,"East","Southeast",0.353658536585366,11
"Atlanta",82,47,35,0.341374886814637,0.25531914893617,0.260869565217391,0.456935449108579,"East","Southeast",0.304878048780488,12
"Charlotte",82,46,36,0.332417005488467,0.326086956521739,0.333333333333333,0.340505401390398,"East","Southeast",0.304878048780488,13
"New York",82,47,35,0.327383556828319,0.276595744680851,0.282608695652174,0.395584333140634,"East","Atlantic",0.280487804878049,14
"Cleveland",82,47,35,0.321943928046387,0.276595744680851,0.282608695652174,0.382840059994392,"East","Central",0.280487804878049,15
"LA Lakers",82,46,36,0.732958560733603,0.804347826086957,0.822222222222222,0.641738943893208,"West","Pacific",0.74390243902439,1
"LA Clippers",82,47,35,0.67556415620066,0.702127659574468,0.733333333333333,0.639893165955831,"West","Pacific",0.707317073170732,2
"Houston",82,46,36,0.673025424770405,0.652173913043478,0.666666666666667,0.699669023088145,"West","Southwest",0.658536585365854,3
"Utah",82,46,36,0.647079184488075,0.695652173913043,0.711111111111111,0.585013698000616,"West","Northwest",0.658536585365854,4
"Denver",82,46,36,0.628481265289562,0.695652173913043,0.711111111111111,0.542651770937336,"West","Northwest",0.658536585365854,5
"Dallas",82,46,36,0.596395053414818,0.630434782608696,0.644444444444444,0.552899843889308,"West","Southwest",0.621951219512195,6
"Oklahoma City",82,48,34,0.555537682978777,0.583333333333333,0.595744680851064,0.516296764831167,"West","Northwest",0.573170731707317,7
"Memphis",82,46,36,0.460999535075468,0.478260869565217,0.488888888888889,0.438943385449678,"West","Southwest",0.426829268292683,8
"San Antonio",82,46,36,0.451647197267638,0.434782608695652,0.444444444444444,0.473196393776285,"West","Southwest",0.402439024390244,9
"New Orleans",82,47,35,0.436717222026074,0.382978723404255,0.391304347826087,0.508880348746802,"West","Southwest",0.475609756097561,10
"Portland",82,47,35,0.425492383767589,0.404255319148936,0.41304347826087,0.454010727684065,"West","Northwest",0.463414634146341,11
"Sacramento",82,46,36,0.416185239232551,0.369565217391304,0.377777777777778,0.475755267140811,"West","Pacific",0.390243902439024,12
"Phoenix",82,46,36,0.413031875443406,0.41304347826087,0.422222222222222,0.413017049621091,"West","Pacific",0.390243902439024,13
"Minnesota",82,47,35,0.346258951702029,0.319148936170213,0.326086956521739,0.382663829701897,"West","Northwest",0.378048780487805,14
"Golden State",82,47,35,0.271107329331539,0.212765957446809,0.217391304347826,0.349451457291034,"West","Pacific",0.268292682926829,15
