"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,19,63,0.689098501147306,0.842105263157895,0.888888888888889,0.642953604667922,"East","Central",0.74390243902439,1
"Toronto",82,18,64,0.674528916227855,0.777777777777778,0.823529411764706,0.645490173916939,"East","Atlantic",0.658536585365854,2
"Boston",82,18,64,0.635550770181372,0.722222222222222,0.764705882352941,0.611174424294883,"East","Atlantic",0.634146341463415,3
"Philadelphia",82,19,63,0.618139325100644,0.684210526315789,0.722222222222222,0.598213089813537,"East","Atlantic",0.682926829268293,4
"Miami",82,18,64,0.603551367305415,0.722222222222222,0.764705882352941,0.570175189360062,"East","Southeast",0.573170731707317,5
"Indiana",82,18,64,0.54787917560478,0.666666666666667,0.705882352941177,0.514470193743625,"East","Central",0.536585365853659,6
"Brooklyn",82,19,63,0.492481982869035,0.526315789473684,0.555555555555556,0.482278136432712,"East","Atlantic",0.5,7
"Charlotte",82,20,62,0.456682124927112,0.4,0.421052631578947,0.474966681355213,"East","Southeast",0.317073170731707,8
"Washington",82,17,65,0.449335980666816,0.352941176470588,0.375,0.474546929456598,"East","Southeast",0.378048780487805,9
"Orlando",82,18,64,0.437618862438518,0.388888888888889,0.411764705882353,0.451324167499351,"East","Southeast",0.5,10
"Detroit",82,19,63,0.418000537082189,0.315789473684211,0.352941176470588,0.448826095884754,"East","Central",0.378048780487805,11
"Atlanta",82,19,63,0.404017127672718,0.210526315789474,0.222222222222222,0.462371499510522,"East","Southeast",0.365853658536585,12
"Chicago",82,20,62,0.385857632829877,0.3,0.315789473684211,0.41355364342016,"East","Central",0.353658536585366,13
"Cleveland",82,19,63,0.345551062808739,0.263157894736842,0.277777777777778,0.370399796036771,"East","Central",0.329268292682927,14
"New York",82,19,63,0.249835870402758,0.210526315789474,0.222222222222222,0.261691132905177,"East","Atlantic",0.219512195121951,15
"LA Lakers",82,19,63,0.658721796463094,0.894736842105263,0.944444444444444,0.587542655713869,"West","Pacific",0.646341463414634,1
"Houston",82,18,64,0.657095098036341,0.666666666666667,0.705882352941177,0.654403094359062,"West","Southwest",0.695121951219512,2
"Denver",82,16,66,0.607970676485343,0.8125,0.866666666666667,0.558387810178759,"West","Northwest",0.658536585365854,3
"Utah",82,19,63,0.586596283429615,0.631578947368421,0.666666666666667,0.573030083194102,"West","Northwest",0.634146341463415,4
"LA Clippers",82,20,62,0.585775018629142,0.7,0.777777777777778,0.548928250444995,"West","Pacific",0.682926829268293,5
"Dallas",82,18,64,0.572380974734778,0.666666666666667,0.705882352941177,0.545863123878935,"West","Southwest",0.609756097560976,6
"Minnesota",82,18,64,0.552950413869035,0.555555555555556,0.588235294117647,0.552217717769702,"West","Northwest",0.51219512195122,7
"Oklahoma City",82,18,64,0.490508929743955,0.388888888888889,0.411764705882353,0.519089566234442,"West","Northwest",0.475609756097561,8
"New Orleans",82,19,63,0.469687207422415,0.315789473684211,0.333333333333333,0.516100809660921,"West","Southwest",0.5,9
"Phoenix",82,18,64,0.456764008907075,0.444444444444444,0.470588235294118,0.46022888641219,"West","Pacific",0.48780487804878,10
"Sacramento",82,17,65,0.451867807277317,0.411764705882353,0.4375,0.462356310719077,"West","Pacific",0.426829268292683,11
"Portland",82,20,62,0.445216460400093,0.4,0.421052631578947,0.459802415367865,"West","Northwest",0.475609756097561,12
"San Antonio",82,20,62,0.40377450912847,0.35,0.368421052631579,0.421121124976363,"West","Southwest",0.341463414634146,13
"Golden State",82,20,62,0.329647283004521,0.2,0.210526315789474,0.371468987199528,"West","Pacific",0.353658536585366,14
"Memphis",82,18,64,0.322914295203673,0.277777777777778,0.294117647058824,0.335608940729705,"West","Southwest",0.353658536585366,15
