"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,23,59,0.698876500687683,0.869565217391304,0.909090909090909,0.632336831464237,"East","Central",0.768292682926829,1
"Philadelphia",82,24,58,0.636405789583038,0.708333333333333,0.739130434782609,0.606642668031192,"East","Atlantic",0.695121951219512,2
"Toronto",82,22,60,0.635936126835696,0.681818181818182,0.714285714285714,0.619112706675451,"East","Atlantic",0.695121951219512,3
"Miami",82,23,59,0.63330898677167,0.739130434782609,0.772727272727273,0.59205655788605,"East","Southeast",0.597560975609756,4
"Boston",82,21,61,0.595401405816804,0.761904761904762,0.8,0.538080578311114,"East","Atlantic",0.670731707317073,5
"Indiana",82,23,59,0.565027106210238,0.652173913043478,0.681818181818182,0.5310546221905,"East","Central",0.548780487804878,6
"Brooklyn",82,23,59,0.513056021089659,0.565217391304348,0.590909090909091,0.492721927616136,"East","Atlantic",0.48780487804878,7
"Orlando",82,22,60,0.469987720903586,0.5,0.523809523809524,0.458983218568234,"East","Southeast",0.475609756097561,8
"Detroit",82,23,59,0.449794691868872,0.391304347826087,0.428571428571429,0.472596012427924,"East","Central",0.414634146341463,9
"Chicago",82,24,58,0.425691372169566,0.333333333333333,0.347826086956522,0.463908491688007,"East","Central",0.329268292682927,10
"Washington",82,22,60,0.392634341949489,0.318181818181818,0.333333333333333,0.419933600664302,"East","Southeast",0.414634146341463,11
"Charlotte",82,25,57,0.362191033557591,0.36,0.375,0.363152013188113,"East","Southeast",0.292682926829268,12
"Cleveland",82,22,60,0.334552433806011,0.227272727272727,0.238095238095238,0.373888326201548,"East","Central",0.304878048780488,13
"Atlanta",82,23,59,0.331638248189077,0.260869565217391,0.272727272727273,0.359226039856005,"East","Southeast",0.353658536585366,14
"New York",82,23,59,0.292569638950414,0.173913043478261,0.181818181818182,0.338825599897185,"East","Atlantic",0.231707317073171,15
"LA Lakers",82,24,58,0.717186244229739,0.875,0.91304347826087,0.651884000462734,"West","Pacific",0.707317073170732,1
"Houston",82,22,60,0.69259704428822,0.681818181818182,0.714285714285714,0.696549293860567,"West","Southwest",0.695121951219512,2
"LA Clippers",82,24,58,0.670395525481816,0.708333333333333,0.772727272727273,0.654697122232913,"West","Pacific",0.695121951219512,3
"Dallas",82,23,59,0.605595926354339,0.695652173913043,0.727272727272727,0.570489253577217,"West","Southwest",0.621951219512195,4
"Denver",82,21,61,0.595373672483583,0.666666666666667,0.7,0.57083018268285,"West","Northwest",0.646341463414634,5
"Portland",82,24,58,0.548780487804878,0.375,0.409090909090909,0.620689655172414,"West","Northwest",0.463414634146341,6
"Utah",82,23,59,0.545480954683371,0.565217391304348,0.590909090909091,0.537787089559939,"West","Northwest",0.609756097560976,7
"Sacramento",82,22,60,0.469369968050113,0.409090909090909,0.428571428571429,0.491472289668488,"West","Pacific",0.426829268292683,8
"Phoenix",82,22,60,0.465143637980159,0.454545454545455,0.476190476190476,0.469029638572884,"West","Pacific",0.48780487804878,9
"Oklahoma City",82,22,60,0.448252734688509,0.454545454545455,0.5,0.445945404074295,"West","Northwest",0.463414634146341,10
"Minnesota",82,22,60,0.436087482713225,0.454545454545455,0.476190476190476,0.429319559708075,"West","Northwest",0.48780487804878,11
"San Antonio",82,23,59,0.411170005387609,0.391304347826087,0.409090909090909,0.418914244775999,"West","Southwest",0.353658536585366,12
"New Orleans",82,23,59,0.372314334502244,0.260869565217391,0.272727272727273,0.415758905579391,"West","Southwest",0.439024390243902,13
"Memphis",82,22,60,0.351121837210787,0.272727272727273,0.285714285714286,0.379866510854742,"West","Southwest",0.329268292682927,14
"Golden State",82,24,58,0.334058725752016,0.208333333333333,0.217391304347826,0.386083026063195,"West","Pacific",0.292682926829268,15
