"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,34,48,0.692384848415897,0.852941176470588,0.878787878787879,0.578657449377157,"East","Central",0.780487804878049,1
"Miami",82,32,50,0.67231527003116,0.75,0.774193548387097,0.622597042851102,"East","Southeast",0.634146341463415,2
"Toronto",82,32,50,0.648274479894155,0.6875,0.709677419354839,0.623170147026415,"East","Atlantic",0.682926829268293,3
"Philadelphia",82,35,47,0.616467427044439,0.657142857142857,0.676470588235294,0.586177213141362,"East","Atlantic",0.682926829268293,4
"Boston",82,30,52,0.598888573531193,0.733333333333333,0.758620689655172,0.521324289029958,"East","Atlantic",0.682926829268293,5
"Indiana",82,33,49,0.580731126702242,0.636363636363636,0.65625,0.543264334481304,"East","Central",0.548780487804878,6
"Brooklyn",82,31,51,0.51902820649036,0.516129032258065,0.533333333333333,0.520790449651167,"East","Atlantic",0.463414634146341,7
"Orlando",82,32,50,0.449576877456448,0.4375,0.451612903225806,0.457306079028575,"East","Southeast",0.51219512195122,8
"Chicago",82,33,49,0.437330072175849,0.393939393939394,0.40625,0.466552365682033,"East","Central",0.365853658536585,9
"Detroit",82,33,49,0.422577885988811,0.363636363636364,0.387096774193548,0.462273196960867,"East","Central",0.390243902439024,10
"Washington",82,31,51,0.407702251029212,0.290322580645161,0.3,0.479050678125399,"East","Southeast",0.341463414634146,11
"Charlotte",82,34,48,0.386774349694392,0.382352941176471,0.393939393939394,0.389906180727919,"East","Southeast",0.317073170731707,12
"Cleveland",82,32,50,0.36729305938808,0.3125,0.32258064516129,0.402360617396452,"East","Central",0.317073170731707,13
"New York",82,33,49,0.329912226270651,0.272727272727273,0.28125,0.368424541922314,"East","Atlantic",0.268292682926829,14
"Atlanta",82,33,49,0.31107074516189,0.181818181818182,0.1875,0.398118389862755,"East","Southeast",0.292682926829268,15
"Houston",82,32,50,0.701494189051204,0.6875,0.709677419354839,0.710450470043974,"West","Southwest",0.682926829268293,1
"LA Lakers",82,32,50,0.69229129221772,0.78125,0.806451612903226,0.635357719237061,"West","Pacific",0.707317073170732,2
"LA Clippers",82,34,48,0.630120364212858,0.676470588235294,0.71875,0.5972889555303,"West","Pacific",0.707317073170732,3
"Dallas",82,31,51,0.620387226664894,0.67741935483871,0.7,0.585720638951397,"West","Southwest",0.646341463414634,4
"Denver",82,31,51,0.609285676672083,0.709677419354839,0.733333333333333,0.54826324484531,"West","Northwest",0.658536585365854,5
"Utah",82,32,50,0.593256949078296,0.625,0.645161290322581,0.572941396488405,"West","Northwest",0.621951219512195,6
"Oklahoma City",82,31,51,0.491381387948061,0.516129032258065,0.533333333333333,0.476338702191,"West","Northwest",0.5,7
"Sacramento",82,32,50,0.438348577464141,0.375,0.387096774193548,0.478891667041191,"West","Pacific",0.390243902439024,8
"San Antonio",82,31,51,0.434207770136104,0.419354838709677,0.433333333333333,0.443236022571776,"West","Southwest",0.353658536585366,9
"Portland",82,33,49,0.42590826738358,0.424242424242424,0.4375,0.42703016174395,"West","Northwest",0.475609756097561,10
"Phoenix",82,32,50,0.411186616949233,0.375,0.387096774193548,0.434346051796743,"West","Pacific",0.426829268292683,11
"Memphis",82,33,49,0.407659744035975,0.363636363636364,0.375,0.437308143080611,"West","Southwest",0.365853658536585,12
"Minnesota",82,31,51,0.399092723333792,0.354838709677419,0.366666666666667,0.425992221830802,"West","Northwest",0.414634146341463,13
"New Orleans",82,33,49,0.371300012072063,0.303030303030303,0.3125,0.417277571222636,"West","Southwest",0.451219512195122,14
"Golden State",82,34,48,0.333751803505217,0.264705882352941,0.272727272727273,0.382659330988079,"West","Pacific",0.317073170731707,15
