"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",71,71,0,0.774647887323944,0.774647887323944,0.785714285714286,NA,"East","Central",0.780821917808219,1
"Toronto",73,70,3,0.720245336148435,0.728571428571429,0.739130434782609,0.525969846278579,"East","Atlantic",0.722222222222222,2
"Boston",71,70,1,0.669728357037918,0.671428571428571,0.681159420289855,0.550713349692192,"East","Atlantic",0.680555555555556,3
"Miami",73,71,2,0.619248501074099,0.619718309859155,0.628571428571429,0.602570289204631,"East","Southeast",0.616438356164384,4
"Indiana",72,71,1,0.606736954074942,0.605633802816901,0.614285714285714,0.685060693395794,"East","Central",0.602739726027397,5
"Philadelphia",70,70,0,0.6,0.6,0.608695652173913,NA,"East","Atlantic",0.589041095890411,6
"Brooklyn",74,70,4,0.483002617508306,0.485714285714286,0.492753623188406,0.435548423903667,"East","Atlantic",0.486111111111111,7
"Orlando",72,71,1,0.453282169049165,0.450704225352113,0.457142857142857,0.636316171539845,"East","Southeast",0.452054794520548,8
"Washington",77,70,7,0.345110980297769,0.342857142857143,0.347826086956522,0.367649354704026,"East","Southeast",0.333333333333333,9
"Detroit",55,55,0,0.327272727272727,0.327272727272727,0.333333333333333,NA,"East","Central",0.303030303030303,10
"New York",67,66,1,0.322127887152757,0.318181818181818,0.323076923076923,0.58256843923473,"East","Atlantic",0.318181818181818,11
"Cleveland",66,65,1,0.296248095897021,0.292307692307692,0.296875,0.552374329203388,"East","Central",0.292307692307692,12
"Charlotte",55,55,0,0.290909090909091,0.290909090909091,0.290909090909091,NA,"East","Southeast",0.353846153846154,13
"Atlanta",59,59,0,0.288135593220339,0.288135593220339,0.288135593220339,NA,"East","Southeast",0.298507462686567,14
"Chicago",54,54,0,0.259259259259259,0.259259259259259,0.259259259259259,NA,"East","Central",0.338461538461538,15
"LA Lakers",70,70,0,0.742857142857143,0.742857142857143,0.753623188405797,NA,"West","Pacific",0.746478873239437,1
"LA Clippers",70,70,0,0.671428571428571,0.671428571428571,0.691176470588235,NA,"West","Pacific",0.666666666666667,2
"Denver",71,71,0,0.647887323943662,0.647887323943662,0.657142857142857,NA,"West","Northwest",0.643835616438356,3
"Houston",70,69,1,0.638421322752128,0.63768115942029,0.647058823529412,0.68949259264899,"West","Southwest",0.638888888888889,4
"Oklahoma City",70,70,0,0.614285714285714,0.614285714285714,0.623188405797101,NA,"West","Northwest",0.611111111111111,5
"Utah",75,71,4,0.596721964268913,0.605633802816901,0.614285714285714,0.438536830042126,"West","Northwest",0.611111111111111,6
"Dallas",74,73,1,0.591072785344634,0.589041095890411,0.597222222222222,0.739386115502886,"West","Southwest",0.586666666666667,7
"Portland",74,72,2,0.464802122413449,0.458333333333333,0.464788732394366,0.697678529297599,"West","Northwest",0.459459459459459,8
"Memphis",73,71,2,0.463339965236258,0.464788732394366,0.471428571428571,0.411908731123401,"West","Southwest",0.452054794520548,9
"Phoenix",76,71,5,0.456810377038832,0.450704225352113,0.457142857142857,0.543517730990247,"West","Pacific",0.452054794520548,10
"San Antonio",71,69,2,0.450951634597429,0.449275362318841,0.455882352941176,0.508783028208742,"West","Southwest",0.450704225352113,11
"New Orleans",70,70,0,0.428571428571429,0.428571428571429,0.434782608695652,NA,"West","Southwest",0.430555555555556,12
"Sacramento",73,70,3,0.412645741605052,0.414285714285714,0.420289855072464,0.374379712389589,"West","Pacific",0.416666666666667,13
"Minnesota",66,64,2,0.304397908094501,0.296875,0.301587301587302,0.545130967118531,"West","Northwest",0.296875,14
"Golden State",66,65,1,0.235506384684989,0.230769230769231,0.234375,0.543421389209272,"West","Pacific",0.230769230769231,15
