"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Toronto",82,19,63,0.680801219595702,0.789473684210526,0.833333333333333,0.648026984235676,"East","Atlantic",0.707317073170732,1
"Milwaukee",82,21,61,0.680353342451874,0.857142857142857,0.9,0.619491378377928,"East","Central",0.75609756097561,2
"Miami",82,19,63,0.627733120051625,0.736842105263158,0.777777777777778,0.59482723562275,"East","Southeast",0.585365853658537,3
"Philadelphia",82,21,61,0.607629082084689,0.714285714285714,0.75,0.570911225097451,"East","Atlantic",0.695121951219512,4
"Boston",82,19,63,0.587014852074908,0.736842105263158,0.777777777777778,0.541828855081626,"East","Atlantic",0.634146341463415,5
"Indiana",82,20,62,0.550023117055306,0.65,0.684210526315789,0.517772509653792,"East","Central",0.548780487804878,6
"Brooklyn",82,20,62,0.504498301256625,0.5,0.526315789473684,0.505949366178117,"East","Atlantic",0.48780487804878,7
"Orlando",82,19,63,0.454192607864805,0.421052631578947,0.444444444444444,0.464187203887524,"East","Southeast",0.475609756097561,8
"Detroit",82,20,62,0.445848876280771,0.35,0.388888888888889,0.476767868629407,"East","Central",0.378048780487805,9
"Chicago",82,21,61,0.422099434157422,0.333333333333333,0.35,0.4526582557526,"East","Central",0.341463414634146,10
"Washington",82,18,64,0.405440143627881,0.333333333333333,0.352941176470588,0.425720184023223,"East","Southeast",0.390243902439024,11
"Charlotte",82,22,60,0.386212935194435,0.363636363636364,0.380952380952381,0.394491011432395,"East","Southeast",0.317073170731707,12
"Atlanta",82,21,61,0.361819441446468,0.238095238095238,0.25,0.40441301964935,"East","Southeast",0.365853658536585,13
"Cleveland",82,19,63,0.35139542370435,0.263157894736842,0.277777777777778,0.378006741964393,"East","Central",0.329268292682927,14
"New York",82,21,61,0.311685365708304,0.19047619047619,0.2,0.353413114558704,"East","Atlantic",0.219512195121951,15
"LA Lakers",82,20,62,0.699859572050212,0.85,0.894736842105263,0.651427175937377,"West","Pacific",0.634146341463415,1
"LA Clippers",82,21,61,0.662884265247113,0.714285714285714,0.789473684210526,0.645188684430545,"West","Pacific",0.682926829268293,2
"Houston",82,19,63,0.657426530860217,0.684210526315789,0.722222222222222,0.649348817945044,"West","Southwest",0.695121951219512,3
"Denver",82,17,65,0.639340360698213,0.764705882352941,0.8125,0.606552455034669,"West","Northwest",0.670731707317073,4
"Dallas",82,19,63,0.607981229326313,0.684210526315789,0.722222222222222,0.584991441345359,"West","Southwest",0.646341463414634,5
"Utah",82,21,61,0.558573814507158,0.571428571428571,0.6,0.554148406386672,"West","Northwest",0.634146341463415,6
"Minnesota",82,19,63,0.500404848202576,0.526315789473684,0.555555555555556,0.492590437343035,"West","Northwest",0.48780487804878,7
"Phoenix",82,19,63,0.460293507984438,0.473684210526316,0.5,0.456255042138474,"West","Pacific",0.5,8
"Sacramento",82,19,63,0.452370568740306,0.421052631578947,0.444444444444444,0.46181566090008,"West","Pacific",0.439024390243902,9
"Portland",82,20,62,0.439024390243902,0.4,0.421052631578947,0.451612903225806,"West","Northwest",0.475609756097561,10
"New Orleans",82,20,62,0.419717211139163,0.3,0.315789473684211,0.458335666345345,"West","Southwest",0.463414634146341,11
"Oklahoma City",82,19,63,0.408806279566959,0.421052631578947,0.444444444444444,0.405112935309376,"West","Northwest",0.475609756097561,12
"San Antonio",82,21,61,0.396681101552331,0.333333333333333,0.35,0.418489349627723,"West","Southwest",0.304878048780488,13
"Memphis",82,20,62,0.385342172769911,0.3,0.315789473684211,0.412871905921495,"West","Southwest",0.341463414634146,14
"Golden State",82,22,60,0.334546884556023,0.181818181818182,0.19047619047619,0.390547408893231,"West","Pacific",0.317073170731707,15
