"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,51,31,0.762482788997513,0.862745098039216,0.88,0.597535119283745,"East","Central",0.792682926829268,1
"Toronto",82,51,31,0.687976648110837,0.725490196078431,0.74,0.626260811131893,"East","Atlantic",0.695121951219512,2
"Miami",82,50,32,0.644491214551929,0.68,0.693877551020408,0.589008737289317,"East","Southeast",0.646341463414634,3
"Boston",82,50,32,0.636140548131247,0.7,0.714285714285714,0.53636015458632,"East","Atlantic",0.670731707317073,4
"Philadelphia",82,52,30,0.593705530387071,0.596153846153846,0.607843137254902,0.589461783057995,"East","Atlantic",0.646341463414634,5
"Indiana",82,51,31,0.571029115075467,0.607843137254902,0.62,0.510464110844784,"East","Central",0.573170731707317,6
"Brooklyn",82,50,32,0.473912760078081,0.46,0.469387755102041,0.495651447700082,"East","Atlantic",0.451219512195122,7
"Orlando",82,52,30,0.411912659300497,0.403846153846154,0.411764705882353,0.425894602088026,"East","Southeast",0.451219512195122,8
"Chicago",82,53,29,0.4015415706766,0.358490566037736,0.365384615384615,0.480220992947627,"East","Central",0.378048780487805,9
"Washington",82,49,33,0.382834583480097,0.346938775510204,0.354166666666667,0.436134419556604,"East","Southeast",0.365853658536585,10
"Detroit",82,53,29,0.370925142287404,0.358490566037736,0.372549019607843,0.3936504023299,"East","Central",0.317073170731707,11
"Atlanta",82,52,30,0.338864383437425,0.269230769230769,0.274509803921569,0.459562648062294,"East","Southeast",0.353658536585366,12
"New York",82,52,30,0.337181845447323,0.307692307692308,0.313725490196078,0.388297044222684,"East","Atlantic",0.292682926829268,13
"Charlotte",82,51,31,0.336443274343055,0.313725490196078,0.32,0.373817693423564,"East","Southeast",0.304878048780488,14
"Cleveland",82,52,30,0.292429758348018,0.25,0.254901960784314,0.365974672817917,"East","Central",0.24390243902439,15
"LA Lakers",81,50,31,0.721979992926234,0.78,0.795918367346939,0.628399336355643,"West","Pacific",0.731707317073171,1
"LA Clippers",81,51,30,0.678239590158795,0.705882352941177,0.73469387755102,0.631246893428747,"West","Pacific",0.707317073170732,2
"Houston",82,51,31,0.663035464799929,0.647058823529412,0.66,0.689319616567553,"West","Southwest",0.670731707317073,3
"Denver",82,52,30,0.655310708455415,0.692307692307692,0.705882352941177,0.591182603111467,"West","Northwest",0.670731707317073,4
"Utah",82,50,32,0.605574986830297,0.64,0.653061224489796,0.551785903752635,"West","Northwest",0.634146341463415,5
"Dallas",82,51,31,0.579305006930976,0.607843137254902,0.62,0.532355179623872,"West","Southwest",0.597560975609756,6
"Oklahoma City",82,51,31,0.574686892885717,0.607843137254902,0.62,0.520139523117057,"West","Northwest",0.585365853658537,7
"Memphis",82,51,31,0.484253823825291,0.509803921568627,0.52,0.442219792053995,"West","Southwest",0.451219512195122,8
"Portland",82,52,30,0.476605523677191,0.461538461538462,0.470588235294118,0.502721764717655,"West","Northwest",0.5,9
"New Orleans",82,52,30,0.460003610178425,0.403846153846154,0.411764705882353,0.557343201154362,"West","Southwest",0.48780487804878,10
"San Antonio",82,51,31,0.451983726466284,0.431372549019608,0.44,0.485892437749526,"West","Southwest",0.414634146341463,11
"Sacramento",82,50,32,0.419345576040683,0.38,0.387755102040816,0.480823038604251,"West","Pacific",0.402439024390244,12
"Phoenix",82,51,31,0.407099987847331,0.392156862745098,0.4,0.431683838821971,"West","Pacific",0.414634146341463,13
"Minnesota",82,50,32,0.328959178178714,0.3,0.306122448979592,0.374207894082954,"West","Northwest",0.317073170731707,14
"Golden State",82,52,30,0.256624834769144,0.230769230769231,0.235294117647059,0.301441215035659,"West","Pacific",0.25609756097561,15
