"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,65,17,0.766756438063033,0.815384615384615,0.828125,0.580825171833455,"East","Central",0.792682926829268,1
"Toronto",82,64,18,0.691697396220262,0.71875,0.73015873015873,0.595510360558969,"East","Atlantic",0.695121951219512,2
"Boston",82,63,19,0.641730606275626,0.666666666666667,0.67741935483871,0.55904787971586,"East","Atlantic",0.682926829268293,3
"Miami",82,64,18,0.625269518863853,0.640625,0.650793650793651,0.570672252601995,"East","Southeast",0.621951219512195,4
"Philadelphia",82,64,18,0.601396128014228,0.59375,0.603174603174603,0.628582360953705,"East","Atlantic",0.609756097560976,5
"Indiana",82,64,18,0.589318069264643,0.609375,0.619047619047619,0.518004537761152,"East","Central",0.585365853658537,6
"Brooklyn",82,63,19,0.461120411360559,0.46031746031746,0.467741935483871,0.463782827977151,"East","Atlantic",0.426829268292683,7
"Orlando",82,64,18,0.451831252645451,0.453125,0.46031746031746,0.4472312620515,"East","Southeast",0.475609756097561,8
"Washington",82,63,19,0.378336717963908,0.365079365079365,0.370967741935484,0.422295309107391,"East","Southeast",0.353658536585366,9
"Charlotte",82,64,18,0.354808447670111,0.34375,0.349206349206349,0.394127372719393,"East","Southeast",0.329268292682927,10
"Chicago",82,64,18,0.342641349008253,0.328125,0.333333333333333,0.39425503437093,"East","Central",0.329268292682927,11
"New York",82,64,18,0.339289427850255,0.3125,0.317460317460317,0.434540726873386,"East","Atlantic",0.304878048780488,12
"Atlanta",82,66,16,0.336062565162742,0.303030303030303,0.307692307692308,0.472320646459052,"East","Southeast",0.329268292682927,13
"Cleveland",82,64,18,0.329698585209931,0.296875,0.301587301587302,0.446404665956351,"East","Central",0.292682926829268,14
"Detroit",82,65,17,0.312673192391666,0.307692307692308,0.317460317460317,0.331717751536271,"East","Central",0.292682926829268,15
"LA Lakers",81,62,19,0.752190961600787,0.790322580645161,0.80327868852459,0.62776146787704,"West","Pacific",0.780487804878049,1
"LA Clippers",81,63,18,0.666383265727508,0.682539682539683,0.704918032786885,0.609835806884896,"West","Pacific",0.695121951219512,2
"Denver",82,64,18,0.649976205327369,0.671875,0.682539682539683,0.572113824269124,"West","Northwest",0.658536585365854,3
"Houston",82,63,19,0.631211824188755,0.619047619047619,0.629032258064516,0.67154576755147,"West","Southwest",0.634146341463415,4
"Utah",82,64,18,0.624603380788253,0.640625,0.650793650793651,0.567637623590928,"West","Northwest",0.621951219512195,5
"Oklahoma City",82,64,18,0.6040639083096,0.625,0.634920634920635,0.529624471188179,"West","Northwest",0.609756097560976,6
"Dallas",82,65,17,0.573729644315203,0.6,0.609375,0.473284166696861,"West","Southwest",0.597560975609756,7
"Memphis",82,64,18,0.497478235197878,0.5,0.507936507936508,0.48851196034589,"West","Southwest",0.463414634146341,8
"New Orleans",82,64,18,0.464976871023784,0.4375,0.444444444444444,0.562672412441681,"West","Southwest",0.48780487804878,9
"Sacramento",82,64,18,0.448657244054452,0.4375,0.444444444444444,0.488327445136946,"West","Pacific",0.439024390243902,10
"Portland",82,65,17,0.443600049082508,0.430769230769231,0.4375,0.492659060280331,"West","Northwest",0.451219512195122,11
"San Antonio",82,62,20,0.434344999633871,0.419354838709677,0.426229508196721,0.480814498498869,"West","Southwest",0.414634146341463,12
"Phoenix",82,64,18,0.408943755417107,0.40625,0.412698412698413,0.418521552455709,"West","Pacific",0.414634146341463,13
"Minnesota",82,63,19,0.325701565234165,0.301587301587302,0.306451612903226,0.405659386800081,"West","Northwest",0.317073170731707,14
"Golden State",82,64,18,0.256612547882148,0.234375,0.238095238095238,0.335679384796451,"West","Pacific",0.268292682926829,15
