"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",72,72,0,0.777777777777778,0.777777777777778,0.788732394366197,NA,"East","Central",0.780821917808219,1
"Toronto",71,71,0,0.732394366197183,0.732394366197183,0.742857142857143,NA,"East","Atlantic",0.736111111111111,2
"Boston",71,71,0,0.676056338028169,0.676056338028169,0.685714285714286,NA,"East","Atlantic",0.680555555555556,3
"Indiana",72,72,0,0.611111111111111,0.611111111111111,0.619718309859155,NA,"East","Central",0.602739726027397,4
"Miami",73,72,1,0.60880328834093,0.611111111111111,0.619718309859155,0.442640048887897,"East","Southeast",0.616438356164384,5
"Philadelphia",72,72,0,0.583333333333333,0.583333333333333,0.591549295774648,NA,"East","Atlantic",0.575342465753425,6
"Brooklyn",72,71,1,0.49412607814964,0.492957746478873,0.5,0.577077626774052,"East","Atlantic",0.486111111111111,7
"Orlando",73,72,1,0.4437825208336,0.444444444444444,0.450704225352113,0.396124020852814,"East","Southeast",0.438356164383562,8
"Washington",77,71,6,0.347270012038167,0.338028169014085,0.342857142857143,0.456631821156477,"East","Southeast",0.333333333333333,9
"New York",67,66,1,0.32167262156833,0.318181818181818,0.323076923076923,0.552065645078127,"East","Atlantic",0.318181818181818,10
"Detroit",54,54,0,0.314814814814815,0.314814814814815,0.320754716981132,NA,"East","Central",0.303030303030303,11
"Cleveland",66,65,1,0.29692915175713,0.292307692307692,0.296875,0.597324015970552,"East","Central",0.292307692307692,12
"Atlanta",58,58,0,0.275862068965517,0.275862068965517,0.275862068965517,NA,"East","Southeast",0.298507462686567,13
"Chicago",52,52,0,0.269230769230769,0.269230769230769,0.269230769230769,NA,"East","Central",0.338461538461538,14
"Charlotte",53,53,0,0.264150943396226,0.264150943396226,0.264150943396226,NA,"East","Southeast",0.353846153846154,15
"LA Lakers",70,70,0,0.742857142857143,0.742857142857143,0.753623188405797,NA,"West","Pacific",0.746478873239437,1
"LA Clippers",71,71,0,0.676056338028169,0.676056338028169,0.695652173913043,NA,"West","Pacific",0.680555555555556,2
"Denver",72,72,0,0.638888888888889,0.638888888888889,0.647887323943662,NA,"West","Northwest",0.63013698630137,3
"Houston",71,71,0,0.619718309859155,0.619718309859155,0.628571428571429,NA,"West","Southwest",0.625,4
"Oklahoma City",71,71,0,0.619718309859155,0.619718309859155,0.628571428571429,NA,"West","Northwest",0.611111111111111,5
"Utah",74,71,3,0.599045292317309,0.605633802816901,0.614285714285714,0.44311721049361,"West","Northwest",0.611111111111111,6
"Dallas",75,74,1,0.581031198083143,0.581081081081081,0.589041095890411,0.57733985623574,"West","Southwest",0.586666666666667,7
"Portland",75,73,2,0.470123954339125,0.465753424657534,0.472222222222222,0.629648287717196,"West","Northwest",0.472972972972973,8
"San Antonio",72,70,2,0.459635316633326,0.457142857142857,0.463768115942029,0.546871398799718,"West","Southwest",0.450704225352113,9
"Phoenix",73,72,1,0.459410157617278,0.458333333333333,0.464788732394366,0.536941506061285,"West","Pacific",0.452054794520548,10
"Memphis",73,72,1,0.45722967472153,0.458333333333333,0.464788732394366,0.377766254671687,"West","Southwest",0.452054794520548,11
"New Orleans",71,71,0,0.422535211267606,0.422535211267606,0.428571428571429,NA,"West","Southwest",0.430555555555556,12
"Sacramento",71,71,0,0.422535211267606,0.422535211267606,0.428571428571429,NA,"West","Pacific",0.416666666666667,13
"Minnesota",65,64,1,0.300315986061759,0.296875,0.301587301587302,0.520539094014326,"West","Northwest",0.296875,14
"Golden State",59,59,0,0.220338983050847,0.220338983050847,0.224137931034483,NA,"West","Pacific",0.230769230769231,15
