"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,29,53,0.693163938774403,0.862068965517241,0.892857142857143,0.600744207160397,"East","Central",0.768292682926829,1
"Toronto",82,28,54,0.664221746654035,0.714285714285714,0.740740740740741,0.638262652326498,"East","Atlantic",0.670731707317073,2
"Miami",82,29,53,0.651963888530619,0.724137931034483,0.75,0.612472431311524,"East","Southeast",0.609756097560976,3
"Philadelphia",82,30,52,0.62498481296949,0.666666666666667,0.689655172413793,0.600937589682658,"East","Atlantic",0.682926829268293,4
"Boston",82,26,56,0.595634654666163,0.730769230769231,0.76,0.532893601475453,"East","Atlantic",0.682926829268293,5
"Indiana",82,29,53,0.591010783574534,0.689655172413793,0.714285714285714,0.537035551945505,"East","Central",0.560975609756098,6
"Brooklyn",82,28,54,0.533797257975564,0.535714285714286,0.555555555555556,0.532803243592523,"East","Atlantic",0.5,7
"Orlando",82,29,53,0.440783246971808,0.413793103448276,0.444444444444444,0.455551438711098,"East","Southeast",0.48780487804878,8
"Detroit",82,29,53,0.439499640169987,0.379310344827586,0.407407407407407,0.472433405546017,"East","Central",0.402439024390244,9
"Chicago",82,30,52,0.428676401572345,0.366666666666667,0.379310344827586,0.464451248633314,"East","Central",0.353658536585366,10
"Charlotte",82,31,51,0.416283814344446,0.419354838709677,0.433333333333333,0.414417113259698,"East","Southeast",0.317073170731707,11
"Washington",82,27,55,0.391579507899927,0.296296296296296,0.307692307692308,0.438354902687164,"East","Southeast",0.378048780487805,12
"Cleveland",82,29,53,0.354794319387244,0.275862068965517,0.285714285714286,0.397983663957623,"East","Central",0.317073170731707,13
"New York",82,29,53,0.318393756931104,0.241379310344828,0.25,0.360533737138689,"East","Atlantic",0.24390243902439,14
"Atlanta",82,29,53,0.307255170359736,0.206896551724138,0.214285714285714,0.362168376782987,"East","Southeast",0.329268292682927,15
"LA Lakers",82,29,53,0.705193307971484,0.827586206896552,0.857142857142857,0.638223608559655,"West","Pacific",0.719512195121951,1
"Houston",82,28,54,0.683468795059891,0.678571428571429,0.703703703703704,0.686008170276131,"West","Southwest",0.695121951219512,2
"LA Clippers",82,30,52,0.674931819047861,0.7,0.75,0.660469406960088,"West","Pacific",0.707317073170732,3
"Dallas",82,28,54,0.63283491898108,0.678571428571429,0.703703703703704,0.609119691786084,"West","Southwest",0.646341463414634,4
"Denver",82,27,55,0.597423579463705,0.703703703703704,0.730769230769231,0.545249700291342,"West","Northwest",0.658536585365854,5
"Utah",82,28,54,0.532161686954584,0.607142857142857,0.62962962962963,0.493282561671776,"West","Northwest",0.585365853658537,6
"Portland",82,29,53,0.48780487804878,0.448275862068966,0.481481481481481,0.509433962264151,"West","Northwest",0.48780487804878,7
"Oklahoma City",82,28,54,0.478132275888594,0.5,0.518518518518518,0.466793455978976,"West","Northwest",0.5,8
"Sacramento",82,28,54,0.465643250518275,0.428571428571429,0.444444444444444,0.484865676712936,"West","Pacific",0.439024390243902,9
"Phoenix",82,28,54,0.434765046975623,0.392857142857143,0.407407407407407,0.456495071333353,"West","Pacific",0.439024390243902,10
"San Antonio",82,27,55,0.425028083998349,0.407407407407407,0.423076923076923,0.433678234324811,"West","Southwest",0.341463414634146,11
"Minnesota",82,27,55,0.40884892981615,0.37037037037037,0.384615384615385,0.427738404453169,"West","Northwest",0.463414634146341,12
"Memphis",82,29,53,0.390752582198062,0.344827586206897,0.357142857142857,0.415881353589455,"West","Southwest",0.353658536585366,13
"New Orleans",82,30,52,0.326757633926693,0.233333333333333,0.241379310344828,0.380656268884401,"West","Southwest",0.402439024390244,14
"Golden State",82,30,52,0.304210270369463,0.2,0.206896551724138,0.364331580197999,"West","Pacific",0.268292682926829,15
