"team","games_season","games_played","games_future","season_win_rate","ytd_win_rate","ytd_pred_win_rate","future_win_rate","conference","division","pred_win_rate_538","seed"
"Milwaukee",82,27,55,0.715344678275186,0.888888888888889,0.923076923076923,0.630150247610277,"East","Central",0.768292682926829,1
"Miami",82,26,56,0.658804368454866,0.730769230769231,0.76,0.625392110951767,"East","Southeast",0.609756097560976,2
"Philadelphia",82,28,54,0.652725427906267,0.714285714285714,0.740740740740741,0.620805279413221,"East","Atlantic",0.695121951219512,3
"Toronto",82,25,57,0.648322725186785,0.68,0.708333333333333,0.634429183602041,"East","Atlantic",0.682926829268293,4
"Indiana",82,27,55,0.573703124499421,0.666666666666667,0.692307692307692,0.52806647652641,"East","Central",0.548780487804878,5
"Boston",82,24,58,0.558729465833028,0.708333333333333,0.739130434782609,0.496824417212211,"East","Atlantic",0.670731707317073,6
"Brooklyn",82,26,56,0.544840302054638,0.538461538461538,0.56,0.54780187086572,"East","Atlantic",0.5,7
"Detroit",82,26,56,0.475054088325042,0.423076923076923,0.458333333333333,0.499186343618812,"East","Central",0.414634146341463,8
"Orlando",82,26,56,0.460404943657282,0.461538461538462,0.48,0.459878667498163,"East","Southeast",0.5,9
"Chicago",82,28,54,0.426967624740728,0.357142857142857,0.37037037037037,0.463173059791476,"East","Central",0.353658536585366,10
"Charlotte",82,29,53,0.404466124084764,0.413793103448276,0.428571428571429,0.399362682546239,"East","Southeast",0.317073170731707,11
"Washington",82,24,58,0.365567034618985,0.291666666666667,0.304347826086957,0.396146497219944,"East","Southeast",0.378048780487805,12
"Cleveland",82,26,56,0.337340751760882,0.230769230769231,0.24,0.386820386507006,"East","Central",0.304878048780488,13
"New York",82,27,55,0.328424118616948,0.222222222222222,0.230769230769231,0.380559595028905,"East","Atlantic",0.231707317073171,14
"Atlanta",82,27,55,0.320959928326933,0.222222222222222,0.230769230769231,0.369431165869245,"East","Southeast",0.353658536585366,15
"LA Lakers",82,27,55,0.731962107536601,0.888888888888889,0.923076923076923,0.654925323963659,"West","Pacific",0.719512195121951,1
"LA Clippers",82,28,54,0.691287561731407,0.714285714285714,0.769230769230769,0.679362593740285,"West","Pacific",0.707317073170732,2
"Houston",82,26,56,0.673026075968946,0.653846153846154,0.68,0.681931039811671,"West","Southwest",0.682926829268293,3
"Dallas",82,25,57,0.610317880613734,0.68,0.708333333333333,0.579755547549583,"West","Southwest",0.597560975609756,4
"Denver",82,25,57,0.590995438291009,0.68,0.708333333333333,0.551958349822154,"West","Northwest",0.658536585365854,5
"Utah",82,26,56,0.528950443276703,0.576923076923077,0.6,0.50667743479803,"West","Northwest",0.597560975609756,6
"Sacramento",82,26,56,0.494133072663158,0.461538461538462,0.48,0.509266284971053,"West","Pacific",0.451219512195122,7
"Oklahoma City",82,25,57,0.450547918130917,0.44,0.458333333333333,0.455174198012898,"West","Northwest",0.475609756097561,8
"Phoenix",82,25,57,0.436062355158439,0.44,0.458333333333333,0.434335317947229,"West","Pacific",0.451219512195122,9
"Portland",82,26,56,0.426829268292683,0.384615384615385,0.4,0.446428571428571,"West","Northwest",0.475609756097561,10
"Minnesota",82,25,57,0.422818962553677,0.4,0.416666666666667,0.432827279463185,"West","Northwest",0.475609756097561,11
"San Antonio",82,25,57,0.418915387652782,0.4,0.416666666666667,0.427211610307511,"West","Southwest",0.329268292682927,12
"Memphis",82,26,56,0.392061528298374,0.346153846153846,0.36,0.413375809294048,"West","Southwest",0.365853658536585,13
"New Orleans",82,27,55,0.345141107773162,0.222222222222222,0.230769230769231,0.405483106134533,"West","Southwest",0.426829268292683,14
"Golden State",82,28,54,0.315296185716652,0.178571428571429,0.185185185185185,0.386190504236398,"West","Pacific",0.25609756097561,15
