"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Josh McRoberts","Out",NA,2017-12-18,2017-12-17
"Justin Anderson","Out",NA,2017-12-23,2017-12-17
"Kyle Anderson","Out",NA,2017-12-18,2017-12-17
"Lucas Nogueira","Out",NA,2017-12-23,2017-12-17
"Markelle Fultz","Out",NA,2017-12-31,2017-12-17
"Nerlens Noel","Out",NA,2017-12-29,2017-12-17
"Okaro White","Out",NA,2018-02-07,2017-12-17
"Otto Porter","Out",NA,2017-12-19,2017-12-17
"Patrick Beverley","Out",NA,2018-10-25,2017-12-17
"Paul Millsap","Out",NA,2018-03-26,2017-12-17
"Raul Neto","Out",NA,2017-12-20,2017-12-17
"Rodney McGruder","Out",NA,2018-01-15,2017-12-17
"Rudy Gobert","Out",NA,2018-01-17,2017-12-17
"Sheldon Mac","Out",NA,2018-04-11,2017-12-17
"Solomon Hill","Out",NA,2018-02-20,2017-12-17
"Terrence Ross","Out",NA,2018-02-03,2017-12-17
"Tim Hardaway Jr.","Out",NA,2017-12-21,2017-12-17
"Tony Allen","Out",NA,2018-01-03,2017-12-17
"Wade Baldwin IV","Out",NA,2017-12-18,2017-12-17
"Wayne Selden Jr.","Out",NA,2017-12-20,2017-12-17
"Zach LaVine","Out",NA,2018-01-01,2017-12-17
