"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al Horford","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Andre Iguodala","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Andrew Bogut","Out","Nov 8",2017-11-13,2017-11-12
"Austin Rivers","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Cameron Payne","Out","Nov 9",2017-11-30,2017-11-12
"Carmelo Anthony","Day-To-Day","Nov 12",2017-11-12,2017-11-12
"Cole Aldrich","Day-To-Day","Nov 12",2017-11-13,2017-11-12
"D.J. Augustin","Out","Nov 9",2017-11-18,2017-11-12
"D'Angelo Russell","Out","Nov 12",2017-11-19,2017-11-12
"Danilo Gallinari","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Danny Green","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"DeAndre' Bembry","Out","Nov 8",2017-11-20,2017-11-12
"Dennis Schroder","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Derrick Rose","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Devin Harris","Day-To-Day","Nov 12",2017-11-14,2017-11-12
"Domantas Sabonis","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Elfrid Payton","Out","Nov 8",2017-11-13,2017-11-12
"Eric Bledsoe","Day-To-Day","Nov 10",2017-11-13,2017-11-12
"Ersan Ilyasova","Out","Nov 8",2017-11-15,2017-11-12
"Gary Harris","Day-To-Day","Nov 12",2017-11-13,2017-11-12
"Gorgui Dieng","Day-To-Day","Nov 12",2017-11-13,2017-11-12
"Greg Monroe","Out","Nov 8",2017-11-13,2017-11-12
"Isaiah Thomas","Out","Nov 12",2018-01-02,2017-11-12
"JaMychal Green","Out","Nov 12",2017-11-15,2017-11-12
"Jared Dudley","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Jarrett Allen","Out","Nov 9",2017-11-14,2017-11-12
"Jayson Tatum","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Jerryd Bayless","Out","Nov 8",2017-11-13,2017-11-12
"Joffrey Lauvergne","Out","Nov 9",2017-11-13,2017-11-12
"John Wall","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Jon Leuer","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Jonathan Isaac","Day-To-Day","Nov 12",2017-11-15,2017-11-12
"Josh McRoberts","Out","Nov 12",2017-11-14,2017-11-12
"Kentavious Caldwell-Pope","Day-To-Day","Nov 8",2017-11-13,2017-11-12
"Kevin Durant","Day-To-Day","Nov 8",2017-11-13,2017-11-12
"Kristaps Porzingis","Day-To-Day","Nov 8",2017-11-13,2017-11-12
"Kyrie Irving","Day-To-Day","Nov 11",2017-11-14,2017-11-12
"Lauri Markkanen","Day-To-Day","Nov 9",2017-11-15,2017-11-12
"Luc Mbah a Moute","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Malcolm Delaney","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Malcolm Miller","Out","Nov 9",2017-11-13,2017-11-12
"Manu Ginobili","Day-To-Day","Nov 11",2017-11-13,2017-11-12
"Marco Belinelli","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Meyers Leonard","Out","Nov 12",2017-11-13,2017-11-12
"Michael Kidd-Gilchrist","Day-To-Day","Nov 8",2017-11-13,2017-11-12
"Mike Muscala","Day-To-Day","Nov 9",2017-11-13,2017-11-12
"Miles Plumlee","Out","Nov 9",2017-11-15,2017-11-12
"Mirza Teletovic","Day-To-Day","Nov 10",2017-11-13,2017-11-12
"Nene Hilario","Day-To-Day","Nov 12",2017-11-13,2017-11-12
