"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Klay Thompson","Golden State","SG",29,"6' 6""",215,32742000,"Golden State Warriors","Out",NA,"Jun 1",2020-05-31,2019-12-22
"Kobi Simmons","Charlotte","PG",22,"6' 5""",180,NA,"Charlotte Hornets",NA,NA,NA,NA,NA
"Kostas Antetokounmpo","LA Lakers","PF",22,"6' 10""",200,NA,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Kris Dunn","Chicago","PG",25,"6' 3""",205,5348007,"Chicago Bulls",NA,NA,NA,NA,NA
"Kristaps Porzingis","Dallas","PF",24,"7' 3""",240,27285000,"Dallas Mavericks",NA,NA,NA,NA,NA
"Ky Bowman","Golden State","PG",22,"6' 1""",187,NA,"Golden State Warriors",NA,NA,NA,NA,NA
"Kyle Anderson","Memphis","SF",26,"6' 9""",230,9073050,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Kyle Guy","Sacramento","SG",22,"6' 1""",167,NA,"Sacramento Kings",NA,NA,NA,NA,NA
"Kyle Korver","Milwaukee","SG",38,"6' 7""",212,1620564,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Kyle Kuzma","LA Lakers","PF",24,"6' 8""",221,1974600,"Los Angeles Lakers","Out","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Kyle Lowry","Toronto","PG",33,"6' 0""",196,34996296,"Toronto Raptors",NA,NA,NA,NA,NA
"Kyle O'Quinn","Philadelphia","C",29,"6' 9""",250,1620564,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Kyrie Irving","Brooklyn","PG",27,"6' 2""",195,31742000,"Brooklyn Nets","Out","Dec 20","Game Time Decision",2019-12-23,2019-12-22
"KZ Okpala","Miami","SF",20,"6' 8""",215,898310,"Miami Heat",NA,NA,NA,NA,NA
"LaMarcus Aldridge","San Antonio","C",34,"6' 11""",250,2.6e+07,"San Antonio Spurs",NA,NA,NA,NA,NA
"Landry Shamet","LA Clippers","SG",22,"6' 4""",190,1995120,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Langston Galloway","Detroit","SG",28,"6' 1""",200,7333333,"Detroit Pistons",NA,NA,NA,NA,NA
"Larry Nance Jr.","Cleveland","PF",26,"6' 7""",245,12727273,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Lauri Markkanen","Chicago","PF",22,"7' 0""",240,5300400,"Chicago Bulls",NA,NA,NA,NA,NA
"LeBron James","LA Lakers","SF",34,"6' 9""",250,37436858,"Los Angeles Lakers","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Lonnie Walker IV","San Antonio","SG",21,"6' 5""",204,2689920,"San Antonio Spurs",NA,NA,NA,NA,NA
"Lonzo Ball","New Orleans","PG",22,"6' 6""",190,8719320,"New Orleans Pelicans","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"Lou Williams","LA Clippers","SG",33,"6' 1""",175,8e+06,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Louis King","Detroit","SF",20,"6' 7""",205,NA,"Detroit Pistons",NA,NA,NA,NA,NA
"Luguentz Dort","Oklahoma City","SG",20,"6' 3""",215,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Luka Doncic","Dallas","SF",20,"6' 7""",230,7683360,"Dallas Mavericks","Out",NA,"Dec 26",2019-12-26,2019-12-22
"Luka Samanic","San Antonio","PF",19,"6' 10""",227,2689920,"San Antonio Spurs",NA,NA,NA,NA,NA
"Luke Kennard","Detroit","SG",23,"6' 5""",206,3827160,"Detroit Pistons","Day-To-Day","Dec 21",NA,2019-12-23,2019-12-22
"Luke Kornet","Chicago","PF",24,"7' 2""",250,2250000,"Chicago Bulls",NA,NA,NA,NA,NA
"Malcolm Brogdon","Indiana","PG",27,"6' 5""",229,2e+07,"Indiana Pacers",NA,NA,NA,NA,NA
"Malcolm Miller","Toronto","SG",26,"6' 7""",210,1588231,"Toronto Raptors",NA,NA,NA,NA,NA
"Malik Beasley","Denver","SG",23,"6' 4""",187,2731714,"Denver Nuggets",NA,NA,NA,NA,NA
"Malik Monk","Charlotte","SG",21,"6' 3""",200,4028400,"Charlotte Hornets","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"Marc Gasol","Toronto","C",34,"6' 11""",255,25595700,"Toronto Raptors","Out","Dec 19","Dec 31",2019-12-31,2019-12-22
"Marco Belinelli","San Antonio","SG",33,"6' 5""",220,5846154,"San Antonio Spurs",NA,NA,NA,NA,NA
"Marcus Morris Sr.","New York","SF",30,"6' 8""",218,1.5e+07,"New York Knicks",NA,NA,NA,NA,NA
"Marcus Smart","Boston","PG",25,"6' 3""",220,12553571,"Boston Celtics","Out","Dec 21","Dec 25",2019-12-25,2019-12-22
"Marial Shayok","Philadelphia","SG",24,"6' 5""",198,NA,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Mario Hezonja",NA,"SF",24,"6' 8""",220,1737145,"Portland Trailblazers","Day-To-Day","Dec 21",NA,2019-12-23,2019-12-22
"Markelle Fultz","Orlando","PG",21,"6' 3""",209,9745200,"Orlando Magic",NA,NA,NA,NA,NA
"Markieff Morris","Detroit","PF",30,"6' 8""",245,3200000,"Detroit Pistons",NA,NA,NA,NA,NA
"Marko Guduric","Memphis","SG",24,"6' 6""",201,2625000,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Marquese Chriss","Golden State","PF",22,"6' 9""",240,1620564,"Golden State Warriors",NA,NA,NA,NA,NA
"Marvin Bagley III","Sacramento","PF",20,"6' 11""",235,8556120,"Sacramento Kings",NA,NA,NA,NA,NA
"Marvin Williams","Charlotte","PF",33,"6' 8""",237,15006250,"Charlotte Hornets","Out","Dec 18",NA,2019-12-23,2019-12-22
"Mason Plumlee","Denver","PF",29,"6' 11""",254,14041096,"Denver Nuggets",NA,NA,NA,NA,NA
"Matisse Thybulle","Philadelphia","SG",22,"6' 5""",201,2582160,"Philadelphia 76ers","Out","Dec 22","Jan 6",2020-01-06,2019-12-22
"Matt Thomas","Toronto","SG",25,"6' 4""",190,898310,"Toronto Raptors","Out","Dec 20","Jan 4",2020-01-04,2019-12-22
"Matthew Dellavedova","Cleveland","PG",29,"6' 3""",200,9607500,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Maurice Harkless","LA Clippers","SF",26,"6' 7""",220,11011234,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Max Strus","Chicago","SG",23,"6' 5""",215,898310,"Chicago Bulls",NA,NA,NA,NA,NA
"Maxi Kleber","Dallas","PF",27,"6' 10""",240,8e+06,"Dallas Mavericks",NA,NA,NA,NA,NA
"Melvin Frazier Jr.","Orlando","SG",23,"6' 5""",215,1416852,"Orlando Magic",NA,NA,NA,NA,NA
"Meyers Leonard","Miami","PF",27,"7' 0""",260,11286516,"Miami Heat",NA,NA,NA,NA,NA
"Mfiondu Kabengele","LA Clippers","PF",22,"6' 9""",250,1977000,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Michael Carter-Williams","Orlando","PG",28,"6' 5""",190,1620564,"Orlando Magic","Day-To-Day","Dec 22","Dec 27",2019-12-27,2019-12-22
"Michael Frazier","Houston","SG",25,"6' 3""",200,NA,"Houston Rockets",NA,NA,NA,NA,NA
