"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Cheick Diallo","Phoenix","PF",23,"6' 8""",219,1678854,"Phoenix Suns",NA,NA,NA,NA,NA
"Chimezie Metu","San Antonio","PF",22,"6' 9""",225,1416852,"San Antonio Spurs",NA,NA,NA,NA,NA
"Chris Boucher","Toronto","PF",26,"6' 9""",200,1588231,"Toronto Raptors",NA,NA,NA,NA,NA
"Chris Clemons","Houston","PG",22,"5' 9""",180,NA,"Houston Rockets",NA,NA,NA,NA,NA
"Chris Paul","Oklahoma City","PG",34,"6' 1""",175,38506482,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Chris Silva","Miami","PF",23,"6' 8""",234,NA,"Miami Heat",NA,NA,NA,NA,NA
"Christian Wood","Detroit","PF",24,"6' 10""",214,1645357,"Detroit Pistons","Out","Dec 20","Dec 28",2019-12-28,2019-12-22
"CJ McCollum",NA,"SG",28,"6' 3""",190,27556959,"Portland Trailblazers",NA,NA,NA,NA,NA
"Clint Capela","Houston","C",25,"6' 10""",240,14896552,"Houston Rockets",NA,NA,NA,NA,NA
"Coby White","Chicago","PG",19,"6' 4""",195,5307120,"Chicago Bulls",NA,NA,NA,NA,NA
"Cody Martin","Charlotte","SF",24,"6' 5""",205,1173310,"Charlotte Hornets",NA,NA,NA,NA,NA
"Cody Zeller","Charlotte","PF",27,"7' 0""",240,14471910,"Charlotte Hornets",NA,NA,NA,NA,NA
"Collin Sexton","Cleveland","PG",20,"6' 1""",190,4764960,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Cory Joseph","Sacramento","PG",28,"6' 3""",200,1.2e+07,"Sacramento Kings",NA,NA,NA,NA,NA
"Courtney Lee","Dallas","SG",34,"6' 5""",215,12759670,"Dallas Mavericks",NA,NA,NA,NA,NA
"Cristiano Felicio","Chicago","PF",27,"6' 10""",270,8156500,"Chicago Bulls",NA,NA,NA,NA,NA
"D.J. Augustin","Orlando","PG",32,"5' 11""",183,7250000,"Orlando Magic",NA,NA,NA,NA,NA
"D.J. Wilson","Milwaukee","PF",23,"6' 10""",231,2961120,"Milwaukee Bucks",NA,NA,NA,NA,NA
"D'Angelo Russell","Golden State","SG",23,"6' 4""",193,27285000,"Golden State Warriors",NA,NA,NA,NA,NA
"Damian Jones","Atlanta","C",24,"6' 11""",245,2305057,"Atlanta Hawks",NA,NA,NA,NA,NA
"Damian Lillard",NA,"PG",29,"6' 2""",195,29802321,"Portland Trailblazers",NA,NA,NA,NA,NA
"Damion Lee","Golden State","SG",27,"6' 5""",210,NA,"Golden State Warriors",NA,NA,NA,NA,NA
"Damyean Dotson","New York","SG",25,"6' 5""",210,1618520,"New York Knicks",NA,NA,NA,NA,NA
"Daniel Gafford","Chicago","PF",21,"6' 10""",234,898310,"Chicago Bulls",NA,NA,NA,NA,NA
"Daniel Theis","Boston","PF",27,"6' 8""",245,5e+06,"Boston Celtics",NA,NA,NA,NA,NA
"Danilo Gallinari","Oklahoma City","PF",31,"6' 10""",233,22615559,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Danny Green","LA Lakers","SG",32,"6' 6""",215,14634146,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Dante Exum","Utah","PG",24,"6' 5""",214,9600000,"Utah Jazz",NA,NA,NA,NA,NA
"Danuel House Jr.","Houston","SF",26,"6' 6""",220,3540000,"Houston Rockets",NA,NA,NA,NA,NA
"DaQuan Jeffries","Sacramento","SG",22,"6' 5""",230,NA,"Sacramento Kings",NA,NA,NA,NA,NA
"Dario Saric","Phoenix","PF",25,"6' 10""",225,3481986,"Phoenix Suns","Day-To-Day","Dec 21",NA,2019-12-23,2019-12-22
"Darius Bazley","Oklahoma City","SF",19,"6' 8""",208,2284800,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Darius Garland","Cleveland","PG",19,"6' 1""",192,6400920,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Darius Miller","New Orleans","SF",29,"6' 6""",225,7e+06,"New Orleans Pelicans","Out",NA,"Apr 1",2020-03-31,2019-12-22
"Daryl Macon","Miami","SG",24,"6' 2""",185,NA,"Miami Heat",NA,NA,NA,NA,NA
"David Nwaba","Brooklyn","SG",26,"6' 5""",219,1678854,"Brooklyn Nets","Out","Dec 19","Out for the season",2020-12-21,2019-12-22
"Davis Bertans","Washington","SF",27,"6' 10""",225,7e+06,"Washington Wizards","Day-To-Day","Dec 22","Dec 26",2019-12-26,2019-12-22
"De'Aaron Fox","Sacramento","PG",22,"6' 3""",185,6392760,"Sacramento Kings",NA,NA,NA,NA,NA
"De'Andre Hunter","Atlanta","SF",22,"6' 7""",225,7068360,"Atlanta Hawks",NA,NA,NA,NA,NA
"De'Anthony Melton","Memphis","SG",21,"6' 2""",200,1416852,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Dean Wade","Cleveland","PF",23,"6' 9""",228,NA,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Deandre Ayton","Phoenix","C",21,"6' 11""",250,9562920,"Phoenix Suns","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"DeAndre Jordan","Brooklyn","C",31,"6' 11""",265,9881598,"Brooklyn Nets",NA,NA,NA,NA,NA
"DeAndre' Bembry","Atlanta","SG",25,"6' 5""",210,2603982,"Atlanta Hawks",NA,NA,NA,NA,NA
"Dejounte Murray","San Antonio","PG",23,"6' 4""",180,2321735,"San Antonio Spurs",NA,NA,NA,NA,NA
"Delon Wright","Dallas","PG",27,"6' 5""",185,9473684,"Dallas Mavericks","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"DeMar DeRozan","San Antonio","SG",30,"6' 6""",220,27739975,"San Antonio Spurs",NA,NA,NA,NA,NA
"DeMarcus Cousins","LA Lakers","C",29,"6' 10""",270,3500000,"Los Angeles Lakers","Out",NA,"May 15",2020-05-14,2019-12-22
"DeMarre Carroll","San Antonio","SF",33,"6' 6""",215,7e+06,"San Antonio Spurs",NA,NA,NA,NA,NA
"Dennis Schroder","Oklahoma City","PG",26,"6' 1""",172,15500000,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Dennis Smith Jr.","New York","PG",22,"6' 2""",205,4463640,"New York Knicks",NA,NA,NA,NA,NA
"Denzel Valentine","Chicago","SG",26,"6' 4""",220,3377569,"Chicago Bulls",NA,NA,NA,NA,NA
"Deonte Burton","Oklahoma City","SG",25,"6' 4""",240,1416852,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Derrick Favors","New Orleans","PF",28,"6' 9""",265,17650000,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Derrick Jones Jr.","Miami","SF",22,"6' 6""",210,1645357,"Miami Heat","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"Derrick Rose","Detroit","PG",31,"6' 2""",200,7317073,"Detroit Pistons","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Derrick Walton Jr.","LA Clippers","PG",24,"6' 0""",185,1445697,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Derrick White","San Antonio","PG",25,"6' 4""",190,1948080,"San Antonio Spurs",NA,NA,NA,NA,NA
"Devin Booker","Phoenix","SG",23,"6' 5""",206,27285000,"Phoenix Suns","Out","Dec 21",NA,2019-12-23,2019-12-22
"Devontae Cacok","LA Lakers","C",23,"6' 8""",240,NA,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Devonte' Graham","Charlotte","PG",24,"6' 1""",195,1416852,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dewan Hernandez","Toronto","C",23,"6' 10""",235,898310,"Toronto Raptors","Day-To-Day","Dec 22","Dec 23",2019-12-23,2019-12-22
"Dewayne Dedmon","Sacramento","C",30,"7' 0""",245,13333333,"Sacramento Kings",NA,NA,NA,NA,NA
"Dillon Brooks","Memphis","SG",23,"6' 7""",225,1618520,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Dion Waiters","Miami","SG",28,"6' 3""",210,12100000,"Miami Heat","Day-To-Day","Dec 22",NA,2019-12-23,2019-12-22
"Domantas Sabonis","Indiana","PF",23,"6' 11""",240,3529555,"Indiana Pacers","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Donovan Mitchell","Utah","SG",23,"6' 1""",215,3635760,"Utah Jazz",NA,NA,NA,NA,NA
"Donte DiVincenzo","Milwaukee","SG",22,"6' 4""",203,2905800,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Dorian Finney-Smith","Dallas","SF",26,"6' 7""",220,4e+06,"Dallas Mavericks",NA,NA,NA,NA,NA
"Doug McDermott","Indiana","SF",27,"6' 7""",225,7333333,"Indiana Pacers",NA,NA,NA,NA,NA
"Dragan Bender","Milwaukee","SF",22,"7' 0""",249,1678854,"Milwaukee Bucks","Out","Dec 22","Dec 25",2019-12-25,2019-12-22
"Draymond Green","Golden State","PF",29,"6' 6""",230,18539130,"Golden State Warriors",NA,NA,NA,NA,NA
"Drew Eubanks","San Antonio","PF",22,"6' 9""",245,NA,"San Antonio Spurs",NA,NA,NA,NA,NA
"Duncan Robinson","Miami","SF",25,"6' 7""",215,1416852,"Miami Heat",NA,NA,NA,NA,NA
"Dwayne Bacon","Charlotte","SG",24,"6' 6""",221,1618520,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dwight Howard","LA Lakers","C",34,"6' 10""",265,1620564,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Dwight Powell","Dallas","PF",28,"6' 10""",240,10259375,"Dallas Mavericks",NA,NA,NA,NA,NA
"Dylan Windler","Cleveland","SG",23,"6' 6""",196,2035800,"Cleveland Cavaliers","Out",NA,"Dec 27",2019-12-27,2019-12-22
"Dzanan Musa","Brooklyn","SG",20,"6' 9""",217,1911600,"Brooklyn Nets",NA,NA,NA,NA,NA
"E'Twaun Moore","New Orleans","SG",30,"6' 3""",191,8664928,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Ed Davis","Utah","C",30,"6' 9""",218,4767000,"Utah Jazz",NA,NA,NA,NA,NA
"Edmond Sumner","Indiana","PG",23,"6' 4""",196,2e+06,"Indiana Pacers",NA,NA,NA,NA,NA
"Elfrid Payton","New York","PG",25,"6' 3""",195,8e+06,"New York Knicks",NA,NA,NA,NA,NA
"Elie Okobo","Phoenix","SF",22,"6' 3""",190,1416852,"Phoenix Suns",NA,NA,NA,NA,NA
"Emmanuel Mudiay","Utah","PG",23,"6' 3""",200,1620564,"Utah Jazz",NA,NA,NA,NA,NA
"Enes Kanter","Boston","C",27,"6' 10""",250,4767000,"Boston Celtics",NA,NA,NA,NA,NA
"Eric Bledsoe","Milwaukee","PG",30,"6' 1""",214,15625000,"Milwaukee Bucks","Out",NA,"Dec 30",2019-12-30,2019-12-22
"Eric Gordon","Houston","SG",30,"6' 3""",215,14057730,"Houston Rockets","Out","Dec 18","Jan 3",2020-01-03,2019-12-22
"Eric Paschall","Golden State","PF",23,"6' 6""",255,898310,"Golden State Warriors","Day-To-Day","Dec 20","Game Time Decision",2019-12-23,2019-12-22
"Ersan Ilyasova","Milwaukee","PF",32,"6' 9""",235,7e+06,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Evan Fournier","Orlando","SG",27,"6' 7""",205,17150000,"Orlando Magic",NA,NA,NA,NA,NA
"Evan Turner","Atlanta","SG",31,"6' 6""",220,18606556,"Atlanta Hawks","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Frank Jackson","New Orleans","PG",21,"6' 3""",205,1618520,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Frank Kaminsky","Phoenix","PF",26,"7' 0""",240,4767000,"Phoenix Suns","Day-To-Day","Dec 21",NA,2019-12-23,2019-12-22
"Frank Mason III","Milwaukee","PG",25,"5' 11""",190,NA,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Frank Ntilikina","New York","PG",21,"6' 4""",200,4855800,"New York Knicks","Day-To-Day","Dec 19",NA,2019-12-23,2019-12-22
"Fred VanVleet","Toronto","SG",25,"6' 1""",197,9346153,"Toronto Raptors","Out","Dec 20",NA,2019-12-23,2019-12-22
"Furkan Korkmaz","Philadelphia","SG",22,"6' 7""",202,1620564,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Garrett Temple","Brooklyn","SG",33,"6' 5""",195,4767000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Garrison Mathews","Washington","SG",23,"6' 5""",215,NA,"Washington Wizards",NA,NA,NA,NA,NA
"Gary Clark","Houston","PF",25,"6' 6""",225,1416852,"Houston Rockets",NA,NA,NA,NA,NA
"Gary Harris","Denver","SG",25,"6' 4""",210,17839286,"Denver Nuggets",NA,NA,NA,NA,NA
"Gary Trent Jr.",NA,"SG",20,"6' 5""",209,1416852,"Portland Trailblazers",NA,NA,NA,NA,NA
"George Hill","Milwaukee","PG",33,"6' 3""",188,9133907,"Milwaukee Bucks","Day-To-Day","Dec 22","Game Time Decision",2019-12-23,2019-12-22
"Georges Niang","Utah","SF",26,"6' 7""",230,1645357,"Utah Jazz",NA,NA,NA,NA,NA
"Gerald Green","Houston","SG",33,"6' 6""",205,1620564,"Houston Rockets","Out",NA,"Apr 15",2020-04-14,2019-12-22
"Giannis Antetokounmpo","Milwaukee","PF",25,"6' 11""",242,25842697,"Milwaukee Bucks","Day-To-Day","Dec 20",NA,2019-12-23,2019-12-22
"Glenn Robinson III","Golden State","SF",25,"6' 6""",222,1620564,"Golden State Warriors",NA,NA,NA,NA,NA
"Goga Bitadze","Indiana","C",20,"6' 11""",250,2816760,"Indiana Pacers",NA,NA,NA,NA,NA
"Goran Dragic","Miami","PG",33,"6' 3""",190,19217900,"Miami Heat","Out","Dec 20",NA,2019-12-23,2019-12-22
"Gordon Hayward","Boston","SF",29,"6' 7""",225,32700690,"Boston Celtics","Out","Dec 22","Dec 25",2019-12-25,2019-12-22
"Gorgui Dieng","Minnesota","C",29,"6' 10""",252,16229213,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Grant Williams","Boston","PF",21,"6' 6""",236,2379840,"Boston Celtics",NA,NA,NA,NA,NA
"Grayson Allen","Memphis","SG",24,"6' 4""",198,2429400,"Memphis Grizzlies","Out","Dec 22",NA,2019-12-23,2019-12-22
"Hamidou Diallo","Oklahoma City","SG",21,"6' 5""",202,1416852,"Oklahoma City Thunder","Out","Dec 21","Jan 4",2020-01-04,2019-12-22
"Harrison Barnes","Sacramento","SF",27,"6' 8""",225,24147727,"Sacramento Kings",NA,NA,NA,NA,NA
"Harry Giles III","Sacramento","PF",21,"6' 11""",240,2578800,"Sacramento Kings",NA,NA,NA,NA,NA
"Hassan Whiteside",NA,"C",30,"7' 0""",265,27093017,"Portland Trailblazers",NA,NA,NA,NA,NA
"Henry Ellenson","Brooklyn","PF",22,"6' 10""",240,NA,"Brooklyn Nets",NA,NA,NA,NA,NA
"Ian Mahinmi","Washington","C",33,"6' 11""",262,15450051,"Washington Wizards",NA,NA,NA,NA,NA
"Ignas Brazdeikis","New York","SF",20,"6' 6""",221,898310,"New York Knicks",NA,NA,NA,NA,NA
"Isaac Bonga","Washington","SG",20,"6' 8""",180,1416842,"Washington Wizards",NA,NA,NA,NA,NA
"Isaiah Hartenstein","Houston","C",21,"7' 0""",250,1416852,"Houston Rockets",NA,NA,NA,NA,NA
"Isaiah Roby","Dallas","SF",21,"6' 8""",230,1500000,"Dallas Mavericks",NA,NA,NA,NA,NA
"Isaiah Thomas","Washington","PG",30,"5' 9""",185,1620564,"Washington Wizards",NA,NA,NA,NA,NA
"Ish Smith","Washington","PG",31,"6' 0""",175,6e+06,"Washington Wizards",NA,NA,NA,NA,NA
"Ivan Rabb","New York","PF",22,"6' 10""",220,NA,"New York Knicks",NA,NA,NA,NA,NA
"Ivica Zubac","LA Clippers","C",22,"7' 0""",240,6481482,"Los Angeles Clippers",NA,NA,NA,NA,NA
"J.J. Barea","Dallas","PG",35,"5' 10""",180,1620564,"Dallas Mavericks",NA,NA,NA,NA,NA
"Ja Morant","Memphis","PG",20,"6' 3""",174,8730240,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Jabari Parker","Atlanta","PF",24,"6' 8""",245,6500000,"Atlanta Hawks",NA,NA,NA,NA,NA
"Jacob Evans","Golden State","SG",22,"6' 4""",210,1925880,"Golden State Warriors",NA,NA,NA,NA,NA
"Jae Crowder","Memphis","SF",29,"6' 6""",235,7815533,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Jahlil Okafor","New Orleans","C",24,"6' 10""",270,1702486,"New Orleans Pelicans",NA,NA,NA,NA,NA
"JaKarr Sampson","Indiana","SF",26,"6' 7""",214,1620564,"Indiana Pacers",NA,NA,NA,NA,NA
"Jake Layman","Minnesota","SF",25,"6' 8""",209,3581986,"Minnesota Timberwolves","Out","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Jakob Poeltl","San Antonio","C",24,"7' 1""",245,3754886,"San Antonio Spurs",NA,NA,NA,NA,NA
"Jalen Brunson","Dallas","PG",23,"6' 1""",190,1416852,"Dallas Mavericks",NA,NA,NA,NA,NA
"Jalen Lecque","Phoenix","PG",19,"6' 4""",185,898310,"Phoenix Suns",NA,NA,NA,NA,NA
"Jalen McDaniels","Charlotte","PF",21,"6' 10""",205,898310,"Charlotte Hornets",NA,NA,NA,NA,NA
"Jamal Murray","Denver","PG",22,"6' 4""",215,4444746,"Denver Nuggets",NA,NA,NA,NA,NA
"James Ennis III","Philadelphia","SF",29,"6' 6""",215,1882867,"Philadelphia 76ers",NA,NA,NA,NA,NA
"James Harden","Houston","SG",30,"6' 5""",220,38199000,"Houston Rockets",NA,NA,NA,NA,NA
"James Johnson","Miami","PF",32,"6' 7""",240,15349400,"Miami Heat","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"JaMychal Green","LA Clippers","PF",29,"6' 8""",227,4767000,"Los Angeles Clippers","Out","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Jared Dudley","LA Lakers","SF",34,"6' 6""",237,1620564,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Jared Harper","Phoenix","PG",22,"5' 11""",175,NA,"Phoenix Suns",NA,NA,NA,NA,NA
"Jaren Jackson Jr.","Memphis","PF",20,"6' 11""",242,6927480,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Jarred Vanderbilt","Denver","PF",20,"6' 9""",214,1416852,"Denver Nuggets",NA,NA,NA,NA,NA
"Jarrell Brantley","Utah","PF",23,"6' 5""",250,NA,"Utah Jazz",NA,NA,NA,NA,NA
"Jarrett Allen","Brooklyn","C",21,"6' 11""",243,2376840,"Brooklyn Nets",NA,NA,NA,NA,NA
"Jarrett Culver","Minnesota","SG",20,"6' 6""",195,5813640,"Minnesota Timberwolves","Day-To-Day","Dec 20",NA,2019-12-23,2019-12-22
"JaVale McGee","LA Lakers","C",31,"7' 0""",270,4e+06,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Javonte Green","Boston","SG",26,"6' 4""",205,898310,"Boston Celtics",NA,NA,NA,NA,NA
"Jaxson Hayes","New Orleans","C",19,"6' 11""",220,4862040,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Jaylen Brown","Boston","SG",23,"6' 6""",223,6534829,"Boston Celtics",NA,NA,NA,NA,NA
"Jaylen Hoard",NA,"SF",20,"6' 8""",216,NA,"Portland Trailblazers",NA,NA,NA,NA,NA
"Jaylen Nowell","Minnesota","SG",20,"6' 4""",201,1400000,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jayson Tatum","Boston","PF",21,"6' 8""",210,7830000,"Boston Celtics",NA,NA,NA,NA,NA
"Jeff Green","Utah","PF",33,"6' 8""",235,1620564,"Utah Jazz",NA,NA,NA,NA,NA
"Jeff Teague","Minnesota","PG",31,"6' 3""",195,1.9e+07,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jerami Grant","Denver","PF",25,"6' 8""",210,9346153,"Denver Nuggets",NA,NA,NA,NA,NA
"Jeremy Lamb","Indiana","SG",27,"6' 5""",180,10500000,"Indiana Pacers","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Jerome Robinson","LA Clippers","SG",22,"6' 4""",190,3567720,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Jevon Carter","Phoenix","PG",24,"6' 1""",200,1416852,"Phoenix Suns",NA,NA,NA,NA,NA
"Jimmy Butler","Miami","SF",30,"6' 7""",230,32742000,"Miami Heat",NA,NA,NA,NA,NA
"JJ Redick","New Orleans","SG",35,"6' 3""",200,13486300,"New Orleans Pelicans","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"Joe Harris","Brooklyn","SG",28,"6' 6""",220,7666667,"Brooklyn Nets",NA,NA,NA,NA,NA
"Joe Ingles","Utah","SF",32,"6' 7""",220,11954546,"Utah Jazz",NA,NA,NA,NA,NA
"Joel Embiid","Philadelphia","C",25,"7' 0""",280,27504630,"Philadelphia 76ers",NA,NA,NA,NA,NA
"John Henson","Cleveland","PF",28,"6' 9""",219,9732396,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"John Konchar","Memphis","SG",23,"6' 5""",210,NA,"Memphis Grizzlies",NA,NA,NA,NA,NA
"John Wall","Washington","PG",29,"6' 4""",210,38199000,"Washington Wizards","Out",NA,"May 1",2020-04-30,2019-12-22
"Johnathan Motley","LA Clippers","PF",24,"6' 8""",230,NA,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Jonah Bolden","Philadelphia","PF",23,"6' 8""",225,1698450,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Jonas Valanciunas","Memphis","C",27,"6' 11""",265,1.6e+07,"Memphis Grizzlies","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Jonathan Isaac","Orlando","PF",22,"6' 11""",230,5806440,"Orlando Magic","Day-To-Day","Dec 18",NA,2019-12-23,2019-12-22
"Jordan Bell","Minnesota","PF",24,"6' 8""",216,1620564,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jordan Bone","Detroit","PG",22,"6' 3""",180,NA,"Detroit Pistons",NA,NA,NA,NA,NA
"Jordan Clarkson","Cleveland","PG",27,"6' 4""",194,13437500,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Jordan McLaughlin","Minnesota","PG",23,"5' 11""",185,NA,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jordan McRae","Washington","SG",28,"6' 5""",179,1645357,"Washington Wizards","Out","Dec 20","Game Time Decision",2019-12-23,2019-12-22
"Jordan Poole","Golden State","SG",20,"6' 4""",194,1964760,"Golden State Warriors",NA,NA,NA,NA,NA
"Josh Gray","New Orleans","PG",26,"6' 0""",180,NA,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Josh Hart","New Orleans","SG",24,"6' 5""",215,1655160,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Josh Jackson","Memphis","SG",22,"6' 8""",207,7059480,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Josh Magette","Orlando","PG",30,"6' 1""",160,NA,"Orlando Magic",NA,NA,NA,NA,NA
"Josh Okogie","Minnesota","SG",21,"6' 4""",213,2530680,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Josh Reaves","Dallas","SG",22,"6' 4""",214,NA,"Dallas Mavericks",NA,NA,NA,NA,NA
"Josh Richardson","Philadelphia","SG",26,"6' 5""",200,10116576,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Jrue Holiday","New Orleans","SG",29,"6' 3""",205,26231111,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Juan Hernangomez","Denver","PF",24,"6' 9""",214,3321030,"Denver Nuggets",NA,NA,NA,NA,NA
"Julius Randle","New York","PF",25,"6' 8""",250,1.8e+07,"New York Knicks","Day-To-Day","Dec 19",NA,2019-12-23,2019-12-22
"Justin Holiday","Indiana","SF",30,"6' 6""",180,4767000,"Indiana Pacers",NA,NA,NA,NA,NA
"Justin Jackson","Dallas","SF",24,"6' 7""",220,3280920,"Dallas Mavericks",NA,NA,NA,NA,NA
"Justin James","Sacramento","SG",22,"6' 7""",190,898310,"Sacramento Kings",NA,NA,NA,NA,NA
"Justin Patton","Oklahoma City","C",22,"6' 11""",241,1620564,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Justin Robinson","Washington","PG",22,"6' 1""",195,898310,"Washington Wizards",NA,NA,NA,NA,NA
"Justin Wright-Foreman","Utah","PG",22,"6' 0""",190,NA,"Utah Jazz",NA,NA,NA,NA,NA
"Justise Winslow","Miami","SF",23,"6' 6""",222,1.3e+07,"Miami Heat","Out","Dec 22","Dec 27",2019-12-27,2019-12-22
"Jusuf Nurkic",NA,"C",25,"7' 0""",290,13125000,"Portland Trailblazers","Out",NA,"Feb 15",2020-02-15,2019-12-22
"Juwan Morgan","Utah","F",22,"6' 7""",232,746054,"Utah Jazz",NA,NA,NA,NA,NA
"Kadeem Allen","New York","SG",26,"6' 1""",200,NA,"New York Knicks",NA,NA,NA,NA,NA
"Karl-Anthony Towns","Minnesota","C",24,"6' 11""",248,27285000,"Minnesota Timberwolves","Out","Dec 22","Dec 23",2019-12-23,2019-12-22
"Kawhi Leonard","LA Clippers","SF",28,"6' 7""",225,32742000,"Los Angeles Clippers","Day-To-Day","Dec 21","Game Time Decision",2019-12-23,2019-12-22
"Keita Bates-Diop","Minnesota","SF",23,"6' 8""",229,1416852,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Kelan Martin","Minnesota","SF",24,"6' 5""",230,NA,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Keldon Johnson","San Antonio","SF",20,"6' 5""",220,1950600,"San Antonio Spurs",NA,NA,NA,NA,NA
"Kelly Olynyk","Miami","PF",28,"6' 11""",240,12667885,"Miami Heat",NA,NA,NA,NA,NA
"Kelly Oubre Jr.","Phoenix","SF",24,"6' 7""",203,15625000,"Phoenix Suns",NA,NA,NA,NA,NA
"Kemba Walker","Boston","PG",29,"6' 0""",184,32742000,"Boston Celtics",NA,NA,NA,NA,NA
"Kendrick Nunn","Miami","SG",24,"6' 2""",190,1416852,"Miami Heat",NA,NA,NA,NA,NA
"Kenrich Williams","New Orleans","SG",25,"6' 6""",210,1416852,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Kent Bazemore",NA,"SG",30,"6' 4""",195,19269662,"Portland Trailblazers",NA,NA,NA,NA,NA
"Kentavious Caldwell-Pope","LA Lakers","SG",26,"6' 5""",204,8089282,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Kevin Durant","Brooklyn","SF",31,"6' 10""",240,38199000,"Brooklyn Nets","Out",NA,"Out for the season",2020-12-21,2019-12-22
"Kevin Hervey","Oklahoma City","PF",23,"6' 9""",230,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Kevin Huerter","Atlanta","SG",21,"6' 7""",190,2636280,"Atlanta Hawks",NA,NA,NA,NA,NA
"Kevin Knox II","New York","SF",20,"6' 7""",215,4380120,"New York Knicks",NA,NA,NA,NA,NA
"Kevin Love","Cleveland","PF",31,"6' 8""",251,28942830,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Kevin Porter Jr.","Cleveland","SG",19,"6' 4""",203,1290960,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Kevon Looney","Golden State","PF",23,"6' 9""",222,4464226,"Golden State Warriors",NA,NA,NA,NA,NA
"Khem Birch","Orlando","C",27,"6' 9""",233,3e+06,"Orlando Magic",NA,NA,NA,NA,NA
"Khris Middleton","Milwaukee","SF",28,"6' 7""",222,30603448,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Khyri Thomas","Detroit","SG",23,"6' 3""",210,1416852,"Detroit Pistons","Out",NA,"Jan 1",2020-01-01,2019-12-22
