"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Aaron Gordon","Day-To-Day","Dec 16",2017-12-20,2017-12-18
"Allen Crabbe","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Andre Roberson","Out","Dec 15",2017-12-19,2017-12-18
"Anthony Tolliver","Day-To-Day","Dec 14",2017-12-19,2017-12-18
"Arron Afflalo","Out","Dec 17",2017-12-20,2017-12-18
"Austin Rivers","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Avery Bradley","Day-To-Day","Dec 17",2017-12-20,2017-12-18
"Brandan Wright","Out","Dec 16",2017-12-20,2017-12-18
"Chandler Parsons","Day-To-Day","Dec 16",2017-12-20,2017-12-18
"CJ Miles","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Clint Capela","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Daniel Theis","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Danilo Gallinari","Out","Dec 16",2017-12-19,2017-12-18
"Danny Green","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"De'Aaron Fox","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Delon Wright","Out","Dec 15",2017-12-19,2017-12-18
"DeMarre Carroll","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Dorian Finney-Smith","Out","Dec 18",2017-12-26,2017-12-18
"Draymond Green","Out","Dec 17",2017-12-20,2017-12-18
"Dwyane Wade","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Emmanuel Mudiay","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Evan Fournier","Out","Dec 16",2017-12-20,2017-12-18
"Furkan Korkmaz","Out","Dec 17",2018-01-03,2017-12-18
"Hassan Whiteside","Out","Dec 16",2017-12-22,2017-12-18
"Ian Mahinmi","Day-To-Day","Dec 15",2017-12-19,2017-12-18
"Isaiah Thomas","Out","Dec 17",2018-01-02,2017-12-18
"James Harden","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"James Johnson","Out","Dec 17",2017-12-26,2017-12-18
"Jimmy Butler","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Joel Embiid","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"John Collins","Out","Dec 15",2017-12-19,2017-12-18
"John Holland","Out","Dec 15",2018-01-12,2017-12-18
"Jonathan Isaac","Out","Dec 17",2017-12-19,2017-12-18
"Josh McRoberts","Out","Dec 18",2017-12-18,2017-12-18
"Justise Winslow","Out","Dec 17",2017-12-19,2017-12-18
"Jusuf Nurkic","Out","Dec 15",2017-12-19,2017-12-18
"Kawhi Leonard","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Kemba Walker","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Kentavious Caldwell-Pope","Day-To-Day","Dec 14",2017-12-19,2017-12-18
"Kristaps Porzingis","Day-To-Day","Dec 16",2017-12-19,2017-12-18
"Lauri Markkanen","Day-To-Day","Dec 17",2017-12-19,2017-12-18
"Lonzo Ball","Day-To-Day","Dec 14",2017-12-19,2017-12-18
"Luc Mbah a Moute","Out","Dec 14",2017-12-29,2017-12-18
