"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Anthony Davis","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Austin Rivers","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"Carrick Felix","Out","Oct 29",2017-11-01,2017-10-29
"Chandler Parsons","Day-To-Day","Oct 25",2017-10-30,2017-10-29
"Chris Paul","Out","Oct 26",2017-10-30,2017-10-29
"Cody Zeller","Out","Oct 28",2017-10-30,2017-10-29
"D'Angelo Russell","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"DeMarre Carroll","Day-To-Day","Oct 29",2017-10-31,2017-10-29
"Dennis Schroder","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Derrick Rose","Out","Oct 29",2017-10-30,2017-10-29
"Devin Harris","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"Dion Waiters","Day-To-Day","Oct 25",2017-10-30,2017-10-29
"Dorian Finney-Smith","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Dwight Buycks","Day-To-Day","Oct 25",2017-10-30,2017-10-29
"Dwyane Wade","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Elfrid Payton","Out","Oct 29",2017-11-01,2017-10-29
"Eric Bledsoe","Out","Oct 29",2017-11-15,2017-10-29
"Eric Gordon","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Ersan Ilyasova","Out","Oct 29",2017-11-06,2017-10-29
"Frank Kaminsky","Day-To-Day","Oct 29",2017-10-30,2017-10-29
"Frank Ntilikina","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"George Hill","Day-To-Day","Oct 28",2017-10-31,2017-10-29
"Greg Monroe","Out","Oct 29",2017-11-13,2017-10-29
"Hassan Whiteside","Out","Oct 29",2017-10-30,2017-10-29
"Ian Mahinmi","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Iman Shumpert","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Jahlil Okafor","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Jimmy Butler","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"JJ Redick","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Joel Embiid","Day-To-Day","Oct 29",2017-10-30,2017-10-29
"Joffrey Lauvergne","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Jonas Valanciunas","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Jonathan Isaac","Day-To-Day","Oct 29",2017-10-30,2017-10-29
"Josh McRoberts","Out","Oct 29",2017-11-01,2017-10-29
"Josh Smith","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Kawhi Leonard","Out","Oct 28",2017-10-30,2017-10-29
"Kris Dunn","Out","Oct 28",2017-10-30,2017-10-29
"Lucas Nogueira","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Malcolm Brogdon","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"Marco Belinelli","Day-To-Day","Oct 27",2017-10-30,2017-10-29
"Marcus Morris","Out","Oct 28",2017-11-01,2017-10-29
"Marcus Smart","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"Mario Chalmers","Day-To-Day","Oct 26",2017-10-30,2017-10-29
"Markelle Fultz","Out","Oct 29",2017-11-20,2017-10-29
"Markieff Morris","Out","Oct 29",2017-11-01,2017-10-29
"Marquese Chriss","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Meyers Leonard","Out","Oct 27",2017-11-24,2017-10-29
"Michael Carter-Williams","Out","Oct 29",2017-10-30,2017-10-29
"Miles Plumlee","Out","Oct 29",2017-11-01,2017-10-29
"Myles Turner","Out","Oct 28",2017-10-31,2017-10-29
"Nene Hilario","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Nikola Mirotic","Out","Oct 26",2017-11-24,2017-10-29
"Paul Zipser","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Quincy Acy","Day-To-Day","Oct 28",2017-10-31,2017-10-29
"Reggie Bullock","Out","Oct 29",2017-10-30,2017-10-29
"Richaun Holmes","Out","Oct 28",2017-11-03,2017-10-29
"Ron Baker","Day-To-Day","Oct 29",2017-10-30,2017-10-29
"Seth Curry","Out","Oct 29",2017-11-01,2017-10-29
"Shaun Livingston","Day-To-Day","Oct 26",2017-10-29,2017-10-29
"Tarik Black","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Tony Parker","Out","Oct 25",2017-11-14,2017-10-29
"Treveon Graham","Day-To-Day","Oct 28",2017-10-30,2017-10-29
"Trevor Ariza","Out","Oct 28",2017-10-30,2017-10-29
"Wayne Selden","Out","Oct 29",2017-10-30,2017-10-29
"Zach Randolph","Day-To-Day","Oct 28",2017-10-31,2017-10-29
"Adreian Payne","Out",NA,2018-01-01,2017-10-29
"Alan Williams","Out",NA,2018-03-15,2017-10-29
"Alexis Ajinca","Out",NA,2017-11-17,2017-10-29
"Ben McLemore","Out",NA,2017-11-07,2017-10-29
"Bobby Portis","Out",NA,2017-11-07,2017-10-29
"Brandon Knight","Out",NA,2018-10-25,2017-10-29
"C.J. Wilcox","Out",NA,2017-12-05,2017-10-29
"Cameron Payne","Out",NA,2017-11-30,2017-10-29
"Chris Boucher","Out",NA,2018-01-01,2017-10-29
"Dante Exum","Out",NA,2018-03-01,2017-10-29
"Davon Reed","Out",NA,2017-12-26,2017-10-29
"DeAndre' Bembry","Out",NA,2017-11-20,2017-10-29
"Devin Robinson","Out",NA,2017-12-01,2017-10-29
"Edmond Sumner","Out",NA,2018-02-01,2017-10-29
"Frank Jackson","Out",NA,2017-12-15,2017-10-29
"Glenn Robinson III","Out",NA,2018-01-15,2017-10-29
"Gordon Hayward","Out",NA,2018-04-07,2017-10-29
"Harry Giles","Out",NA,2018-01-02,2017-10-29
"Isaiah Thomas","Out",NA,2017-12-25,2017-10-29
"Jabari Parker","Out",NA,2018-02-01,2017-10-29
"JaMychal Green","Out",NA,2017-11-11,2017-10-29
"Jeremy Lin","Out",NA,2018-10-25,2017-10-29
"Joakim Noah","Out",NA,2017-11-20,2017-10-29
"Juan Hernangomez","Out",NA,2017-11-07,2017-10-29
"Julyan Stone","Out",NA,2017-12-01,2017-10-29
"Justin Patton","Out",NA,2017-11-10,2017-10-29
"Malcolm Miller","Out",NA,2017-11-01,2017-10-29
"Milos Teodosic","Out",NA,2017-11-01,2017-10-29
"Nicolas Batum","Out",NA,2017-12-01,2017-10-29
"Noah Vonleh","Out",NA,2017-11-01,2017-10-29
"Omer Asik","Out",NA,2017-10-30,2017-10-29
"Rajon Rondo","Out",NA,2017-11-15,2017-10-29
"Rodney McGruder","Out",NA,2018-01-15,2017-10-29
"Sheldon Mac","Out",NA,2018-04-11,2017-10-29
"Solomon Hill","Out",NA,2018-02-28,2017-10-29
"Wade Baldwin IV","Out",NA,2017-12-09,2017-10-29
"Wayne Selden Jr.","Out",NA,2017-11-01,2017-10-29
"Zach LaVine","Out",NA,2017-11-24,2017-10-29
