"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 17",2016-12-20,2016-12-19
"Alex Len","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"Andrew Bogut","Out","Dec 19",2016-12-25,2016-12-19
"Anthony Davis","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Ben McLemore","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Blake Griffin","Out","Dec 19",2017-01-19,2016-12-19
"Brook Lopez","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Bruno Caboclo","Out","Dec 16",2016-12-20,2016-12-19
"Cameron Payne","Out","Dec 18",2016-12-29,2016-12-19
"Carmelo Anthony","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Chandler Parsons","Out","Dec 19",2016-12-20,2016-12-19
"Chris Andersen","Out","Dec 16",2017-10-25,2016-12-19
"Clint Capela","Out","Dec 19",2016-12-20,2016-12-19
"Cory Joseph","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"D'Angelo Russell","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Dante Cunningham","Out","Dec 18",2016-12-20,2016-12-19
"Dario Saric","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"David West","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"DeAndre Bembry","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Derrick Rose","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Deyonta Davis","Out","Dec 15",2016-12-20,2016-12-19
"Dion Waiters","Out","Dec 19",2016-12-22,2016-12-19
"Dirk Nowitzki","Out","Dec 19",2016-12-25,2016-12-19
"Dwight Howard","Day-To-Day","Dec 19",2016-12-21,2016-12-19
"Festus Ezeli","Out","Dec 17",2017-10-01,2016-12-19
"Gary Harris","Out","Dec 15",2016-12-20,2016-12-19
"Gerald Green","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Hollis Thompson","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"Ian Mahinmi","Out","Dec 19",2016-12-21,2016-12-19
"Isaiah Thomas","Out","Dec 16",2016-12-20,2016-12-19
"J.J. Barea","Out","Dec 19",2016-12-20,2016-12-19
"Jamal Murray","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Jameer Nelson","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"James Ennis","Out","Dec 18",2016-12-20,2016-12-19
"Jarell Martin","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Jason Smith","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Jeremy Lamb","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"Jeremy Lin","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"Jerryd Bayless","Out","Dec 15",2017-10-25,2016-12-19
"Joel Embiid","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Jon Leuer","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Justin Hamilton","Out","Dec 16",2016-12-20,2016-12-19
"Justise Winslow","Out","Dec 15",2016-12-20,2016-12-19
"Kemba Walker","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Kevin Love","Day-To-Day","Dec 19",2016-12-21,2016-12-19
"Luc Mbah a Moute","Out","Dec 18",2016-12-20,2016-12-19
"Lucas Nogueira","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Luol Deng","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Malcolm Delaney","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"Markieff Morris","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"Michael Beasley","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Michael Carter-Williams","Out","Dec 18",2016-12-25,2016-12-19
"Mike Conley","Out","Dec 16",2016-12-20,2016-12-19
"Monta Ellis","Out","Dec 19",2016-12-22,2016-12-19
"Nerlens Noel","Day-To-Day","Dec 16",2016-12-20,2016-12-19
"Nik Stauskas","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Nikola Vucevic","Out","Dec 16",2016-12-20,2016-12-19
"Omri Casspi","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Rajon Rondo","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"Rodney McGruder","Day-To-Day","Dec 19",2016-12-20,2016-12-19
"Rodney Stuckey","Out","Dec 19",2016-12-20,2016-12-19
"Rudy Gay","Out","Dec 19",2016-12-20,2016-12-19
"Salah Mejri","Day-To-Day","Dec 15",2016-12-20,2016-12-19
"Solomon Hill","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Taj Gibson","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Tarik Black","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Tim Frazier","Day-To-Day","Dec 18",2016-12-20,2016-12-19
"Tyler Johnson","Day-To-Day","Dec 17",2016-12-20,2016-12-19
"Tyreke Evans","Day-To-Day","Dec 19",2016-12-21,2016-12-19
"Victor Oladipo","Out","Dec 19",2016-12-21,2016-12-19
"Wayne Ellington","Day-To-Day","Dec 19",2016-12-22,2016-12-19
"Zaza Pachulia","Out","Dec 17",2016-12-20,2016-12-19
