"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al Jefferson","Out","Mar 28",2017-04-10,2017-03-29
"Andrew Harrison","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Arron Afflalo","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Avery Bradley","Day-To-Day","Mar 26",2017-03-30,2017-03-29
"Bojan Bogdanovic","Day-To-Day","Mar 25",2017-03-30,2017-03-29
"Brandon Ingram","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Carmelo Anthony","Day-To-Day","Mar 25",2017-03-30,2017-03-29
"Cristiano Felicio","Out","Mar 29",2017-03-30,2017-03-29
"Danny Green","Day-To-Day","Mar 25",2017-03-30,2017-03-29
"DeMarcus Cousins","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"DeMarre Carroll","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Derrick Rose","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Devin Booker","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Diamond Stone","Out","Mar 26",2017-03-30,2017-03-29
"Dion Waiters","Out","Mar 28",2017-03-31,2017-03-29
"Dragan Bender","Out","Mar 28",2017-04-05,2017-03-29
"Dwyane Wade","Out","Mar 29",2017-05-01,2017-03-29
"Garrett Temple","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Gerald Henderson","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Hassan Whiteside","Day-To-Day","Mar 25",2017-03-30,2017-03-29
"Iman Shumpert","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Jahlil Okafor","Out","Mar 29",2017-03-31,2017-03-29
"JaMychal Green","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Jeff Green","Out","Mar 28",2017-03-31,2017-03-29
"Jerryd Bayless","Out","Mar 29",2017-10-25,2017-03-29
"JJ Redick","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Joakim Noah","Out","Mar 29",2017-10-25,2017-03-29
"Joe Harris","Out","Mar 29",2017-04-01,2017-03-29
"John Henson","Out","Mar 25",2017-04-02,2017-03-29
"Jonas Jerebko","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Kent Bazemore","Out","Mar 29",2017-03-30,2017-03-29
"Kevin Durant","Out","Mar 29",2017-04-08,2017-03-29
"Kevon Looney","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Khris Middleton","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Kosta Koufos","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Kyle Korver","Out","Mar 28",2017-04-02,2017-03-29
"Kyle Lowry","Out","Mar 29",2017-04-01,2017-03-29
"Lance Stephenson","Day-To-Day","Mar 29",2017-03-29,2017-03-29
"Lance Thomas","Out","Mar 29",2017-03-31,2017-03-29
"Leandro Barbosa","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"LeBron James","Day-To-Day","Mar 25",2017-03-30,2017-03-29
"Luol Deng","Out","Mar 28",2017-10-25,2017-03-29
"Malachi Richardson","Out","Mar 26",2017-10-25,2017-03-29
"Marc Gasol","Out","Mar 29",2017-03-31,2017-03-29
"Marco Belinelli","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Michael Beasley","Out","Mar 29",2017-03-29,2017-03-29
"Mike Dunleavy","Day-To-Day","Mar 29",2017-04-01,2017-03-29
"Miles Plumlee","Out","Mar 26",2017-03-30,2017-03-29
"Montrezl Harrell","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Nick Young","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Paul Millsap","Out","Mar 27",2017-04-02,2017-03-29
"Quincy Acy","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Ramon Sessions","Out","Mar 29",2017-03-31,2017-03-29
"Reggie Bullock","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Reggie Jackson","Day-To-Day","Mar 28",2017-03-30,2017-03-29
"Richard Jefferson","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Robert Covington","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Rodney Stuckey","Out","Mar 29",2017-03-30,2017-03-29
"Rondae Hollis-Jefferson","Day-To-Day","Mar 26",2017-03-30,2017-03-29
"Ronnie Price","Out","Mar 28",2017-03-30,2017-03-29
"Ryan Anderson","Out","Mar 26",2017-04-09,2017-03-29
"Salah Mejri","Day-To-Day","Mar 29",2017-03-31,2017-03-29
"Sean Kilpatrick","Out","Mar 29",2017-03-30,2017-03-29
"Sergio Rodriguez","Out","Mar 28",2017-04-04,2017-03-29
"Seth Curry","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Solomon Hill","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Thabo Sefolosha","Day-To-Day","Mar 29",2017-04-01,2017-03-29
"Tiago Splitter","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Timofey Mozgov","Out","Mar 28",2017-10-25,2017-03-29
"Ty Lawson","Day-To-Day","Mar 29",2017-03-30,2017-03-29
"Tyreke Evans","Day-To-Day","Mar 27",2017-03-30,2017-03-29
"Ben Simmons","Out",NA,2017-10-25,2017-03-29
"Brandon Knight","Out",NA,2017-10-25,2017-03-29
"Chandler Parsons","Out",NA,2017-10-25,2017-03-29
"Chris Bosh","Out",NA,2017-10-25,2017-03-29
"Dejounte Murray","Out",NA,2017-04-02,2017-03-29
"Derrick Favors","Out",NA,2017-03-31,2017-03-29
"Ed Davis","Out",NA,2017-10-25,2017-03-29
"Eric Bledsoe","Out",NA,2017-10-25,2017-03-29
"Festus Ezeli","Out",NA,2017-10-25,2017-03-29
"George Hill","Out",NA,2017-03-31,2017-03-29
"Glenn Robinson III","Out",NA,2017-04-10,2017-03-29
"Jabari Parker","Out",NA,2017-10-25,2017-03-29
"Joel Embiid","Out",NA,2017-10-25,2017-03-29
"Johnny O'Bryant","Out",NA,2017-03-31,2017-03-29
"Josh McRoberts","Out",NA,2017-04-01,2017-03-29
"Justise Winslow","Out",NA,2017-10-25,2017-03-29
"Nemanja Bjelica","Out",NA,2017-10-25,2017-03-29
"Nikola Pekovic","Out",NA,2017-10-25,2017-03-29
"Omer Asik","Out",NA,2017-10-25,2017-03-29
"Quincy Pondexter","Out",NA,2017-10-25,2017-03-29
"Raul Neto","Out",NA,2017-03-31,2017-03-29
"Rudy Gay","Out",NA,2017-10-25,2017-03-29
"Tyson Chandler","Out",NA,2017-10-25,2017-03-29
"Zach LaVine","Out",NA,2017-10-25,2017-03-29
