"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Edmond Sumner","Out",NA,2018-02-01,2018-01-03
"Frank Mason III","Out",NA,2018-01-09,2018-01-03
"Furkan Korkmaz","Out",NA,2018-01-24,2018-01-03
"Glenn Robinson III","Out",NA,2018-01-15,2018-01-03
"Gordon Hayward","Out",NA,2018-04-07,2018-01-03
"Harry Giles","Out",NA,2018-01-13,2018-01-03
"Iman Shumpert","Out",NA,2018-01-18,2018-01-03
"Jeff Teague","Out",NA,2018-01-18,2018-01-03
"Jeremy Lin","Out",NA,2018-10-25,2018-01-03
"John Holland","Out",NA,2018-01-12,2018-01-03
"Jon Leuer","Out",NA,2018-01-03,2018-01-03
"Luc Mbah a Moute","Out",NA,2018-01-04,2018-01-03
"Mike Conley","Out",NA,2018-01-05,2018-01-03
"Mirza Teletovic","Out",NA,2018-02-01,2018-01-03
"Nikola Vucevic","Out",NA,2018-02-03,2018-01-03
"Okaro White","Out",NA,2018-02-07,2018-01-03
"Patrick Beverley","Out",NA,2018-10-25,2018-01-03
"Paul Millsap","Out",NA,2018-03-26,2018-01-03
"Raul Neto","Out",NA,2018-01-03,2018-01-03
"Rodney McGruder","Out",NA,2018-01-15,2018-01-03
"Rudy Gay","Out",NA,2018-01-13,2018-01-03
"Rudy Gobert","Out",NA,2018-01-17,2018-01-03
"Sheldon Mac","Out",NA,2018-04-11,2018-01-03
"Solomon Hill","Out",NA,2018-02-20,2018-01-03
"Terrence Ross","Out",NA,2018-02-03,2018-01-03
"Tim Hardaway Jr.","Out",NA,2018-01-15,2018-01-03
"Tony Allen","Out",NA,2018-01-06,2018-01-03
"Troy Williams","Out",NA,2018-01-03,2018-01-03
"Wade Baldwin IV","Out",NA,2018-01-04,2018-01-03
