"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Andre Iguodala","Day-To-Day","Jan 3",2018-01-04,2018-01-03
"Andre Roberson","Out","Jan 2",2018-01-09,2018-01-03
"Andrew Wiggins","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Austin Rivers","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Avery Bradley","Out","Jan 3",2018-01-04,2018-01-03
"Blake Griffin","Out","Dec 30",2018-01-04,2018-01-03
"Brook Lopez","Out","Jan 3",2018-01-04,2018-01-03
"Caris LeVert","Day-To-Day","Jan 3",2018-01-06,2018-01-03
"Chandler Parsons","Day-To-Day","Jan 1",2018-01-05,2018-01-03
"Damian Lillard","Out","Jan 2",2018-01-04,2018-01-03
"Danny Green","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"De'Aaron Fox","Out","Jan 3",2018-01-04,2018-01-03
"DeMarre Carroll","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Dennis Schroder","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Dion Waiters","Out","Jan 2",2018-01-05,2018-01-03
"Dorian Finney-Smith","Out","Jan 2",2018-01-09,2018-01-03
"Draymond Green","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Frank Jackson","Out","Jan 2",2018-01-06,2018-01-03
"Isaiah Thomas","Day-To-Day","Jan 3",2018-01-06,2018-01-03
"Jabari Parker","Out","Jan 2",2018-01-15,2018-01-03
"James Harden","Out","Jan 2",2018-01-15,2018-01-03
"James Johnson","Out","Jan 3",2018-01-04,2018-01-03
"JaMychal Green","Out","Dec 30",2018-01-04,2018-01-03
"Jared Dudley","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"Joel Embiid","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Jonathan Isaac","Out","Dec 30",2018-02-03,2018-01-03
"Jonathon Simmons","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Josh McRoberts","Out","Dec 31",2018-01-04,2018-01-03
"Justin Anderson","Day-To-Day","Jan 2",2018-01-05,2018-01-03
"Justise Winslow","Out","Jan 2",2018-01-05,2018-01-03
"Kawhi Leonard","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"Kentavious Caldwell-Pope","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Kevin Love","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Klay Thompson","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Kris Dunn","Day-To-Day","Dec 31",2018-01-04,2018-01-03
"Kyle Kuzma","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Lonzo Ball","Out","Jan 3",2018-01-05,2018-01-03
"Manu Ginobili","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"Markelle Fultz","Out","Jan 2",2018-01-10,2018-01-03
"Mike Muscala","Day-To-Day","Jan 1",2018-01-04,2018-01-03
"Nerlens Noel","Out","Jan 3",2018-01-10,2018-01-03
"Nikola Mirotic","Day-To-Day","Jan 3",2018-01-04,2018-01-03
"Omri Casspi","Day-To-Day","Jan 3",2018-01-04,2018-01-03
"Paul George","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Reggie Jackson","Out","Dec 30",2018-02-01,2018-01-03
"Robert Covington","Day-To-Day","Dec 30",2018-01-04,2018-01-03
"Ron Baker","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Ryan Anderson","Day-To-Day","Dec 31",2018-01-04,2018-01-03
"Semi Ojeleye","Out","Jan 2",2018-01-04,2018-01-03
"Seth Curry","Out","Jan 2",2018-01-09,2018-01-03
"Stanley Johnson","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"Stephen Curry","Out","Dec 31",2018-01-04,2018-01-03
"Tony Parker","Day-To-Day","Jan 3",2018-01-05,2018-01-03
"Tyler Johnson","Day-To-Day","Jan 3",2018-01-04,2018-01-03
"Victor Oladipo","Out","Jan 2",2018-01-06,2018-01-03
"Wayne Selden","Out","Dec 31",2018-01-04,2018-01-03
"Will Barton","Day-To-Day","Jan 3",2018-01-04,2018-01-03
"Zach LaVine","Out","Dec 31",2018-01-08,2018-01-03
"Zaza Pachulia","Day-To-Day","Jan 2",2018-01-04,2018-01-03
"Alan Williams","Out",NA,2018-03-15,2018-01-03
"Alexis Ajinca","Out",NA,2018-04-07,2018-01-03
"Brandon Knight","Out",NA,2018-10-25,2018-01-03
"C.J. Wilcox","Out",NA,2018-01-04,2018-01-03
"Cameron Payne","Out",NA,2018-01-15,2018-01-03
"Chris Boucher","Out",NA,2018-01-25,2018-01-03
"Cody Zeller","Out",NA,2018-01-22,2018-01-03
"D'Angelo Russell","Out",NA,2018-01-06,2018-01-03
"Danilo Gallinari","Out",NA,2018-01-15,2018-01-03
"Dante Exum","Out",NA,2018-03-01,2018-01-03
"Davon Reed","Out",NA,2018-01-03,2018-01-03
"Derrick Rose","Out",NA,2018-01-03,2018-01-03
"DeWayne Dedmon","Out",NA,2018-01-07,2018-01-03
