"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Marcus Morris","Out","Oct 30",2017-11-01,2017-10-31
"Markelle Fultz","Out","Oct 29",2017-11-20,2017-10-31
"Markieff Morris","Out","Oct 31",2017-11-03,2017-10-31
"Marquese Chriss","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Meyers Leonard","Out","Oct 27",2017-11-24,2017-10-31
"Michael Carter-Williams","Out","Oct 31",2017-11-01,2017-10-31
"Mike Conley","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Mike Muscala","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Miles Plumlee","Out","Oct 31",2017-11-01,2017-10-31
"Myles Turner","Out","Oct 31",2017-11-03,2017-10-31
"Nene Hilario","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Nikola Mirotic","Out","Oct 30",2017-11-24,2017-10-31
"Noah Vonleh","Out","Oct 31",2017-11-01,2017-10-31
"Omer Asik","Out","Oct 31",2017-11-07,2017-10-31
"Paul Zipser","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Quincy Acy","Day-To-Day","Oct 30",2017-11-03,2017-10-31
"Reggie Bullock","Out","Oct 29",2017-11-01,2017-10-31
"Richaun Holmes","Out","Oct 28",2017-11-03,2017-10-31
"Ron Baker","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Serge Ibaka","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Seth Curry","Out","Oct 31",2017-11-08,2017-10-31
"Tarik Black","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Treveon Graham","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Trevor Ariza","Out","Oct 28",2017-11-01,2017-10-31
"Wayne Ellington","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Wayne Selden","Out","Oct 31",2017-11-01,2017-10-31
"Zach Randolph","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Adreian Payne","Out",NA,2018-01-01,2017-10-31
"Alexis Ajinca","Out",NA,2017-11-17,2017-10-31
"Brandon Knight","Out",NA,2018-10-25,2017-10-31
"C.J. Wilcox","Out",NA,2017-12-05,2017-10-31
"Cameron Payne","Out",NA,2017-11-30,2017-10-31
"Chris Boucher","Out",NA,2018-01-01,2017-10-31
"Chris Paul","Out",NA,2017-11-01,2017-10-31
"Dante Exum","Out",NA,2018-03-01,2017-10-31
"Davon Reed","Out",NA,2017-12-26,2017-10-31
"DeAndre' Bembry","Out",NA,2017-11-20,2017-10-31
"Devin Robinson","Out",NA,2017-12-01,2017-10-31
"Edmond Sumner","Out",NA,2018-02-01,2017-10-31
"Frank Jackson","Out",NA,2017-12-15,2017-10-31
"Glenn Robinson III","Out",NA,2018-01-15,2017-10-31
"Gordon Hayward","Out",NA,2018-04-07,2017-10-31
"Harry Giles","Out",NA,2018-01-02,2017-10-31
"Isaiah Thomas","Out",NA,2017-12-25,2017-10-31
"Jabari Parker","Out",NA,2018-02-01,2017-10-31
"Jeremy Lin","Out",NA,2018-10-25,2017-10-31
"Joakim Noah","Out",NA,2017-11-20,2017-10-31
"Joe Johnson","Out",NA,2017-11-15,2017-10-31
"Juan Hernangomez","Out",NA,2017-11-07,2017-10-31
"Julyan Stone","Out",NA,2017-12-01,2017-10-31
"Milos Teodosic","Out",NA,2017-11-01,2017-10-31
"Nicolas Batum","Out",NA,2017-12-01,2017-10-31
"Rajon Rondo","Out",NA,2017-11-15,2017-10-31
"Rodney McGruder","Out",NA,2018-01-15,2017-10-31
"Sheldon Mac","Out",NA,2018-04-11,2017-10-31
"Solomon Hill","Out",NA,2018-02-28,2017-10-31
"Tony Parker","Out",NA,2017-11-14,2017-10-31
"Wade Baldwin IV","Out",NA,2017-12-09,2017-10-31
"Wayne Selden Jr.","Out",NA,2017-11-04,2017-10-31
"Zach LaVine","Out",NA,2017-11-24,2017-10-31
