"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Alan Williams","Out","Oct 30",2018-03-15,2017-10-31
"Anthony Davis","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Ben McLemore","Out","Oct 31",2017-11-13,2017-10-31
"Bobby Portis","Out","Oct 31",2017-11-07,2017-10-31
"Carrick Felix","Out","Oct 29",2017-11-01,2017-10-31
"Cody Zeller","Out","Oct 28",2017-11-01,2017-10-31
"D'Angelo Russell","Day-To-Day","Oct 27",2017-11-01,2017-10-31
"DeMarre Carroll","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Dennis Schroder","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Derrick Rose","Out","Oct 30",2017-11-01,2017-10-31
"Domantas Sabonis","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Dorian Finney-Smith","Out","Oct 30",2017-11-03,2017-10-31
"Dwyane Wade","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Elfrid Payton","Out","Oct 31",2017-11-01,2017-10-31
"Eric Bledsoe","Out","Oct 29",2017-11-15,2017-10-31
"Eric Gordon","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Ersan Ilyasova","Out","Oct 29",2017-11-06,2017-10-31
"Frank Kaminsky","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Garrett Temple","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"George Hill","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Goran Dragic","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Greg Monroe","Out","Oct 29",2017-11-13,2017-10-31
"Hassan Whiteside","Out","Oct 31",2017-11-01,2017-10-31
"Ian Mahinmi","Day-To-Day","Oct 27",2017-11-01,2017-10-31
"Iman Shumpert","Out","Oct 31",2017-11-07,2017-10-31
"Jahlil Okafor","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"JaMychal Green","Out","Oct 31",2017-11-15,2017-10-31
"Jarrett Allen","Day-To-Day","Oct 31",2017-11-03,2017-10-31
"Jimmy Butler","Day-To-Day","Oct 27",2017-11-01,2017-10-31
"JJ Redick","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Joel Embiid","Day-To-Day","Oct 29",2017-11-01,2017-10-31
"Joffrey Lauvergne","Day-To-Day","Oct 30",2017-11-02,2017-10-31
"Jonas Valanciunas","Out","Oct 31",2017-11-01,2017-10-31
"Jonathan Isaac","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Josh McRoberts","Out","Oct 29",2017-11-01,2017-10-31
"Josh Smith","Day-To-Day","Oct 28",2017-11-01,2017-10-31
"Justin Patton","Out","Oct 31",2017-12-01,2017-10-31
"Kawhi Leonard","Out","Oct 30",2017-11-02,2017-10-31
"Kris Dunn","Out","Oct 28",2017-11-01,2017-10-31
"Kyle Kuzma","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Lucas Nogueira","Day-To-Day","Oct 30",2017-11-01,2017-10-31
"Malcolm Miller","Out","Oct 31",2017-11-01,2017-10-31
"Manu Ginobili","Day-To-Day","Oct 30",2017-11-02,2017-10-31
"Marc Gasol","Day-To-Day","Oct 31",2017-11-01,2017-10-31
"Marco Belinelli","Day-To-Day","Oct 31",2017-11-01,2017-10-31
