"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"A.J. Hammons","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Al-Farouq Aminu","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Andrew Bogut","Day-To-Day","Dec 30",2017-01-02,2016-12-30
"Arron Afflalo","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Bradley Beal","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Brice Johnson","Out","Dec 26",2017-01-14,2016-12-30
"Cameron Payne","Out","Dec 28",2016-12-31,2016-12-30
"Chandler Parsons","Day-To-Day","Dec 27",2016-12-31,2016-12-30
"Chris Paul","Out","Dec 28",2016-12-31,2016-12-30
"Courtney Lee","Day-To-Day","Dec 30",2016-12-31,2016-12-30
"Damian Lillard","Out","Dec 30",2016-12-31,2016-12-30
"Daniel Ochefu","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Devin Harris","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Dion Waiters","Out","Dec 28",2016-12-31,2016-12-30
"Dirk Nowitzki","Day-To-Day","Dec 30",2016-12-31,2016-12-30
"Doug McDermott","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Dwight Howard","Out","Dec 26",2016-12-31,2016-12-30
"Dwyane Wade","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Evan Fournier","Out","Dec 29",2016-12-31,2016-12-30
"Evan Turner","Out","Dec 26",2016-12-31,2016-12-30
"Gerald Henderson","Day-To-Day","Dec 28",2017-01-02,2016-12-30
"Goran Dragic","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Isaiah Whitehead","Out","Dec 26",2016-12-31,2016-12-30
"J.J. Barea","Out","Dec 27",2017-01-02,2016-12-30
"J.J. Redick","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Jared Sullinger","Out","Dec 26",2017-01-31,2016-12-30
"Jeremy Lin","Day-To-Day","Dec 28",2017-01-01,2016-12-30
"Joe Harris","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Joe Young","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Joel Embiid","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Jose Calderon","Out","Dec 27",2016-12-31,2016-12-30
"Josh McRoberts","Out","Dec 27",2017-01-31,2016-12-30
"Kawhi Leonard","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Kyrie Irving","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"LeBron James","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Marco Belinelli","Out","Dec 30",2016-12-31,2016-12-30
"Michael Beasley","Out","Dec 26",2016-12-31,2016-12-30
"Michael Carter-Williams","Out","Dec 26",2016-12-31,2016-12-30
"Mike Conley","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Mirza Teletovic","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Monta Ellis","Out","Dec 28",2016-12-31,2016-12-30
"Nik Stauskas","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Patrick Beverley","Day-To-Day","Dec 27",2016-12-31,2016-12-30
"Patrick Patterson","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Rashad Vaughn","Out","Dec 29",2016-12-31,2016-12-30
"Reggie Bullock","Out","Dec 28",2017-01-14,2016-12-30
"Richaun Holmes","Out","Dec 30",2016-12-31,2016-12-30
"Rodney McGruder","Out","Dec 27",2016-12-31,2016-12-30
"Rodney Stuckey","Day-To-Day","Dec 29",2016-12-30,2016-12-30
"Rondae Hollis-Jefferson","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Rudy Gay","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Ryan Kelly","Day-To-Day","Dec 28",2016-12-31,2016-12-30
"Salah Mejri","Day-To-Day","Dec 29",2016-12-31,2016-12-30
"Sergio Rodriguez","Day-To-Day","Dec 29",2017-01-02,2016-12-30
"Steve Novak","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Terrence Jones","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Terrence Ross","Day-To-Day","Dec 26",2016-12-31,2016-12-30
"Victor Oladipo","Out","Dec 28",2016-12-31,2016-12-30
"Wayne Ellington","Out","Dec 27",2016-12-31,2016-12-30
