"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Aaron Gordon","Day-To-Day","Dec 19",2017-12-22,2017-12-19
"Allen Crabbe","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Andre Roberson","Out","Dec 15",2017-12-20,2017-12-19
"Arron Afflalo","Out","Dec 19",2017-12-20,2017-12-19
"Austin Rivers","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Avery Bradley","Out","Dec 19",2017-12-26,2017-12-19
"Brandan Wright","Out","Dec 18",2017-12-20,2017-12-19
"Brook Lopez","Out","Dec 19",2018-01-11,2017-12-19
"Chandler Parsons","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"CJ Miles","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Clint Capela","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Daniel Theis","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Danilo Gallinari","Out","Dec 18",2017-12-20,2017-12-19
"Danny Green","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"De'Aaron Fox","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Delon Wright","Out","Dec 15",2017-12-20,2017-12-19
"DeMarre Carroll","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Dion Waiters","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Dorian Finney-Smith","Out","Dec 18",2017-12-26,2017-12-19
"Draymond Green","Out","Dec 18",2017-12-20,2017-12-19
"Dwyane Wade","Day-To-Day","Dec 17",2017-12-19,2017-12-19
"Emmanuel Mudiay","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Evan Fournier","Out","Dec 19",2017-12-20,2017-12-19
"Furkan Korkmaz","Out","Dec 17",2018-01-03,2017-12-19
"George Hill","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Goran Dragic","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Hassan Whiteside","Out","Dec 16",2017-12-22,2017-12-19
"Ian Mahinmi","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Isaiah Thomas","Out","Dec 18",2017-12-30,2017-12-19
"Jabari Parker","Out","Dec 18",2018-01-15,2017-12-19
"James Harden","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"James Johnson","Out","Dec 17",2017-12-26,2017-12-19
"Jason Terry","Out","Dec 19",2017-12-20,2017-12-19
"Jeremy Lin","Out","Dec 18",2018-10-25,2017-12-19
"Jimmy Butler","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Joel Embiid","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"John Collins","Out","Dec 15",2017-12-20,2017-12-19
"John Holland","Out","Dec 15",2018-01-12,2017-12-19
"Jonathan Isaac","Out","Dec 17",2017-12-20,2017-12-19
"Josh McRoberts","Out","Dec 18",2017-12-20,2017-12-19
"Justise Winslow","Out","Dec 18",2017-12-20,2017-12-19
"Jusuf Nurkic","Out","Dec 15",2017-12-20,2017-12-19
"Kawhi Leonard","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Kemba Walker","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"Kristaps Porzingis","Day-To-Day","Dec 18",2017-12-21,2017-12-19
"Kyle Anderson","Out","Dec 18",2017-12-20,2017-12-19
"Lauri Markkanen","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Lou Williams","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Malachi Richardson","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Marcus Morris","Out","Dec 19",2017-12-23,2017-12-19
"Matthew Dellavedova","Out","Dec 19",2017-12-20,2017-12-19
"Mike Conley","Out","Dec 18",2018-01-02,2017-12-19
"Mike Muscala","Day-To-Day","Dec 19",2017-12-22,2017-12-19
"Milos Teodosic","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Myles Turner","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Nemanja Bjelica","Out","Dec 18",2017-12-25,2017-12-19
"Nene Hilario","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Nick Young","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Nikola Jokic","Day-To-Day","Dec 15",2017-12-20,2017-12-19
"Paul Millsap","Out","Dec 18",2018-03-26,2017-12-19
"Serge Ibaka","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Shaun Livingston","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Stephen Curry","Out","Dec 18",2017-12-20,2017-12-19
"Steven Adams","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Thaddeus Young","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"Tony Parker","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"Tony Snell","Out","Dec 19",2017-12-20,2017-12-19
"Treveon Graham","Day-To-Day","Dec 19",2017-12-20,2017-12-19
"Trevor Booker","Day-To-Day","Dec 17",2017-12-21,2017-12-19
"Tristan Thompson","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Tyreke Evans","Day-To-Day","Dec 16",2017-12-20,2017-12-19
"Wayne Selden","Out","Dec 18",2017-12-20,2017-12-19
"Wesley Johnson","Day-To-Day","Dec 18",2017-12-20,2017-12-19
"Zach Randolph","Day-To-Day","Dec 17",2017-12-20,2017-12-19
"Zaza Pachulia","Out","Dec 17",2017-12-20,2017-12-19
" Nene","Out",NA,2017-12-20,2017-12-19
"Alan Williams","Out",NA,2018-03-15,2017-12-19
"Alexis Ajinca","Out",NA,2018-04-07,2017-12-19
"Blake Griffin","Out",NA,2018-01-28,2017-12-19
"Brandon Knight","Out",NA,2018-10-25,2017-12-19
"C.J. Wilcox","Out",NA,2017-12-20,2017-12-19
"Cameron Payne","Out",NA,2017-12-20,2017-12-19
"Chris Boucher","Out",NA,2018-01-01,2017-12-19
"Cody Zeller","Out",NA,2018-01-22,2017-12-19
"D'Angelo Russell","Out",NA,2018-01-01,2017-12-19
"Dante Exum","Out",NA,2018-03-01,2017-12-19
"Davon Reed","Out",NA,2018-01-01,2017-12-19
"Dennis Smith Jr.","Out",NA,2017-12-20,2017-12-19
"Derrick Favors","Out",NA,2017-12-20,2017-12-19
"Derrick Rose","Out",NA,2017-12-20,2017-12-19
"Devin Booker","Out",NA,2017-12-26,2017-12-19
"DeWayne Dedmon","Out",NA,2017-12-20,2017-12-19
"Edmond Sumner","Out",NA,2018-02-01,2017-12-19
"Frank Jackson","Out",NA,2017-12-25,2017-12-19
"Glenn Robinson III","Out",NA,2018-01-15,2017-12-19
"Gordon Hayward","Out",NA,2018-04-07,2017-12-19
