"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Harry Giles","Out",NA,2018-01-02,2017-12-19
"Iman Shumpert","Out",NA,2018-01-18,2017-12-19
"Jon Leuer","Out",NA,2018-01-03,2017-12-19
"Justin Anderson","Out",NA,2017-12-23,2017-12-19
"Luc Mbah a Moute","Out",NA,2017-12-29,2017-12-19
"Lucas Nogueira","Out",NA,2017-12-23,2017-12-19
"Markelle Fultz","Out",NA,2017-12-31,2017-12-19
"Mirza Teletovic","Out",NA,2018-02-01,2017-12-19
"Nerlens Noel","Out",NA,2018-01-01,2017-12-19
"Okaro White","Out",NA,2018-02-07,2017-12-19
"Otto Porter","Out",NA,2017-12-20,2017-12-19
"Patrick Beverley","Out",NA,2018-10-25,2017-12-19
"Raul Neto","Out",NA,2017-12-20,2017-12-19
"Rodney McGruder","Out",NA,2018-01-15,2017-12-19
"Rudy Gobert","Out",NA,2018-01-17,2017-12-19
"Seth Curry","Out",NA,2018-01-01,2017-12-19
"Sheldon Mac","Out",NA,2018-04-11,2017-12-19
"Solomon Hill","Out",NA,2018-02-20,2017-12-19
"Terrence Ross","Out",NA,2018-02-03,2017-12-19
"Tim Hardaway Jr.","Out",NA,2017-12-21,2017-12-19
"Tony Allen","Out",NA,2018-01-03,2017-12-19
"Wade Baldwin IV","Out",NA,2017-12-20,2017-12-19
"Wayne Selden Jr.","Out",NA,2018-01-02,2017-12-19
"Zach LaVine","Out",NA,2018-01-01,2017-12-19
