"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Aaron Gordon","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Alex Len","Out","Feb 10",2017-02-14,2017-02-13
"Alexis Ajinca","Day-To-Day","Feb 10",2017-02-14,2017-02-13
"Andrew Bogut","Out","Feb 9",2017-02-24,2017-02-13
"Buddy Hield","Day-To-Day","Feb 12",2017-02-14,2017-02-13
"Chandler Parsons","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Cody Zeller","Out","Feb 9",2017-02-14,2017-02-13
"Danilo Gallinari","Out","Feb 12",2017-02-15,2017-02-13
"Darrell Arthur","Day-To-Day","Feb 12",2017-02-14,2017-02-13
"David West","Out","Feb 9",2017-02-15,2017-02-13
"DeAndre Liggins","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Delon Wright","Out","Feb 10",2017-02-14,2017-02-13
"Deron Williams","Out","Feb 9",2017-02-14,2017-02-13
"Dion Waiters","Out","Feb 12",2017-02-14,2017-02-13
"Dwyane Wade","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"E'Twaun Moore","Day-To-Day","Feb 12",2017-02-14,2017-02-13
"Emmanuel Mudiay","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Eric Bledsoe","Day-To-Day","Feb 11",2017-02-14,2017-02-13
"Eric Gordon","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Ersan Ilyasova","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Gary Harris","Day-To-Day","Feb 12",2017-02-14,2017-02-13
"George Hill","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Iman Shumpert","Out","Feb 12",2017-02-14,2017-02-13
"Isaiah Canaan","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"J.R. Smith","Out","Feb 11",2017-04-01,2017-02-13
"Jabari Parker","Out","Feb 9",2017-10-25,2017-02-13
"Jae Crowder","Day-To-Day","Feb 9",2017-02-14,2017-02-13
"Jahlil Okafor","Day-To-Day","Feb 12",2017-02-15,2017-02-13
