"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 17",2016-12-18,2016-12-17
"Alex Len","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Anthony Davis","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Austin Rivers","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Ben McLemore","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Ben Simmons","Out","Dec 13",2017-01-09,2016-12-17
"Brandon Knight","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Bruno Caboclo","Out","Dec 16",2016-12-18,2016-12-17
"Cameron Payne","Out","Dec 15",2016-12-25,2016-12-17
"Carmelo Anthony","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Chandler Parsons","Out","Dec 16",2016-12-18,2016-12-17
"Chris Andersen","Out","Dec 16",2017-10-25,2016-12-17
"D'Angelo Russell","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Dario Saric","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Darrell Arthur","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"David West","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"DeAndre Bembry","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"DeMarcus Cousins","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Derrick Rose","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Deyonta Davis","Out","Dec 15",2017-01-26,2016-12-17
"Dion Waiters","Out","Dec 16",2016-12-21,2016-12-17
"Dirk Nowitzki","Out","Dec 13",2016-12-25,2016-12-17
"Gary Harris","Out","Dec 15",2016-12-18,2016-12-17
"Gerald Green","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Giannis Antetokounmpo","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Hollis Thompson","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Ian Mahinmi","Out","Dec 16",2016-12-19,2016-12-17
"Isaiah Thomas","Out","Dec 16",2016-12-18,2016-12-17
"J.J. Barea","Out","Dec 16",2016-12-30,2016-12-17
"James Ennis","Out","Dec 16",2016-12-18,2016-12-17
"Jason Smith","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Jeremy Lin","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Jerryd Bayless","Out","Dec 15",2017-10-25,2016-12-17
"Joel Embiid","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Jrue Holiday","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Julius Randle","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Justin Hamilton","Out","Dec 16",2016-12-18,2016-12-17
"Justise Winslow","Out","Dec 15",2016-12-18,2016-12-17
"Kemba Walker","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Kent Bazemore","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Kevin Love","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Kyle O'Quinn","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Kyrie Irving","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"LaMarcus Aldridge","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"LeBron James","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Luc Mbah a Moute","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Lucas Nogueira","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Luke Babbitt","Out","Dec 13",2016-12-18,2016-12-17
"Markieff Morris","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Michael Beasley","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Michael Carter-Williams","Out","Dec 16",2016-12-25,2016-12-17
"Mike Conley","Out","Dec 16",2016-12-18,2016-12-17
"Nerlens Noel","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Nikola Vucevic","Out","Dec 16",2016-12-18,2016-12-17
"Omri Casspi","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Rajon Rondo","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Rodney Stuckey","Day-To-Day","Dec 15",2016-12-19,2016-12-17
"Rudy Gay","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Salah Mejri","Day-To-Day","Dec 15",2016-12-18,2016-12-17
"Sergio Rodriguez","Day-To-Day","Dec 13",2016-12-18,2016-12-17
"Solomon Hill","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Taj Gibson","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Tarik Black","Out","Dec 16",2016-12-18,2016-12-17
"Tim Frazier","Out","Dec 16",2016-12-18,2016-12-17
"Tyler Johnson","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Tyreke Evans","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Victor Oladipo","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Vince Carter","Out","Dec 13",2016-12-18,2016-12-17
"Wayne Ellington","Day-To-Day","Dec 16",2016-12-18,2016-12-17
"Wilson Chandler","Day-To-Day","Dec 14",2016-12-18,2016-12-17
"Zaza Pachulia","Out","Dec 16",2016-12-18,2016-12-17
