"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Alan Williams","Out","Oct 30",2018-03-15,2017-10-30
"Anthony Davis","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Austin Rivers","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Carrick Felix","Out","Oct 29",2017-11-01,2017-10-30
"Chris Paul","Out","Oct 26",2017-11-01,2017-10-30
"Cody Zeller","Out","Oct 28",2017-10-31,2017-10-30
"D'Angelo Russell","Day-To-Day","Oct 27",2017-10-31,2017-10-30
"DeMarre Carroll","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Dennis Schroder","Day-To-Day","Oct 27",2017-10-31,2017-10-30
"Derrick Rose","Out","Oct 30",2017-10-31,2017-10-30
"Devin Harris","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Domantas Sabonis","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Dorian Finney-Smith","Out","Oct 30",2017-11-03,2017-10-30
"Dwyane Wade","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Elfrid Payton","Out","Oct 29",2017-11-01,2017-10-30
"Eric Bledsoe","Out","Oct 29",2017-11-15,2017-10-30
"Eric Gordon","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Ersan Ilyasova","Out","Oct 29",2017-11-06,2017-10-30
"Frank Kaminsky","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Frank Ntilikina","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"George Hill","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Greg Monroe","Out","Oct 29",2017-11-13,2017-10-30
"Hassan Whiteside","Out","Oct 30",2017-11-01,2017-10-30
"Ian Mahinmi","Day-To-Day","Oct 27",2017-10-31,2017-10-30
"Iman Shumpert","Day-To-Day","Oct 29",2017-11-01,2017-10-30
"Jahlil Okafor","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Jimmy Butler","Day-To-Day","Oct 27",2017-10-31,2017-10-30
"JJ Redick","Day-To-Day","Oct 30",2017-11-01,2017-10-30
"Joel Embiid","Day-To-Day","Oct 29",2017-10-31,2017-10-30
"Joffrey Lauvergne","Day-To-Day","Oct 30",2017-11-02,2017-10-30
"Jonas Valanciunas","Out","Oct 30",2017-11-01,2017-10-30
"Jonathan Isaac","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Josh McRoberts","Out","Oct 29",2017-11-01,2017-10-30
"Josh Smith","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Kawhi Leonard","Out","Oct 30",2017-11-02,2017-10-30
"Kris Dunn","Out","Oct 28",2017-10-31,2017-10-30
"Kyle Kuzma","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Lucas Nogueira","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Malcolm Brogdon","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Manu Ginobili","Day-To-Day","Oct 30",2017-11-02,2017-10-30
"Marc Gasol","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Marco Belinelli","Day-To-Day","Oct 27",2017-10-31,2017-10-30
"Marcus Morris","Out","Oct 30",2017-11-01,2017-10-30
"Marcus Smart","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Mario Chalmers","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Markelle Fultz","Out","Oct 29",2017-11-20,2017-10-30
"Markieff Morris","Out","Oct 30",2017-11-03,2017-10-30
"Marquese Chriss","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Meyers Leonard","Out","Oct 27",2017-11-24,2017-10-30
"Michael Carter-Williams","Out","Oct 30",2017-11-01,2017-10-30
"Miles Plumlee","Out","Oct 29",2017-11-01,2017-10-30
"Myles Turner","Out","Oct 30",2017-11-01,2017-10-30
"Nene Hilario","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Nikola Mirotic","Out","Oct 30",2017-11-24,2017-10-30
"Paul Zipser","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Quincy Acy","Day-To-Day","Oct 30",2017-11-03,2017-10-30
"Reggie Bullock","Out","Oct 29",2017-10-31,2017-10-30
"Richaun Holmes","Out","Oct 28",2017-11-03,2017-10-30
"Ron Baker","Day-To-Day","Oct 30",2017-11-01,2017-10-30
"Serge Ibaka","Day-To-Day","Oct 30",2017-11-01,2017-10-30
"Seth Curry","Out","Oct 29",2017-11-08,2017-10-30
"Shaun Livingston","Day-To-Day","Oct 26",2017-10-31,2017-10-30
"Tarik Black","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Treveon Graham","Day-To-Day","Oct 28",2017-10-31,2017-10-30
"Trevor Ariza","Out","Oct 28",2017-10-31,2017-10-30
"Wayne Ellington","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Wayne Selden","Out","Oct 29",2017-10-31,2017-10-30
"Zach Randolph","Day-To-Day","Oct 30",2017-10-31,2017-10-30
"Adreian Payne","Out",NA,2018-01-01,2017-10-30
"Alexis Ajinca","Out",NA,2017-11-17,2017-10-30
"Ben McLemore","Out",NA,2017-11-07,2017-10-30
"Bobby Portis","Out",NA,2017-11-07,2017-10-30
"Brandon Knight","Out",NA,2018-10-25,2017-10-30
"C.J. Wilcox","Out",NA,2017-12-05,2017-10-30
"Cameron Payne","Out",NA,2017-11-30,2017-10-30
"Chris Boucher","Out",NA,2018-01-01,2017-10-30
"Dante Exum","Out",NA,2018-03-01,2017-10-30
"Davon Reed","Out",NA,2017-12-26,2017-10-30
"DeAndre' Bembry","Out",NA,2017-11-20,2017-10-30
