"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"A.J. Hammons","Day-To-Day","Dec 29",2017-01-01,2016-12-31
"Andrew Bogut","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Arron Afflalo","Out","Dec 31",2017-01-02,2016-12-31
"Avery Bradley","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Bradley Beal","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Cameron Payne","Out","Dec 30",2017-01-01,2016-12-31
"Chandler Parsons","Day-To-Day","Dec 27",2017-01-01,2016-12-31
"Chris Paul","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Courtney Lee","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Damian Lillard","Out","Dec 31",2017-01-01,2016-12-31
"Daniel Ochefu","Day-To-Day","Dec 29",2017-01-01,2016-12-31
"Dion Waiters","Out","Dec 28",2017-01-01,2016-12-31
"Dirk Nowitzki","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Dwyane Wade","Day-To-Day","Dec 28",2017-01-01,2016-12-31
"Evan Fournier","Out","Dec 29",2017-01-01,2016-12-31
"Gerald Henderson","Day-To-Day","Dec 28",2017-01-01,2016-12-31
"Goran Dragic","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Hassan Whiteside","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"J.J. Barea","Out","Dec 27",2017-01-01,2016-12-31
"J.J. Redick","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Jahlil Okafor","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Jamal Murray","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Jeremy Lin","Day-To-Day","Dec 28",2017-01-01,2016-12-31
"Joe Harris","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Joel Embiid","Day-To-Day","Dec 28",2017-01-01,2016-12-31
"Jose Calderon","Out","Dec 27",2017-01-01,2016-12-31
"Josh McRoberts","Out","Dec 27",2017-01-31,2016-12-31
"Kawhi Leonard","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Kristaps Porzingis","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Kyle O'Quinn","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Kyrie Irving","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Marco Belinelli","Out","Dec 31",2017-01-01,2016-12-31
"Marcus Morris","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Matthew Dellavedova","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Mike Conley","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Mike Dunleavy","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Miles Plumlee","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Mirza Teletovic","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Monta Ellis","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Patrick Beverley","Day-To-Day","Dec 27",2017-01-01,2016-12-31
"Patrick McCaw","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Patrick Patterson","Day-To-Day","Dec 29",2017-01-01,2016-12-31
"Rashad Vaughn","Out","Dec 30",2017-01-01,2016-12-31
"Reggie Bullock","Out","Dec 30",2017-01-14,2016-12-31
"Richaun Holmes","Out","Dec 30",2017-01-01,2016-12-31
"Rodney McGruder","Out","Dec 27",2017-01-01,2016-12-31
"Rodney Stuckey","Out","Dec 31",2017-01-02,2016-12-31
"Rondae Hollis-Jefferson","Day-To-Day","Dec 28",2017-01-01,2016-12-31
"Rudy Gay","Day-To-Day","Dec 31",2017-01-02,2016-12-31
"Ryan Kelly","Day-To-Day","Dec 30",2017-01-01,2016-12-31
"Salah Mejri","Day-To-Day","Dec 29",2017-01-01,2016-12-31
"Sergio Rodriguez","Day-To-Day","Dec 29",2017-01-01,2016-12-31
"Ty Lawson","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Victor Oladipo","Out","Dec 31",2017-01-01,2016-12-31
"Wayne Ellington","Out","Dec 27",2017-01-01,2016-12-31
"Wesley Johnson","Day-To-Day","Dec 31",2017-01-01,2016-12-31
"Wilson Chandler","Day-To-Day","Dec 30",2017-01-01,2016-12-31
