"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 5",2016-12-08,2016-12-07
"Andrew Bogut","Out","Dec 6",2016-12-20,2016-12-07
"Anthony Davis","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Brandon Rush","Out","Dec 6",2016-12-08,2016-12-07
"Brice Johnson","Out","Dec 5",2016-12-20,2016-12-07
"C.J. Miles","Out","Dec 4",2016-12-08,2016-12-07
"Caris LeVert","Out","Dec 6",2016-12-08,2016-12-07
"Courtney Lee","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"D'Angelo Russell","Out","Dec 6",2016-12-12,2016-12-07
"Danilo Gallinari","Day-To-Day","Dec 3",2016-12-08,2016-12-07
"Darrell Arthur","Day-To-Day","Dec 3",2016-12-08,2016-12-07
"Derrick Rose","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Dirk Nowitzki","Out","Dec 3",2016-12-20,2016-12-07
"Donatas Motiejunas","Out","Dec 6",2016-12-15,2016-12-07
"Doug McDermott","Out","Dec 6",2016-12-08,2016-12-07
"Dwyane Wade","Day-To-Day","Dec 3",2016-12-08,2016-12-07
"E'Twaun Moore","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Eric Gordon","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Gary Harris","Out","Dec 5",2016-12-12,2016-12-07
"George Hill","Out","Dec 4",2016-12-08,2016-12-07
"Henry Ellenson","Out","Dec 4",2016-12-08,2016-12-07
"Ian Mahinmi","Out","Dec 6",2016-12-08,2016-12-07
"Isaiah Thomas","Day-To-Day","Dec 7",2016-12-09,2016-12-07
"J.R. Smith","Day-To-Day","Dec 6",2016-12-09,2016-12-07
"Jahlil Okafor","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"James Ennis","Out","Dec 5",2016-12-13,2016-12-07
"James Johnson","Day-To-Day","Dec 6",2016-12-12,2016-12-07
"James Young","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Jeremy Lin","Out","Dec 6",2016-12-10,2016-12-07
"Jerryd Bayless","Out","Dec 6",2016-12-11,2016-12-07
"Joel Embiid","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Jose Calderon","Out","Dec 5",2016-12-19,2016-12-07
"Josh Richardson","Out","Dec 6",2016-12-12,2016-12-07
"Jrue Holiday","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Justise Winslow","Out","Dec 6",2016-12-12,2016-12-07
"Kevin Seraphin","Out","Dec 4",2016-12-08,2016-12-07
"Luke Babbitt","Day-To-Day","Dec 6",2016-12-12,2016-12-07
"Manu Ginobili","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Marvin Williams","Out","Dec 6",2016-12-08,2016-12-07
"Michael Carter-Williams","Out","Dec 6",2017-01-06,2016-12-07
"Nene Hilario","Day-To-Day","Dec 4",2016-12-08,2016-12-07
"Nerlens Noel","Out","Dec 5",2016-12-11,2016-12-07
"Nikola Jokic","Out","Dec 5",2016-12-08,2016-12-07
"Paul George","Out","Dec 4",2016-12-08,2016-12-07
"Paul Millsap","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Rajon Rondo","Out","Dec 5",2016-12-08,2016-12-07
"Reggie Bullock","Out","Dec 4",2017-01-14,2016-12-07
"Reggie Jackson","Out","Dec 4",2016-12-08,2016-12-07
"Robert Covington","Out","Dec 5",2016-12-11,2016-12-07
"Seth Curry","Out","Dec 6",2016-12-08,2016-12-07
"Steven Adams","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Tarik Black","Day-To-Day","Dec 6",2016-12-09,2016-12-07
"Tony Parker","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Trevor Ariza","Day-To-Day","Dec 5",2016-12-08,2016-12-07
"Trevor Booker","Day-To-Day","Dec 3",2016-12-08,2016-12-07
"Vince Carter","Out","Dec 5",2016-12-08,2016-12-07
"Will Barton","Day-To-Day","Dec 3",2016-12-08,2016-12-07
"Yogi Ferrell","Day-To-Day","Dec 6",2016-12-08,2016-12-07
"Zach Randolph","Out","Dec 6",2016-12-08,2016-12-07
