"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Andre Iguodala","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Andrew Bogut","Out","Dec 8",2016-12-25,2016-12-11
"Anthony Davis","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Bismack Biyombo","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Blake Griffin","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Bruno Caboclo","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Channing Frye","Day-To-Day","Dec 9",2016-12-13,2016-12-11
"D'Angelo Russell","Out","Dec 8",2016-12-12,2016-12-11
"Delon Wright","Out","Dec 7",2016-12-31,2016-12-11
"DeMarre Carroll","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Derrick Rose","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Dion Waiters","Out","Dec 7",2016-12-12,2016-12-11
"Donatas Motiejunas","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Doug McDermott","Out","Dec 8",2016-12-12,2016-12-11
"Draymond Green","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"E'Twaun Moore","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Emmanuel Mudiay","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Gary Harris","Out","Dec 8",2016-12-15,2016-12-11
"Ian Mahinmi","Out","Dec 9",2016-12-16,2016-12-11
"Isaiah Thomas","Out","Dec 9",2016-12-14,2016-12-11
"J.R. Smith","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Jahlil Okafor","Out","Dec 8",2016-12-12,2016-12-11
"Jamal Murray","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"James Johnson","Out","Dec 7",2016-12-12,2016-12-11
"Jeff Green","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Jeremy Lin","Out","Dec 9",2016-12-12,2016-12-11
"Jerryd Bayless","Out","Dec 10",2016-12-14,2016-12-11
"Joel Embiid","Day-To-Day","Dec 10",2016-12-14,2016-12-11
"Josh Richardson","Out","Dec 9",2016-12-12,2016-12-11
"Jrue Holiday","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Justin Hamilton","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Kemba Walker","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Kent Bazemore","Day-To-Day","Dec 7",2016-12-12,2016-12-11
"Kevin Love","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Kevon Looney","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Luke Babbitt","Out","Dec 7",2016-12-12,2016-12-11
"Marc Gasol","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Marvin Williams","Out","Dec 7",2016-12-12,2016-12-11
"Matt Barnes","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Maurice Harkless","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Monta Ellis","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Nemanja Bjelica","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Nerlens Noel","Out","Dec 8",2016-12-12,2016-12-11
"Nick Young","Out","Dec 7",2016-12-12,2016-12-11
"Nikola Jokic","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Nikola Vucevic","Day-To-Day","Dec 9",2016-12-13,2016-12-11
"Paul Millsap","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Raymond Felton","Out","Dec 8",2016-12-12,2016-12-11
"Robert Covington","Out","Dec 8",2016-12-12,2016-12-11
"Rodney McGruder","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Seth Curry","Out","Dec 9",2016-12-12,2016-12-11
"Shaun Livingston","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Tarik Black","Day-To-Day","Dec 8",2016-12-12,2016-12-11
"Troy Daniels","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Udonis Haslem","Day-To-Day","Dec 9",2016-12-12,2016-12-11
"Vince Carter","Out","Dec 9",2016-12-13,2016-12-11
"Wilson Chandler","Day-To-Day","Dec 10",2016-12-12,2016-12-11
"Zaza Pachulia","Day-To-Day","Dec 10",2016-12-12,2016-12-11
