"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Nemanja Bjelica","Sacramento","PF",30,"6' 10""",234,6500000,"Sacramento Kings",NA,NA,NA,NA,NA
"Nene Hilario","Houston","C",36,"6' 11""",250,3651480,"Houston Rockets",NA,NA,NA,NA,NA
"Nerlens Noel","Oklahoma City","PF",24,"6' 11""",220,1757429,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Nicolas Batum","Charlotte","SF",30,"6' 8""",200,2.4e+07,"Charlotte Hornets",NA,NA,NA,NA,NA
"Nikola Jokic","Denver","C",23,"7' 0""",250,24605181,"Denver Nuggets",NA,NA,NA,NA,NA
"Nikola Mirotic","Milwaukee","PF",27,"6' 10""",250,12500000,"Milwaukee Bucks","Out","Feb 9","Game Time Decision",2019-02-10,2019-02-09
"Nikola Vucevic","Orlando","C",28,"7' 0""",260,12750000,"Orlando Magic",NA,NA,NA,NA,NA
"Noah Vonleh","New York","PF",23,"6' 9""",250,1512601,"New York Knicks",NA,NA,NA,NA,NA
"Norman Powell","Toronto","SF",25,"6' 4""",215,9367200,"Toronto Raptors",NA,NA,NA,NA,NA
"OG Anunoby","Toronto","SF",21,"6' 8""",232,2034120,"Toronto Raptors",NA,NA,NA,NA,NA
"Omari Spellman","Atlanta","PF",21,"6' 9""",245,1620480,"Atlanta Hawks",NA,NA,NA,NA,NA
"Otto Porter Jr.","Chicago","SF",25,"6' 8""",198,26011913,"Chicago Bulls","Day-To-Day","Feb 8",NA,2019-02-10,2019-02-09
"Pascal Siakam","Toronto","PF",24,"6' 9""",230,1544951,"Toronto Raptors",NA,NA,NA,NA,NA
"Pat Connaughton","Milwaukee","SG",26,"6' 4""",209,1641000,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Patrick Beverley","LA Clippers","PG",30,"6' 1""",185,5027028,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Patrick McCaw","Toronto","SG",23,"6' 7""",185,777665,"Toronto Raptors",NA,NA,NA,NA,NA
"Patrick Patterson","Oklahoma City","PF",29,"6' 9""",230,5451600,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Patty Mills","San Antonio","PG",30,"6' 0""",180,11571429,"San Antonio Spurs",NA,NA,NA,NA,NA
"Pau Gasol","San Antonio","C",38,"7' 0""",250,16800000,"San Antonio Spurs",NA,NA,NA,NA,NA
"Paul George","Oklahoma City","SF",28,"6' 9""",220,30560700,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Paul Millsap","Denver","PF",33,"6' 8""",246,29230769,"Denver Nuggets","Out","Feb 9","Game Time Decision",2019-02-10,2019-02-09
"PJ Dozier","Boston","PG",22,"6' 6""",205,NA,"Boston Celtics",NA,NA,NA,NA,NA
"PJ Tucker","Houston","SF",33,"6' 6""",245,7969537,"Houston Rockets",NA,NA,NA,NA,NA
"Quincy Pondexter","San Antonio","F",30,"6' 7""",230,1512601,"San Antonio Spurs",NA,NA,NA,NA,NA
"Quinn Cook","Golden State","PG",25,"6' 2""",179,1544951,"Golden State Warriors",NA,NA,NA,NA,NA
"Rajon Rondo","LA Lakers","PG",32,"6' 1""",186,9e+06,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Raul Neto","Utah","PG",26,"6' 1""",179,2150000,"Utah Jazz","Out","Feb 6",NA,2019-02-10,2019-02-09
"Rawle Alkins","Chicago","SG",21,"6' 5""",225,NA,"Chicago Bulls",NA,NA,NA,NA,NA
"Raymond Felton","Oklahoma City","PG",34,"6' 1""",205,1512601,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Reggie Bullock","LA Lakers","SG",27,"6' 7""",205,2500000,"Los Angeles Lakers","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Reggie Jackson","Detroit","PG",28,"6' 3""",208,17043478,"Detroit Pistons",NA,NA,NA,NA,NA
"Richaun Holmes","Phoenix","PF",25,"6' 10""",235,1600520,"Phoenix Suns",NA,NA,NA,NA,NA
"Ricky Rubio","Utah","PG",28,"6' 4""",190,14975000,"Utah Jazz",NA,NA,NA,NA,NA
"RJ Hunter","Boston","SG",25,"6' 5""",185,NA,"Boston Celtics",NA,NA,NA,NA,NA
"Robert Covington","Minnesota","SF",28,"6' 9""",225,10464092,"Minnesota Timberwolves","Out","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Robert Williams","Boston","C",21,"6' 10""",240,1654440,"Boston Celtics","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Robin Lopez","Chicago","C",30,"7' 0""",275,14357750,"Chicago Bulls","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Rodions Kurucs","Brooklyn","SF",21,"6' 9""",210,1618320,"Brooklyn Nets",NA,NA,NA,NA,NA
"Rodney Hood","Portland","SG",26,"6' 8""",206,3472887,"Portland Trailblazers","Day-To-Day","Feb 5",NA,2019-02-10,2019-02-09
"Rodney McGruder","Miami","SF",27,"6' 4""",200,1544951,"Miami Heat",NA,NA,NA,NA,NA
"Rondae Hollis-Jefferson","Brooklyn","SF",24,"6' 7""",217,2470357,"Brooklyn Nets",NA,NA,NA,NA,NA
"Royce O'Neale","Utah","SF",25,"6' 6""",226,1378242,"Utah Jazz",NA,NA,NA,NA,NA
"Rudy Gay","San Antonio","SF",32,"6' 8""",230,10087200,"San Antonio Spurs","Day-To-Day","Feb 9","Feb 12",2019-02-12,2019-02-09
"Rudy Gobert","Utah","C",26,"7' 1""",245,23241573,"Utah Jazz",NA,NA,NA,NA,NA
"Russell Westbrook","Oklahoma City","PG",30,"6' 3""",200,35654150,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Ryan Anderson","Miami","PF",30,"6' 10""",240,20421546,"Miami Heat","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Ryan Arcidiacono","Chicago","PG",24,"6' 3""",200,1349383,"Chicago Bulls",NA,NA,NA,NA,NA
"Ryan Broekhoff","Dallas","SG",28,"6' 7""",215,838464,"Dallas Mavericks",NA,NA,NA,NA,NA
"Sam Dekker","Washington","SF",24,"6' 9""",230,2760095,"Washington Wizards",NA,NA,NA,NA,NA
"Semi Ojeleye","Boston","PF",24,"6' 7""",241,1378242,"Boston Celtics",NA,NA,NA,NA,NA
"Serge Ibaka","Toronto","C",29,"6' 10""",235,21666667,"Toronto Raptors",NA,NA,NA,NA,NA
"Seth Curry","Portland","SG",28,"6' 2""",185,2795000,"Portland Trailblazers",NA,NA,NA,NA,NA
"Shabazz Napier","Brooklyn","PG",27,"6' 1""",180,1942422,"Brooklyn Nets",NA,NA,NA,NA,NA
"Shai Gilgeous-Alexander","LA Clippers","PG",20,"6' 6""",181,3375360,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Shake Milton","Philadelphia","SG",22,"6' 6""",207,NA,"Philadelphia 76ers","Out","Feb 5","Mar 17",2019-03-17,2019-02-09
"Shaquille Harrison","Chicago","PG",25,"6' 4""",190,1311265,"Chicago Bulls",NA,NA,NA,NA,NA
"Shaun Livingston","Golden State","PG",33,"6' 7""",192,8307692,"Golden State Warriors",NA,NA,NA,NA,NA
"Sindarius Thornwell","LA Clippers","SG",24,"6' 5""",215,1378242,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Skal Labissiere","Portland","PF",22,"6' 11""",235,1544951,"Portland Trailblazers","Day-To-Day","Feb 7","Game Time Decision",2019-02-10,2019-02-09
"Solomon Hill","New Orleans","SF",27,"6' 7""",225,12252928,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Spencer Dinwiddie","Brooklyn","PG",25,"6' 6""",210,1656092,"Brooklyn Nets","Out",NA,"Feb 21",2019-02-21,2019-02-09
"Stanley Johnson","New Orleans","SF",22,"6' 7""",245,3940402,"New Orleans Pelicans","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Stephen Curry","Golden State","PG",30,"6' 3""",190,37457154,"Golden State Warriors",NA,NA,NA,NA,NA
"Sterling Brown","Milwaukee","SG",23,"6' 6""",232,1378242,"Milwaukee Bucks","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Steven Adams","Oklahoma City","C",25,"7' 0""",265,24157303,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Sviatoslav Mykhailiuk","Detroit","SG",21,"6' 8""",205,1487694,"Detroit Pistons","Day-To-Day","Feb 5",NA,2019-02-10,2019-02-09
"T.J. Leaf","Indiana","PF",21,"6' 10""",225,2407560,"Indiana Pacers",NA,NA,NA,NA,NA
"T.J. McConnell","Philadelphia","PG",26,"6' 2""",190,1600520,"Philadelphia 76ers",NA,NA,NA,NA,NA
"T.J. Warren","Phoenix","SF",25,"6' 8""",215,11750000,"Phoenix Suns","Out","Feb 9","Feb 10",2019-02-10,2019-02-09
"Taj Gibson","Minnesota","PF",33,"6' 9""",232,1.4e+07,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Taurean Prince","Atlanta","SF",24,"6' 8""",220,2526840,"Atlanta Hawks",NA,NA,NA,NA,NA
"Terrance Ferguson","Oklahoma City","SG",20,"6' 7""",190,2118840,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Terrence Ross","Orlando","SG",28,"6' 7""",206,10500000,"Orlando Magic",NA,NA,NA,NA,NA
"Terry Rozier","Boston","PG",24,"6' 1""",190,3050390,"Boston Celtics",NA,NA,NA,NA,NA
"Thabo Sefolosha","Utah","F",34,"6' 7""",220,5250000,"Utah Jazz","Out","Feb 9",NA,2019-02-10,2019-02-09
"Thaddeus Young","Indiana","PF",30,"6' 8""",221,13964045,"Indiana Pacers",NA,NA,NA,NA,NA
"Theo Pinson","Brooklyn","SG",23,"6' 6""",218,NA,"Brooklyn Nets",NA,NA,NA,NA,NA
"Thomas Bryant","Washington","C",21,"6' 11""",248,1378242,"Washington Wizards",NA,NA,NA,NA,NA
"Thomas Welsh","Denver","C",23,"7' 0""",255,NA,"Denver Nuggets",NA,NA,NA,NA,NA
"Thon Maker","Detroit","PF",21,"7' 1""",221,2799720,"Detroit Pistons","Day-To-Day","Feb 8",NA,2019-02-10,2019-02-09
"Tim Frazier","New Orleans","PG",28,"6' 1""",170,1512601,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Tim Hardaway Jr.","Dallas","G",26,"6' 6""",205,19200127,"Dallas Mavericks",NA,NA,NA,NA,NA
"Timofey Mozgov","Orlando","C",32,"7' 1""",275,1.6e+07,"Orlando Magic","Out",NA,"Feb 22",2019-02-22,2019-02-09
"Timothe Luwawu-Cabarrot","Chicago","SG",23,"6' 6""",210,1544951,"Chicago Bulls",NA,NA,NA,NA,NA
"Tobias Harris","Philadelphia","SF",26,"6' 9""",235,14800000,"Philadelphia 76ers","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Tomas Satoransky","Washington","SG",27,"6' 7""",210,3129187,"Washington Wizards",NA,NA,NA,NA,NA
"Tony Bradley","Utah","C",21,"6' 11""",248,1679520,"Utah Jazz","Out","Feb 6","Feb 25",2019-02-25,2019-02-09
"Tony Parker","Charlotte","PG",36,"6' 2""",185,5e+06,"Charlotte Hornets","Day-To-Day","Feb 8","Feb 11",2019-02-11,2019-02-09
"Tony Snell","Milwaukee","SG",27,"6' 7""",213,10607143,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Torrey Craig","Denver","SF",28,"6' 7""",215,2e+06,"Denver Nuggets",NA,NA,NA,NA,NA
"Trae Young","Atlanta","PG",20,"6' 2""",180,5356440,"Atlanta Hawks",NA,NA,NA,NA,NA
"Treveon Graham","Brooklyn","SG",25,"6' 5""",225,1512601,"Brooklyn Nets",NA,NA,NA,NA,NA
"Trevon Bluiett","New Orleans","SG",24,"6' 6""",198,NA,"New Orleans Pelicans","Out",NA,"Mar 1",2019-03-01,2019-02-09
"Trevon Duval","Milwaukee","PG",20,"6' 2""",189,NA,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Trevor Ariza","Washington","SF",33,"6' 8""",215,1.5e+07,"Washington Wizards",NA,NA,NA,NA,NA
"Trey Burke","Dallas","PG",26,"6' 1""",175,1795015,"Dallas Mavericks",NA,NA,NA,NA,NA
"Trey Lyles","Denver","PF",23,"6' 10""",234,3364249,"Denver Nuggets",NA,NA,NA,NA,NA
"Tristan Thompson","Cleveland","C",27,"6' 10""",238,17469565,"Cleveland Cavaliers","Out","Feb 7","Feb 21",2019-02-21,2019-02-09
"Troy Brown Jr.","Washington","SF",19,"6' 7""",215,2749080,"Washington Wizards","Out",NA,"Feb 22",2019-02-22,2019-02-09
"Troy Caupain","Orlando","PG",23,"6' 4""",210,NA,"Orlando Magic",NA,NA,NA,NA,NA
"Troy Daniels","Phoenix","SG",27,"6' 4""",205,3258539,"Phoenix Suns",NA,NA,NA,NA,NA
"Troy Williams","Sacramento","SF",24,"6' 7""",218,1512601,"Sacramento Kings",NA,NA,NA,NA,NA
"Tyler Cavanaugh","Utah","PF",24,"6' 9""",238,NA,"Utah Jazz",NA,NA,NA,NA,NA
"Tyler Dorsey","Memphis","SG",22,"6' 5""",183,1378242,"Memphis Grizzlies","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Tyler Johnson","Phoenix","SG",26,"6' 4""",190,19356932,"Phoenix Suns","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Tyler Lydon","Denver","PF",22,"6' 10""",225,1874640,"Denver Nuggets",NA,NA,NA,NA,NA
"Tyreke Evans","Indiana","SG",29,"6' 6""",220,12400000,"Indiana Pacers",NA,NA,NA,NA,NA
"Tyrone Wallace","LA Clippers","SG",24,"6' 5""",198,1349383,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Tyson Chandler","LA Lakers","C",36,"7' 1""",240,1333140,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Tyus Jones","Minnesota","PG",22,"6' 2""",196,2444053,"Minnesota Timberwolves","Out","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Udonis Haslem","Miami","PF",38,"6' 8""",235,1512601,"Miami Heat",NA,NA,NA,NA,NA
"Victor Oladipo","Indiana","SG",26,"6' 4""",210,2.1e+07,"Indiana Pacers","Out",NA,"Out for the season",2020-02-09,2019-02-09
"Vince Carter","Atlanta","SF",42,"6' 6""",220,1512601,"Atlanta Hawks",NA,NA,NA,NA,NA
"Vincent Edwards","Houston","SF",22,"6' 8""",225,NA,"Houston Rockets",NA,NA,NA,NA,NA
"Wayne Ellington","Detroit","G",31,"6' 5""",200,6270000,"Detroit Pistons","Day-To-Day","Feb 8",NA,2019-02-10,2019-02-09
"Wayne Selden","Chicago","SG",24,"6' 5""",230,1544951,"Chicago Bulls","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Wendell Carter Jr.","Chicago","C",19,"6' 10""",255,4441200,"Chicago Bulls","Out",NA,"Mar 20",2019-03-20,2019-02-09
"Wenyen Gabriel","Sacramento","F",21,"6' 9""",205,NA,"Sacramento Kings",NA,NA,NA,NA,NA
"Wesley Iwundu","Orlando","SF",24,"6' 7""",195,1378242,"Orlando Magic",NA,NA,NA,NA,NA
"Wesley Johnson","Washington","SF",31,"6' 7""",215,6134520,"Washington Wizards","Day-To-Day","Feb 6",NA,2019-02-10,2019-02-09
"Will Barton","Denver","SG",28,"6' 6""",190,11830358,"Denver Nuggets",NA,NA,NA,NA,NA
"Willie Cauley-Stein","Sacramento","C",25,"7' 0""",240,4696875,"Sacramento Kings",NA,NA,NA,NA,NA
"Willy Hernangomez","Charlotte","C",24,"6' 11""",240,1544951,"Charlotte Hornets",NA,NA,NA,NA,NA
"Wilson Chandler","LA Clippers","SF",31,"6' 9""",225,12800562,"Los Angeles Clippers","Out","Feb 6","Feb 21",2019-02-21,2019-02-09
"Yante Maten","Miami","PF",22,"6' 8""",240,NA,"Miami Heat","Out",NA,"Game Time Decision",2019-02-10,2019-02-09
"Yogi Ferrell","Sacramento","PG",25,"6' 0""",180,3e+06,"Sacramento Kings",NA,NA,NA,NA,NA
"Yuta Watanabe","Memphis","G",24,"6' 9""",205,NA,"Memphis Grizzlies","Day-To-Day","Feb 8","Game Time Decision",2019-02-10,2019-02-09
"Zach Collins","Portland","PF",21,"7' 0""",235,3628920,"Portland Trailblazers",NA,NA,NA,NA,NA
"Zach LaVine","Chicago","PG",23,"6' 5""",200,19500000,"Chicago Bulls","Day-To-Day","Feb 7",NA,2019-02-10,2019-02-09
"Zaza Pachulia","Detroit","C",34,"6' 11""",270,1512601,"Detroit Pistons",NA,NA,NA,NA,NA
"Zhaire Smith","Philadelphia","SG",19,"6' 4""",199,2526840,"Philadelphia 76ers","Out",NA,"Feb 21",2019-02-21,2019-02-09
