"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al Horford","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Blake Griffin","Day-To-Day","Nov 29",2016-12-01,2016-11-29
"C.J. Miles","Out","Nov 29",2016-11-30,2016-11-29
"C.J. Watson","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Caris LeVert","Out","Nov 28",2016-12-05,2016-11-29
"Channing Frye","Day-To-Day","Nov 29",2016-12-01,2016-11-29
"Cody Zeller","Out","Nov 25",2016-11-30,2016-11-29
"Danilo Gallinari","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Danuel House Jr.","Out","Nov 25",2016-11-30,2016-11-29
"Darrell Arthur","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Delon Wright","Out","Nov 25",2016-12-31,2016-11-29
"DeMarcus Cousins","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Deron Williams","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Devin Harris","Out","Nov 27",2016-11-30,2016-11-29
"Dewayne Dedmon","Out","Nov 29",2016-11-30,2016-11-29
"Dion Waiters","Out","Nov 29",2016-12-06,2016-11-29
"Dirk Nowitzki","Out","Nov 29",2016-12-03,2016-11-29
"Doug McDermott","Out","Nov 29",2016-11-30,2016-11-29
"Draymond Green","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Elfrid Payton","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Gary Harris","Out","Nov 29",2016-12-10,2016-11-29
"Gerald Henderson","Day-To-Day","Nov 25",2016-11-30,2016-11-29
"Goran Dragic","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Hassan Whiteside","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Henry Ellenson","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Ian Clark","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Ian Mahinmi","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Iman Shumpert","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Jared Dudley","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Jeff Green","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Jeremy Lamb","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Jeremy Lin","Out","Nov 29",2016-12-01,2016-11-29
"Jerryd Bayless","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Jodie Meeks","Out","Nov 28",2016-11-30,2016-11-29
"Joel Embiid","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Juancho Hernangomez","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Julius Randle","Out","Nov 29",2016-11-30,2016-11-29
"Justise Winslow","Out","Nov 29",2016-12-06,2016-11-29
"Kevin Seraphin","Out","Nov 25",2016-12-04,2016-11-29
"Lance Thomas","Out","Nov 28",2016-11-30,2016-11-29
"Manu Ginobili","Day-To-Day","Nov 26",2016-11-30,2016-11-29
"Marco Belinelli","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Marvin Williams","Out","Nov 26",2016-12-03,2016-11-29
"Michael Carter-Williams","Out","Nov 25",2017-01-06,2016-11-29
"Mike Conley","Out","Nov 29",2017-01-13,2016-11-29
"Mike Miller","Out","Nov 29",2016-11-30,2016-11-29
"Mike Scott","Out","Nov 29",2016-11-30,2016-11-29
"Nerlens Noel","Out","Nov 25",2016-12-05,2016-11-29
"Nick Young","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Nicolas Batum","Day-To-Day","Nov 27",2016-11-30,2016-11-29
"Paul George","Out","Nov 25",2016-12-04,2016-11-29
"Paul Zipser","Out","Nov 25",2016-12-15,2016-11-29
"Reggie Bullock","Out","Nov 25",2017-01-14,2016-11-29
"Reggie Jackson","Out","Nov 29",2016-11-30,2016-11-29
"Rondae Hollis-Jefferson","Day-To-Day","Nov 28",2016-11-30,2016-11-29
"Stanley Johnson","Out","Nov 25",2016-11-30,2016-11-29
"Tiago Splitter","Out","Nov 27",2017-01-14,2016-11-29
"Tyler Johnson","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Tyson Chandler","Out","Nov 25",2016-11-30,2016-11-29
"Vince Carter","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Wayne Ellington","Out","Nov 28",2016-11-30,2016-11-29
"Will Barton","Day-To-Day","Nov 29",2016-11-30,2016-11-29
"Willie Reed","Out","Nov 28",2016-11-30,2016-11-29
"Zach Randolph","Out","Nov 28",2016-11-30,2016-11-29
